entity,plan_vintage,pin,variant,name,county,in_wfrc_region,forecast_start_year,cost,status,funding_source_raw,description,source_layer
wfrc_mpo,2027-2032,22106,,2700 East; Morningside Drive to 4500 South,Salt Lake,1,2027,1474000,Scoping,TAP,This project will improve the bike and pedestrian trail system thereby providing better mobility and access to the community.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22107,,Bike Share (GREENbike) Capital Care Improvements,Salt Lake,1,2026,493000,Scoping,TAP,This project will improve the bike and pedestrian trail system thereby providing better mobility and access to the community.,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22135,,Safe System Approach for Speed Management,Salt Lake,1,2025,65000,Scoping,Other,"Education is an important tool in improving safety and reaching our goal of Zero Fatalities. Outreach efforts include the Zero Fatalities program and partnership, Don't Drive Stupid teen safety campaign and Student Neighborhood Access Program (SNAP).
Research studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22163,,STATE STREET (GREEN LOOP) SHARED USE PATH,Salt Lake,1,2026,3476000,Scoping,Other,Trail - New Facility,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22177,,"SR-140 (14600 so) Improvements, 800 West to I-15",,,2026,1000000,Scoping,Other,Corridor PIN for Porter Rockwell - SR-140 (14600 So) Improvements from 800 West to I-15,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22181,,ITS Lifecycle Program Management,Salt Lake,1,2025,400000,Scoping,Other,"ITS/Traffic Management - Other
Contractors and consultants provide a variety of services including engineering, administration and right of way to help the Department.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22186,,ITS Lifecycle Replacement FY25 - Region 2,Various,,2025,829000,Scoping,Other,TMD Asset Management,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22187,,ITS Lifecycle Replacement FY25 - Region 3,Various,,2025,1177000,Scoping,Other,TMD Asset Management,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22188,,ITS Lifecycle Replacement FY25 - Region 4,Various,,2025,990000,Scoping,Other,TMD Asset Management,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22199,,"SR-171 & Garden Gate Drive, West Valley",Salt Lake,1,2025,295000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22233,,"2026, 27, 28 Pavement Program Concepts",Various,,2025,30000,Scoping,Other,Study,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22243,,I-215; Parleys Trail Signs,Salt Lake,1,2025,7000,Under Construction,Other,Contingency Funding,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22246,,SR-131; Harmon Day Drive to SR-140,Salt Lake,1,2026,2000000,Under Construction,Other,Preservation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22248,,"SR-13 (Main St) & 100 North, Brigham City",Box Elder,1,2025,417000,Under Construction,Other,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22249,,"SR-13 (Main St) & 100 South, Brigham City",Box Elder,1,2025,400000,Under Construction,Other,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22250,,"SR-13 (Main St) & 200 South, Brigham City",Box Elder,1,2025,397000,Under Construction,Other,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22251,,"SR-13 (Main St) & 700 South, Brigham City",Box Elder,1,2025,395000,Under Construction,Other,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22252,,"SR-13 (Main St) & 990 South, Brigham City",Box Elder,1,2025,485000,Under Construction,Other,"The upgrade of existing traffic signals may include new signals due to wear and tear, roadway widening, additional or new detection systems and updated standards.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22261,,"US-89 (Washington Blvd) & 4th St, Ogden",Weber,1,2025,325000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22263,,"SR-53 (24th St) & D Avenue, Ogden",Weber,1,2025,350000,Scoping,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22303,,DTS State Facility Connections,Various,,2025,3000,Scoping,Other,ITS Communication,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22312,,HSO Partnership Program FY25,Statewide,,2025,750000,Scoping,Other,"Education is an important tool in improving safety and reaching our goal of Zero Fatalities. Outreach efforts include the Zero Fatalities program and partnership, Don't Drive Stupid teen safety campaign and Student Neighborhood Access Program (SNAP).",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22313,,UHP Partnership Program FY25,Statewide,,2025,250000,Scoping,Other,"Education is an important tool in improving safety and reaching our goal of Zero Fatalities. Outreach efforts include the Zero Fatalities program and partnership, Don't Drive Stupid teen safety campaign and Student Neighborhood Access Program (SNAP).",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22324,,Express Lanes System Analysis FY25,Salt Lake,1,2025,200000,Scoping,Other,HOV/Express Lanes,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22335,,Trappers Loop Interchange Permit,Morgan,1,2027,50000,Scoping,Other,"Contractors and consultants provide a variety of services including engineering, administration and right of way to help the Department.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22341,,Replace (F 153) Long Bridge over Weber River,Morgan,1,2028,100000000,Scoping,Other,This project will build a new bridge. The bridge will be built to current design standards that will provide for improved safety and mobility.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22353,,"I-215 NB & 2100 North (MP 25.63), SLC",Salt Lake,1,2025,375000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22354,,"I-215 SB & 2100 North (MP 25.63), SLC",Salt Lake,1,2025,375000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22382,,"SR-171 Melbourne St (Honeycut Rd) MP 13.338, Millc",Salt Lake,1,2025,350000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22395,,MUTCD Updates,Salt Lake,1,2025,250000,Scoping,Other,"HSIP - Highway Safety Improvement
Traffic studies are a review of current traffic volumes and predicted future traffic volumes. The results of the studies are used to propose appropriate designs at intersections, interchanges and corridors.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22397,,SR-37 (4000 S) & 4300 W (MP 10.512) West Haven,Weber,1,2026,350000,Scoping,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22398,,SR-37 (4000 S) & 5100 W (MP 9.506) West Haven,Weber,1,2026,350000,Scoping,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22413,,SR-193 and Hobbs Creek; Raised Median,Davis,1,2026,,Scoping,Other,Access Management,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22416,,Statewide Highway Lighting Repair FY25,Various,,2025,1800000,Scoping,Other,Freeway Lighting,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22428,,West Temple Ramps; No Access Line Move,Salt Lake,1,2025,35000,Scoping,Other,Contingency Funding,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22441,,Structure Settlement Study,Salt Lake,1,2026,185000,Scoping,Other,Contingency Funding,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22454,,"SR-173; MP 7.75-8.78, Install Sidewalk",Salt Lake,1,2026,2531000,Under Construction,Other,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22455,,"US-89 & 12150 South, Draper",Salt Lake,1,2025,505000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22458,,SS4A Redwood Road,Salt Lake,1,2026,368000,Scoping,Other,Contingency Funding,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22473,,CADD Support for Traffic Standard Drawings,Salt Lake,1,2025,25000,Scoping,Other,"Barrier is an important safety component of Utah roadways. This project may include the installation or upgrade of barriers and types of barrier are guardrail, cable or concrete.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22483,,Herriman Blvd; U-111 to 6400 W,Salt Lake,1,2026,19000000,Scoping,Other,New Capacity,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22484,,Partner Vehicle V2X Installations,Salt Lake,1,2025,157000,Scoping,Other,Connected Vehicles,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22485,,SMART Grant Stage 2,Salt Lake,1,2025,2880000,Scoping,Other,Connected Vehicles,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22486,,Three Gates Trail by HAFB,Various,,2026,3218000,Under Construction,Other,Trail - New Facility,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22493,,I-15; SR-232 to SR-103,Davis,1,2026,3099000,Under Construction,Other,Rehabilitation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22494,,I-15; 21st St to 2700 North,Weber,1,2026,2700000,Under Construction,Other,Maintenace,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22495,,"SR-138 (Main St) & Hale St, Grantsville",Tooele,1,2026,405000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22497,,Salt Lake Urbanized Area Bus Bike Rack Expansion,,,2027,230409,Scoping,Other,Project will install 3-bike bike racks on existing 2-spot buses of UTA's fleet.,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22500,,SR-109; SR-126 to US-89,Davis,1,2027,3200000,Scoping,Other,Preservation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22501,,US-89; 3000 South to SR-91,Box Elder,1,2027,5100000,Scoping,Other,Preservation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22502,,SR-39; I-15 to US-89,Weber,1,2027,10454000,Scoping,Other,Rehabilitation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22513,,I-15 at 2700 North Interchange Queue Warning VMS,Weber,1,2025,150000,Scoping,Other,Electronic Signage,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22515,,SR-71; 12300 S to 11500 S,Salt Lake,1,2026,1300000,Under Construction,Other,Preservation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22517,,SR-71; 1700 S to 400 S,Salt Lake,1,2026,4275000,Under Construction,Other,Preservation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22531,,SR-138 Railroad Advance Warning System,Tooele,1,2025,320000,Under Construction,Other,Railway-Highway Grade Crossing,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22551,,Coordinated Adaptive Ramp Metering,Salt Lake,1,2027,49449000,Scoping,Other,Ramp Meters,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22553,,US-89 and I-15 Replace obsolete barrier,Davis,1,2026,815000,Scoping,Other,"Barrier is an important safety component of Utah roadways. This project may include the installation or upgrade of barriers and types of barrier are guardrail, cable or concrete.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22554,,SR-126 & 250 N Marriott-Slaterville,Weber,1,2026,2600000,Scoping,Other,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22556,,SR-134 & 2200 South Improvements,Weber,1,2026,1830000,Scoping,Other,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22565,,"US-89; MP 412.95-413.4, Enhanced Ped Lighting",Weber,1,2028,519000,Scoping,Other,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.
UDOT is responsible for lighting operations and maintenance on interstate highways and specific routes throughout the state. Properly lighted roadways can provide an increased level of safety for pedestrians, cyclists and motorists alike.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22566,,"SR-126; MP 9.06-10.29, Enhanced Ped Lighting",Weber,1,2028,540000,Scoping,Other,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.
UDOT is responsible for lighting operations and maintenance on interstate highways and specific routes throughout the state. Properly lighted roadways can provide an increased level of safety for pedestrians, cyclists and motorists alike.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22568,,"SR-126; MP 1.1-2.0, Enhanced Lighting",Davis,1,2028,1630000,Scoping,Other,"UDOT is responsible for lighting operations and maintenance on interstate highways and specific routes throughout the state. Properly lighted roadways can provide an increased level of safety for pedestrians, cyclists and motorists alike.
UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22626,,Statewide Freeway Lighting Repair FY25,Statewide,,2025,1046000,Scoping,Other,Freeway Lighting,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22651,,"I-80; Bridge Rehabilitations, Salt Lake",Salt Lake,1,2028,50000000,Scoping,Other,Rehabilitation or Replacement,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22657,,"SR-203 (Harrison Blvd) & 33rd Street, Ogden",Weber,1,2025,304000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22666,,Providence Safe Routes to School FY26,Box Elder,1,2026,530000,Scoping,Other,"This project will improve safety around schools. It begins with traffic engineers evaluating current safety levels in school zones and making recommendations for improvements. Additionally, UDOT works to educate school administrators, parents and students on safely walking and bicycling to and from school.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22672,,Clinton Safe Routes to School FY25 & FY26,,,2026,297238,Scoping,TAP,,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22679,,SR-39 RR Grade Separated Overpass,Weber,1,2029,2225000,Scoping,Other,This project will build a new bridge. The bridge will be built to current design standards that will provide for improved safety and mobility.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22680,,"SR-36 & Skyline Drive, Tooele",Tooele,1,2026,400000,Scoping,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22690,,SR-175; Lucas Lane Median,Salt Lake,1,2025,51000,Under Construction,Other,Contingency Funding,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22695,,Pioneer Trail Improvements,Salt Lake,1,2026,800000,Scoping,Other,Other,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22701,,Erda Way Widening,Tooele,1,2028,1514000,Scoping,Other,Small Urban,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22702,,Curb Extension & Bulbout Guidance Document,Salt Lake,1,2025,25000,Scoping,Other,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22703,,1783 South 900 West Highway-Rail Safety Project,Salt Lake,1,2026,1000000,Scoping,Other,Railway-Highway Grade Crossing,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22704,,SR-73; SR-36 to Utah Co Line,Various,,2027,3370000,Scoping,Other,Preservation Low Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22707,,I-80; MP 131-180 Culvert Rehab,Various,,2026,1750000,Under Construction,Other,Drainage,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22708,,I-80 Fiber Upgrade Lambs to US-40,Various,,2026,950000,Under Construction,Other,Other - Traffic Management & ITS Projects,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22709,,I-15 and I-80; Concrete Repair & Expansion Joints,Salt Lake,1,2026,2050000,Under Construction,Other,Other - Structures Project,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22720,,Statewide Signalized Intersection Lighting 2025,Statewide,,2025,1800000,Scoping,Other,ITS/Traffic Management - Other,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22727,,SR-67 Widening,Various,,2026,65000000,Under Construction,Other,Widen Existing Facility,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22735,,"SR-193 & 4375 West, West Point",Davis,1,2025,261000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22738,,TMD Training Support FY25,Various,,2025,250000,Scoping,Other,ITS/Traffic Management - Other,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22750,,Orange Line Implementation/ Red Line Realignment,Salt Lake,1,2025,6000000,Scoping,TTIF,Environmental Study for the implementation of the Orange Line and realignment of Red TRAX Line.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22753,,"SR-66 (300 North) & I-84 Eastbound Ramps, Morgan",Morgan,1,2025,400000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22781,,1300 South Queue Cutter,Salt Lake,1,2025,300000,Under Construction,Other,Railway-Highway Grade Crossing,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22794,,US-89 (300 W); Pedestrian Crossing,Salt Lake,1,2027,300000000,Scoping,Other,This project will build a new bridge. The bridge will be built to current design standards that will provide for improved safety and mobility.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22797,,BFP: SR-13 and SR-101 Bridge Replacements (2),Various,,2027,4100000,Scoping,Other,,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22799,,Statewide Traffic Signal Operations Support,Statewide,,2025,1625000,Scoping,Other,Signal Operations,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22806,,"SR-179 & Parachute Lane, Erda",Tooele,1,2025,400000,Under Construction,Other,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22813,,Enhanced Freeway Striping Phase II,Salt Lake,1,2026,4760000,Under Construction,Other,"Properly marked roadways can provide an increased level of safety for pedestrians, cyclists, and motorists alike. This project will replace or improve pavement markings which may include lane lines or delineations, crosswalks, arrows, etc.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22821,,SR-154; 8600 S. Bridge Hit Repair; 0R 288,Salt Lake,1,2026,220000,Under Construction,Other,Rehabilitation High Volume,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22831,,SR-154; MP 1.65-2.7 Barrier Replacement,Salt Lake,1,2026,1228000,Under Construction,Other,"Barrier is an important safety component of Utah roadways. This project may include the installation or upgrade of barriers and types of barrier are guardrail, cable or concrete.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22841,,MVC; Old Bingham Highway to 7800 S (Interchanges),Salt Lake,1,2031,260000000,Scoping,Other,Upgrade Existing At-Grade Intersection,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22842,,MVC; 3500 South Interchange,Salt Lake,1,2031,120000000,Scoping,Other,Upgrade Existing At-Grade Intersection,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22843,,12600 South Connectivity Study,Salt Lake,1,2026,150000,Scoping,Other,"Traffic studies are a review of current traffic volumes and predicted future traffic volumes. The results of the studies are used to propose appropriate designs at intersections, interchanges and corridors.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22862,,"2300 North Roadway: Cranefield to 4500 W, Phase 1",Davis,1,2031,5000000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22863,,1250 West; 200 No. to 100 So. (PIN 21192),Davis,1,2031,,Scoping,Other,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22864,,5500 West; 5500 South to 5100 South,Weber,1,2031,5304000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22865,,300 North; 4000 West to 4500 West,Davis,1,2031,4426000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22866,,1200 West; 400 North to 700 South,Weber,1,2031,6580000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22867,,1200 West; Forest Street to Industrial Way,Box Elder,1,2031,2876000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22868,,900 South; 4160 West to 3600 West,Weber,1,2031,2994000,Scoping,2+ WFRC Sources,This project will improve the bike and pedestrian trail system thereby providing better mobility and access to the community.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22869,,2100 North & Fruitland Drive Intersection,Weber,1,2031,4532000,Scoping,CMAQ,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22871,,2575 West; 3300 North 2975 North,Weber,1,2027,1593000,Scoping,Carbon Reduction,This project will improve the bike and pedestrian trail system thereby providing better mobility and access to the community.,TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22873,,Washington Blvd HAWK Signals,Weber,1,2027,400000,Scoping,Other,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22875,,12th Street (SR-39); Harrison Blvd to Valley Drive,Weber,1,2027,550000,Scoping,Other,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22876,,Highland Drive; Arbor Lane to VanWinkle Expressway,Salt Lake,1,2031,15109000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22877,,Highland Drive; 7101 So to 6990 So (PIN 18816),Salt Lake,1,2031,,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22878,,Highland Drive; SL Boundary to 3300 South,Salt Lake,1,2031,7256000,Scoping,STP,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22884,,I-15 & 7200 South - NB On-Ramp,Salt Lake,1,2031,10062000,Scoping,STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22885,,Replace UTA Light Rail Vehicles,Salt Lake,1,2031,146000000,Scoping,STP,This project includes planning cooperative agreements with transit organizations.,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22886,,Operations-5600 W Bus Route,Salt Lake,1,2031,31295000,Scoping,CMAQ,This project includes planning cooperative agreements with transit organizations.,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22887,,Shields Lane Multi-use Path (Phase I),Salt Lake,1,2028,3310000,Scoping,2+ WFRC Sources,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2027_2032__L1_lines
wfrc_mpo,2027-2032,22888,,11400 South & 1300 East Intersection,Salt Lake,1,2031,5373000,Scoping,CMAQ,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22889,,2100 South & 1700 East Intersection,Salt Lake,1,2031,1119000,Scoping,CMAQ,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22890,,Vanpool Expansion Vans,Salt Lake,1,2027,450000,Scoping,Carbon Reduction,This project includes planning cooperative agreements with transit organizations.,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22891,,11400 South & 1300 East Intersection,Salt Lake,1,2027,5373000,Scoping,Carbon Reduction,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22892,,Operations Davis-Salt Lake Community Connector,Salt Lake,1,2027,24830000,Scoping,2+ WFRC Sources,This project includes planning cooperative agreements with transit organizations.,TIP_2027_2032__L0_points
wfrc_mpo,2027-2032,22895,,SLC Bike Share (GREENbike) Expansion,Salt Lake,1,2027,850000,Scoping,TAP,Other,TIP_2027_2032__L0_points
