ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,matter_id,matter_file,matter_status,adopted,legistar_matter_url,signed_pdf_url,linkage_note
25-21,2025-08-26,2025-08-26,Kershaw Annexation (R-1-8 Zone)  Homes along 1350 E. and 1380/1400 E. south of 9400 S.  [Community #17],https://sandyutah.legistar1.com/sandyutah/attachments/8a852b88-41c2-4b56-bf56-13c002f915c5.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-08-26_25-21.pdf,yes,,2025-08-26,1,high,6392,ANX10022024-006863(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6392&GUID=56CB3FF0-97A4-4195-AA69-90F0F7F18F93,https://sandyutah.legistar1.com/sandyutah/attachments/8a852b88-41c2-4b56-bf56-13c002f915c5.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-22,2025-09-30,2025-09-30,Amendments to Title 21 of the Land Development Code related to Brewpubs,https://sandyutah.legistar1.com/sandyutah/attachments/2bf86047-cae2-4ced-a3dc-4bc33db95fe5.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-09-30_25-22.pdf,yes,,2025-09-30,3,high,6413,CA08262025-0007027 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6413&GUID=B5BD2270-58A1-476A-9229-D3BD91E5B36F,https://sandyutah.legistar1.com/sandyutah/attachments/2bf86047-cae2-4ced-a3dc-4bc33db95fe5.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-23,2025-09-30,2025-09-30,"Amendments to Title 15 Business Licensing, Chapter 2, Alcoholic Beverage Regulations Related to Brewpubs",https://sandyutah.legistar1.com/sandyutah/attachments/35c4d7fd-af62-4de9-a2c0-55f7e041f3fa.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-09-30_25-23.pdf,no,,2025-09-30,4,high,6425,25-286,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6425&GUID=701A98C9-7D14-4C94-AC40-4865D6B98B52,https://sandyutah.legistar1.com/sandyutah/attachments/35c4d7fd-af62-4de9-a2c0-55f7e041f3fa.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-24,2025-09-30,2025-09-30,Fortner Annexation (R-1-10 and R-2-10 Zones)  Homes located at 8564 S. 1000 E. (two parcels) & 8590 S. 1000 E.  [Community #17],https://sandyutah.legistar1.com/sandyutah/attachments/a08d883f-1da5-45e2-a31f-032617fb9dbe.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-09-30_25-24.pdf,yes,,2025-09-30,1,high,6434,ANX07092025-006994(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6434&GUID=4E19CE69-2701-402A-A6F9-C5228FD9E132,https://sandyutah.legistar1.com/sandyutah/attachments/a08d883f-1da5-45e2-a31f-032617fb9dbe.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-25,2025-11-11,2025-11-11,Amendments to Title 21 of the Land Development Code related to Boundary Adjustments,https://sandyutah.legistar1.com/sandyutah/attachments/79acf33e-ff76-40cd-bee5-510cf15625b5.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-11-11_25-25.pdf,yes,,2025-11-11,2,high,6451,CA09302025-0007048 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6451&GUID=D1A88BD7-A0F0-4F43-8578-1F6636232AFD,https://sandyutah.legistar1.com/sandyutah/attachments/79acf33e-ff76-40cd-bee5-510cf15625b5.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-26,2025-11-18,2025-11-18,"Community Development Department requesting City Council action regarding the Creek Road Rezone application (File #REZ08072025-007015), proposing that 1.5 acres be rezoned from the R-1-40 Zone to the R-1-15A Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/033db3f2-e6d8-4ce4-8d98-0ab9e08d18d8.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-11-18_25-26.pdf,yes,,2025-11-18,5,high,6475,REZ08072025-007015 (CCOrd),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6475&GUID=32DFFCBA-45C8-4D03-97F3-7CDD0D711C10,https://sandyutah.legistar1.com/sandyutah/attachments/033db3f2-e6d8-4ce4-8d98-0ab9e08d18d8.pdf,exact ordinance number cited in the adopting motion on the adoption date
26-02,,2026-01-20,Summerhays Annexation (R-1-40A)  2935 E. Dimple Dell Road  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6527&GUID=EFDE60DA-88DF-406F-9D0C-12C83712C95D,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6527,ANX11182025-007083(CC),tabled (City Council),no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6527&GUID=EFDE60DA-88DF-406F-9D0C-12C83712C95D,,not adopted by City Council; last action: tabled (City Council)
26-01,2026-01-20,2026-01-20,Amendments to Title 21 of the Land Development Code related to Automall Zone Land Use Matrix,https://sandyutah.legistar1.com/sandyutah/attachments/10ee2ddc-8205-4bac-b335-a5733644885b.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2026-01-20_26-01.pdf,yes,,2026-01-20,2,high,6540,CA09232025-0007044 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6540&GUID=D65419BB-DF99-4964-A37F-9FF6B3D42BF2,https://sandyutah.legistar1.com/sandyutah/attachments/10ee2ddc-8205-4bac-b335-a5733644885b.pdf,exact ordinance number cited in the adopting motion on the adoption date
26-03,2026-02-10,2026-02-10,Second Reading: Council Member Nicholl proposing an addition to Chapter 4-5 (Human Resources) of the Sandy Municipal Code addressing compensation limitations for elected officials.,https://sandyutah.legistar1.com/sandyutah/attachments/be6c025d-68b0-4243-95a8-b476c3b19c2b.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2026-02-10_26-03.pdf,no,,2026-02-10,2,high,6568,26-039,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6568&GUID=2EEACAF8-2FAC-40AB-A164-DCBA5C135D45,https://sandyutah.legistar1.com/sandyutah/attachments/be6c025d-68b0-4243-95a8-b476c3b19c2b.pdf,exact ordinance number cited in the adopting motion on the adoption date
26-05,2026-03-10,2026-03-10,"Community Development Department requesting City Council action regarding the 106 Church Rezone application (File #REZ01132026-007102), requesting that 1.94 acres be rezoned from the R-1-40A Zone to the R-1-10 Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/d4f88a33-8b18-41f8-b061-7ecf3ac7d756.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2026-03-10_26-05.pdf,yes,,2026-03-10,3,high,6629,REZ01132026-007102 (CCOrd),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6629&GUID=85B0CF77-5A54-4FA8-89CD-ADCC207B09EE,https://sandyutah.legistar1.com/sandyutah/attachments/d4f88a33-8b18-41f8-b061-7ecf3ac7d756.pdf,exact ordinance number cited in the adopting motion on the adoption date
26-04,2026-03-10,2026-03-10,"Community Development Department requesting City Council action regarding the Fortner Rezone application (File #REZ11202025-007084), proposing that .65 acres be rezoned from the R-1-10 Zone to the RM(12) Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/fefeaad5-f5bd-4282-9d2a-6b44999056da.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2026-03-10_26-04.pdf,yes,,2026-03-10,4,high,6630,REZ11202025-007084 (CCOrd),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6630&GUID=7D7D814C-BAB5-438A-8C5F-6A7971E37C04,https://sandyutah.legistar1.com/sandyutah/attachments/fefeaad5-f5bd-4282-9d2a-6b44999056da.pdf,exact ordinance number cited in the adopting motion on the adoption date
26-07,,2026-04-07,Walters Annexation (R-1-10 Zone)  2587 E Little Cottonwood Road  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6675&GUID=A8AE597A-11D4-489A-96E4-25FE999137E6,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6675,ANX02262026-007119 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6675&GUID=A8AE597A-11D4-489A-96E4-25FE999137E6,,not adopted by City Council; no history recorded
26-08,,2026-04-07,Sieverts Annexation (R-1-40A Zone)  9876 E 2700 E  [Community #20],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6676&GUID=5C4B1272-3C90-4AF7-921B-E278F32FF1DD,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6676,ANX02262026-007120 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6676&GUID=5C4B1272-3C90-4AF7-921B-E278F32FF1DD,,not adopted by City Council; no history recorded
26-09,,2026-04-07,Anderson Annexation (R-1-15 Zone)  9635 S 3100 E  [Community #20],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6677&GUID=CCD6C9F3-7993-4E7F-A2A0-58518BF53CE5,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6677,ANX02262026-007121 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6677&GUID=CCD6C9F3-7993-4E7F-A2A0-58518BF53CE5,,not adopted by City Council; no history recorded
26-10,,2026-04-07,Clark Annexation (R-1-10 Zone)  2875 E 9460 S  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6678&GUID=77B30619-B889-4F86-B230-7CE4BE679637,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6678,ANX02262026-007122 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6678&GUID=77B30619-B889-4F86-B230-7CE4BE679637,,not adopted by City Council; no history recorded
26-11,,2026-04-07,Miller Annexation (R-1-20 Zone)  3017 E Granite Meadow Lane  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6679&GUID=7D0B37F0-30BC-4AC2-A19C-669703DE229A,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6679,ANX02262026-007123 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6679&GUID=7D0B37F0-30BC-4AC2-A19C-669703DE229A,,not adopted by City Council; no history recorded
26-12,,2026-04-07,Pingree Annexation (R-1-20 Zone)  9620 S 3100 E  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6680&GUID=645A8DC9-66B8-45AD-BDE8-2F8F32DC9DB5,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6680,ANX02262026-007124 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6680&GUID=645A8DC9-66B8-45AD-BDE8-2F8F32DC9DB5,,not adopted by City Council; no history recorded
26-13,,2026-04-07,Parrish Annexation (R-1-15 Zone)  2995 E Mt Jordan Road  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6681&GUID=BE1EDA9A-2A77-462A-BB47-35A9A13C6FEC,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6681,ANX02262026-007125 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6681&GUID=BE1EDA9A-2A77-462A-BB47-35A9A13C6FEC,,not adopted by City Council; no history recorded
26-14,,2026-04-07,LaCaille Annexation (R-1-40 and CC Zone)  9565 S Wasatch Blvd  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6682&GUID=FB9CA7CA-861A-49B9-8938-67F2D1ACF057,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6682,ANX02262026-007126 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6682&GUID=FB9CA7CA-861A-49B9-8938-67F2D1ACF057,,not adopted by City Council; no history recorded
26-15,,2026-04-07,Hilton Annexation (R-1-20 Zone)  10424 S Dimple Dell Road  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6683&GUID=71828E63-A1DC-4BD0-A662-10452A4FEC65,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6683,ANX02262026-007127 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6683&GUID=71828E63-A1DC-4BD0-A662-10452A4FEC65,,not adopted by City Council; no history recorded
26-16,,2026-04-07,Southwick Annexation (R-1-40A Zone)  10524 S Dimple Dell Road  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6684&GUID=7E238F11-2C28-4093-95D0-F9EB0974A60C,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6684,ANX02262026-007128 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6684&GUID=7E238F11-2C28-4093-95D0-F9EB0974A60C,,not adopted by City Council; no history recorded
26-17,,2026-04-07,TP Real Estate Annexation (R-1-20 Zone)  10209 S Dimple Dell Road  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6685&GUID=3BD1DF22-A904-424F-ADF9-C37DC6F45630,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6685,ANX02262026-007129 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6685&GUID=3BD1DF22-A904-424F-ADF9-C37DC6F45630,,not adopted by City Council; no history recorded
26-18,,2026-04-07,Brown Annexation (R-1-15 Zone)  3149 E 9800 S  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6686&GUID=B4B0FABE-E360-45BB-A84A-0202F2CD185E,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6686,ANX02262026-007132 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6686&GUID=B4B0FABE-E360-45BB-A84A-0202F2CD185E,,not adopted by City Council; no history recorded
26-19,,2026-04-07,Scrub Oak Annexation (R-1-20A Zone)  2998 E Apple Hollow Cove  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6687&GUID=D1F7FD2D-3A6E-4E49-9C6B-B132811660AE,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6687,ANX02262026-007133 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6687&GUID=D1F7FD2D-3A6E-4E49-9C6B-B132811660AE,,not adopted by City Council; no history recorded
26-20,,2026-04-07,MSMR Annexation (R-1-20 Zone)  9682 S Oakwood Lane  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6688&GUID=55185B56-936E-4BF9-9C65-2D105EB5192E,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6688,ANX02262026-007134 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6688&GUID=55185B56-936E-4BF9-9C65-2D105EB5192E,,not adopted by City Council; no history recorded
26-21,,2026-04-07,Jaandkin Annexation (R-1-40A Zone)  2627 E 10000 S  [Community #20],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6689&GUID=5643BA3D-07A0-44E6-951B-F45EB62331AC,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6689,ANX02262026-007135 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6689&GUID=5643BA3D-07A0-44E6-951B-F45EB62331AC,,not adopted by City Council; no history recorded
26-22,,2026-04-07,Knight Annexation (R-1-40A Zone)  10116 S Altavilla Dr  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6690&GUID=54755EA0-34EA-48B9-8924-A5DCEC672AFD,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6690,ANX02262026-007136 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6690&GUID=54755EA0-34EA-48B9-8924-A5DCEC672AFD,,not adopted by City Council; no history recorded
26-23,,2026-04-07,S Miller Annexation (R-1-40A Zone)  10345 S Altavilla Dr.  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6691&GUID=1F9D2B2F-EFF1-4584-B88C-CC0A42236725,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6691,ANX02262026-007137 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6691&GUID=1F9D2B2F-EFF1-4584-B88C-CC0A42236725,,not adopted by City Council; no history recorded
26-24,,2026-04-07,Fricks Annexation (R-1-40A Zone)  10364 S Altavilla Dr.  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6692&GUID=AE260C83-6E09-4F1D-8055-C71BD32F3CAB,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6692,ANX02262026-007138 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6692&GUID=AE260C83-6E09-4F1D-8055-C71BD32F3CAB,,not adopted by City Council; no history recorded
26-25,,2026-04-07,"KSEL Annexation (R-1-10 Zone)  9538 S Deer Run Place, 2802 and 2798 E KSEL Dr.  [Community #30]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6693&GUID=A798EF63-2FE5-4891-9885-05A37393256D,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6693,ANX02262026-007139 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6693&GUID=A798EF63-2FE5-4891-9885-05A37393256D,,not adopted by City Council; no history recorded
26-26,,2026-04-07,"Altavilla 1 Annexation (R-1-40A Zone)  10093 S Altavilla Dr., 10058 S and 10088 S Grouse Creek Cir.  [Community #21]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6694&GUID=90DEE736-43C5-4447-9A3B-C97C8605CF0A,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6694,ANX02262026-007140 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6694&GUID=90DEE736-43C5-4447-9A3B-C97C8605CF0A,,not adopted by City Council; no history recorded
26-27,,2026-04-07,Altavilla 2 Annexation (R-1-40A Zone)  10149 and 10181 S Altavilla Dr.  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6695&GUID=673C6EA3-16B6-4F6E-ABEB-96D9BADF4AC9,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6695,ANX02262026-007141 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6695&GUID=673C6EA3-16B6-4F6E-ABEB-96D9BADF4AC9,,not adopted by City Council; no history recorded
26-28,,2026-04-07,Hidden Pine Annexation (R-1-15 Zone)  9516 and 9525 S Hidden Pine Lane  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6696&GUID=372798A0-BAAC-4183-A384-930E60F77386,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6696,ANX02262026-007142 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6696&GUID=372798A0-BAAC-4183-A384-930E60F77386,,not adopted by City Council; no history recorded
26-29,,2026-04-07,"LCR 1 Annexation (R-1-20A Zone)  3249, 3251, and 3269 E Little Cottonwood Road  [Community #30]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6697&GUID=53EBCF09-DEFB-4192-8C90-B053D67A8C6D,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6697,ANX02262026-007143 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6697&GUID=53EBCF09-DEFB-4192-8C90-B053D67A8C6D,,not adopted by City Council; no history recorded
26-32,,2026-04-07,"Janke Flats Annexation (R-1-20 Zone)  3020, 3023, 3030 and 3033 E Janke Flats Lane  [Community #29]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6700&GUID=8D474373-65D4-4224-B468-E5A58A30A57A,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6700,ANX02262026-007146 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6700&GUID=8D474373-65D4-4224-B468-E5A58A30A57A,,not adopted by City Council; no history recorded
26-33,,2026-04-07,"Turning Point Annexation (R-1-40A Zone)  2945, 2955, 2961, 2977 and 3003 E Turning Point Cir  [Community #29]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6701&GUID=4F20C1BF-09EC-46B0-A908-C63D7D59D1C2,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6701,ANX02262026-007147 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6701&GUID=4F20C1BF-09EC-46B0-A908-C63D7D59D1C2,,not adopted by City Council; no history recorded
26-34,,2026-04-07,Finley Mini Annexation (R-1-20 Zone)  2030 and 2060 E 10765 S  [Community #28],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6702&GUID=B12A63CF-D4E2-411D-9663-689B57FFC638,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6702,ANX02262026-007148 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6702&GUID=B12A63CF-D4E2-411D-9663-689B57FFC638,,not adopted by City Council; no history recorded
26-35,,2026-04-07,"Newman Annexation (R-1-20A Zone)  10713, 10715, 10745 and 10747 S 2000 E  [Community #28]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6703&GUID=15886380-5C81-4D61-AA54-F0D7F2D24BEE,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6703,ANX02262026-007149 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6703&GUID=15886380-5C81-4D61-AA54-F0D7F2D24BEE,,not adopted by City Council; no history recorded
26-36,,2026-04-14,Altavilla 3 Annexation (R-1-40A Zone)  10184 S Altavilla Dr.  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6704&GUID=98E7E52C-E57C-428D-A480-6256F6B880EA,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6704,ANX02262026-007164 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6704&GUID=98E7E52C-E57C-428D-A480-6256F6B880EA,,not adopted by City Council; no history recorded
26-37,,2026-04-14,Altavilla 4 Annexation (R-1-40A Zone)  10274 and 10302 S Altavilla Dr.  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6705&GUID=B73DF710-1153-4774-AD56-9BE62C6EF50D,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6705,ANX02262026-007165 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6705&GUID=B73DF710-1153-4774-AD56-9BE62C6EF50D,,not adopted by City Council; no history recorded
26-38,,2026-04-14,Smith Annexation (R-1-15 Zone)  9519 S Hidden Pine Lane  [Community #30],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6706&GUID=8DE8692A-F353-4D23-9F4A-3A6AFD5FD37C,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6706,ANX02262026-007166 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6706&GUID=8DE8692A-F353-4D23-9F4A-3A6AFD5FD37C,,not adopted by City Council; no history recorded
26-39,,2026-04-14,G Miller Annexation (R-1-20A Zone)  10324 S Dimple Dell Road  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6707&GUID=450978F8-B8AF-44E9-9B01-7ED8100E4863,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6707,ANX02262026-007167 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6707&GUID=450978F8-B8AF-44E9-9B01-7ED8100E4863,,not adopted by City Council; no history recorded
26-40,,2026-04-21,Second Reading: Council Member Christensen Proposing for Council Approval Recreational Vehicle parking amendments toTitle 14,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6761&GUID=E5F0673C-5C39-4388-B452-322D61DC5EF2,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,no,,,,none,6761,26-232,no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6761&GUID=E5F0673C-5C39-4388-B452-322D61DC5EF2,,not adopted by City Council; no history recorded
26-41,,2026-05-05,Wilcox Annexation (R-1-40A)  10275 S Altavilla Dr.  [Community #21],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6765&GUID=EC32B092-AF1D-4F0C-8353-8B4E19911DA6,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6765,ANX03302026-007176 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6765&GUID=EC32B092-AF1D-4F0C-8353-8B4E19911DA6,,not adopted by City Council; no history recorded
26-42,,2026-05-05,"KSEL 2 Annexation (R-1-10)  2811, 2813 and 2815 S KSEL Dr.  [Community #30]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6766&GUID=28D7BC52-2D1A-4202-836B-AABEA997CDF5,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6766,ANX03262026-007177 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6766&GUID=28D7BC52-2D1A-4202-836B-AABEA997CDF5,,not adopted by City Council; no history recorded
