ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,date_precision,adoption_date_source,pdf_month_year,note
24-20,,2024-05-13,"AN ORDINANCE AUTHORIZING A DEVF,LOPMF,NT AGREEMENT CONCERNING 0.41 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4433 SOUTH GARDEN DRIVE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1715796423_ORD%2024-20.pdf,2026-07-06,text,pdftext,raw/24-20.pdf,yes,,2024-05-13,2,high,day,motion,2024-05,
24-21,,2024-05-13,AN ORDINANCE AMENDING SECTION 2.22.020 FINANCIAL ADMINISTRATION TO ADD THE ASSISTANT CITY MANAGER AS A DESIGNEE (AUTHORIZED TO APPROVE CONTRACTS AND VARIOUS ACQUISITIONS),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1715796479_ORD%2024-21.pdf,2026-07-06,text,pdftext,raw/24-21.pdf,no,,2024-05-13,4,high,day,motion,2024-05,
24-22,,2024-05-13,"AN ORDINANCE AMENDING SECTION 10.80.010 CAMPING ON PUBLIC GROUNDS, STREETS, PARKS AND PLAYGROUNDS BY ADDING PLAZAS TO THE PROHIBITION",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1715796494_ORD%2024-22.pdf,2026-07-06,text,pdftext,raw/24-22.pdf,no,,2024-05-13,5,high,day,motion,2024-05,
24-23,,2024-05-13,"AN ORDINANCE AMENDING CHAPTER 14.56 SPECIAL EVENTS BY ADDING SECTION 14.56.125 DESIGNATING THE COMMON, ADVENTURE HUB, AND THE GRANDVIEW AS CITY FACILITIES AT WHICH CONVENTIONS, CONFERENCES, AND OTHER",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1715796508_ORD%2024-23.pdf,2026-07-06,text,pdftext,raw/24-23.pdf,no,,2024-05-13,6,high,day,motion,2024-05,
24-24,,2024-05-28,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1717005579_ORD%2024-24.pdf,2026-07-06,na,index-only (oversize; not stored),,yes,,2024-05-28,2,medium,day,motion,,
24-25,,2024-05-28,"AN ORDINANCE AMENDING TITLE 19 ("" ZONING"") OF THE MILLCREEK CODE OF ORDINANCES, ,=!kND REVISING CHAPTER 19.71 (""RESIDENTIAL COMPATIBILITY OVERLAY ZONE"") BY MAKING CERT AIN ADDITIONS AND DELETIONS PERT",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1717001424_ORD%2024-25.pdf,2026-07-06,text,pdftext,raw/24-25.pdf,yes,,2024-05-28,3,high,day,motion,2024-05,
24-26,,2024-05-28,"AN ORDINANCE APPROVING AND AMENDING A DEVELOPMENT AGREEMENT WITH RESPECT TO A TOWNHOUSE DEVELOPMENT KNOWN AS ""OPUS GREEN"" ON PROPERTY LOCATED AT 4186 SOUTH MAIN STREET",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1717005623_ORD%2024-26.pdf,2026-07-06,text,pdftext,raw/24-26.pdf,yes,,2024-05-28,4,high,day,motion,2024-05,
24-27,,2024-05-28,AN ORDINANCE AMENDING THE PROCUREMENT CODE WITH RESPECT TO ACQUISITION OF NONPROFESSIONAL SERVICES OR SUPPLIES CODIFIED IN SECTION 2.22.040 0F THE MILLCREEK CODE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1717001275_ORD%2024-27.pdf,2026-07-06,text,pdftext,raw/24-27.pdf,no,,2024-05-28,7,high,day,motion,2024-05,
24-28,,2024-06-01,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $14,900 TO THE MILLCREEK ARTS COUNCIL",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1718122301_ORD%2024-28.pdf,2026-07-06,text,pdftext,raw/24-28.pdf,no,,,,none,day,pdf,2024-06,
24-29,,2024-06-10,"AN ORDINANCE DECLARING APPROXIMATELY 483 SQUARE FEET OF REAL PROPERTY LOCATED AT OR NEAR THE INTERSECTION OF SIGGARD AND 2000 EAST, AS SURPLUS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1718122315_ORD%2024-29.pdf,2026-07-06,text,pdftext,raw/24-29.pdf,no,,2024-06-10,4,high,day,motion,2024-06,
24-30,,2024-06-10,AN ORDINANCE ENACTING A NEW COMPENSATION SCHEDULE/PAYSCALE FOR EXECUTIVE MUNICIP AL OFFICERS AND EMPLOYEES FOR FISCAL YEAR 2024-25,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1718122330_ORD%2024-30.pdf,2026-07-06,scanned,pdftext+ocrL,raw/24-30.pdf,no,,2024-06-10,11,high,day,motion,2024-06,
24-31,,2024-06-18,City Council Special Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1718814428_ORD%2024-31.pdf,2026-07-06,text,pdftext,raw/24-31.pdf,no,,2024-06-18,1,high,day,motion,2024-06,
24-32,,2024-06-24,AN ORDINANCE AMENDING THE 2023-24 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1719340962_ORD%2024-32.pdf,2026-07-06,text,pdftext,raw/24-32.pdf,no,,2024-06-24,5,high,day,motion,2024-06,
24-33,,2024-06-24,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1719340989_ORD%2024-33.pdf,2026-07-06,na,index-only (oversize; not stored),,no,,2024-06-24,6,medium,day,motion,,
24-34,,2024-07-08,AN ORDINANCE AMENDING THE MILLCREEK TOGETHER GENERAL PLAN BY CHANGING THE FUTURE LAND USE MAP IN THE AREA OF 37 43 SOUTH 900 EAST FROM RET AIL/OFFICE TO NEIGHBORHOOD 3,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1721752821_ORD%2024-34.pdf,2026-07-06,scanned,pdftext+ocrL,raw/24-34.pdf,yes,,2024-07-08,2,high,day,motion,2024-07,
24-35,,2024-07-08,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 3739 SOUTH 900 EAST FROM THE COMMERCIAL (C-3) ZONE TO THE RESIDENTIAL MULTIFAMILY (R-M) ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1721752843_ORD%2024-35.pdf,2026-07-06,text,pdftext,raw/24-35.pdf,yes,,2024-07-08,3,high,day,motion,2024-07,
24-36,,2024-07-08,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1731695388_ORD%2024-36.pdf,2026-07-06,na,index-only (oversize; not stored),,yes,,2024-07-08,4,medium,day,motion,,
24-37,,2024-07-22,AN ORDINANCE OF MILLCREEK AMENDING MILLCREEK CODE OF ORDINANCES SECTION 2.24.060 REGARDING THE CONSOLIDATED FEE SCHEDULE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1721752882_ORD%2024-37.pdf,2026-07-06,text,pdftext,raw/24-37.pdf,no,,2024-07-22,2,high,day,motion,2024-07,
24-38,,2024-08-12,AN ORDINANCE REZONING 1.44 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 950 EAST GRAPE IVY WAY FROM THE R-2-8 ZONE TO THE R-M ZONE WITH A ZONE CONDITION - LIMITING THE PROPERTY TO TWENTY (20) RESID,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1723589038_ORD%2024-38.pdf,2026-07-06,text,pdftext,raw/24-38.pdf,yes,,2024-08-12,2,high,day,motion,2024-08,
24-39,,2024-08-12,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT CONCERNING 1.44 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 950 EAST GRAPE IVY WAY,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1731695413_ORD%2024-39.pdf,2026-07-06,text,pdftext,raw/24-39.pdf,yes,,2024-08-12,3,high,day,motion,2024-08,
24-40,,2024-08-12,"AN ORDINANCE AMENDING TITLE 19 ("" ZONING"") OF THE MILLCREEK CODE OF ORDINANCES",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1723589239_ORD%2024-40.pdf,2026-07-06,text,pdftext,raw/24-40.pdf,yes,,2024-08-12,4,high,day,motion,2024-08,
24-41,,2024-08-26,AN ORDINANCE OF THE CITY COUNCIL OF MILLCREEK APPROVING AN AMENDED DEVELOPMENT AGREEMENT FOR AUSTIN DENT FOR PROPERTY LOCATED AT OR NEAR 3564 SOUTH 1100 EAST,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1739304361_ORD%2024-41.pdf,2026-07-06,text,pdftext,raw/24-41.pdf,yes,,2024-08-26,1,high,day,motion,2024-08,
24-42,,2024-09-09,AN ORDINANCE OF MILLCREEK VACATING A PORTION OF THE 700 WEST RIGHT OF WAY GENERALLY LOCATED BETWEEN 4060 & 4100 SOUTH,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1725992613_ORD%2024-42.pdf,2026-07-06,text,pdftext,raw/24-42.pdf,no,,2024-09-09,5,high,day,motion,2024-09,
24-43,,2024-09-09,AN ORDINANCE REZONING THE NORTHERN PORTION OF TWO PARCELS GENERALLY LOCATED AT 640 & 650 WEST 4100 SOUTH FROM THE AGRICULTURAL (A-I & A-2) ZONE TO THE MANUFACTURING (M) ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1725992635_ORD%2024-43.pdf,2026-07-06,text,pdftext,raw/24-43.pdf,yes,,2024-09-09,6,high,day,motion,2024-09,
24-44,,2024-09-09,"AN ORDINANCE DECLARING A PARCEL OF REAL PROPERTY LOCATED BETWEEN 4060 & 4100 SOUTH ALONG 700 WEST, AS SURPLUS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1725992651_ORD%2024-44.pdf,2026-07-06,text,pdftext,raw/24-44.pdf,no,,2024-09-09,7,high,day,motion,2024-09,
24-45,,2024-09-23,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $45,000 TO COMMUNITY COUNCILS, $30,000 TO MILLCREEK ARTS COUNCIL, AND $10,000 TO THE RAIN BARREL PROGRAM",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1727202272_ORD%2024-45.pdf,2026-07-06,text,pdftext,raw/24-45.pdf,no,,2024-09-23,5,high,day,motion,2024-09,
24-46,,2024-09-23,"AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET was adopted the 23rd day of Septei'nber, 2024 and that a copy of the foregoing Ordinance 24-46 was posted in accordance with Utah Code 10-3-711 thi",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1727202287_ORD%2024-46.pdf,2026-07-06,text,pdftext,raw/24-46.pdf,no,,2024-09-23,8,high,day,motion,2024-09,
24-47,,2024-09-23,AN ORDINANCE rezoning a certain portion of property generally located at 4016 South 700 West from the Agricultural (A-1) Zone to the Residential single-family (R-I-10) Zone,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1727202303_ORD%2024-47.pdf,2026-07-06,text,pdftext,raw/24-47.pdf,yes,,2024-09-23,2,high,day,motion,2024-09,
24-48,,2024-10-14,"AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 877 E 4500 S, 4430-4438 S 900 E, 851 E 4500 S, 4402-4410 S 900 E, 814 E WILLIAMS WAY, 739 E WILLIAMS WAY # X FROM THE C-2/ZC (COMMERCIA",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1729022867_ORD%2024-48.pdf,2026-07-06,text,pdftext,raw/24-48.pdf,no,,2024-10-14,3,high,day,motion,2024-10,
24-49,,2024-10-28,AN ORDINANCE REZONING O.43 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4181 SOUTH 900 EAST FROM THE RESIDENTIAL (R-l-10) ZONE TO THE MULTIFAMILY RESIDENTIAL (R-M) ZONE AND IMPOSING A ZONE CONDITIO,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1730231486_ORD%2024-49.pdf,2026-07-06,text,pdftext,raw/24-49.pdf,yes,,2024-10-28,2,high,day,motion,2024-10,
24-50,,2024-10-28,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT CONCERNING O.43 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4181 SOUTH 900 EAST,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1759335844_ORD%2024-50.pdf,2026-07-06,text,pdftext,raw/24-50.pdf,yes,,2024-10-28,3,high,day,motion,2024-10,
24-51,,2024-11-12,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $1,500 TO PURCHASE DISCOUNTED HUMAN SERVICES UTA PASSES FOR MILLCREEK RESIDENTS IN NEED",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1731538563_ORD%2024-51.pdf,2026-07-06,text,pdftext,raw/24-51.pdf,no,,2024-11-12,4,high,day,motion,2024-11,
24-52,,2024-11-25,"AN ORDINANCE OF MILLCREEK ADDING CHAPTER 3.10 TO TITLE 3 0F THE MILLCRF,EK CODE OF ORDINANCES, THEREBY EST ABLISHING A TAX ON THE GROSS RECEIPTS OF TELECOMMUNICATIONS SERVICE PROVIDERS, SETTING THE RA",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1732638963_ORD%2024-52.pdf,2026-07-06,text,pdftext,raw/24-52.pdf,no,,2024-11-25,2,high,day,motion,2024-11,
24-53,,2024-12-09,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK'S 2025 REGULAR MEETING SCHEDULE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1733849941_ORD%2024-53.pdf,2026-07-06,text,pdftext,raw/24-53.pdf,no,,2024-12-09,8,high,day,motion,2024-12,
24-54,,2024-12-09,"AN ORDINANCE AMENDING FINANCIAL ADMINISTRATION CODE SECTIONS 2.22.040 AND 2.22.050, AMENDING PURCHASE APPROVAL THRESHOLDS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1733850301_ORD%2024-54.pdf,2026-07-06,text,pdftext,raw/24-54.pdf,no,,2024-12-09,9,high,day,motion,2024-12,
24-55,,2024-12-16,"AN ORDINANCE REZONING O.415 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 815 EAST 4200 SOUTH, FROM THE (R-I-10) SINGLE FAMILY RESIDENTIAL ZONE TO THE (R-1-5) SINGLE FAMILY RESIDENTIAL ZONE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1734460474_ORD%2024-55.pdf,2026-07-06,text,pdftext,raw/24-55.pdf,yes,,2024-12-16,2,high,day,motion,2024-12,
24-56,,2024-12-16,AN ORDINANCE REZONING REAL PROPERTY LOCATED AT APPROXIMATELY 1624 EAST 4500 SOUTH FROM THE R-2-10 MEDIUM DENSITY RESIDENTIAL ZONE TO THE R-M MULTI-FAMILY RESIDENTIAL ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1734460489_ORD%2024-56.pdf,2026-07-06,text,pdftext,raw/24-56.pdf,yes,,2024-12-16,3,high,day,motion,2024-12,
24-57,,2024-12-16,"AN ORDINANCE OF MILLCREEK VACATING THE WESTERLY THREE FEET OF THE OLYMPUS WAY (3250 EAST) PUBLIC STREET OR RIGHT OF WAY, GENERALLY LOCATED AT 3239 EAST 3900 SOUTH",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1734460506_ORD%2024-57.pdf,2026-07-06,text,pdftext,raw/24-57.pdf,no,,2024-12-16,4,high,day,motion,2024-12,
24-58,,2024-12-16,"AN ORDINANCE DECLARING AN AREA OF REAL PROI'ERTY LOCATED AT OR ALONG 3239 EAST, NEAR 3900 SOUTH, AS SURPLUS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1734460521_ORD%2024-58.pdf,2026-07-06,text,pdftext,raw/24-58.pdf,no,,2024-12-16,5,high,day,motion,2024-12,
24-59,,2024-12-16,"AN ORDINANCE AMENDING TITLE 19 (""ZONING"") OF THE MILLCREEK CODE OF ORDINAJ'STCES",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1734473838_ORD%2024-59.pdf,2026-07-06,text,pdftext,raw/24-59.pdf,yes,,2024-12-16,6,high,day,motion,2024-12,
25-01,,2025-01-27,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $8,000 FOR HIGH SCHOOL SCHOLARSHIPS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1738088274_ORD%2025-01.pdf,2026-07-06,text,pdftext,raw/25-01.pdf,no,,2025-01-27,3,high,day,motion,2025-01,
25-02,,2025-01-27,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1738088291_ORD%2025-02.pdf,2026-07-06,text,pdftext,raw/25-02.pdf,no,,2025-01-27,4,high,day,motion,2025-01,
25-03,,2025-02-24,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $50,000 FOR A MILLCREEK SYCAMORE TREE PROGRAM",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1740523729_ORD%2025-03.pdf,2026-07-06,text,pdftext,raw/25-03.pdf,no,,2025-02-24,4,high,day,motion,2025-02,
25-04,,2025-03-24,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1742931358_ORD%2025-04.pdf,2026-07-06,text,pdftext,raw/25-04.pdf,no,,2025-03-24,5,medium,day,motion,,
25-05,,2025-03-24,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1742942540_ORD%2025-05.pdf,2026-07-06,text,pdftext,raw/25-05.pdf,no,,2025-03-24,6,medium,day,motion,,
25-06,,2025-04-14,"AN ORDINANCE APPROVING A REVISED MONETARY CONTRIBUTION OF UP TO $40,000 TO MILLCREEK ARTS COUNCIL",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1744752810_ORD%2025-06.pdf,2026-07-06,text,pdftext,raw/25-06.pdf,no,,2025-04-14,7,high,day,motion,2025-04,
25-07,,2025-04-14,AN ORDINANCE REZONING O.98 ACRES OF REAL PROPERTIES LOCATED AT APPROXIMATELY 4471 SOUTH COVECREST DRIVE AND 4548 SOUTH MATHEWS WAY FROM THE RESIDENTIAL (R-1-21) ZONE TO THE RESIDENTIAL (R-I-10) ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1744752827_ORD%2025-07.pdf,2026-07-06,scanned,pdftext+ocrL,raw/25-07.pdf,yes,,2025-04-14,2,high,day,motion,2025-04,
25-08,,2025-04-14,AN ORDINANCE REZONING O.95 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4317 SOUTH 700 EAST FROM THE RESIDENTIAL (R-1-8) ZONE TO THE MULTIF AMILY RESIDENTIAL (R-M) ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1744752844_ORD%2025-08.pdf,2026-07-06,scanned,pdftext+ocrL,raw/25-08.pdf,yes,,2025-04-14,12,high,day,motion,2025-04,
25-09,,2025-04-14,AN ORDINANCE OF THE MILLCREEK COUNCIL AUTHORIZING A DEVELOPMENT AGREEMENT CONCERNING O.95 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4317 SOUTH 700 EAST,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1759506487_ORD%2025-09.pdf,2026-07-06,text,pdftext,raw/25-09.pdf,yes,,2025-04-14,11,high,day,motion,2025-04,
25-10,,2025-04-28,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1745944322_ORD%2025-10.pdf,2026-07-06,na,index-only (oversize; not stored),,no,,2025-04-28,10,medium,day,motion,,
25-11,,2025-04-28,"AN ORDINANCE GRANTING TO QUESTAR GAS COMPANY dba ENBRIDGE GAS UTAH A FRANCHISE FOR THE CONSTRUCTION, OPERATION, AND MAINTENANCE OF A GAS DISTRIBUTION SYSTEM IN MILLCREEK, SALT LAKE COUNTY, ST ATE OF U",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1745944337_ORD%2025-11.pdf,2026-07-06,text,pdftext,raw/25-11.pdf,no,,2025-04-28,11,high,day,motion,2025-04,
25-12,,2025-04-28,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1747757555_ORD%2025-12.pdf,2026-07-06,na,index-only (oversize; not stored),,yes,,2025-04-28,7,medium,day,motion,,
25-13,,2025-04-28,AN ORDINANCE REPEALING THE RESIDENTIAL COMPATIBILITY OVERLAY ZONE AND THE FOOTHILLS AND CANYONS OVERLAY ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1745944366_ORD%2025-13.pdf,2026-07-06,text,pdftext,raw/25-13.pdf,yes,,2025-04-28,8,high,day,motion,2025-04,
25-14,,2025-04-28,"AN ORDINANCE AMENDING AND REST ATING TITLE 14 0F THE MILLCREEK MUNICIPAL CODE REGARDING HIGHWAYS, SIDEWALKS, AND PUBLIC PLACES",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1746630538_ORD%2025-14.pdf,2026-07-06,text,pdftext,raw/25-14.pdf,no,,2025-04-28,9,high,day,motion,2025-04,
25-15,,2025-04-28,AN ORDINANCE AMENDING CHAJ'TER 3.56 0F THE MILLCREEK MUNICIPAL CODE REGARDING BONDS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1745944785_ORD%2025-15.pdf,2026-07-06,text,pdftext,raw/25-15.pdf,no,,2025-04-28,14,high,day,motion,2025-04,
25-16,,2025-05-12,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1747755810_ORD%2025-16.pdf,2026-07-06,text,pdftext,raw/25-16.pdf,no,,2025-05-12,5,high,day,motion,2025-05,
25-17,,2025-05-12,AN ORDINANCE AMENDING TITLE 13 0F THE MILLCREEK CODE OF ORDINANCES PROHIBITING MOTOR VEHICLES ON TRAILS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1747162546_ORD%2025-17.pdf,2026-07-06,text,pdftext,raw/25-17.pdf,no,,2025-05-12,10,high,day,motion,2025-05,
25-18,,2025-05-27,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750264905_ORD%2025-18.pdf,2026-07-06,text,pdftext,raw/25-18.pdf,no,,2025-05-27,3,high,day,motion,2025-05,
25-19,,2025-06-09,AN ORDINANCE rezoning certain property located at approximately 4261 South 700 East from the R-1-8 Zone to the R-M Zone,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750264872_ORD%2025-19.pdf,2026-07-06,text,pdftext,raw/25-19.pdf,yes,,2025-06-09,1,high,day,motion,2025-06,
25-21,,2025-06-09,AN ORDINANCE ENACTING A NEW COMPENSATION SCHEDULE/PAYSCALE FOR EXECUTIVE MUNICIPAL OFFICERS AND ST ATUTORY EMPLOYEES FOR FISCAL YEAR 2025-26,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750264946_ORD%2025-21.pdf,2026-07-06,text,pdftext,raw/25-21.pdf,no,,2025-06-09,12,high,day,motion,2025-06,
25-22,,2025-06-09,AN ORDINANCE ENACTING COMPENSATION INCREASES FOR EXECUTIVE MUNICIPAL OFFICERS AND THEIR CHIEF ASSIST ANT(S) OR DEPUTY FOR FISCAL YEAR 2025-26,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750264973_ORD%2025-22.pdf,2026-07-06,text,pdftext,raw/25-22.pdf,no,,2025-06-09,13,high,day,motion,2025-06,
25-25,,2025-06-16,City Council Special Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750188303_ORD%2025-25.pdf,2026-07-06,text,pdftext,raw/25-25.pdf,no,,2025-06-16,1,high,day,motion,2025-06,
25-26,,2025-06-23,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750782951_ORD%2025-26.pdf,2026-07-06,text,pdftext,raw/25-26.pdf,no,,2025-06-23,4,high,day,motion,2025-06,
25-27,,2025-06-23,"AN ORDINANCE OF MILLCREEK ADOPTING A FINAL BUDGET AND MAKING APPROPRIATIONS FOR THE SUPPORT OF MILLCREEK FOR THE TIME PERIOD BEGINNING JULY 1, 2025, AND ENDING JUNE 30, 2026",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1750781346_ORD%2025-27.pdf,2026-07-06,text,pdftext,raw/25-27.pdf,no,,2025-06-23,5,high,day,motion,2025-06,
25-28,,2025-06-23,"AN ORDINANCE AMENDING SECTION 1.18.225, FAILURE TO PAY PENAI,TIES, OF THE MILLCREEK MUNICIPAL CODE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1750780622_ORD%2025-28.pdf,2026-07-06,text,pdftext,raw/25-28.pdf,no,,2025-06-23,8,high,day,motion,2025-06,
25-29,,2025-06-23,"AN ORDINANCE AMENDING SECTION 2.07.209, NEPOTISM, OF THE MILLCREEK MUNICIPAL CODE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1750780599_ORD%2025-29.pdf,2026-07-06,text,pdftext,raw/25-29.pdf,no,,2025-06-23,9,high,day,motion,2025-06,
25-30,,2025-07-14,AN ORDINANCE AMENDING CHAPTERS 2.04 AND 2.11 0F THE MILLCREEK MUNICIPAL CODE REGARDING THE CITY COUNCIL AND ELECTIONS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1752605298_ORD%2025-30.pdf,2026-07-06,text,pdftext,raw/25-30.pdf,no,,2025-07-14,5,high,day,motion,2025-07,
