ordinance_no,adoption_date,month_year,date_kind,method,title,note
23-43,2023-11-01,2023-11,passed,pdftext,"AN ORDINANCE BANNING THE ISSUANCE OF NEW SHORT TERM RENT AL LICENSES UNTIL MARCH 1, 2024, AND AMENDING MILLCREEK CODE OF ORDINANCES CHAPTER 5.19 SHORT-TERM RENT ALS",
23-44,2023-11-13,2023-11,monthyear,pdftext,AN ORDINANCE ADOPTING A CITY FLAG,
23-45,,2023-11,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK'S 2024 REGULAR MEETINGS SCHEDULE,
23-46,2023-12-11,2023-12,adopted,pdftext+ocrL,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 2888 EAST 3300 SOUTH FROM THE C-2 (COMMERCIAL) ZONE TO THE R-M (MULTIFAMILY RESIDENTIAL) ZONE,
24-01,,2024-01,monthyear_garbled,ocr+ocrL,,
24-02,2024-02-12,2024-02,meeting,vision,AN ORDINANCE REZONING CERTAIN PROPERTY FROM FR-1/FR-2.5/FR-5/FR-10/FR-20 TO THE FORESTRY RECREATION ESTATE (FRE) ZONE,
24-03,2024-01-09,2024-01,passed,pdftext+ocrAll,,
24-04,2024-01-22,2024-01,monthyear,ocr+ocrL,AN ORDINANCE OF THE CITY COUNCIL ADOPTING AN AMENDED,
24-05,,,,ocr,AN ORDINANCE REZONING CERTAIN PROPERTY LOCATED AT APPROXIMATELY 1190 EAST BONNER WAY FROM THE A-1 ZONE TO THE R-1-5 ZONE,
24-06,,,,pdftext,,
24-07,,2024-02,monthyear_garbled,ocr+ocrL,AN ORDINANCE AMENDING TITLE 17 CHAPTER 22 OF THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO ILLICIT DISCHARGES,
24-08,,2024-02,monthyear_garbled,ocr+ocrL,"AN ORDINANCE NOTIFYING THE PUBLIC OF AN ORDINANCE THAT WOULD EXTEND THE BAN ON THE ISSUANCE OF NEW SHORT TERM RENTAL LICENSES UNTIL APRIL 1, 2024, AND AN AMENDMENT TO MILLCREEK CODE OF ORDINANCES CHAP",
24-09,2024-03-25,2024-03,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $1,500 TO PURCHASE DISCOUNTED HUMAN SERVICES UTA PASSES FOR MILLCREEK RESIDENTS IN NEED",
24-10,2024-03-25,2024-03,passed,pdftext,AN ORDINANCE OF MILLCREEK AMENDING CHAPTER 5.19 0F THE MILLCREEK CODE OF ORDINAJSTCES WITH RESPECT TO SHORT-TERM RENT ALS,
24-11,2024-03-25,2024-03,passed,pdftext,AN ORDINANCE AMENDING THE 2023-24 FISCAL YEAR BUDGET,
24-12,2024-04-08,2024-04,passed,pdftext,"AN ORDINANCE APPROVING THE DISPOSAL OF COMPUTER LAPTOPS CONTRIBUTED BY COMCAST CORPORATION WITH A VALUE OF $25,000 TO STUDENTS COMPLETING THE MILLCREEK SIX-WEEK DIGIT AL LITERACY PROGRAM",
24-13,2024-04-08,2024-04,passed,pdftext,AN ORDINANCE APPROVING NONMONET ARY ASSIST ANCE TO THE MILLCREEK COMMUNITY FOUNDATION,
24-14,2024-04-08,2024-04,passed,pdftext,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 1632 EAST MAPLE AVENUE FROM THE R-1-6 ZONE TO THE R-I-10 ZONE,
24-15,2024-04-08,2024-04,passed,pdftext,"AN ORDINANCE AMENDING TITLE 19 0F THF, MILLCRF,F,K CODE OF ORDINANCES BY REPF,ALING CHAPTER 19.82 SIGNS AND ENACTING A REVISED CHAPTER 19.82 SIGNS",
24-16,2024-04-08,2024-04,passed,pdftext,AN ORDINANCE AMENDING CHAPTER 5.19 0F THE MILLCREEK CODE OF ORDINANCES REGARDING CONTENT OF THE LICENSE APPLICATION AND RENEWALS,
24-17,2024-04-08,2024-04,passed,pdftext,AN ORDINANCE AMENDING THE 2023-24 FISCAL YEAR BUDGET,
24-18,2024-04-22,2024-04,passed,pdftext,"AN ORDINANCE REGULATING, PREVENTING, AND BANNING THE DISCHARGE OF FIREWORKS WITHIN CERT AIN AREAS OF THE CITY",
24-19,2024-05-13,2024-05,passed,pdftext,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 4433 S GARDEN DRIVE FROM THE R-l-10 ZONE TO THE R-4-8.5 ZONE,
24-20,2024-05-13,2024-05,passed,pdftext,"AN ORDINANCE AUTHORIZING A DEVF,LOPMF,NT AGREEMENT CONCERNING 0.41 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4433 SOUTH GARDEN DRIVE",
24-21,2024-05-13,2024-05,passed,pdftext,AN ORDINANCE AMENDING SECTION 2.22.020 FINANCIAL ADMINISTRATION TO ADD THE ASSISTANT CITY MANAGER AS A DESIGNEE (AUTHORIZED TO APPROVE CONTRACTS AND VARIOUS ACQUISITIONS),
24-22,2024-05-13,2024-05,passed,pdftext,"AN ORDINANCE AMENDING SECTION 10.80.010 CAMPING ON PUBLIC GROUNDS, STREETS, PARKS AND PLAYGROUNDS BY ADDING PLAZAS TO THE PROHIBITION",
24-23,2024-05-13,2024-05,passed,pdftext,"AN ORDINANCE AMENDING CHAPTER 14.56 SPECIAL EVENTS BY ADDING SECTION 14.56.125 DESIGNATING THE COMMON, ADVENTURE HUB, AND THE GRANDVIEW AS CITY FACILITIES AT WHICH CONVENTIONS, CONFERENCES, AND OTHER ",
24-25,2024-05-01,2024-05,passed,pdftext,"AN ORDINANCE AMENDING TITLE 19 ("" ZONING"") OF THE MILLCREEK CODE OF ORDINANCES, ,=!kND REVISING CHAPTER 19.71 (""RESIDENTIAL COMPATIBILITY OVERLAY ZONE"") BY MAKING CERT AIN ADDITIONS AND DELETIONS PERT",
24-26,2024-05-28,2024-05,passed,pdftext,"AN ORDINANCE APPROVING AND AMENDING A DEVELOPMENT AGREEMENT WITH RESPECT TO A TOWNHOUSE DEVELOPMENT KNOWN AS ""OPUS GREEN"" ON PROPERTY LOCATED AT 4186 SOUTH MAIN STREET",
24-27,2024-05-28,2024-05,passed,pdftext,AN ORDINANCE AMENDING THE PROCUREMENT CODE WITH RESPECT TO ACQUISITION OF NONPROFESSIONAL SERVICES OR SUPPLIES CODIFIED IN SECTION 2.22.040 0F THE MILLCREEK CODE,
24-28,2024-06-01,2024-06,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $14,900 TO THE MILLCREEK ARTS COUNCIL",
24-29,2024-06-01,2024-06,passed,pdftext,"AN ORDINANCE DECLARING APPROXIMATELY 483 SQUARE FEET OF REAL PROPERTY LOCATED AT OR NEAR THE INTERSECTION OF SIGGARD AND 2000 EAST, AS SURPLUS",
24-30,2024-06-10,2024-06,passed,pdftext+ocrL,AN ORDINANCE ENACTING A NEW COMPENSATION SCHEDULE/PAYSCALE FOR EXECUTIVE MUNICIP AL OFFICERS AND EMPLOYEES FOR FISCAL YEAR 2024-25,
24-31,2024-06-01,2024-06,passed,pdftext,,
24-32,2024-06-24,2024-06,passed,pdftext,AN ORDINANCE AMENDING THE 2023-24 FISCAL YEAR BUDGET,
24-34,2024-07-08,2024-07,adopted,pdftext+ocrL,AN ORDINANCE AMENDING THE MILLCREEK TOGETHER GENERAL PLAN BY CHANGING THE FUTURE LAND USE MAP IN THE AREA OF 37 43 SOUTH 900 EAST FROM RET AIL/OFFICE TO NEIGHBORHOOD 3,
24-35,2024-07-08,2024-07,passed,pdftext,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 3739 SOUTH 900 EAST FROM THE COMMERCIAL (C-3) ZONE TO THE RESIDENTIAL MULTIFAMILY (R-M) ZONE,
24-37,2024-07-22,2024-07,passed,pdftext,AN ORDINANCE OF MILLCREEK AMENDING MILLCREEK CODE OF ORDINANCES SECTION 2.24.060 REGARDING THE CONSOLIDATED FEE SCHEDULE,
24-38,2024-08-12,2024-08,passed,pdftext,AN ORDINANCE REZONING 1.44 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 950 EAST GRAPE IVY WAY FROM THE R-2-8 ZONE TO THE R-M ZONE WITH A ZONE CONDITION - LIMITING THE PROPERTY TO TWENTY (20) RESID,
24-39,,2024-08,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT CONCERNING 1.44 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 950 EAST GRAPE IVY WAY,
24-40,2024-08-12,2024-08,passed,pdftext,"AN ORDINANCE AMENDING TITLE 19 ("" ZONING"") OF THE MILLCREEK CODE OF ORDINANCES",
24-41,2024-08-26,2024-08,passed,pdftext,AN ORDINANCE OF THE CITY COUNCIL OF MILLCREEK APPROVING AN AMENDED DEVELOPMENT AGREEMENT FOR AUSTIN DENT FOR PROPERTY LOCATED AT OR NEAR 3564 SOUTH 1100 EAST,
24-42,2024-09-09,2024-09,passed,pdftext,AN ORDINANCE OF MILLCREEK VACATING A PORTION OF THE 700 WEST RIGHT OF WAY GENERALLY LOCATED BETWEEN 4060 & 4100 SOUTH,
24-43,,2024-09,passed,pdftext,AN ORDINANCE REZONING THE NORTHERN PORTION OF TWO PARCELS GENERALLY LOCATED AT 640 & 650 WEST 4100 SOUTH FROM THE AGRICULTURAL (A-I & A-2) ZONE TO THE MANUFACTURING (M) ZONE,
24-44,2024-09-09,2024-09,passed,pdftext,"AN ORDINANCE DECLARING A PARCEL OF REAL PROPERTY LOCATED BETWEEN 4060 & 4100 SOUTH ALONG 700 WEST, AS SURPLUS",
24-45,2024-09-23,2024-09,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $45,000 TO COMMUNITY COUNCILS, $30,000 TO MILLCREEK ARTS COUNCIL, AND $10,000 TO THE RAIN BARREL PROGRAM",
24-46,2024-09-23,2024-09,passed,pdftext,"AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET was adopted the 23rd day of Septei'nber, 2024 and that a copy of the foregoing Ordinance 24-46 was posted in accordance with Utah Code 10-3-711 thi",
24-47,2024-09-23,2024-09,passed,pdftext,AN ORDINANCE rezoning a certain portion of property generally located at 4016 South 700 West from the Agricultural (A-1) Zone to the Residential single-family (R-I-10) Zone,
24-48,2024-10-14,2024-10,passed,pdftext,"AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 877 E 4500 S, 4430-4438 S 900 E, 851 E 4500 S, 4402-4410 S 900 E, 814 E WILLIAMS WAY, 739 E WILLIAMS WAY # X FROM THE C-2/ZC (COMMERCIA",
24-49,2024-10-28,2024-10,passed,pdftext,AN ORDINANCE REZONING O.43 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4181 SOUTH 900 EAST FROM THE RESIDENTIAL (R-l-10) ZONE TO THE MULTIFAMILY RESIDENTIAL (R-M) ZONE AND IMPOSING A ZONE CONDITIO,
24-50,2024-10-28,2024-10,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT CONCERNING O.43 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4181 SOUTH 900 EAST,
24-51,2024-11-12,2024-11,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $1,500 TO PURCHASE DISCOUNTED HUMAN SERVICES UTA PASSES FOR MILLCREEK RESIDENTS IN NEED",
24-52,2024-11-01,2024-11,passed,pdftext,"AN ORDINANCE OF MILLCREEK ADDING CHAPTER 3.10 TO TITLE 3 0F THE MILLCRF,EK CODE OF ORDINANCES, THEREBY EST ABLISHING A TAX ON THE GROSS RECEIPTS OF TELECOMMUNICATIONS SERVICE PROVIDERS, SETTING THE RA",
24-53,2024-12-09,2024-12,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK'S 2025 REGULAR MEETING SCHEDULE,
24-54,2024-12-09,2024-12,passed,pdftext,"AN ORDINANCE AMENDING FINANCIAL ADMINISTRATION CODE SECTIONS 2.22.040 AND 2.22.050, AMENDING PURCHASE APPROVAL THRESHOLDS",
24-55,2024-12-16,2024-12,passed,pdftext,"AN ORDINANCE REZONING O.415 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 815 EAST 4200 SOUTH, FROM THE (R-I-10) SINGLE FAMILY RESIDENTIAL ZONE TO THE (R-1-5) SINGLE FAMILY RESIDENTIAL ZONE",
24-56,2024-12-16,2024-12,passed,pdftext,AN ORDINANCE REZONING REAL PROPERTY LOCATED AT APPROXIMATELY 1624 EAST 4500 SOUTH FROM THE R-2-10 MEDIUM DENSITY RESIDENTIAL ZONE TO THE R-M MULTI-FAMILY RESIDENTIAL ZONE,
24-57,2024-12-16,2024-12,passed,pdftext,"AN ORDINANCE OF MILLCREEK VACATING THE WESTERLY THREE FEET OF THE OLYMPUS WAY (3250 EAST) PUBLIC STREET OR RIGHT OF WAY, GENERALLY LOCATED AT 3239 EAST 3900 SOUTH",
24-58,2024-12-16,2024-12,passed,pdftext,"AN ORDINANCE DECLARING AN AREA OF REAL PROI'ERTY LOCATED AT OR ALONG 3239 EAST, NEAR 3900 SOUTH, AS SURPLUS",
24-59,2024-12-16,2024-12,passed,pdftext,"AN ORDINANCE AMENDING TITLE 19 (""ZONING"") OF THE MILLCREEK CODE OF ORDINAJ'STCES",
25-01,2025-01-27,2025-01,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $8,000 FOR HIGH SCHOOL SCHOLARSHIPS",
25-02,2025-01-27,2025-01,meeting,pdftext,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,
25-03,2025-02-24,2025-02,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $50,000 FOR A MILLCREEK SYCAMORE TREE PROGRAM",
25-04,,,,pdftext,,
25-05,,,,pdftext,,
25-06,2025-04-14,2025-04,passed,pdftext,"AN ORDINANCE APPROVING A REVISED MONETARY CONTRIBUTION OF UP TO $40,000 TO MILLCREEK ARTS COUNCIL",
25-07,2025-04-14,2025-04,adopted,pdftext+ocrL,AN ORDINANCE REZONING O.98 ACRES OF REAL PROPERTIES LOCATED AT APPROXIMATELY 4471 SOUTH COVECREST DRIVE AND 4548 SOUTH MATHEWS WAY FROM THE RESIDENTIAL (R-1-21) ZONE TO THE RESIDENTIAL (R-I-10) ZONE,
25-08,2025-04-14,2025-04,adopted,pdftext+ocrL,AN ORDINANCE REZONING O.95 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4317 SOUTH 700 EAST FROM THE RESIDENTIAL (R-1-8) ZONE TO THE MULTIF AMILY RESIDENTIAL (R-M) ZONE,
25-09,2025-04-01,2025-04,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL AUTHORIZING A DEVELOPMENT AGREEMENT CONCERNING O.95 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4317 SOUTH 700 EAST,
25-11,2025-04-28,2025-04,passed,pdftext,"AN ORDINANCE GRANTING TO QUESTAR GAS COMPANY dba ENBRIDGE GAS UTAH A FRANCHISE FOR THE CONSTRUCTION, OPERATION, AND MAINTENANCE OF A GAS DISTRIBUTION SYSTEM IN MILLCREEK, SALT LAKE COUNTY, ST ATE OF U",
25-13,2025-04-28,2025-04,adopted,pdftext,AN ORDINANCE REPEALING THE RESIDENTIAL COMPATIBILITY OVERLAY ZONE AND THE FOOTHILLS AND CANYONS OVERLAY ZONE,
25-14,2025-04-01,2025-04,passed,pdftext,"AN ORDINANCE AMENDING AND REST ATING TITLE 14 0F THE MILLCREEK MUNICIPAL CODE REGARDING HIGHWAYS, SIDEWALKS, AND PUBLIC PLACES",
25-15,,2025-04,passed,pdftext,AN ORDINANCE AMENDING CHAJ'TER 3.56 0F THE MILLCREEK MUNICIPAL CODE REGARDING BONDS,
25-16,,2025-05,passed,pdftext,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,
25-17,2025-05-12,2025-05,passed,pdftext,AN ORDINANCE AMENDING TITLE 13 0F THE MILLCREEK CODE OF ORDINANCES PROHIBITING MOTOR VEHICLES ON TRAILS,
25-18,2025-05-27,2025-05,passed,pdftext,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,
25-19,2025-06-09,2025-06,passed,pdftext,AN ORDINANCE rezoning certain property located at approximately 4261 South 700 East from the R-1-8 Zone to the R-M Zone,
25-21,2025-06-09,2025-06,passed,pdftext,AN ORDINANCE ENACTING A NEW COMPENSATION SCHEDULE/PAYSCALE FOR EXECUTIVE MUNICIPAL OFFICERS AND ST ATUTORY EMPLOYEES FOR FISCAL YEAR 2025-26,
25-22,2025-06-09,2025-06,passed,pdftext,AN ORDINANCE ENACTING COMPENSATION INCREASES FOR EXECUTIVE MUNICIPAL OFFICERS AND THEIR CHIEF ASSIST ANT(S) OR DEPUTY FOR FISCAL YEAR 2025-26,
25-25,2025-06-16,2025-06,passed,pdftext,,
25-26,2025-06-23,2025-06,passed,pdftext,AN ORDINANCE AMENDING THE 2024-25 FISCAL YEAR BUDGET,
25-27,2025-06-23,2025-06,passed,pdftext,"AN ORDINANCE OF MILLCREEK ADOPTING A FINAL BUDGET AND MAKING APPROPRIATIONS FOR THE SUPPORT OF MILLCREEK FOR THE TIME PERIOD BEGINNING JULY 1, 2025, AND ENDING JUNE 30, 2026",
25-28,2025-06-23,2025-06,passed,pdftext,"AN ORDINANCE AMENDING SECTION 1.18.225, FAILURE TO PAY PENAI,TIES, OF THE MILLCREEK MUNICIPAL CODE",
25-29,2025-06-23,2025-06,passed,pdftext,"AN ORDINANCE AMENDING SECTION 2.07.209, NEPOTISM, OF THE MILLCREEK MUNICIPAL CODE",
25-30,2025-07-01,2025-07,passed,pdftext,AN ORDINANCE AMENDING CHAPTERS 2.04 AND 2.11 0F THE MILLCREEK MUNICIPAL CODE REGARDING THE CITY COUNCIL AND ELECTIONS,
25-31,2025-08-11,2025-08,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $110,000 FOR THE ASIAN ASSOCIATION OF UT AH",
25-32,2025-08-01,2025-08,passed,pdftext,,
25-33,,2025-08,passed,pdftext,"AN ORDINANCE ADOPTING THE MILLCREEK EMERGENCY FIRE RECOVERY PLAN AND AJ'PROVING A MONETARY CONTRIBUTION OF UP TO $11,500 TO RESIDENTS DISPLACED BY THE FIRE AT 4878 SOUTH 1300 EAST, KNOWN AS WILLOW GLE",
25-34,2025-08-25,2025-08,passed,pdftext,"AN ORDINANCE APPROVING A NONMONET ARY CONTRIBUTION OF SERVICES TO RESIDENTS DISPLACED BY THE FIRE AT 4878 SOUTH 1300 EAST, KNOWN AS WILLOW GLEN APARTMENTS",
25-35,2025-09-08,2025-09,passed,pdftext,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 41 & 81 WEST CENTRAL AVENUE FROM THE MANUF ACTURING ZONE TO THE MIXED DEVELOPMENT ZONE,
25-37,,2025-09,passed,pdftext,AN ORDINANCE AMENDING A DEVELOPMENT AGREEMENT FOR THE OPUS GREEN MIXED USE DEVELOPMENT WITH RESPECT TO APPROXIMATELY 7.05 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4186 SOUTH MAIN STREET,
25-38,2025-09-08,2025-09,meeting,pdftext,AN ORDINANCE AMENDING TITLE 18 0F THE MILLCREEK MUNICIP AL CODE FOR THE PURPOSE OF MAKING TECHNICAL CORRECTIONS TO TITLE 18,
25-39,2025-09-08,2025-09,passed,pdftext,AN ORDINANCE AMENDmG SECTION 14.12.110 0F THE MILLCREEK CODE OF ORDINANCES REGARDING VEHICULAR ACCESS REQUIREMENTS FOR FOUR- HOUSEHOLD DWELLINGS AND MULTIPLE-HOUSEHOLD DWELLINGS,
25-40,2025-09-22,2025-09,passed,pdftext,"AN ORDINANCE REZONING 1.73 ACRES OF REAL PROPERTY KNOWN AS THE WOODS AT ROSECREST P.U.D. SUBDIVISION LOTS 1-9, INCLUDING A CERT AIN ""OPEN SPACE"" PARCEL, GENERALLY LOCATED AT APPROXIMATELY 2455 EAST 32",
25-41,2025-09-22,2025-09,passed,pdftext,AN ORDINANCE AMENDING SECTION 14.20.110 0F THE MILLCREEK CODE OF ORDINANCES REGARDING VEHICULAR ACCESS REQUIREMENTS FOR FOUR- HOUSEHOLD DWELLINGS AND MULTIPLE-HOUSEHOLD DWELLINGS,
25-42,2025-09-22,2025-09,passed,pdftext,AN ORDINANCE AMENDING TITLE 5 0F THE MILLCREEK CODE OF ORDINANCES BY REQUIRING LAW ENFORCEMENT INVESTIGATION FOR MASSAGE EST ABLISHMENTS,
25-43,2025-09-22,2025-09,passed,pdftext,AN ORDINANCE AMENDING THE 2025-26 FISCAL YEAR BUDGET,
25-44,,2025-10,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $2,500 FOR THE FRIENDS OF MILLCREEK SENIOR CENTER",
25-45,2025-10-27,2025-10,passed,pdftext,"AN ORDINANCE OF MILLCREEK VACATING THE EASTERLY PORTIONS OF THE 2700 EAST PUBLIC STREET OR RIGHT OF WAY, GENERALLY LOCATED BETWEEN 3450 AND 3550 SOUTH",
25-46,,,,pdftext,,
25-47,,,,pdftext,,
25-49,2025-12-01,2025-12,passed,pdftext,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 1265 EAST VILLA VISTA AVENUE FROM THE COMMERCIAL (C) ZONE TO THE CITY CENTER OVERLAY - DEVELOPMENT AGREEMENT (CCOZ-DA) ZONE,
25-50,2025-12-08,2025-12,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A DEVELOPMENT AGREEMENT FOR AN OWNER OCCUPIED EIGHTEEN-UNIT TOWNHOME RESIDENTIAL COMPLEX WITH RESPECT TO APPROXIMATELY O.68 ACRES OF REAL PROPERTY LOCAT,
25-51,2025-12-08,2025-12,passed,pdftext,"AN ORDINANCE AMENDING CHAJ'TER 9.77 ADOPTING THE CURRENT EDITION OF THE UT AH WILDLAND URBAN INTERFACE CODE, ISSUED BY THE INTERNATIONAL CODE COUNCIL, WITH THE ALTERNATIVES OR AMENDMENTS APPROVED BY T",
25-52,2025-12-01,2025-12,passed,pdftext,AN ORDINANCE AMENDING CHAPTER 2.82 0F THE MILLCREEK CODE OF ORDINANCES REGARDING ADDING DATA PRIVACY,
25-53,2025-12-08,2025-12,passed,pdftext,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK'S 2026 REGULAR MEETING SCHEDULE,
26-01,2026-01-12,2026-01,passed,pdftext,"AN ORDINANCE VACATING AND REMOVING THE ""PLANNED UNIT DEVELOPMENT (P.U.D.)"" AND ""OPEN SPACE"" DESIGNATIONS",
26-02,2026-01-12,2026-01,passed,pdftext,AN ORDINANCE ADDING A WATER PRESERVATION ELEMENT TO THE GENERAL PLAN PURSUANT TO UTAH CODE ANN. § 10-20-401 AND § 10-20-404,
26-03,2026-01-01,2026-01,passed,pdftext,AN ORDINANCE REPEALING CHAPTER 2.56 0F THE MILLCREEK CODE OF ORDINANCES REGARDING COMMUNITY DISTRICTS AND COMMUNITY COUNCILS,
26-04,2026-01-12,2026-01,passed,pdftext+ocrL,AN ORDINANCE PROHIBITING THE REMOV AL OF SNOW AND ICE FROM MUNICIPAL PICKLEBALL COURTS,
26-05,2026-01-12,2026-01,passed,pdftext,AN ORDINANCE amending Chapter 5.19 of the Millcreek Code of Ordinances with respect to Short-Teri'n Rentals,
26-06,2026-01-01,2026-01,monthyear,pdftext,"AN ORDINANCE DECLARING APPROXIMATELY O.44 ACRES OF REAL PROPERTY AND THE BUILDING LOCATED AT OR NEAR 3260 SOUTH HIGHLAND DRIVE, MILLCREEK, UT AH, AS SURPLUS",
26-07,2026-01-26,2026-01,meeting,pdftext,AN ORDINANCE OF MILLCREEK AMENDING TITLE 18 0F THE MILLCREEK MUNICIP AL CODE FOR THE PURPOSE OF REMOVING PUBLIC NOTICING REQUIREMENTS FOR COMMUNITY COUNCILS,
26-08,2026-02-09,2026-02,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $5,000 TO PURCHASE DISCOUNTED HUMAN SERVICES UTA PASSES FOR MILLCREEK RESIDENTS IN NEED",
26-09,,2026-03,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $6,000 TO THE CANYON RIM CITIZENS ASSOCATION FOR THE CANYON RIM CARES EVENT was adopted the 9I"" day of March, 2026 and that a copy of the foreg",
26-10,2026-03-23,2026-03,passed,pdftext,AN ORDINANCE REZONING O.17 ACRES OF CERT AIN PROPERTY LOCATED AT APPROXIMATELY 1575 EAST MILLCREEK WAY FROM THE R-1-6 (SINGLE- HOUSEHOLD RESIDENTIAL) ZONE TO THE R-l-10 (SINGLE-HOUSEHOLD RESIDENTIAL) ,
26-11,2026-03-23,2026-03,passed,pdftext,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $8,000 FOR HIGH SCHOOL SCHOLARSHIPS",
26-12,2026-03-23,2026-03,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $5,000 TO THE EAST MILL CREEK COMMUNITY COUNCIL",
26-13,2026-03-23,2026-03,passed,pdftext,AN ORDINANCE AMENDING THE 2025-26 FISCAL YEAR BUDGET,
26-14,2026-04-13,2026-04,passed,pdftext,AN ORDINANCE ADDING TITLE 10 CHAPTER 10.32 ENTITLED LOITERING,
26-15,,2026-04,monthyear,pdftext,AN ORDINANCE APPROVING THE DISPOSITION OF CERTAIN SURPLUS,
26-16,2026-04-01,2026-04,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $6,500 TO THE EAST MILL CREEK LIONS CLUB",
26-17,2026-04-27,2026-04,passed,pdftext,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $51,000 TO THE MILLCREEK ARTS COUNCIL",
26-18,2026-05-11,2026-05,passed,pdftext,AN ORDINANCE AMENDING TITLE 13 0F THE MILLCREEK CODE OF ORDINANCES PROHIBITING MOTOR VEHICLES ON TRAILS,
26-19,2026-04-27,2026-04,adopted,pdftext,"AN ORDINANCE REGULATING, PREVENTING, AND BANNING THE DISCHARGE OF FIREWORKS WITHIN CERT AIN AREAS OF THE CITY",
26-20,2026-04-27,2026-04,passed,pdftext,"AN ORDINANCE APPROVING AN AMENDED DEVELOPMENT AGREEMENT FOR VILLA VISTA TOWNHOMES, A PROPERTY LOCATED AT OR NEAR 1265 EAST VILLA VISTA AVENUE",
26-21,2026-05-11,2026-05,passed,pdftext,AN ORDINANCE AMENDING THE 2025-26 FISCAL YEAR BTJDGET,
26-22,2026-05-11,2026-05,passed,pdftext,"AN ORDINANCE AMENDING AND REST ATING TITLE 14, CHAPTER 58 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO SPECIAL EVENTS",
26-23,2026-05-01,2026-05,passed,pdftext,AN ORDINANCE ADDING TITLE 14 CHAPTER 59 TO THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO MILLCREEK COMMON AND CITY OFFICES,
26-24,2026-05-01,2026-05,passed,pdftext,AN ORDINANCE APPROPRIATING A NONMONET ARY CONTRIBUTION OF DISCOUNTED ROOM RENT ALS FOR VARIOUS ENTITIES,
