key,cycle,candidate,office,document_id,doc_name,date_submitted,pages,path,filing_class,doc_kind,c_state,c_rows,c_count_basis,c_layout,e_state,e_rows,e_count_basis,e_layout,ruled,subtotals,handwriting,redaction,stated_contrib,stated_expend,stated_source,contradiction,pages_with_detail,notes
Wilson-Jennifer__62881832,2024,"Wilson, Jennifer",Mayor,62881832-6008-431E-A0D3-AE94F47F55E2,2024_03_31_Wilson_April 5 Disclosures,04/04/24,17,raw/easyvote/Wilson-Jennifer__62881832.pdf,has-attachment-detail,standard-report,has-detail,371,counted,attach-date-first-last-address-city-state-zip-amount-employer-occupation-note,has-detail,152,counted,attach-date-payee-category-amount-inkind,1,1,0,address-and-city; the bar spans Address+City+State+Zip on every contribution page so donor city/state/zip do NOT survive; expenditure pages unredacted,"122,624.00","55,443.59",read from Summary Page 2026-08-20 (no prior cache),0,3-17,NO county Schedule A/B stub pages exist in this document - it goes straight from the Summary Page to the filer's own Schedule A_Itemized Contribution Report (p3-p11) and Schedule B_Itemized Expenditures Made (p12-p17); each attachment carries its own page numbering (1-9 and 1-6) and ends with a grand total (122624.00 / 55443.59) matching the Summary Page; contribution rows are single-line except a handful that wrap to two lines
Wilson-Jennifer__D73EF0AE,2024,"Wilson, Jennifer",Mayor,D73EF0AE-1031-42AE-8CED-18A3A20A308D,2024-06-18_Wilson_DIsclosures Final,06/18/24,8,raw/easyvote/Wilson-Jennifer__D73EF0AE.pdf,has-attachment-detail,standard-report,has-detail,201,counted,attach-date-first-last-address-city-state-zip-amount-employer-occupation-note,has-detail,117,counted,attach-date-payee-category-total-inkind,1,1,0,address-city-state-zip on the contribution attachment; none on the expenditure attachment,"59,329.99","40,064.80",read from Summary Page 2026-08-20 (no prior cache),0,3-8,"ATTACHMENT filing with NO county SchedA/SchedB stub pages at all - p3-5 are ""Schedule A_Itemized Contribution Report"" (84/84/33 rows ending in a TOTAL row = 59329.99) and p6-8 are ""Schedule B_Itemized Expenditures Made"" (43/43/31 rows ending in a TOTAL row = 40064.80); both reconcile exactly to Summary Column A; the Summary page header block (Page __ of __ / last name / date) is left blank; contribution attachment carries an unused Note column and an In-Kind flag column on the expenditure side; densest pages in the batch at ~84 rows"
Wilson-Jennifer__12AF73B2,2024,"Wilson, Jennifer",Mayor,12AF73B2-6643-47E6-B516-958E4310E155,2024-09-16_Wilson_Disclosures_Final,09/16/24,15,raw/easyvote/Wilson-Jennifer__12AF73B2.pdf,has-attachment-detail,standard-report,has-detail,465,approx,attach-landscape-date-first-last-address-city-state-zip-amount-employer-occupation,has-detail,148,counted,attach-date-payee-category-total-inkind,1,1,0,address-city-state-zip,"168,783.44","170,039.74",read from Summary Page 2026-08-20 (no prior cache),0,3-15,September 16 report on the 2024 form; THE DOCUMENT CONTAINS NO COUNTY SCHEDULE A OR SCHEDULE B PAGE AT ALL - it goes cover (p1) then Summary (p2) then straight into the filer's own ruled reports; 'Schedule A_Itemized Contribution Report' runs p3-p11 (p3 and p4 counted line-by-line at 53 rows each; p5-p10 measured at the same row pitch and page extent so 53 each; p11 counted at 41 rows plus its TOTAL line) - the c_rows figure is therefore an estimate of 465 that is exact on the three pages actually counted; 'Schedule B_Itemized Expenditures Made' runs p12-p15 (42+42+42+22) ending TOTAL $170039.74 which reconciles exactly with Summary line 2; the contributions report's TOTAL line is present on p11; the expenditure table carries a separate In-Kind column; the bar covers Address and City and State and Zip; the largest single expenditure is a $100000.00 media buy.
Wilson-Jennifer__227960FC,2024,"Wilson, Jennifer",Mayor,227960FC-A06D-4F54-A714-DFAEB49AC6D2,2024-10-29_Wilson_General Disclosure,10/29/24,10,raw/easyvote/Wilson-Jennifer__227960FC.pdf,has-attachment-detail,standard-report,has-detail,226,counted,attach-date-first-last-address-city-state-zip-amount-employer-occupation-note,has-detail,131,counted,attach-date-payee-category-amount-inkind,1,1,0,address-and-city; bar spans Address+City+State+Zip; expenditure pages unredacted,"$92,113.75","$271,129.76",read from Summary Page 2026-08-20 (no prior cache),0,3-10,7-days-before-general filing; attachment-only again (no county stubs); Schedule A attachment p3-p7 (pages 1-5) ending in TOTAL $92 113.75; Schedule B attachment p8-p10 (pages 1-3) ending in Total $271 129.76; the contribution header names the second column Last Name/Organization Name and organization donors are filed with the org in that column and a blank first name
Winder-Newton-Aimee__D4CBDF0C,2024,"Winder Newton, Aimee",County Council,D4CBDF0C-2F25-4BC6-BF48-6E4A6C95AE70,Final 2024 Campaign Finance Disclosure,01/13/25,6,raw/easyvote/Winder-Newton-Aimee__D4CBDF0C.pdf,has-attachment-detail,standard-report,has-detail,2,counted,attach-list-date-amount-from-address-employer-occupation,has-detail,33,counted,attach-list-date-amount-paidto-reason,0,1,0,none,"2,809.50","15,120.83",read from Summary Page 2026-08-20 (no prior cache),0,5-6,county Schedule A p3 and Schedule B p4 are blank stubs reading See attached; the attachment is an unruled word-processor list headed Aimee Winder Newton - 2024 Campaign expenses/deposits; p5 holds 33 expense lines with TOTAL 15120.83 and p6 holds only 2 deposit lines with TOTAL 2809.50 and both totals match the Summary Page exactly; the two contribution lines are money-market interest credits from MACU rather than donors; the attachment pages carry no redaction at all
Winder-Newton-Aimee__08C023D1,2024,"Winder Newton, Aimee",County Council,08C023D1-6170-416E-B899-B508383BF10C,Final 2024 Campaign Finance Disclosure Amended,04/17/25,6,raw/easyvote/Winder-Newton-Aimee__08C023D1.pdf,has-attachment-detail,standard-report,has-detail,2,counted,attach-no-header-date-amount-from-address-employer-occupation,has-detail,34,counted,attach-date-amount-recipient-purpose,0,1,0,none,"$2,809.50","$16,120.83",read from Summary Page 2026-08-20 (no prior cache),0,5-6,county Schedule A p3 and Schedule B p4 each carry ONE aggregate line reading See attached for the full amount rather than a blank stub; the real detail is on unruled attachments p5-p6 each ending in a bare total matching the Summary; the contribution detail is two money-market interest deposit lines from a credit union not donor gifts; the expenditure list is largely donations to other campaigns; marked an amendment dated 2025-04-16; cover is the 2020 form version; no black bars anywhere on the itemized lines
Anderson-Kathleen__3E1F074A,2026,"Anderson, Kathleen",County Council,3E1F074A-72A4-441F-9682-6964890C4388,Q2 2026 Financial Disclosure,06/16/26,3,raw/easyvote/Anderson-Kathleen__3E1F074A.pdf,has-attachment-detail,standard-report,has-detail,12,counted,county-form,no-schedule-page,,,,1,1,0,address-only plus bleed (the bar covers Complete Mailing Address and on most rows also covers the Occupation/Employer cell - only Retired/Teacher/Political Action Committee survive; contributor names and amounts are fully readable so this is NOT withheld),"$2,570.00",$0.00,read from Summary Page 2026-08-20 (no prior cache),0,3,"2026 form 'For an Open Campaign Account'; eight-days-before-primary interim; Sch A p3 12 rows sum to 2570.00 = subtotal = stated; the document ends at p3 - there is NO Schedule B page and the stated expenditure is $0.00 so that is consistent; Column B YTD 3,815.32 / 1,245.32"
Beglarian-gregory__83DB3D73,2026,"Beglarian, gregory",County Council,83DB3D73-88A8-4C85-9BF1-53707222507B,finances,03/30/26,1,raw/easyvote/Beglarian-gregory__83DB3D73.pdf,no-schedule-page,small-budget-certificate,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,no-summary-page,no-summary-page,read from Summary Page 2026-08-20 (no prior cache),0,,single-page Salt Lake County Clerk 'Small Budget Campaign Certificate' signed 03/30/26; it attests the committee does not expect to exceed $2000 aggregate; it carries NO figures and NO Summary Page and NO schedules; the EasyVote doc_name for this filing is 'finances' which does not describe the document - flagged not relabeled
Bennion-Chad__7770B110,2026,"Bennion, Chad",Treasurer,7770B110-41E0-4A4D-870E-AB7A99BCF75F,Dissolution,02/20/26,4,raw/easyvote/Bennion-Chad__7770B110.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,1,counted,county-form,1,1,1,none,0,216.50,read from Summary Page 2026-08-20 (no prior cache),0,4,2026 'Financial Disclosure Report For an Open Campaign Account' form; entirely handwritten; the FINAL/DISSOLUTION box is checked (the file is named 'Dissolution' but the document is a standard report form - flagged not relabelled) and it is also marked an amendment dated Dec 31 2011; Schedule A p3 EXISTS and is blank with a diagonal strike through the grid - a real zero against a stated 0; Schedule B p4 carries ONE handwritten row dated only '2010' (Chad Bennion / Loan Repayment / 216.50) with SUBTOTAL and TOTAL 216.50 which reconciles with Summary line 2; the Summary Column B cells are left blank; two asterisked filer notes on the Summary state that the cover address is a decade-stale address and that 'SPECIFICS ARE UNAVAILABLE AS ACCOUNT FOR CAMPAIGN HAS BEEN CLOSED FOR OVER A DECADE'; ending balance 0.
Bradshaw-Arlyn__927411EB,2026,"Bradshaw, Arlyn",County Council,927411EB-EEA2-4FAF-9AE8-B16D9B3CDD6A,"January 31, 2026",01/30/26,2,raw/easyvote/Bradshaw-Arlyn__927411EB.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,,none on itemized lines (there are none); cover address block blacked,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,a 2-page filing: cover + Summary only; year-end report with $0.00 on both Column A lines and $22.61 carried unchanged as beginning and closing balance; no Schedule A or Schedule B page exists so both sides are no-schedule-page with a zero stated total - NO contradiction
Caulford-Maleah-Bliss__D85159AF,2026,"Caulford, Maleah Bliss",County Council,D85159AF-7ABA-4E7A-A19D-8F565E8DA3A6,MaleahBliss Campaign filing 2,06/16/26,2,raw/easyvote/Caulford-Maleah-Bliss__D85159AF.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,2-page filing on the 2026 'For an Open Campaign Account' form; cover + Summary Page only - no Schedule A or B page exists; FINAL/DISSOLUTION box checked; every Summary figure including both Column A and Column B is $0.00 so the two no-schedule-page sides carry zero stated totals and there is no contradiction
Chapman-Lannie__B447C16E,2026,"Chapman, Lannie",Clerk,B447C16E-8EEC-4F42-A646-07B00A655C2D,First Interim Report,04/06/26,7,raw/easyvote/Chapman-Lannie__B447C16E.pdf,has-attachment-detail,standard-report,has-detail,108,counted,attach-date-amount-first-last-address-city-state-occupation-employer,has-detail,50,counted,attach-date-amount-recipient-purpose,0,0,0,address-and-city-and-state,"$18,717.16","$4,459.03",read from Summary Page 2026-08-20 (no prior cache),0,3-7,2026 form For an Open Campaign Account; the document contains NO county Schedule A or Schedule B page and no stub - the filer's own unruled lists are p3-p5 for contributions (49 + 50 + 9 rows) and p6-p7 for expenditures (43 + 7 rows); neither list prints a total; the black bar covers the Address and City and State columns so donor city and state do NOT survive; grey sticky-note comment annotation icons are rendered on top of the redaction in several spots
Chapman-Lannie__CAC6A5BB,2026,"Chapman, Lannie",Clerk,CAC6A5BB-1DAF-4DA4-8E63-0E34FCE06FF7,June Primary Disclosure,06/16/26,4,raw/easyvote/Chapman-Lannie__CAC6A5BB.pdf,has-attachment-detail,standard-report,has-detail,12,counted,attach-landscape-date-amount-first-last-address-city-state-zip-occupation-employer,has-detail,9,counted,attach-date-amount-recipient-purpose,1,0,0,address-and-city; the bar spans ADDRESS+CITY+STATE+ZIP so donor city/state/zip do NOT survive; expenditure attachment unredacted,"$3,032.16",$948.39,read from Summary Page 2026-08-20 (no prior cache),0,3-4,2026 Financial Disclosure Report For an Open Campaign Account form (eight-days-before-a-Primary box checked); no county Schedule A/B pages at all - just cover + Summary + two landscape attachment sheets; neither attachment prints a total but both sum exactly to the Summary Page figures (verified by addition)
Clark-Weston__62BC8674,2026,"Clark, Weston",County Council,62BC8674-113E-4B2F-AF8C-C2CA4430DF34,County Council Dissolution,02/02/26,2,raw/easyvote/Clark-Weston__62BC8674.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none on the substantive pages; the cover street-address and contact blocks are blacked,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,a 2-page document - cover plus Summary Page only - with no Schedule A or Schedule B page at all; both Column A lines are $0.00 so there is no contradiction; Final/Dissolution box checked; DOCUMENT CONTRADICTS THE BRIEF - this 2026-vintage form is titled Financial Disclosure Report For a Candidate not For an Open Campaign Account although it carries the 2026 Type-of-Report options (Period ending March 31 / Period ending September 10 / Midterm Vacancy)
Conder-Phil__49D03A55,2026,"Conder, Phil",Treasurer,49D03A55-23C5-4AFF-BFCA-85B8B7F2C257,EOY Report,02/10/26,2,raw/easyvote/Conder-Phil__49D03A55.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,1,none,0,0,read from Summary Page 2026-08-20 (no prior cache),0,,2026 'Financial Disclosure Report For an Open Campaign Account' form (the newer variant with 'Period ending March 31 / eight days before a Primary / September 10 / eight days before a General / Midterm Vacancy' boxes); 2 pages only - cover + Summary; every Summary line in BOTH columns is a handwritten 0; no Schedule A or Schedule B page exists in the document; year-end box (period ending December 31) checked; clerk RECEIVED stamp FEB 10 2026
Creno-Tracey__E28B702C,2026,"Creno, Tracey",Sheriff,E28B702C-B9C4-4F66-A536-2C7DC564AB85,Dissolution Report,02/19/26,7,raw/easyvote/Creno-Tracey__E28B702C.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,1,counted,county-form,1,1,0,none,"5,046.08","3,546.08",read from Summary Page 2026-08-20 (no prior cache),1,4,CONTRADICTION - the Schedule A page p3 is present and wholly blank (no lines and no subtotal) while Summary line 1 Column A states 5046.08; separately Schedule B itemizes a single $1500 reimbursement to the candidate against a stated 3546.08; the same Summary page contradicts itself - Balance Summary line 4 (From Line 1 Column A) reads 0 and line 6 (From Line 2 Column A) reads 1500; 2026 Open Campaign Account form with Final/Dissolution checked signed 02.17.26; the identical 5046.08/3546.08 pair is repeated on the Other Campaign Accounts summary p5 whose itemized pages p6-p7 are blank
Crockett-Traci__6307B3C7,2026,"Crockett , Traci ",County Council,6307B3C7-69C7-404A-82FA-5901E3FFCD00,Financial Disclosures ,04/03/26,5,raw/easyvote/Crockett-Traci__6307B3C7.pdf,has-attachment-detail,standard-report,has-detail,20,counted,county-form,has-detail,11,counted,county-form,1,1,0,address-only (Complete Mailing Address column),"$22,859.79","$19,415.45",read from Summary Page 2026-08-20 (no prior cache),0,3-5,2026 form 'For an Open Campaign Account'; period-ending-March-31 interim AND an amendment (2026-04-06); Sch A p3+p4 subtotals 15670.00+7189.79 = 22859.79 = stated; Sch B p5 11 rows sum to 19415.45 = stated; five Sch A rows name the candidate herself as contributor (self-funding/candidate loans)
Dekeyzer-Aaron__3082DA73,2026,"Dekeyzer, Aaron",County Council,3082DA73-17D8-4BE6-B973-2C7DE55040BE,Dissolution,02/23/26,4,raw/easyvote/Dekeyzer-Aaron__3082DA73.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,county-form,has-detail,1,counted,county-form,1,0,1,none,0,948.16,read from Summary Page 2026-08-20 (no prior cache),0,4,Doc title is 'Dissolution' and the Final/Dissolution box is checked but the document is the FULL standard 4-page form (cover + Summary + Sch A + Sch B) not a one-page notice - classified standard-report; fully handwritten; Sch A p3 has 'N/A' written in the first row with SUBTOTAL and TOTAL both 0 - a real zero matching the stated 0; Sch B p4 carries one row (12/30/25 transfer to city campaign 948.16) but the filer left the Sch B SUBTOTAL and TOTAL boxes BLANK so no reconciliation gate exists on that page
Eborn-Jared__95738A48,2026,"Eborn, Jared",County Council,95738A48-8878-4811-82CC-D28D0B339BCC,Eborn - First Interim,04/03/26,8,raw/easyvote/Eborn-Jared__95738A48.pdf,has-attachment-detail,standard-report,has-detail,64,counted,county-form,has-detail,8,counted,county-form,1,1,1,address-only; the candidate SIGNATURE is also blacked on the cover,8293.13,3525.93,read from Summary Page 2026-08-20 (no prior cache),0,3-8,2026 'For an Open Campaign Account' form; HANDWRITTEN entries on the county grid; p3-7 Schedule A (15+15+15+15+4) p8 Schedule B (8); the five Schedule A subtotals sum EXACTLY to the stated $8;293.13 and the Schedule B subtotal ties exactly; page numbering RESTARTS per schedule (Schedule A pages are numbered 1-5 of 5 while the cover and Summary each read 'Page 1 of 1') so header page numbers do not track PDF page order; the clerk's RECEIVED IN OFFICE stamp (APR 03 2026) is printed UPSIDE-DOWN on the cover
Erickson-Tiffany__80145A43,2026,"Erickson, Tiffany",County Council,80145A43-2336-4885-BC57-A58838AD5127,Dissolution Report,02/02/26,7,raw/easyvote/Erickson-Tiffany__80145A43.pdf,has-attachment-detail,standard-report,has-detail,5,counted,county-form,has-detail,6,counted,county-form,1,1,0,address-block-incl-city-state-zip,,,read from Summary Page 2026-08-20 (no prior cache),0,3-4,2026-vintage 'Financial Disclosure Report For an Open Campaign Account' form with the Final/Dissolution box checked; Summary Column A is BLANK on both line 1 and line 2 - the filer filled only the Balance Summary where line 4 reads 937.94 and line 6 reads 1040.00 which match the Schedule A/B page subtotals exactly; digitally signed 2/2/2026; blank Other-Campaign-Accounts section at p5-7
Esselman-Jared__D88DEC17,2026,"Esselman, Jared",County Council,D88DEC17-70FB-471D-B32C-72920D297606,Small Budget Campaign,04/06/26,1,raw/easyvote/Esselman-Jared__D88DEC17.pdf,no-schedule-page,small-budget-certificate,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,no-summary-page,no-summary-page,read from Summary Page 2026-08-20 (no prior cache),0,,single-page Salt Lake County Clerk 'Small Budget Campaign Certificate' signed 04/06/26; identical boilerplate to Beglarian-gregory__83DB3D73 with a different name; no figures and no Summary Page
Frost-Joel__3A14BF9A,2026,"Frost, Joel",Assessor,3A14BF9A-2710-4E0C-BBFE-445AA450577B,2025 year end,02/20/26,2,raw/easyvote/Frost-Joel__3A14BF9A.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,1,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,2-page filing: p1 cover + p2 Summary only; no Schedule A or B page exists; year-end report dated 02/20/26; both Column A totals are $0.00 so no contradiction; balance $2523.55 unchanged; CONTRADICTS THE BRIEF'S FORM DESCRIPTION: this 2026-cycle filing uses a form titled 'Financial Disclosure Report For a Candidate' (with the newer Midterm Vacancy and 'Period ending March 31' checkbox set) not the 'For an Open Campaign Account' form - both 2026 form families are present in this batch (compare Bennion-Chad__7770B110).
Gehrke-Lisa__9B2A3335,2026,"Gehrke, Lisa",County Council,9B2A3335-3FED-423B-845A-B58E7C950264,EOY 2025,03/09/26,3,raw/easyvote/Gehrke-Lisa__9B2A3335.pdf,has-attachment-detail,standard-report,no-schedule-page,,,,has-detail,9,counted,county-form,1,1,1,none,no-summary-page,no-summary-page,read from Summary Page 2026-08-20 (no prior cache),0,3,THE DOCUMENT CONTRADICTS THE BRIEF - the standard Summary Page is absent; the three pages are cover then a Summary Page OTHER CAMPAIGN ACCOUNTS then one Schedule B; that Other-Accounts page leaves lines 1 and 2 blank and carries handwritten line 3 = 415.02 line 4 = 0 line 6 = 396.09 line 7 = 18.93; there is NO Schedule A page anywhere so the contribution side has no schedule; Schedule B is handwritten with 9 live rows plus one struck-through row and the 9 rows sum to 396.59 against the printed total 396.09 - a 0.50 filer arithmetic delta; the cover is the 2019 form used for an EOY 2025 filing signed 3/10/2026
Gill-Sim__DE1374C6,2026,"Gill, Sim",District Attorney,DE1374C6-7448-4CE0-B2E9-A3FD9A7A93AB,"financial disclosure_January 30, 2026_signed",01/30/26,6,raw/easyvote/Gill-Sim__DE1374C6.pdf,has-attachment-detail,standard-report,has-detail,10,counted,attach-landscape-date-first-last-address-city-state-zip-occupation-employer-amount,has-detail,28,counted,attach-date-recipient-purpose-amount,1,1,0,address-city-state-zip,"$36,600.00","$5,980.31",read from Summary Page 2026-08-20 (no prior cache),0,"4,6",ATTACHMENT filing - county Sched A p3 and Sched B p5 are blank stubs reading 'See Attached'; attachments are landscape spreadsheet exports titled 'Contributions/Expenditures for Period Ending December 31 2025' (p4 10 rows; p6 28 rows) and each prints its own TOTAL which reconciles exactly to the Summary; the black bar covers Address AND City AND State AND Zip Code as four separate columns so no geography survives; Occupation and Employer are separate surviving columns; a stray comment-balloon annotation glyph sits over the Address header on p4
Gill-Sim__8489CD88,2026,"Gill, Sim",District Attorney,8489CD88-A7D8-4341-B431-E14AA01377F3,First Interim Report,04/06/26,7,raw/easyvote/Gill-Sim__8489CD88.pdf,has-attachment-detail,standard-report,has-detail,116,counted,attach-date-first-last-address-city-state-zip-occupation-employer-amount,has-detail,19,counted,attach-date-recipient-purpose-amount,1,1,0,address-and-city,"$ 90,770.00","$ 27,721.39",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7","2026 ""For a Candidate"" form with ""Period ending March 31"" checked; county Schedule A p3 and Schedule B p6 are BLANK STUBS reading ""See Attached"" with the county TOTAL fields filled; contributions on p4-p5 (59 + 57 rows) ending ""Total Contributions - Period Ending 03/31/2026 $90770.00""; expenditures on p7 (19 rows) ending ""Total Expenses - Period Ending 3/31/26 $27721.39""; identical attachment layout to this filer's 2022 filing; the black bar spans Address/City/State/Zip so donor city/state do NOT survive; a small stray comment-bubble icon sits over the Address header on both attachment pages"
Gill-Sim__56D7970A,2026,"Gill, Sim",District Attorney,56D7970A-7676-4E3A-B502-23AD9052989B,June Primary Disclosure,06/16/26,9,raw/easyvote/Gill-Sim__56D7970A.pdf,has-attachment-detail,standard-report,has-detail,150,counted,attach-date-first-last-address-city-state-zip-occupation-employer-amount,has-detail,45,counted,attach-date-recipient-purpose-amount,1,1,0,address-and-city; bar spans Address+City+State+Zip; expenditure attachment unredacted,"$ 156,866.00","$ 191,274.05",read from Summary Page 2026-08-20 (no prior cache),0,"4-7,9",largest 2026 filing in this batch; p3 Schedule A stub and p8 Schedule B stub both read See Attached and BOTH carry the county TOTAL line filled in ($156 866.00 / $191 274.05); contributions attachment p4-p7 (47+47+47+9 rows) ends in Total Contributions - Period Ending 06/15/2026; expenditures attachment p9 ends in Total Expenses; two expenditure rows are marked In Kind
Hrechkosy-Garry__664333A1,2026,"Hrechkosy, Garry",County Council,664333A1-4B9D-4BEF-8610-7BF84338055D,Interim Disclosure,04/06/26,7,raw/easyvote/Hrechkosy-Garry__664333A1.pdf,has-attachment-detail,standard-report,has-detail,21,counted,county-form,has-detail,36,counted,county-form,1,1,0,address-only,"$10,282.16","$8,428.17",read from Summary Page 2026-08-20 (no prior cache),0,3-7,"2026 form family - ""Financial Disclosure Report For an Open Campaign Account""; SchedA p3-4 (15/6) SchedB p5-7 (14/14/8); BOTH sides reconcile exactly to Summary Column A; Column B is labelled Aggregate Total (YTD) on this form and reads $0.00 on both lines"
Johnson-Remington__3991D33F,2026,"Johnson, Remington",County Council,3991D33F-C355-4CAC-9875-C1930416503D,3/31/2026,04/01/26,4,raw/easyvote/Johnson-Remington__3991D33F.pdf,has-attachment-detail,standard-report,has-detail,2,counted,county-form,has-detail,12,counted,county-form,1,1,0,address-only,$529.19,"$3,949.56",read from Summary Page 2026-08-20 (no prior cache),0,3-4,2026 form For an Open Campaign Account; both schedules are on the county grid and both subtotals reconcile exactly to the Summary Page; Occupation/Employer is filled in as Unknown for both contributors
Kanter-Catherine__E25BF7BE,2026,"Kanter, Catherine",County Council,E25BF7BE-2676-4EE5-AD2B-20CAEE4B8305,Dissolution Report,02/02/26,7,raw/easyvote/Kanter-Catherine__E25BF7BE.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,1,counted,county-form,1,1,0,cover address/phone block blacked; none on the itemized row,0,219.36,read from Summary Page 2026-08-20 (no prior cache),0,4,Final/Dissolution box checked on the 2026 open-account form but the document is the full 7-page report not a one-page notice; the Schedule A page EXISTS and is a real zero (a printed 0 in the Amount cell with subtotal 0 and total 0); Schedule B carries a single row - a repayment of loan of 219.36 - which ties exactly to the stated expenditure total; that row's date prints as '1/2017' which precedes the reporting period (recorded as printed; almost certainly a filer typo for 1/2026); an 'Other Campaign Accounts' section on p5-7 is filled with N/A
Liewer-Ashley__EB08E6DB,2026,"Liewer, Ashley",County Council,EB08E6DB-D250-4ED6-8082-089186E6A091,Ashley Liewer 2025 YE,02/01/26,7,raw/easyvote/Liewer-Ashley__EB08E6DB.pdf,has-attachment-detail,standard-report,empty-schedule,0,,,has-detail,1,counted,county-form,1,1,0,none,0,2300.00,read from Summary Page 2026-08-20 (no prior cache),0,4,YEAR-END report (January 31 box checked); Schedule A page EXISTS at p3 and is completely blank - a real zero matching the stated 0; Schedule B p4 carries one typed row (2/24/2025 donation to a non-profit) subtotal 2300.00 matching the Summary; an Other Campaign Accounts section p5-p7 exists and is entirely BLANK; MISLABEL - the Summary Page header prints 'Date of Report 1/31/2016' while the cover signature and the Schedule A/B headers all read 1/31/2026; recorded as seen not corrected
Merrill-Thomas__F9B4BC06,2026,"Merrill, Thomas",County Council,F9B4BC06-DE3C-4036-8BC7-329F70694347,Final 2025 Financial Disclosure ,02/02/26,4,raw/easyvote/Merrill-Thomas__F9B4BC06.pdf,has-attachment-detail,standard-report,has-detail,2,counted,county-form,has-detail,5,counted,county-form,1,1,0,address-only-incl-city-state-zip,$300.00,$29.56,read from Summary Page 2026-08-20 (no prior cache),0,3-4,2026 Financial Disclosure Report For a Candidate; Jan 31 year-end signed 02/02/26; subtotals match the stated totals exactly
Merrill-Thomas__1F87A6FE,2026,"Merrill, Thomas",County Council,1F87A6FE-DE28-4B34-B6DD-A0D6BFB2C9B8,Corrected_Final 2025 Financial Disclosure,02/16/26,4,raw/easyvote/Merrill-Thomas__1F87A6FE.pdf,has-attachment-detail,standard-report,has-detail,2,counted,county-form,has-detail,5,counted,county-form,1,1,0,address-block-incl-city-state-zip,$300.00,$29.56,read from Summary Page 2026-08-20 (no prior cache),0,3-4,Typed on-form 2026-vintage form; both sides reconcile exactly; amendment box checked Yes dated 2026-02-16 consistent with the doc_name 'Corrected_Final 2025 Financial Disclosure' although the YEAR-END box (not the Final/Dissolution box) is the one checked - the title says Final but the form does not
Moreno-Carlos__C9DAC58F,2026,"Moreno, Carlos ",County Council,C9DAC58F-3EEC-4BE9-880D-FE3B87809D8D,Year End Financial Disclosure ,02/01/26,2,raw/easyvote/Moreno-Carlos__C9DAC58F.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,2-page year-end filing (cover + Summary only) on the newer form; Column A is $0.00 on both lines - no contradiction; Column B aggregates $112 229.36 / $108 976.02 are cycle-to-date; a near-duplicate sibling of Moreno-Carlos__F6C587F1 one year earlier with the same $3 253.34 idle balance
Null-Christopher__1853B04E,2026,"Null, Christopher",County Council,1853B04E-6C52-444C-8123-3215A576FC03,June 16 2026 Financial Disclosure Signed,06/16/26,6,raw/easyvote/Null-Christopher__1853B04E.pdf,has-attachment-detail,standard-report,has-detail,19,counted,attach-unruled-date-amount-name-address-city-state-zip-employer-occupation,has-detail,38,counted,attach-bankstmt-postdate-vendor-description-debit,0,1,0,address-and-city,"$15,773.90","$15,560.72",read from Summary Page 2026-08-20 (no prior cache),0,"4,6","2026 ""For an Open Campaign Account"" form; county Schedule A p3 and Schedule B p5 are blank stubs reading ""See Attached"" AND their SUBTOTAL / TOTAL fields are left BLANK - the only totals are on the attachments; the attachments are UNRULED text exports (no gridlines - no anchorable cell geometry); p4 is a 19-row contribution list ending $15773.90; p6 is a bank/card transaction REGISTER (Post Date / Vendor / Description / Debit with raw card-purchase descriptor strings) of 38 rows ending Total 15560.72; both totals match Summary Column A"
