motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
295,64,1,8,"moved adjourn, and the meeting adjourned at 7:50 p.m. ________________________________________ Jamie Brooks, City Recorder",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,18,,0,minutes/2022/2022-08-15/2022-08-17_city-council.md
296,65,1,1,"moved approve the minutes of the Special City Council meeting held on August 16, 2022",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,13,1,minutes/2022/2022-09-05/2022-09-07_city-council.md
297,65,1,2,"moved adopt Ordinance No. 22-27, amending the Taylorsville Municipal Code Section 2.12.033 regarding Electronic Meetings",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-09-05/2022-09-07_city-council.md
298,65,1,3,moved recess the public meeting to convene a Closed Session to discuss pending or reasonably imminent litigation,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,18,1,minutes/2022/2022-09-05/2022-09-07_city-council.md
299,66,1,1,"moved approve the minutes of August 17, 2022 and September 7, 2022 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,7,1,minutes/2022/2022-09-19/2022-09-21_city-council.md
300,66,1,2,"moved approve Resolution No. 22-28, a resolution of the City of Taylorsville approving financing for a certain vehicle lease",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-09-19/2022-09-21_city-council.md
301,66,1,3,"moved adopt Ordinance No. 22-09, amending Taylorsville Municipal Code Section 2.12.033: Electronic Meetings",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,4,1,minutes/2022/2022-09-19/2022-09-21_city-council.md
302,66,1,4,"moved approve Resolution No. 22-29, approving an Interlocal Cooperation Agreement Between the City and Salt Lake County for UPDES Media Campaign Cost Sharing",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,13,1,minutes/2022/2022-09-19/2022-09-21_city-council.md
303,66,1,5,"moved approve Resolution No. 22-30, approving an Interlocal Cooperation Agreement between the City and Salt Lake County for Funding a Portion of the Construction of the Utah and Salt Lake Canal Trail",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-09-19/2022-09-21_city-council.md
304,66,1,6,"moved adjourn, and Chair Barbieri",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,18,,0,minutes/2022/2022-09-19/2022-09-21_city-council.md
305,67,1,1,"moved approve the minutes of the September 21, 2022 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-10-03/2022-10-05_city-council.md
306,67,1,2,"moved adjourn, and Chair Barbieri",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2022/2022-10-03/2022-10-05_city-council.md
307,68,1,1,"moved approve the minutes of October 5, 2022 as presented",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,,1,minutes/2022/2022-10-17/2022-10-19_city-council.md
308,68,1,2,"moved approve Resolution No. 22-32, accepting a grant from the Utah Department of Cultural and Community Engagement in the amount of $22,700 for the purpose of providing FY23 Community, Heritage, and Cultural Event grant funding",Grant-Funding,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,,1,minutes/2022/2022-10-17/2022-10-19_city-council.md
309,68,1,3,"moved adjourn, and Vice Chair Harker",Appointment,,Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2022/2022-10-17/2022-10-19_city-council.md
310,69,1,1,"moved approve the minutes of October 19, 2022",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,7,1,minutes/2022/2022-10-31/2022-11-02_city-council.md
311,69,1,2,"moved adopt Ordinance No. 22-10, approving a Zoning Map Amendment for the properties located at 5465, 5433, and 5439 South 1300 West",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,27,singleton,high,4,13,1,minutes/2022/2022-10-31/2022-11-02_city-council.md
312,69,1,3,"moved approve Resolution No. 22-31, accepting a Zoo, Arts, and Parks (ZAP) grant from Salt Lake County in the Amount of $4,500 to Fund the Taylorsville Bennion Heritage Center",Grant-Funding,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-10-31/2022-11-02_city-council.md
313,69,1,4,"moved recess the public portion of the City Council meeting and convene a closed session to discuss pending or reasonably imminent ligation, the professional competence or physical and/or mental health of an individual, and the purchase and/or sale of real property",Contract/Purchase,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,13,1,minutes/2022/2022-10-31/2022-11-02_city-council.md
314,70,1,1,moved appoint David Vernon to the Economic Development Committee,Appointment,4-0 Pass,Pass,council_vote,,,unclassified,low,,,,13,4,1,minutes/2022/2022-11-14/2022-11-16_city-council.md
315,70,1,2,"moved approve the minutes of November 2, 2022 as presented and of October 19, 2022 as amended",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,7,1,minutes/2022/2022-11-14/2022-11-16_city-council.md
316,70,1,3,"moved adopt Ordinance No. 22-11, approving the Vacation of Certain Portions of Hidden Place (1250 West/Old 1300 West) Taylorsville City Right-of-Way and to Convey the Right-of-Way Property to the Adjacent Property Owner of Lot No. 1 of the Hidden Place Subdivision",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,28,name,medium,7,4,1,minutes/2022/2022-11-14/2022-11-16_city-council.md
317,70,1,4,moved adopt Resolution No. 22-34 of the City of Taylorsville declaring 23 bicycles surplus property,Resolution,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,4,1,minutes/2022/2022-11-14/2022-11-16_city-council.md
318,71,1,1,moved appoint Richard Jirik to the Green Committee,Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,13,18,1,minutes/2022/2022-12-05/2022-12-07_city-council.md
319,71,1,2,"moved approve the minutes of the November 16, 2022 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,13,1,minutes/2022/2022-12-05/2022-12-07_city-council.md
320,71,1,3,"moved approve Resolution No. 22-35, declaring certain real property located at approximately 1611 West Dowry Court as surplus property",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,13,1,minutes/2022/2022-12-05/2022-12-07_city-council.md
321,71,1,4,moved approve the 2022 version of the City of Taylorsville Emergency Operations Plan,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,18,1,minutes/2022/2022-12-05/2022-12-07_city-council.md
322,71,1,5,"moved recess the regular City Council meeting and convene a closed session to discuss the character, professional competence, and the physical/mental health of an individual",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-12-05/2022-12-07_city-council.md
323,72,1,1,"moved approve the minutes of the December 7, 2022 City Council meeting as presented",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,18,1,minutes/2023/2023-01-02/2023-01-04_city-council.md
324,72,1,2,"moved convene a closed session to discuss the character, professional competence, or the physical/ mental health of an individual, to discuss reasonably imminent litigation, and to adjourn from there",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,1,18,1,minutes/2023/2023-01-02/2023-01-04_city-council.md
325,73,1,1,"moved approve the minutes from the January 4, 2023 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,7,1,minutes/2023/2023-01-16/2023-01-18_city-council.md
326,73,1,2,"moved approve Resolution No. 23-01, amending the adopted budget for the 2022-2023 fiscal year to incorporate mid-year adjustments",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,7,1,minutes/2023/2023-01-16/2023-01-18_city-council.md
327,73,1,3,moved convene a closed session to discuss pending or reasonably imminent litigation and adjourn from there,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,18,1,minutes/2023/2023-01-16/2023-01-18_city-council.md
328,74,1,1,"moved approve the minutes from the January 18, 2023 City Council meeting",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,13,1,minutes/2023/2023-01-30/2023-02-01_city-council.md
329,74,1,2,moved table Ordinance No. 23-02 and allow staff time to review certain areas of concern,Ordinance,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,7,13,1,minutes/2023/2023-01-30/2023-02-01_city-council.md
330,74,1,3,"moved adopt Ordinance No. 23-03, an ordinance of the City of Taylorsville approving a General Plan Text Amendment to Chapter 8: Moderate Income Housing, to implement updates required by recent State Legislation",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,29,singleton,high,18,7,1,minutes/2023/2023-01-30/2023-02-01_city-council.md
331,74,1,4,"moved adopt Ordinance No. 23-01, an ordinance of the City of Taylorsville amending Taylorsville Municipal Code Chapter 5.06: Business License Fees, and Chapter 5.76: Rental Dwelling Unit to remove Good Landlord Requirements",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,18,1,minutes/2023/2023-01-30/2023-02-01_city-council.md
332,74,1,5,"moved recess the regular meeting and convene a closed session in Room No. 202 to discuss pending or reasonably imminent litigation, with the meeting adjourning from there",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,1,1,minutes/2023/2023-01-30/2023-02-01_city-council.md
333,75,1,1,"moved adopt Ordinance No. 23-02 as presented, approving a Zoning Text Amendment to the Taylorsville Municipal Code Sections 05.06.040, 13.07.020, 13.08.020, 13.09.030, 13.10.020, 13.11.040, 13.26.080; and Chapters 13.36 and 5.54, related to Home Occupation Standards",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,30,singleton,high,13,18,1,minutes/2023/2023-02-13/2023-02-15_city-council.md
334,75,1,2,"moved recess the public meeting and convene a closed session to discuss pending or reasonably imminent litigation as well as the character, professional competence, and physical or mental health of an individual",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,13,1,minutes/2023/2023-02-13/2023-02-15_city-council.md
335,76,1,1,moved appoint Debbie Barton to serve on the Taylorsville Arts Council,Appointment,4-0 Pass,Pass,council_vote,,,unclassified,low,,,,13,18,1,minutes/2023/2023-02-27/2023-03-01_city-council.md
336,76,1,2,"moved approve the minutes from the February 1, 2023 and February 15, 2023 City Council meetings",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,1,1,minutes/2023/2023-02-27/2023-03-01_city-council.md
337,76,1,3,moved adjourn,Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,1,1,minutes/2023/2023-02-27/2023-03-01_city-council.md
338,77,1,1,"moved approve the minutes for the March 1, 2023 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,18,1,minutes/2023/2023-03-13/2023-03-15_city-council.md
339,77,1,2,moved approve Resolution No. 23-03 approving an Interlocal Agreement between Salt Lake County and the Taylorsville- Bennion Museum for TRCC Funding,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,13,1,minutes/2023/2023-03-13/2023-03-15_city-council.md
340,77,1,3,moved approve Resolution No. 23-04 approving an Interlocal Agreement between Salt Lake County and the Taylorsville-Bennion Museum for TRCC Funding,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,1,1,minutes/2023/2023-03-13/2023-03-15_city-council.md
341,77,1,4,"moved adopt Ordinance No. 23-04, approving a Text Amendment to Taylorsville Municipal Code Section 13.20.030, related to Minimum Lot Width and Lot Area for the Residential R-2-8 and R-2-10 Zoning Districts",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,31,singleton,high,7,13,1,minutes/2023/2023-03-13/2023-03-15_city-council.md
342,77,1,5,"moved adopt Ordinance No. 23-05, approving a Zoning Map Amendment for the properties located at 4892 – 4894 South 1250 West, and 1274 West Marinwood Avenue",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,32,singleton,high,1,13,1,minutes/2023/2023-03-13/2023-03-15_city-council.md
343,77,1,6,moved adjourn,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,7,18,0,minutes/2023/2023-03-13/2023-03-15_city-council.md
344,78,1,1,"moved approve the minutes for the March 15, 27 2023 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,,1,minutes/2023/2023-04-03/2023-04-05_city-council.md
345,78,1,2,moved approve Resolution No. 23-02 adopting the 20 One-Year Action Plan for the Forty-Ninth Year of Community Development 21 Block Grant (CDBG) Funding and Home Investment Partnership Funding 22 (2023 – 2024); and approving an Interlocal Cooperation Agreement between 23 the City of Taylorsville and the U.S. Department of Housing and Urban 24 Development,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,7,1,minutes/2023/2023-04-03/2023-04-05_city-council.md
346,78,1,3,"moved approve Resolution No. 23-05, approving 18 the First Amendment to the Commercial Development Incentive Agreement 19 with the Carriage Square Property Owners’ Association. The motion was 20",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,7,1,minutes/2023/2023-04-03/2023-04-05_city-council.md
347,78,1,4,"moved recess the regular meeting, convene a 33 closed session to discuss pending or reasonably imminent litigation as well as 34 the purchase, exchange, or lease of real property, and adjourn from there. The 35 motion was",Contract/Purchase,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,13,1,minutes/2023/2023-04-03/2023-04-05_city-council.md
348,79,1,1,"moved approve the minutes for the April 5, 2023 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,7,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
349,79,1,2,moved approve Resolution No. 23-06 approving an Interlocal Cooperation Agreement between West Valley City and Taylorsville regarding SWAT operations,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,1,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
350,79,1,3,moved approve Resolution No. 23-07 approving a Mutual Aid Interlocal Cooperation Agreement with Salt Lake County Public Works for Emergency Management,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
351,79,1,4,moved approve Resolution No. 23-08 approving the sale of 16 surplus vehicles,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,13,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
352,79,1,5,moved approve Resolution No. 23-09 approving an Interlocal Cooperation Agreement with Riverton City for Judicial Court Services,Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
353,79,1,6,moved approve Resolution No. 23-10 acknowledging receipt of a tentative budget and tentatively adopting the tentative budget pursuant to the requirements of Utah Code Ann. 10-6-111 for fiscal year 2023-2024,Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,18,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
354,79,1,7,moved adjourn,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,1,1,minutes/2023/2023-05-01/2023-05-03_city-council.md
355,80,1,1,moved approve Resolution No. 23- 14 approving the year- end adjustments to the FY2022- 2023 budget,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,18,1,minutes/2023/2023-05-15/2023-05-17_city-council.md
