EventItemId,EventItemEventId,_body_id,EventItemTitle,EventItemMatterId,EventItemMatterName,EventItemMatterType,EventItemMover,EventItemSeconder,EventItemPassedFlagName,EventItemActionName,EventItemAgendaSequence,EventItemMinutesSequence
34231,3058,180,A Resolution of the Salt Lake County Council Authorizing Execution and Delivery of a Right of Way Contract with UDOT and a Related Quit Claim Deed Affecting Property Located at Approximately 999 West 3300 South,5815,,Consent Item,,,,,21,22
34232,3058,180,2020 Annual Report of the Utah Department of Transportation State Safety Oversight Program,5827,,Consent Item,,,,,22,23
34233,3058,180,"Distribution of Discretionary Funds for Council Member Jim Bradley’s Office: 

Charitable Gift of $500 to the Maliheh Free Clinic 
Charitable Gift of $250 to the Odyssey House of Utah 
Charitable Gift of $250 to the Boys and Girls Club for their Midvale facility",5829,,Consent Item,,,,,17,18
34234,3058,180,ITEMS FROM COUNCIL MEMBERS,,,,,,,,23,24
34235,3058,180,Internal Business,,,,,,,,24,25
34236,3058,180,APPROVAL OF MINUTES,,,,,,,,26,27
34238,3058,180,"Approval of Committee of the Whole Minutes for December 1, 2020",5812,,Minutes,Arlyn Bradshaw,Michael Jensen,Pass,approved,27,28
34240,3058,180,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,28,29
34241,3058,180,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,29,
34242,3058,180,Salt Lake County COVID Recovery Update,5832,,Discussion Items,,,,,11,12
34298,3058,180,"Notice of Cancellation of Committee of the Whole for Tuesday, December 22 and Tuesday, December 29, 2020",,,,Jim Bradley,Michael Jensen,Pass,approved,25,26
34306,3058,180,Hiring Freeze Exception Report,5821,,Discussion Items,,,,,7,5
34307,3058,180,"Distribution of Discretionary Funds for Council Member Ann Granato’s Office: 

Charitable Gift of $1,500 to the Granite Education Foundation’s Academic Scholarship Program",5837,,Consent Item,,,,,18,19
34309,3058,180,"Distribution of Discretionary Funds for Council Member Arlyn Bradshaw’s Office: 

Charitable Gift of $1,000 to The Road Home 
Charitable Gift of $1,000 the Utah Food Bank",5839,,Consent Item,,,,,19,20
34311,3058,180,,,,,,,,,,7
34312,3058,180,,,,,,,,,,8
34313,3058,180,,,,,Aimee Winder Newton,Jim Bradley,Pass,approved and forwarded,,9
34324,3064,180,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. 

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations supporting Salt Lake County Council’s decision to convene electronic meetings of the Council without a physical anchor location. Due to the health and safety risks related to the ongoing COVID-19 pandemic and considering public health orders limiting in-person gatherings, members of the public should not attend Council meetings in person. However, members of the public are invited and encouraged to view and participate in the Council’s electronic meetings as described below.",,,,,,,,1,
34325,3064,180,"This meeting will be conducted electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at: 

https://slco.webex.com/slco/onstage/g.php?MTID=e4ade840764508ec0c9ea00c96c3e36fe

Individuals wishing to comment must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting via Webex, they may email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.  

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment. 


This website has helpful tips for using Webex for Events: https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
34326,3064,180,CALL TO ORDER,,,,,,,,3,1
34327,3064,180,CITIZEN PUBLIC INPUT ,,,,,,,,8,7
34328,3064,180,DISCUSSION ITEMS CONTINUED:,,,,,,,,9,8
34331,3064,180,Landfill Waste Codes Consolidation,5849,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,12,11
34332,3064,180,A Resolution of the Salt Lake County Council Approving and Authorizing the Mayor to Grant a Perpetual Easement to Mt. Olympus Improvement District,5850,,Consent Item,,,,,17,20
34333,3064,180,Statement of Council Concerning the Temporary Conduct of Electronic Meetings of the Council Consistent with the Utah Open and Public Meetings Act,5851,,Discussion Items,,,,,4,2
34334,3064,180,Hiring Freeze Exception Report,5852,,Discussion Items,,,,,10,9
34335,3064,180,"Update on Salt Lake County’s Coordinated Response to COVID-19 

The Council may Take Action, Including Votes, on any Necessary Legislative Matters Related to the Ongoing State of Emergency",5853,,Discussion Items,,,,,11,10
34338,3064,180,Election of New Council Leadership,5856,,Discussion Items,Dave Alvord,Ann Granato,Pass,approved and forwarded,7,5
34339,3064,180,Discussion Regarding Council Member Appointed Board Representation,5857,,Discussion Items,,,,,14,15
34340,3064,180,"Discussion and Approval of a Letter in Support of the Bureau of Land Management’s (BLM) Alternative B in its Trail Development in the Lake Mountains, North Oquirrh Management Area and Rose and Yellow Fork Canyons Environmental Assessment",5858,,Discussion Items,Richard Snelgrove,Jim Bradley,Pass,approved and forwarded,13,13
34341,3064,180,CONSENT ITEMS:,,,,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,16,18
34349,3064,180,Donation Approval for Animal Services,5841,,Consent Item,,,,,18,21
34351,3064,180,ITEMS FROM COUNCIL MEMBERS,,,,,,,,19,22
34352,3064,180,Internal Business,,,,,,,,20,23
34353,3064,180,APPROVAL OF MINUTES,,,,,,,,21,24
34355,3064,180,"Approval of Committee of the Whole Minutes for:
	December 8, 2020
	December 15, 2020",5844,,Minutes,Arlyn Bradshaw,Dea Theodore,Pass,approved,22,25
34356,3064,180,ADJOURN,,,,,,,,23,26
34357,3064,180,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,24,
34358,3064,180,SWEARING IN OF COUNCIL MEMBER ANN GRANATO,,,,,,,,5,3
34359,3064,180,DISCUSSION ITEMS:,,,,,,,,6,4
34360,3064,180,"Closed Session to Discuss Pending or Reasonably Imminent Litigation or Discussion of the Character, Professional Competence, or Physical or Mental Health of an Individual",5859,,Discussion Items,Richard Snelgrove,Laurie Stringham,Pass,open the public hearing,15,16
34562,3064,180,,,,,,,,,,17
34574,3064,180,,,,,,,,,,6
34575,3064,180,,,,,,,,,,12
34576,3064,180,,,,,,,,,,14
34577,3064,180,,,,,,,,,,19
34425,3065,180,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. 

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations supporting Salt Lake County Council’s decision to convene electronic meetings of the Council without a physical anchor location. Due to the health and safety risks related to the ongoing COVID-19 pandemic and considering public health orders limiting in-person gatherings, members of the public should not attend Council meetings in person. However, members of the public are invited and encouraged to view and participate in the Council’s electronic meetings as described below.",,,,,,,,1,
34426,3065,180,"This meeting will be conducted electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at: 

https://slco.webex.com/slco/onstage/g.php?MTID=ef7171c9983e6de9a716d638fbef9c863

Individuals wishing to comment must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting via Webex, they may email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.  

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment. 


This website has helpful tips for using Webex for Events: https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
34427,3065,180,CALL TO ORDER,,,,,,,,3,1
34428,3065,180,CITIZEN PUBLIC INPUT ,,,,,,,,5,4
34429,3065,180,DISCUSSION ITEMS:,,,,,,,,6,5
34431,3065,180,Overview of COVID-19 Expenditures and Resources Utilized and County Revenue Update,5865,,Discussion Items,,,,,14,14
34432,3065,180,Presentation on Butterfield Canyon Recreation Area and Trail System,5875,,Discussion Items,,,,,8,7
34433,3065,180,Council Board Appointments,5876,,Discussion Items,Arlyn Bradshaw,Laurie Stringham,Pass,approved and forwarded,10,10
34434,3065,180,Statement of Council Chair Steve DeBry Concerning the Temporary Conduct of Electronic Meetings of the Council Consistent with the Utah Open and Public Meetings Act,5877,,Discussion Items,,,,,4,3
34435,3065,180,Hiring Freeze Exception Report,5878,,Discussion Items,,,,,7,6
34436,3065,180,"Update on Salt Lake County’s Coordinated Response to COVID-19 

The Council may Take Action, Including Votes, on any Necessary Legislative Matters Related to the Ongoing State of Emergency",5879,,Discussion Items,,,,,12,12
34437,3065,180,Salt Lake County COVID Recovery Update,5880,,Discussion Items,,,,,13,13
34438,3065,180,Annual Training on Utah Open and Public Meetings Act,5881,,Discussion Items,,,,,11,11
34440,3065,180,CONSENT ITEMS:,,,,Arlyn Bradshaw,Richard Snelgrove,Pass,that the consent agenda be approved and forwarded to the 4:00 p.m. Council meeting for ratification. ,15,15
34450,3065,180,Approval of Black Diamond Beacon Donation from Friends of Search & Rescue,5863,,Consent Item,,,,,16,16
34451,3065,180,Appoint Anthony Loubet as the Council Representative to the Property Tax Committee,5874,,Consent Item,,,,,17,17
34452,3065,180,ITEMS FROM COUNCIL MEMBERS,,,,,,,,19,19
34453,3065,180,Internal Business,,,,,,,,20,20
34454,3065,180,APPROVAL OF MINUTES,,,,,,,,22,22
34455,3065,180,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,23,23
34456,3065,180,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,24,
34561,3065,180,"Notice of Cancellation of Committee of the Whole Meeting for Tuesday, January 19, 2021",,,,Arlyn Bradshaw,Richard Snelgrove,Pass,approved,21,21
34584,3065,180,"Salt Lake Valley Law Enforcement Services Area (SLVLESA) Appointment - Chris Stavros, Salt Lake County Assessor",5889,,Discussion Items,,,,,18,18
34585,3065,180,Acceptance of Donation From Spencer Millerberg,5890,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,9,8
34587,3065,180,,,,,,,,,,2
34588,3065,180,,,,,,,,,,9
34592,3066,180,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. 

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations supporting Salt Lake County Council’s decision to convene electronic meetings of the Council without a physical anchor location. Due to the health and safety risks related to the ongoing COVID-19 pandemic and considering public health orders limiting in-person gatherings, members of the public should not attend Council meetings in person. However, members of the public are invited and encouraged to view and participate in the Council’s electronic meetings as described below.",,,,,,,,1,
34593,3066,180,"This meeting will be conducted electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at: 

https://slco.webex.com/slco/onstage/g.php?MTID=e51d2cef2ad4ad2e548580a82f9678965

Individuals wishing to comment must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting via Webex, they may email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.  

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment. 


This website has helpful tips for using Webex for Events: https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
34594,3066,180,CALL TO ORDER,,,,,,,,3,1
34595,3066,180,CITIZEN PUBLIC INPUT ,,,,,,,,5,3
34596,3066,180,DISCUSSION ITEMS:,,,,,,,,6,4
34597,3066,180,"A Resolution of the Salt Lake County Council Approving the Attached Letter of Understanding between Salt Lake County Regional Planning and Transportation and Salt Lake County Parks and Recreation for the Use of Seven Hundred Seventy Thousand Three Hundred and Thirteen Dollars ($770,313.00) from the Regional Transportation Choice Fund (4th Quarter)",5846,,Discussion Items,Richard Snelgrove,Dave Alvord,Pass,approved,14,43
34599,3066,180,Legislative Update,5906,,Discussion Items,,,,,11,11
34600,3066,180,"Behavioral Health Services Advisory Council Board Reappointment: Susan Pizitz, - District 3",5907,,Consent Item,,,,,18,49
34602,3066,180,Youth Services Declaration of Donations from the 2020 Angel Tree Campaign,5910,,Consent Item,,,,,17,48
34603,3066,180,Presentation from PROTECT Utah,5912,,Discussion Items,,,,,10,10
34604,3066,180,Statement of Council Chair Steve DeBry Concerning the Temporary Conduct of Electronic Meetings of the Council Consistent with the Utah Open and Public Meetings Act,5913,,Discussion Items,,,,,4,2
34605,3066,180,Hiring Freeze Exception Report,5914,,Discussion Items,,,,,7,5
34606,3066,180,"Update on Salt Lake County’s Coordinated Response to COVID-19 

The Council may Take Action, Including Votes, on any Necessary Legislative Matters Related to the Ongoing State of Emergency",5915,,Discussion Items,,,,,12,41
34610,3066,180,Presentation on an Ordinance of the Legislative Body of Salt Lake County Creating Chapter 19.15 of the Salt Lake County Code to Authorize Accessory Dwelling Units in Certain Residential Zones and to Enact Related Regulations,5920,,Discussion Items,,,,,13,42
34611,3066,180,"Budget Adjustment: District Attorney’s Request for Grant Funded Time-Limited Victim Services Coordinator ($50,000 in Revenue and Expense)",5921,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,8,6
34612,3066,180,"Budget Adjustment: District Attorney’s Request for $269,684 for Building Repair and Security Upgrades",5922,,Discussion Items,Jim Bradley,Aimee Winder Newton,Pass,approved and forwarded,9,8
34613,3066,180,CONSENT ITEMS:,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,15,45
34625,3066,180,"Aging & Adult Services Declaration of Donation from KUER 90.1, NPR Utah in the amount of $7,800",5893,,Consent Item,,,,,16,47
34628,3066,180,ITEMS FROM COUNCIL MEMBERS,,,,,,,,19,50
34629,3066,180,Internal Business,,,,,,,,20,51
34630,3066,180,APPROVAL OF MINUTES,,,,,,,,21,52
34632,3066,180,"Approval of Committee of the Whole Minutes for:
January 5, 2021
January 12, 2021
",5899,,Minutes,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,22,53
34633,3066,180,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,23,54
34634,3066,180,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,24,
34800,3066,180,‒ SB 58 Metro Township Amendments,,,,Laurie Stringham,Arlyn Bradshaw,Pass,approved,,12
34801,3066,180,‒ SB 65 - CRA Amendments ,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,14
34802,3066,180,‒ HB 97 Property Tax Penalty Amendments,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,16
34803,3066,180,‒ HB122 Property Tax Relief Amendments,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,18
34804,3066,180,‒ SB 26 Property Tax Relief Amendments,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,20
34805,3066,180,‒ SB 52 Property Tax Deferral Modifications,,,,,,,,,22
34806,3066,180,‒ HB 94 Microenterprise Home Kitchens,,,,Arlyn Bradshaw,Laurie Stringham,Pass,approved,,23
34807,3066,180,‒ HB 117 Vaccine Reporting Requirements,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,,25
34808,3066,180,‒ HB 17 Utility Permitting Amendments,,,,,,,,,27
34809,3066,180,‒ HB 82 Single-Family Housing Modifications,,,,Aimee Winder Newton,Laurie Stringham,Pass,approved,,28
34810,3066,180,‒ HB 98 Local Government Building Regulation Amendments,,,,Laurie Stringham,Aimee Winder Newton,Pass,approved,,30
34811,3066,180,‒ SB 61 Outdoor Advertising Amendments,,,,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved,,32
34812,3066,180,‒ HB 168 Sale of Sexual Assault Test Kits,,,,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved,,34
34813,3066,180,‒ Informal Science Education Enhancement (iSEE),,,,Arlyn Bradshaw,Laurie Stringham,Pass,approved,,36
34814,3066,180,‒ SB 88 Local Option Sales Tax Distribution Amendments,,,,Aimee Winder Newton,Laurie Stringham,Pass,approved,,38
34815,3066,180,,,,,Arlyn Bradshaw,Ann Granato,Pass,approved,,39
34817,3066,180,,,,,,,,,,7
34818,3066,180,,,,,,,,,,9
34819,3066,180,,,,,,,,,,13
34820,3066,180,,,,,,,,,,15
34821,3066,180,,,,,,,,,,17
34822,3066,180,,,,,,,,,,19
34823,3066,180,,,,,,,,,,24
34824,3066,180,,,,,,,,,,29
34825,3066,180,,,,,,,,,,31
34826,3066,180,,,,,,,,,,33
34827,3066,180,,,,,,,,,,35
34828,3066,180,,,,,,,,,,37
34829,3066,180,,,,,,,,,,44
34830,3066,180,,,,,,,,,,46
34832,3066,180,,,,,,,,,,21
34834,3066,180,,,,,,,,,,26
34835,3066,180,,,,,,,,,,40
34697,3073,180,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. 

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations supporting Salt Lake County Council’s decision to convene electronic meetings of the Council without a physical anchor location. Due to the health and safety risks related to the ongoing COVID-19 pandemic and considering public health orders limiting in-person gatherings, members of the public should not attend Council meetings in person. However, members of the public are invited and encouraged to view and participate in the Council’s electronic meetings as described below.",,,,,,,,1,
34698,3073,180,"This meeting will be conducted electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at: 

https://slco.webex.com/slco/onstage/g.php?MTID=e42215660982bf1f7a4aceafe6a761f3a

Individuals wishing to comment must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting via Webex, they may email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.  

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment. 


This website has helpful tips for using Webex for Events: https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
34699,3073,180,CALL TO ORDER,,,,,,,,3,1
34700,3073,180,CITIZEN PUBLIC INPUT ,,,,,,,,5,3
34701,3073,180,DISCUSSION ITEMS:,,,,,,,,6,4
34702,3073,180,A Resolution of the Salt Lake County Council Declaring Surplus Real Property and Approving the Conveyance of the Same by Quit-claim Deed to Muriel B. Espil,5909,,Consent Item,,,,,16,41
34706,3073,180,"A Resolution of the Salt Lake County Council Approving an Interlocal Agreement between the State of Utah Administrative Office for the Court for NCIC Reviews and PSA Calculations and Salt Lake County Criminal Justice Services Pretrial Services and Associated Budget Adjustment Adding 2 FTEs and $198,014 in Revenue and Expense",5926,,Consent Item,,,,,18,43
34707,3073,180,Salt Lake County Resolution Extension of the Public Health Emergency Declared by the Salt Lake County Mayor and the Executive Director of the Salt Lake County Health Department COVID-19 Pandemic,5934,,Discussion Items,Steve DeBry,Richard Snelgrove,Pass,approved and forwarded,9,7
34708,3073,180,"ZAP Tier I Advisory Board Appointment: Johann Jacobs, District 2",5935,,Consent Item,,,,,20,45
34709,3073,180,"ZAP Tier I Advisory Board Reappointment: Carolyn Gardner, District 4",5936,,Consent Item,,,,,21,46
34710,3073,180,A Resolution of the Salt Lake County Council Declaring Surplus Real Property and Approving the Conveyance of the Same by Quit-Claim Deed to Paul M. Gardner,5937,,Consent Item,,,,,17,42
34711,3073,180,A Resolution of the Salt Lake County Council Approving and Authorizing the Mayor to Execute a Perpetual Waterline Easement Agreement with the City of South Jordan,5938,,Consent Item,,,,,19,44
34712,3073,180,Council on Diversity Affairs (CODA) Final Draft Action Plan,5939,,Discussion Items,,,,,13,37
34713,3073,180,Statement of Council Chair Steve DeBry Concerning the Temporary Conduct of Electronic Meetings of the Council Consistent with the Utah Open and Public Meetings Act,5942,,Discussion Items,,,,,4,2
34714,3073,180,Legislative Update,5943,,Discussion Items,,,,,10,8
34715,3073,180,"Update on Salt Lake County’s Coordinated Response to COVID-19 

The Council may Take Action, Including Votes, on any Necessary Legislative Matters Related to the Ongoing State of Emergency",5944,,Discussion Items,,,,,11,35
34716,3073,180,"Budget Adjustment: Mayor Finance’s Request for Debt Service Reduction of $33,841 to Account for the Refunding of the General Obligation Bond Series 2012.",5946,,Discussion Items,Arlyn Bradshaw,Laurie Stringham,Pass,approved and forwarded,7,5
34717,3073,180,"Budget Adjustment: Mayor Finance’s Request to Reduce Debt Service Due to the Refunding of the Sales Tax Revenue Bond Series 2010D Build America Bonds (Reduce Revenue by $367,711 and Expense by $613,806)",5947,,Discussion Items,Arlyn Bradshaw,Laurie Stringham,Pass,approved and forwarded,8,6
34718,3073,180,CONSENT ITEMS:,,,,Arlyn Bradshaw,Richard Snelgrove,Pass,approved and forwarded,15,40
34730,3073,180,UPD Mental Health Unit Update,5894,,Discussion Items,,,,,12,36
34734,3073,180,ITEMS FROM COUNCIL MEMBERS,,,,,,,,22,47
34735,3073,180,Internal Business,,,,,,,,23,48
34736,3073,180,APPROVAL OF MINUTES,,,,,,,,24,49
34737,3073,180,ADJOURN 3:45 PM for Board of Equalization,,,,,,,,25,50
34738,3073,180,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,26,
34816,3073,180,"Closed Session Regarding Discussion of the character, professional competence, or physical or mental health of an individual",5948,,Discussion Items,Arlyn Bradshaw,Richard Snelgrove,Pass,to close the Committee of the Whole meeting to discuss [insert reason]. ,14,38
34981,3073,180,,,,,,,,,,39
34982,3073,180,‒         SB 102 Peace Officer Training Qualification Amendments ,,,,Arlyn Bradshaw,Jim Bradley,Pass,approved,,9
34983,3073,180,-	HB 242 Ticket Reseller Amendments ,,,,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved,,11
34984,3073,180,-	HB 243 Privacy Protection Amendments,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,denied,,13
34985,3073,180,-	HB 244 First Class County Highway Road Funds Amendments,,,,,,,,,15
34986,3073,180,-	HB 256 County Land Use and Development Amendments,,,,,,,,,17
34987,3073,180,-	EBus Air Quality Monitor Appropriation,,,,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved,,19
34988,3073,180,-	HB 98 Local Government Building Regulation Amendments,,,,,,,,,27
34989,3073,180,-	SB 18 Property Tax Exemption Amendments,,,,,,,,,29
34990,3073,180,-	HB 81 Mental Health Days for Students,,,,,,,,,31
34991,3073,180,-	Mountainous Planning District,,,,Dave Alvord,Arlyn Bradshaw,Pass,approved,,33
34992,3073,180,-	SB 52 Property Tax Deferral Modifications,,,,Arlyn Bradshaw,Richard Snelgrove,Pass,denied,,21
34993,3073,180,-	SB 88 Local Option Sales Tax Distribution Amendments,,,,,,,,,23
34994,3073,180,-	HB 82 Single-Family Housing Modifications,,,,,,,,,25
34995,3073,180,,,,,,,,,,10
34996,3073,180,,,,,,,,,,12
34997,3073,180,,,,,,,,,,14
34998,3073,180,,,,,,,,,,16
34999,3073,180,,,,,,,,,,18
35000,3073,180,,,,,,,,,,20
35001,3073,180,,,,,,,,,,22
35002,3073,180,,,,,,,,,,24
35003,3073,180,,,,,,,,,,26
35004,3073,180,,,,,,,,,,28
35005,3073,180,,,,,,,,,,30
35006,3073,180,,,,,,,,,,32
35007,3073,180,,,,,,,,,,34
34868,3074,180,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711. 

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.

Consistent with provisions of the Utah Open and Public Meetings Act, Utah Code Ann. § 52-4-207(4), the Salt Lake County Council Chair has issued written determinations supporting Salt Lake County Council’s decision to convene electronic meetings of the Council without a physical anchor location. Due to the health and safety risks related to the ongoing COVID-19 pandemic and considering public health orders limiting in-person gatherings, members of the public should not attend Council meetings in person. However, members of the public are invited and encouraged to view and participate in the Council’s electronic meetings as described below.",,,,,,,,1,
34869,3074,180,"This meeting will be conducted electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at: 

https://slco.webex.com/slco/onstage/g.php?MTID=e61928e3d09304407e6589df65ff3e082

Individuals wishing to comment must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. Comments will be limited to three minutes per individual unless otherwise approved by the Council. If an individual is unable to attend the meeting via Webex, they may email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.  

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. Mobile phones must choose “Call-in” as the audio connection to support the Webex Event format. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will not be identified as wanting to give comment. 


This website has helpful tips for using Webex for Events: https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
34870,3074,180,CALL TO ORDER,,,,,,,,3,1
