date,year,title,body,body_slug,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,Tyann Mooney,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,Thomas Cooke,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,Joel Fine,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-03-09,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the August 4, 2022, Minutes",,Pass,Rich Sonntag,Marion Wheaton,Don Sargent,Abstain,land_use/minutes/2023/2023-03-09_eastern_summit_pc.md
2023-03-09,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the June 16, 2022, Minutes",,Pass,Clinton Benson,Alex Peterson,Don Sargent,Abstain,land_use/minutes/2023/2023-03-09_eastern_summit_pc.md
2023-04-20,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the amended Conditional Use Permit according to the findings of fact, conclusions of law and conditions of approval outlined in staff report for the Grit Guest Ranch",,Pass,Marion Wheaton,Rich Sonntag,Alex Peterson,Abstain,land_use/minutes/2023/2023-04-20_eastern_summit_pc.md
2023-04-25,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the Community Development Director for the consideration of the proposed new core siding material subject to reflectivity to be determined by staff,,Pass,Chris Conabee,DJ Hubler,Thomas Cooke,Abstain,land_use/minutes/2023/2023-04-25_snyderville_basin_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,nominate Rich Sonntag to be the Chair of the Commission,,Pass,Don Sargent,David Darcey,Clint Benson,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,nominate Clint Benson to be the Co-Chair of the Commission,,Pass,Rich Sonntag,Bill Wilde,Clint Benson,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,table this item until Commission has clarifying information from the applicant,,Pass,Rich Sonntag,Bill Wilde,Clint Benson,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the Conditional Use Permit for an accessory structure greater than 2,000 square feet according to the findings of fact, conclusions of law and conditions of approval as found in the staff report with an additional condition that staff will follow up on any enforcement matters",,Pass,Don Sargent,Rich Sonntag,Clint Benson,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,"forward a positive recommendation to the Summit County Manager to approve the proposed Promontory Liberty Ranch at Star Point subdivision and final site plan according to the findings of fact, conclusions of law and conditions of approval as found in the staff report including a condition that prior to the proposal being scheduled for the Summit County Manager final decision, Staff shall verify the finalized drawings to ensure that all design requirement are being met",,Pass,Don Sargent,Bill Wilde,Rich Sonntag,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve minutes dated, April 6, 2023",,Pass,Rich Sonntag,Don Sargent,Darcey,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve minutes dated, April 6, 2023",,Pass,Rich Sonntag,Don Sargent,Clint Benson,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve minutes dated, April 20, 2023",,Pass,Rich Sonntag,Bill Wilde,Sargent,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-04,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve minutes dated, April 20, 2023",,Pass,Rich Sonntag,Bill Wilde,Clint Benson,Abstain,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md
2023-05-09,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve minutes as written,,Pass,Thomas Cooke,DJ Hubler,John Kucera,Abstain,land_use/minutes/2023/2023-05-09_snyderville_basin_pc.md
2023-06-01,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit Amendment for Rees's Gravel Pit Powerline Extension according to the Findings of Fact, Conclusions of Law and Conditions of Approval found in the Staff Report with the additional condition that the powerline be moved to the middle of the easement or buried within the easement",,Pass,Rich Sonntag,Marion Wheaton,Bill Wilde,Abstain,land_use/minutes/2023/2023-06-01_eastern_summit_pc.md
2023-06-01,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve minutes dated May 4, 2023",,Pass,Rich Sonntag,David Darcey,Wheaton,Abstain,land_use/minutes/2023/2023-06-01_eastern_summit_pc.md
2023-06-01,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve minutes dated May 4, 2023",,Pass,Rich Sonntag,David Darcey,Marion Wheaton,Abstain,land_use/minutes/2023/2023-06-01_eastern_summit_pc.md
2023-06-13,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve Minutes dated January 24, 2023, as presented",,Pass,Thomas Cooke,John Kucera,Makena Hawley,Abstain,land_use/minutes/2023/2023-06-13_snyderville_basin_pc.md
2023-06-13,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve Minutes dated May 23, 2023",,Pass,John Kucera,DJ Hubler,Christopher Conabee,Abstain,land_use/minutes/2023/2023-06-13_snyderville_basin_pc.md
2023-06-27,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve Minutes dated June 13, 2023 (7:12 PM)",,Pass,Thomas Cooke,Christopher Conabee,Tyann Mooney,Abstain,land_use/minutes/2023/2023-06-27_snyderville_basin_pc.md
2023-07-11,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve Minutes dated June 27, 2023",,Pass,Tyann Mooney,Christopher Conabee,John Kucera,Abstain,land_use/minutes/2023/2023-07-11_snyderville_basin_pc.md
2023-07-20,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,forward a positive recommendation to the Summit County Council regarding the amendments to the Moderate-Income Housing Element of the Eastern Summit County General Plan according to the findings of fact and conclusions of law listed within the Staff Report,,Pass,Alex Peterson,Rich Sonntag,David Darcey,Abstain,land_use/minutes/2023/2023-07-20_eastern_summit_pc.md
2023-08-03,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve minutes dated July 20, 2023",,Pass,Marion Wheaton,Rich Sonntag,Wilde,Abstain,land_use/minutes/2023/2023-08-03_eastern_summit_pc.md
2023-08-03,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve minutes dated July 20, 2023",,Pass,Marion Wheaton,Rich Sonntag,David Darcey,Abstain,land_use/minutes/2023/2023-08-03_eastern_summit_pc.md
2023-08-08,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve Minutes dated July 11, 2023 as written",,Pass,John Kucera,DJ Hubler,Thomas Cooke,Abstain,land_use/minutes/2023/2023-08-08_snyderville_basin_pc.md
2023-08-08,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve Minutes dated July 25, 2023 as written",,Pass,John Kucera,Makena Hawley,DJ Hubler,Abstain,land_use/minutes/2023/2023-08-08_snyderville_basin_pc.md
2023-08-22,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for Parley's Park Elementary School expansion according to the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,John Kucera,Thomas Cooke,Tyann Mooney,Aye,land_use/minutes/2023/2023-08-22_snyderville_basin_pc.md
2023-08-22,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for Parley's Park Elementary School expansion according to the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,John Kucera,Thomas Cooke,John Kucera,Aye,land_use/minutes/2023/2023-08-22_snyderville_basin_pc.md
2023-08-22,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for Parley's Park Elementary School expansion according to the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,John Kucera,Thomas Cooke,Makena Hawley,Aye,land_use/minutes/2023/2023-08-22_snyderville_basin_pc.md
2023-08-22,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for Parley's Park Elementary School expansion according to the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,John Kucera,Thomas Cooke,Bruce Carmichael,Aye,land_use/minutes/2023/2023-08-22_snyderville_basin_pc.md
2023-08-22,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for Parley's Park Elementary School expansion according to the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,John Kucera,Thomas Cooke,Thomas Cooke,Aye,land_use/minutes/2023/2023-08-22_snyderville_basin_pc.md
2023-08-22,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for Parley's Park Elementary School expansion according to the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,John Kucera,Thomas Cooke,DJ Hubler,Nay,land_use/minutes/2023/2023-08-22_snyderville_basin_pc.md
2023-09-07,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve minutes dated August 17, 2023",,Pass,Rich Sonntag,Alex Peterson,Sargent,Abstain,land_use/minutes/2023/2023-09-07_eastern_summit_pc.md
2023-09-07,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve minutes dated August 17, 2023",,Pass,Rich Sonntag,Alex Peterson,Don Sargent,Abstain,land_use/minutes/2023/2023-09-07_eastern_summit_pc.md
2023-09-26,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the UOP CUP for phase three ski runs based on the findings of fact, conclusions of law and conditions of approval as found in the staff report",,Pass,Thomas Cooke,DJ Hubler,Christopher Conabee,Abstain,land_use/minutes/2023/2023-09-26_snyderville_basin_pc.md
2023-10-19,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve minutes dated September 21, 2023",,Pass,Rich Sonntag,Bill Wilde,Benson,Abstain,land_use/minutes/2023/2023-10-19_eastern_summit_pc.md
2023-10-19,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve minutes dated September 21, 2023",,Pass,Rich Sonntag,Bill Wilde,Clinton Benson,Abstain,land_use/minutes/2023/2023-10-19_eastern_summit_pc.md
2023-11-02,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Minutes dated October 5, 2023",,Pass,David Darcey,Bill Wilde,Sargent,Abstain,land_use/minutes/2023/2023-11-02_eastern_summit_pc.md
2023-11-02,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve Minutes dated October 5, 2023",,Pass,David Darcey,Bill Wilde,Don Sargent,Abstain,land_use/minutes/2023/2023-11-02_eastern_summit_pc.md
2023-11-14,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve Minutes dated September 13, 2022",,Pass,Thomas Cooke,John Kucera,Christopher Conabee,Abstain,land_use/minutes/2023/2023-11-14_snyderville_basin_pc.md
2023-11-14,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve Minutes dated September 27, 2022",,Pass,John Kucera,DJ Hubler,Thomas Cooke,Abstain,land_use/minutes/2023/2023-11-14_snyderville_basin_pc.md
2023-11-14,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve Minutes dated August 22, 2023",,Pass,Thomas Cooke,Tyann Mooney,Christopher Conabee,Abstain,land_use/minutes/2023/2023-11-14_snyderville_basin_pc.md
2023-12-12,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,9,"approve Minutes dated November 14, 2023",,Pass,Tyann Mooney,John Kucera,Makena Hawley,Abstain,land_use/minutes/2023/2023-12-12_snyderville_basin_pc.md
2024-01-04,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,forward a positive recommendation for the Promontory Hawk's Pass Subdivision,,Pass,Marion Wheaton,David Darcey,Rich Sonntag,Abstain,land_use/minutes/2024/2024-01-04_eastern_summit_pc.md
2024-01-18,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,deny the proposed plat amendment on lot 1 Fox Run North based on the following findings: building pads in the subdivision are located to preserve view sheds and provide separation and privacy of residential homes; buyers are under the due diligence of purchasing the lot in the subdivision and acknowledge the location of the building pads; undue precedent that could be set if the building pad was amended going forward and essentially eliminating any cause for having a building pad in the subdivision,,Pass,Don Sargent,David Darcey,Rich Sonntag,Abstain,land_use/minutes/2024/2024-01-18_eastern_summit_pc.md
2024-01-18,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve minutes dated January 4, 2024",,Pass,Marion Wheaton,David Darcey,Don Sargent,Abstain,land_use/minutes/2024/2024-01-18_eastern_summit_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,Makena Hawley,Aye,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,DJ Hubler,Aye,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,Tyann Mooney,Nay,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,John Kucera,Nay,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,Bruce Carmichael,Nay,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,Christopher Conabee,Nay,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-02-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the Summit County Council to amend Chapter 2, Section 10-2-17B3 of the Snyderville Basin Development Code to add dwelling unit, single family attached to the allowed uses of the zone and direct staff to return with additional research on the housing types potentially to be added to the allowed use table",,Fail,Makena Hawley,DJ Hubler,Thomas Cooke,Nay,land_use/minutes/2024/2024-02-13_snyderville_basin_pc.md
2024-05-14,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Trailside Elementary Expansion CUP pursuant to the findings of fact, conclusions of law and conditions of approval in the staff report",,Pass,Makena Hawley,DJ Hubler,Tyann Mooney,Abstain,land_use/minutes/2024/2024-05-14_snyderville_basin_pc.md
2024-05-28,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the September 12, 2023, minutes as written",,Pass,Thomas Cooke,DJ Hubler,Makena Hawley,Abstain,land_use/minutes/2024/2024-05-28_snyderville_basin_pc.md
2024-05-28,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the January 23, 2024, minutes as written",,Pass,Thomas Cooke,Bruce Carmichael,Matthew Nagie,Abstain,land_use/minutes/2024/2024-05-28_snyderville_basin_pc.md
2024-06-25,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the County Council for amendments to Chapter 10-3 Development Application Procedure Process and Chapter 10-2-18 Master Planned Developments Legislative Process per the findings of fact and conclusions of law in the staff report as amended to correct the references to the Eastern Summit County actions,,Pass,Bruce Carmichael,Makena Hawley,Tyann Mooney,Aye,land_use/minutes/2024/2024-06-25_snyderville_basin_pc.md
2024-06-25,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the County Council for amendments to Chapter 10-3 Development Application Procedure Process and Chapter 10-2-18 Master Planned Developments Legislative Process per the findings of fact and conclusions of law in the staff report as amended to correct the references to the Eastern Summit County actions,,Pass,Bruce Carmichael,Makena Hawley,Makena Hawley,Aye,land_use/minutes/2024/2024-06-25_snyderville_basin_pc.md
2024-06-25,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the County Council for amendments to Chapter 10-3 Development Application Procedure Process and Chapter 10-2-18 Master Planned Developments Legislative Process per the findings of fact and conclusions of law in the staff report as amended to correct the references to the Eastern Summit County actions,,Pass,Bruce Carmichael,Makena Hawley,Bruce Carmichael,Aye,land_use/minutes/2024/2024-06-25_snyderville_basin_pc.md
2024-06-25,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the County Council for amendments to Chapter 10-3 Development Application Procedure Process and Chapter 10-2-18 Master Planned Developments Legislative Process per the findings of fact and conclusions of law in the staff report as amended to correct the references to the Eastern Summit County actions,,Pass,Bruce Carmichael,Makena Hawley,Christopher Conabee,Aye,land_use/minutes/2024/2024-06-25_snyderville_basin_pc.md
2024-06-25,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation to the County Council for amendments to Chapter 10-3 Development Application Procedure Process and Chapter 10-2-18 Master Planned Developments Legislative Process per the findings of fact and conclusions of law in the staff report as amended to correct the references to the Eastern Summit County actions,,Pass,Bruce Carmichael,Makena Hawley,Thomas Cooke,Nay,land_use/minutes/2024/2024-06-25_snyderville_basin_pc.md
2024-06-27,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"deny Fox Run North Lot 1 Amended plat amendment, located at 1824 Fox Run North on parcel FRN-1, Wanship, Utah",,Pass,Bill Wilde,Marion Wheaton,Rich Sonntag,Abstain,land_use/minutes/2024/2024-06-27_eastern_summit_pc.md
2024-06-27,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve the minutes dated April 4, 2024 with the change discussed and the April 18 2024 minutes",,Pass,David Darcey,Rich Sonntag,Alex Peterson,Abstain,land_use/minutes/2024/2024-06-27_eastern_summit_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,Tyann Mooney,Aye,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,Makena Hawley,Aye,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,Bruce Carmichael,Aye,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,Thomas Cooke,Aye,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,DJ Hubler,Aye,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,Matthew Nagie,Aye,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-09,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue the item to a date uncertain with a site visit and an evaluation from the health department as to whether the previously approved sight would, in fact, work",,Pass,Thomas Cooke,DJ Hubler,Christopher Conabee,Nay,land_use/minutes/2024/2024-07-09_snyderville_basin_pc.md
2024-07-23,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes dated June 11, 2024",,Pass,Tyann Mooney,Makena Hawley,DJ Hubler,Abstain,land_use/minutes/2024/2024-07-23_snyderville_basin_pc.md
2024-08-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,8,"approve the February 13, 2024, minutes as written",,Pass,Thomas Cooke,Bruce Carmichael,Matthew Nagie,Abstain,land_use/minutes/2024/2024-08-13_snyderville_basin_pc.md
2024-08-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,9,"approve the minutes from March 26, 2024",,Pass,Makena Hawley,Bruce Carmichael,Thomas Cooke,Abstain,land_use/minutes/2024/2024-08-13_snyderville_basin_pc.md
2024-08-13,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,10,"approve the July 23, 2024, minutes with edits",,Pass,Matthew Nagie,Makena Hawley,Bruce Carmichael,Abstain,land_use/minutes/2024/2024-08-13_snyderville_basin_pc.md
2024-08-15,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Nursery Conditional Use Permit and the Recycling Conditional Use Permit subject to findings of fact, conclusions of law, and conditions of approval in the staff report",,Pass,Bill Wilde,Marion Wheaton,Bill Wilde,Aye,land_use/minutes/2024/2024-08-15_eastern_summit_pc.md
2024-08-15,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Nursery Conditional Use Permit and the Recycling Conditional Use Permit subject to findings of fact, conclusions of law, and conditions of approval in the staff report",,Pass,Bill Wilde,Marion Wheaton,Rich Sonntag,Aye,land_use/minutes/2024/2024-08-15_eastern_summit_pc.md
2024-08-15,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Nursery Conditional Use Permit and the Recycling Conditional Use Permit subject to findings of fact, conclusions of law, and conditions of approval in the staff report",,Pass,Bill Wilde,Marion Wheaton,David Darcey,Aye,land_use/minutes/2024/2024-08-15_eastern_summit_pc.md
2024-08-15,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Nursery Conditional Use Permit and the Recycling Conditional Use Permit subject to findings of fact, conclusions of law, and conditions of approval in the staff report",,Pass,Bill Wilde,Marion Wheaton,Marion Wheaton,Aye,land_use/minutes/2024/2024-08-15_eastern_summit_pc.md
2024-08-15,2024,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Nursery Conditional Use Permit and the Recycling Conditional Use Permit subject to findings of fact, conclusions of law, and conditions of approval in the staff report",,Pass,Bill Wilde,Marion Wheaton,Clinton Benson,Nay,land_use/minutes/2024/2024-08-15_eastern_summit_pc.md
2024-09-10,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,nominate Tyann Mooney as Vice-Chair,,Pass,Thomas Cooke,Matthew Nagie,Tyann Mooney,Abstain,land_use/minutes/2024/2024-09-10_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Tyann Mooney,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
2024-10-22,2024,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,Pass,Bruce Carmichael,Tyann Mooney,Bruce Carmichael,Aye,land_use/minutes/2024/2024-10-22_snyderville_basin_pc.md
