date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2025-06-05,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve ESCPC Minutes May 1, 2025",Pass,(4-0),4,0,Bill Wilde,Alex Peterson,true,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve ESCPC Minutes May 15, 2025",Pass,(4-0),4,0,David Darcey,Seth Bowen,true,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-05,Eastern Summit County Planning Commission,eastern_summit_pc,8,adjourn,,,,,David Darcey,Bridget Hayes,false,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md
2025-06-10,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the Conditional Use Permit for the Farm Stand for Plant and Agricultural Sales at 1285 West Old Ranch Road subject to the findings of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(5-0),5,0,Matthew Nagie,Spencer Young,false,land_use/minutes/2025/2025-06-10_snyderville_basin_pc.md
2025-06-10,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation to the County Council for the amendments to the Snyderville Basin Development Code based on the findings of fact and conclusions of law found in the staff report,Pass,(4-0),4,0,Matthew Nagie,Tim Jeffrey,false,land_use/minutes/2025/2025-06-10_snyderville_basin_pc.md
2025-06-10,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes from May 27, 2025",Pass,(5-0),5,0,Matthew Nagie,Tim Jeffrey,false,land_use/minutes/2025/2025-06-10_snyderville_basin_pc.md
2025-06-10,Snyderville Basin Planning Commission,snyderville_basin_pc,4,adjourn,Pass,(5-0),5,0,Spencer Young,Tim Jeffrey,false,land_use/minutes/2025/2025-06-10_snyderville_basin_pc.md
2025-06-24,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation to the County Manager for the proposed Warehouse Condominiums Unit C Amended pursuant to the finding of fact, conclusions of laws, and conditions of approval found in the staff report",Pass,(6-0),6,0,Makena Hawley,Spencer Young,false,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-06-24,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"refer forward a positive recommendation to the County Manager for Unit 42 of Park East II Business Community Condominiums according to the finding of fact, conclusions of laws, and conditions of approval found in the staff report",Pass,(6-0),6,0,Spencer Young,Matthew Nagie,false,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-06-24,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"make a recommendation to the Community Development Director that the architecture follow the neighborhood this is going into, as opposed to a box look",Pass,(5-0),5,0,Tim Jeffrey,Makena Hawley,true,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-06-24,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the Conditional Use Permit at 1543 E Crescent Drive with the condition of approval that a certificate of occupancy for a potential future primary residence has to be given prior to this major accessory building being designated as such according to the findings of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(6-0),6,0,Matthew Nagie,Makena Hawley,false,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-06-24,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve 6) Approval of Minutes: June 10, 2025",Pass,(5-0),5,0,Spencer Young,Tim Jeffrey,true,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-06-24,Snyderville Basin Planning Commission,snyderville_basin_pc,6,adjourn,Pass,(6-0),6,0,Tyann Mooney,Spencer Young,false,land_use/minutes/2025/2025-06-24_snyderville_basin_pc.md
2025-07-08,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a positive recommendation to the Summit County Manager for the Park City Junction Administrative Development Agreement based on the proposed findings of fact and conclusions of law found in the staff report,Pass,(4-0),4,0,Makena Hawley,Spencer Young,false,land_use/minutes/2025/2025-07-08_snyderville_basin_pc.md
2025-07-08,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the minutes from June 24, 2025",Pass,(5-0),5,0,Matthew Nagie,Makena Hawley,false,land_use/minutes/2025/2025-07-08_snyderville_basin_pc.md
2025-07-08,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,Pass,(5-0),5,0,Makena Hawley,Spencer Young,true,land_use/minutes/2025/2025-07-08_snyderville_basin_pc.md
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,1,recommend for approval of the proposed amendment for the D-Bar Subdivision per the finding of facts and conclusions of law and conditions of approval,Pass,(6-0),6,0,Seth Bowen,Marion Wheaton,false,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,2,"recommend for approval the proposed Kamas East Plat ""A"" Lot 21-A Amended based on the finding of facts and conclusions of law and conditions of approval",Pass,(6-0),6,0,Marion Wheaton,David Darcey,false,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,3,recommend for approval the Little Dipper Lot 10 Plat Amendment per the finding of facts and conclusions of law and conditions of approval,Pass,(6-0),6,0,Marion Wheaton,Bill Wilde,false,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,4,recommend for approval the removal of the Final Site Plan requirements included in Section 11-4-6 of the Eastern Summit County Development Code,Pass,(6-0),6,0,David Darcey,Seth Bowen,false,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,5,approve ESCPC Minutes as corrected,Pass,(5-0),5,0,David Darcey,Bill Wilde,true,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn,,,,,Marion Wheaton,David Darcey,false,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the proposed seven-lot Creek View Farms Preliminary Subdivision with the finding of facts and conclusions of law and conditions of approval as stated in the staff report,Fail,(2-3),2,3,David Darcey,Bridget Hayes,true,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the seven-lot Subdivision preliminary Subdivision Application with the finding of facts, conclusions of law, and conditions of approval in the staff report, with the additional condition that all seven lots are hooked to the Cluff Ward Water System",Pass,(4-1),4,1,Bill Wilde,David Darcey,true,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve a Conditional Use Permit for 4 Elks Ranch Event Center per the application, according to the findings of facts, conclusions of law, and conditions of approval, with the additional conditional approval that they will identify overflow parking on the site plan",Pass,(5-0),5,0,David Darcey,Seth Bowen,false,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,4,forward a positive recommendation to the Summit County Council per the findings of facts and conclusions of law for the code amendments in Chapter 11 of the Eastern Summit County Development Code,Pass,(5-0),5,0,Bill Wilde,Bridget Hayes,false,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the Minutes from July 17, 2025, as included in the staff report",Pass,(5-0),5,0,Bridget Hayes,Bill Wilde,false,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn,Pass,(5-0),5,0,David Darcey,Bill Wilde,false,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md
2025-08-12,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's Conditional Use Permit for an Accessory Dwelling Unit in the Altitude Lofts Unit 6 according to the findings of fact, conclusions of law, and conditions of approval in the staff report",Pass,(6-0),6,0,Spencer Young,Eric Sagerman,false,land_use/minutes/2025/2025-08-12_snyderville_basin_pc.md
2025-08-12,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the minutes from July 8, 2025",Pass,(4-0),4,0,Spencer Young,Makena Hawley,false,land_use/minutes/2025/2025-08-12_snyderville_basin_pc.md
2025-08-12,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,Pass,(6-0),6,0,Heather Peteroy,Eric Sagerman,false,land_use/minutes/2025/2025-08-12_snyderville_basin_pc.md
2025-08-21,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the application pursuant to the finding of facts, conclusions of law and conditions of approval",Pass,(7-0),7,0,Marion Wheaton,Bill Wilde,false,land_use/minutes/2025/2025-08-21_eastern_summit_pc.md
2025-08-21,Eastern Summit County Planning Commission,eastern_summit_pc,2,revoke the approved Mimbach Conditional Use Permit according to the following findings of fact and conclusions of law as stated in the staff report,Pass,(7-0),7,0,David Darcey,Seth Bowen,false,land_use/minutes/2025/2025-08-21_eastern_summit_pc.md
2025-08-21,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,,,,,Marion Wheaton,David Darcey,false,land_use/minutes/2025/2025-08-21_eastern_summit_pc.md
2025-08-26,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the application pursuant to the finding of facts, the conclusions of law, and the conditions of approval as found in the staff report",Pass,(7-0),7,0,Makena Hawley,Heather Peteroy,false,land_use/minutes/2025/2025-08-26_snyderville_basin_pc.md
2025-08-26,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the application pursuant to the finding of facts, the conclusions of law, and the conditions of approval as found in the staff report",Pass,(7-0),7,0,Makena Hawley,Spencer Young,false,land_use/minutes/2025/2025-08-26_snyderville_basin_pc.md
2025-08-26,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the Conditional Use Permit for an Accessory Dwelling Unit in Altitude Loft Unit 3 in the pursuant to the finding of facts, the conclusions of law, and the conditions of approval as found in the staff report",Pass,(7-0),7,0,Makena Hawley,Spencer Young,false,land_use/minutes/2025/2025-08-26_snyderville_basin_pc.md
2025-08-26,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"to make a positive recommendation to the Community Development Director to approve the application pursuant to the finding of facts, the conclusions of law, and the conditions of approval as found in the staff report",Pass,(7-0),7,0,Makena Hawley,Spencer Young,false,land_use/minutes/2025/2025-08-26_snyderville_basin_pc.md
2025-08-26,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve Minutes for August 12, 2025",Pass,(7-0),7,0,Matthew Nagie,Makena Hawley,false,land_use/minutes/2025/2025-08-26_snyderville_basin_pc.md
2025-08-26,Snyderville Basin Planning Commission,snyderville_basin_pc,6,adjourn,Pass,(7-0),7,0,Spencer Young,Makena Hawley,false,land_use/minutes/2025/2025-08-26_snyderville_basin_pc.md
2025-09-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the public comment,Pass,(5-0),5,0,David Darcey,Bille Wilde,false,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Wiberg Nursery application pursuant to the findings of facts, conclusions of law and conditions of approval",Pass,(4-1),4,1,Bille Wilde,Seth Bowen,true,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve Promontory soil repository site pursuant to the findings of facts, conclusions of law and conditions of approval",,,,,Bille Wilde,,false,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve Promontory soil repository site striking item 2 in the conditions of approval pursuant to the findings of facts, conclusions of law and conditions of approval",Pass,(5-0),5,0,Bille Wilde,David Darcey,false,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-04,Eastern Summit County Planning Commission,eastern_summit_pc,5,adjourn,,,,,Seth Bowen,David Darcey,false,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md
2025-09-09,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the two-lot Silver Creek Commerce Center Lot 4A Preliminary Subdivision, subject to the findings of facts, conclusions of law, and conditions of approval found in the staff report",Pass,(5-0),5,0,Matthew Nagie,Heather Peteroy,false,land_use/minutes/2025/2025-09-09_snyderville_basin_pc.md
2025-09-09,Snyderville Basin Planning Commission,snyderville_basin_pc,2,adjourn,Pass,(5-0),5,0,Matthew Nagie,Heather Peteroy,false,land_use/minutes/2025/2025-09-09_snyderville_basin_pc.md
2025-09-23,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's Conditional Use Permit according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:07 P.M.)",Pass,(6-0),6,0,Spencer Young,Eric Sagerman,false,land_use/minutes/2025/2025-09-23_snyderville_basin_pc.md
2025-09-23,Snyderville Basin Planning Commission,snyderville_basin_pc,2,adjourn,Pass,(6-0),6,0,Heather Peteroy,Matthew Nagie,false,land_use/minutes/2025/2025-09-23_snyderville_basin_pc.md
2025-10-14,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"move the application to a date certain of Tuesday, November 25th",Pass,(6-0),6,0,Matthew Nagie,Makena Hawley,false,land_use/minutes/2025/2025-10-14_snyderville_basin_pc.md
2025-10-14,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward the proposed amendment to the Snyderville Basin General Plan to the Summit County Council with a positive recommendation per the findings fact and conclusions of law found in the staff report,Pass,(6-0),6,0,Spencer Young,Makena Hawley,false,land_use/minutes/2025/2025-10-14_snyderville_basin_pc.md
2025-10-14,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated September 23, 2025",Pass,(5-0),5,0,Eric Sagerman,Heather Peteroy,true,land_use/minutes/2025/2025-10-14_snyderville_basin_pc.md
2025-10-14,Snyderville Basin Planning Commission,snyderville_basin_pc,4,adjourn,Pass,(6-0),6,0,Heather Peteroy,Makena Hawley,false,land_use/minutes/2025/2025-10-14_snyderville_basin_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit for a 4,040 sq",Pass,(5-0),5,0,David Darcey,Marion Wheaton,false,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,2,"recommend for approval to the County Manager to approve the Final Subdivision Plat for the Promontory Hawks Pass Phase 2 Subdivision pursuant to the following Findings of Fact, Conclusions of Law, and Conditions of Approval",Pass,(5-0),5,0,Bridget Hayes,Bill Wilde,false,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Peterson accessory building according to the following Findings of Fact, Conclusions of Law, and Conditions of Approval",Pass,(5-0),5,0,Marion Wheaton,Bill Wilde,false,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,4,Recommend that the report be forwarded to the County Council with the addition of discussion and comments that were made,Pass,(3-2),3,2,Bridget Hayes,Bill Wilde,true,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the Minutes for August 7, 2025",Pass,(4-0),4,0,Bill Wilde,David Darcey,true,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve the Minutes for August 21, 2025, and the Minutes for September 4, 2025",Pass,(5-0),5,0,Bill Wilde,David Darcey,true,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,7,adjourn,Pass,(5-0),5,0,Marion Wheaton,David Darcey,false,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md
2025-10-28,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicants request for a conditional use permit for a major accessory building according to the findings of fact, conclusions of law, and conditions of approval outlined in the staff report",Pass,(7-0),7,0,Spencer Young,Matthew Nagie,false,land_use/minutes/2025/2025-10-28_snyderville_basin_pc.md
2025-10-28,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the minutes dated August 26, 2025",Pass,(7-0),7,0,Tim Jeffrey,Tyann Mooney,false,land_use/minutes/2025/2025-10-28_snyderville_basin_pc.md
2025-10-28,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated September 9, 2025",Pass,(6-0),6,0,Tim Jeffrey,Eric Sagerman,true,land_use/minutes/2025/2025-10-28_snyderville_basin_pc.md
2025-10-28,Snyderville Basin Planning Commission,snyderville_basin_pc,4,adjourn,Pass,(7-0),7,0,Tim Jeffrey,Spencer Young,false,land_use/minutes/2025/2025-10-28_snyderville_basin_pc.md
2025-11-06,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit Amendment for the Patino Trucking and Excavating LLC per the Findings of Fact, Conclusions of Law, and Conditions stated in the staff report",Pass,(6-0),6,0,Don Sargent,David Darcey,false,land_use/minutes/2025/2025-11-06_eastern_summit_pc.md
2025-11-06,Eastern Summit County Planning Commission,eastern_summit_pc,2,adjourn,Pass,(6-0),6,0,David Darcey,,false,land_use/minutes/2025/2025-11-06_eastern_summit_pc.md
2025-11-20,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Taylor attached garage per the following findings of fact, conclusions of law, and conditions of approval",Pass,(7-0),7,0,Bill Wilde,Marion Wheaton,false,land_use/minutes/2025/2025-11-20_eastern_summit_pc.md
2025-11-20,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve a Conditional Use Permit for the Johansen detached garage located at 354 Green Hill Lane, Wanship, Utah, pursuant to the following Findings of Fact, Conclusions of Law, and Conditions of Approval",Pass,(7-0),7,0,Don Sargent,Marion Wheaton,false,land_use/minutes/2025/2025-11-20_eastern_summit_pc.md
2025-11-20,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the plat amendment and boundary line adjustment for the Richins Ranch Phase II Lot 5 Amended; Parcels RRS-II-5 and NS-144-J per the following findings of fact, conclusions of law, and conditions of approval as stated in the staff report",Pass,(7-0),7,0,David Darcey,Don Sargent,false,land_use/minutes/2025/2025-11-20_eastern_summit_pc.md
2025-11-20,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,,,,,David Darcey,Bridget Hayes,false,land_use/minutes/2025/2025-11-20_eastern_summit_pc.md
2025-11-25,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"forward a positive recommendation of the Architectural Design Standards for DPRE to the County Manager with all the requested changes discussed, including a condition that there must be a design review board to approve designs within these guidelines and that a staff member from the County or a planning commissioner must be on the board",Pass,(6-0),6,0,Makena Hawley,Spencer Young,false,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue to a date uncertain,Pass,(5-1),5,1,Makena Hawley,Tim Jeffrey,true,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-11-25,Snyderville Basin Planning Commission,snyderville_basin_pc,3,adjourn,Pass,(6-0),6,0,Tyann Mooney,Spencer Young,false,land_use/minutes/2025/2025-11-25_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the applicant's request to combine Timberline parcels 1-54 and 1-55 according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:23 P.M.)",Pass,(4-2),4,2,Spencer Young,Tim Jeffrey,true,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward the proposed Resort Core Development Area RC24 Final Subdivision Plat according to the findings of fact, conclusions of law, and conditions of approval in the staff report (6:34 P.M.)",Pass,(6-0),6,0,Spencer Young,Tyann Mooney,false,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"forward a positive recommendation to the County Manager for the proposed Resort Core Development Area RC24 Final Subdivision Plat according to the findings of fact, conclusions of law, and conditions of approval in the staff report (6:48 P.M.)",Pass,(6-0),6,0,Spencer Young,Tyann Mooney,false,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"forward the proposed West Willow Draw Development Area Master Plat Amended and the RC7, WWD-3, and WWD-5 Final Subdivision Plat with a positive recommendation to the County Manager according to the findings of fact, conclusions of law, and conditions of approval found in the staff report (6:47 P.M.)",Pass,(6-0),6,0,Spencer Young,Heather Peteroy,false,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"continue the vote on the October 14, 2025, minutes to the next meeting (6:56 P.M.)",Pass,(5-0),5,0,Eric Sagerman,Tyann Mooney,true,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,6,"approve the minutes dated October 28, 2025 (6:58 P.M.)",Pass,(6-0),6,0,Tim Jeffrey,Eric Sagerman,false,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-09,Snyderville Basin Planning Commission,snyderville_basin_pc,7,adjourn,Pass,(6-0),6,0,Eric Sagerman,Tim Jeffrey,false,land_use/minutes/2025/2025-12-09_snyderville_basin_pc.md
2025-12-18,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve to amend the Wilderness Acres lots #15 and #20 Subdivision to vacate approximately two acres on WA 15-5 and add it to WA 20-39 according to the findings of fact, conclusions of law, and conditions of approval",Pass,(5-0),5,0,Marion Wheaton,Seth Bowen,false,land_use/minutes/2025/2025-12-18_eastern_summit_pc.md
2025-12-18,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Rees Mountain Subdivision, according to the findings of fact, conclusions of law, and conditions of approval",Pass,(5-0),5,0,Bill Wilde,David Darcey,false,land_use/minutes/2025/2025-12-18_eastern_summit_pc.md
2025-12-18,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes for October 16, 2025, the Minutes for November 6, 2025, and the Minutes for November 20, 2025",Pass,(5-0),5,0,David Darcey,Marion Wheaton,false,land_use/minutes/2025/2025-12-18_eastern_summit_pc.md
2025-12-18,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn,,,,,Marion Wheaton,David Darcey,false,land_use/minutes/2025/2025-12-18_eastern_summit_pc.md
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a positive recommendation to amend certain sections of the Snyderville Basin Development Code to the County Council based on the findings of fact and conclusions of law found in the staff report,Pass,(7-0),7,0,Makena Hawley,Matthew Nagie,false,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the applicant's request for a plat amendment according to the finds of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(7-0),7,0,Spencer Young,Tim Jeffrey,false,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"forward to the Summit County Council with a positive recommendation the applicant's request to make several amendments, each outlined in the staff report, to the Utah Olympic Park Specially Planned Area Develop Agreement, according to the findings of fact, conclusions of law, and conditions of approval found in the staff report",Pass,(7-0),7,0,Spencer Young,Makena Hawley,false,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approve the minutes dated October 14, 2025",Pass,(6-0),6,0,Makena Hawley,Heather Peteroy,true,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the minutes dated December 9, 2025",Pass,(6-0),6,0,Tim Jeffrey,Eric Sagerman,true,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,6,adjourn,Pass,(7-0),7,0,Matthew Nagie,Eric Sagerman,false,land_use/minutes/2026/2026-01-13_snyderville_basin_pc.md
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,1,forward a positive recommendation to the County Council for the amendments to the code as presented,Pass,(6-0),6,0,David Darcey,Seth Bowen,false,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the proposed Forest Meadow Ranch Plat D Subdivision Lot 124 Amended based on the findings of fact, conclusions of law, and conditions of approval",Pass,(6-0),6,0,Bridget Hayes,Don Sargent,false,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the proposed Hidden Lake Ranch Subdivision Lots 55 and 56 Amended based on findings of fact, conclusions of law, and conditions of approval outlined in the staff report",Pass,(6-0),6,0,Bridget Hayes,David Darcey,false,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the November 6, 2025, Minutes as presented",Pass,(6-0),6,0,David Darcey,Seth Bowen,false,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the December 18, 2025, Minutes as presented",Pass,(5-0),5,0,David Darcey,Seth Bowen,true,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn,,,,,Don Sargent,,false,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md
2026-01-27,Snyderville Basin Planning Commission,snyderville_basin_pc,1,adjourn,Pass,(5-0),5,0,Eric Sagerman,Matthew Nagie,false,land_use/minutes/2026/2026-01-27_snyderville_basin_pc.md
2026-02-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the proposed plat amendment for PSH-20, as shown in the staff report, per the findings of fact, conclusions of law, and conditions of approval",Pass,(4-0),4,0,David Darcey,Seth Bowen,false,land_use/minutes/2026/2026-02-05_eastern_summit_pc.md
2026-02-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Minutes dated Thursday, January 15, 2026",Pass,(4-0),4,0,Seth Bowen,David Darcey,false,land_use/minutes/2026/2026-02-05_eastern_summit_pc.md
2026-02-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn,,,,,Seth Bowen,Bridget Hayes,false,land_use/minutes/2026/2026-02-05_eastern_summit_pc.md
2026-02-10,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the minutes dated November 25, 2025",Pass,(5-0),5,0,Makena Hawley,Spencer Young,true,land_use/minutes/2026/2026-02-10_snyderville_basin_pc.md
2026-02-10,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the minutes dated January 13, 2026",Pass,(6-0),6,0,Spencer Young,Makena Hawley,false,land_use/minutes/2026/2026-02-10_snyderville_basin_pc.md
2026-02-10,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"approve the minutes dated January 27, 2026",Pass,(4-0),4,0,Spencer Young,Matthew Nagie,true,land_use/minutes/2026/2026-02-10_snyderville_basin_pc.md
2026-02-10,Snyderville Basin Planning Commission,snyderville_basin_pc,4,adjourn,Pass,(6-0),6,0,Makena Hawley,Eric Sagerman,false,land_use/minutes/2026/2026-02-10_snyderville_basin_pc.md
2026-02-24,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a positive recommendation the Summit County Council of the code amendments subject to the findings of face and conclusions of law in the staff report,Pass,(7-0),7,0,Matthew Nagie,Eric Sagerman,false,land_use/minutes/2026/2026-02-24_snyderville_basin_pc.md
