ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,case_no
22-40,2022-11-15,2022-11-15,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-8-2022, FILED BY BRYAN AND CHANTEL BRADFORD, REQUESTING A GENERAL PLAN ZONE CHANGE FROM LARGE LOT RESIDENTIAL TO LOW DENSITY RESIDENTIAL AND A ZONE CHANGE FROM A TO R-1-8 FOR PROPERTY LOCATED AT 3816 SOUTH 3200 WEST",west_valley_city_council/meeting_minutes/minutes/2022/2022-11-14/2022-11-15_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-11-15,3,within_source,GPZ-8-2022
22-41,2022-11-22,2022-11-22,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION SA-4-2022, FILED BY PAUL SNYDER, REQUESTING FINAL PLAT APPROVAL FOR THE JMYL WEST VALLEY SUBDIVISION-LOTS 5 AND 6 AMENDED LOCATED AT 1814 WEST 4100 SOUTH",west_valley_city_council/meeting_minutes/minutes/2022/2022-11-21/2022-11-22_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-11-22,2,within_source,SMI-9-2022
22-42,2022-12-06,2022-12-06,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GP-2-2022, FILED BY WEST VALLEY CITY, REQUESTING AN AMENDMENT TO THE GENERAL PLAN TO UPDATE THE CITY’S MAJOR STREET PLAN",west_valley_city_council/meeting_minutes/minutes/2022/2022-12-05/2022-12-06_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-12-06,2,within_source,
22-43,2022-12-13,2022-12-13,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-7-2022, FILED BY WASATCH COMMERCIAL DEVELOPERS, REQUESTING A GENERAL PLAN ZONE CHANGE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO BUSINESS PARK AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) AND A-2 (AGRICULTURE, MINIMUM LOT SIZE",west_valley_city_council/meeting_minutes/minutes/2022/2022-12-12/2022-12-13_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-12-13,2,within_source,GPZ-7-2022
22-44,2022-12-13,2022-12-13,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-7-2022, FILED BY WASATCH COMMERCIAL DEVELOPERS, REQUESTING A GENERAL PLAN ZONE CHANGE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO BUSINESS PARK AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE ½ ACRE) AND A-2 (AGRICULTURE, MINIMUM LOT SIZE",west_valley_city_council/meeting_minutes/minutes/2022/2022-12-12/2022-12-13_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-12-13,3,within_source,GPZ-7-2022
22-45,2022-12-13,2022-12-13,ACCEPT PUBLIC INPUT REGARDING THE WEST VALLEY CITY POLICE DEPARTMENT'S ACCEPTANCE OF A JUSTICE ASSISTANCE GRANT (JAG) THROUGH THE U.S. DEPARTMENT OF JUSTICE PROGRAMS,west_valley_city_council/meeting_minutes/minutes/2022/2022-12-12/2022-12-13_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-12-13,6,within_source,PUD-2-2022
22-46,2022-12-13,2022-12-13,ACCEPT PUBLIC INPUT REGARDING THE WEST VALLEY CITY POLICE DEPARTMENT'S ACCEPTANCE OF A JUSTICE ASSISTANCE GRANT (JAG) THROUGH THE U.S. DEPARTMENT OF JUSTICE PROGRAMS,west_valley_city_council/meeting_minutes/minutes/2022/2022-12-12/2022-12-13_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2022-12-13,7,within_source,PUD-2-2022
22-47,2023-01-03,2023-01-03,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2022-2023 BUDGET,west_valley_city_council/meeting_minutes/minutes/2023/2023-01-02/2023-01-03_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2023-01-03,2,within_source,
23-01,2023-01-10,2023-01-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-6-2022, FILED BY WEST VALLEY CITY, REQUESTING TO ADD RESTRICTIONS ON THE USE OF LAWN IN LANDSCAPING TO CHAPTER 7-16 OF THE ZONING ORDINANCE",west_valley_city_council/meeting_minutes/minutes/2023/2023-01-09/2023-01-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-01-10,2,within_source,
23-02,2023-01-10,2023-01-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-7-2022, FILED BY CABCO 5600 LLC, REQUESTING AN AMENDMENT TO SECTION 7-14-404 OF THE ZONING ORDINANCE TO CHANGE THE LOCATION OF RESTRICTIONS ON AUTOMOTIVE SALES, AUTOMOBILE SERVICE, AND AUTOMOTIVE PARTS SALES FROM BETWEEN 2455 SOUTH AND 3100 SOUTH TO BETWE",west_valley_city_council/meeting_minutes/minutes/2023/2023-01-09/2023-01-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-01-10,3,within_source,
23-03,2023-01-10,2023-01-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-7-2022, FILED BY CABCO 5600 LLC, REQUESTING AN AMENDMENT TO SECTION 7-14-404 OF THE ZONING ORDINANCE TO CHANGE THE LOCATION OF RESTRICTIONS ON AUTOMOTIVE SALES, AUTOMOBILE SERVICE, AND AUTOMOTIVE PARTS SALES FROM BETWEEN 2455 SOUTH AND 3100 SOUTH TO BETWE",west_valley_city_council/meeting_minutes/minutes/2023/2023-01-09/2023-01-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-01-10,4,within_source,
23-04,2023-01-24,2023-01-24,"ACCEPT PUBLIC INPUT REGARDING APPLICATION Z-11-2022, FILED BY WEST VALLEY CITY, REQUESTING A ZONE CHANGE FOR PROPERTY WITHIN THE LAKE PARK CORPORATE CENTRE FROM M (MANUFACTURING) TO BRP (BUSINESS/RESEARCH PARK) ON 384.8 ACRES",west_valley_city_council/meeting_minutes/minutes/2023/2023-01-23/2023-01-24_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-01-24,2,within_source,Z-11-2022
23-05,2023-01-24,2023-01-24,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-5-2022, FILED BY WEST VALLEY CITY, REQUESTING TO AMEND SECTIONS 7-6-301 AND 7-6-308 OF THE ZONING ORDINANCE BY REVISING THE USE RESTRICTIONS AND DESIGN STANDARDS FOR THE BRP (BUSINESS/RESEARCH PARK) ZONE",west_valley_city_council/meeting_minutes/minutes/2023/2023-01-23/2023-01-24_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-01-24,3,within_source,SMI-11-2022
23-06,2023-03-14,2023-03-14,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SA-3-2022, FILED BY ERIK MORENO, REQUESTING FINAL PLAT APPROVAL FO",west_valley_city_council/meeting_minutes/minutes/2023/2023-03-13/2023-03-14_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-03-14,2,within_source,
23-07,2023-03-28,2023-03-28,,west_valley_city_council/meeting_minutes/minutes/2023/2023-03-27/2023-03-28_council-regular-meeting.md,2026-07-06,na,minutes-derived-consent,,0,,2023-03-28,2,within_source,
23-08,2023-04-04,2023-04-04,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2022-2023 BUDGET,west_valley_city_council/meeting_minutes/minutes/2023/2023-04-03/2023-04-04_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2023-04-04,2,within_source,
23-09,2023-04-04,2023-04-04,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-1-2023, FILED BY WEST VALLEY CITY, REQUESTING AN AMENDMENT TO SECTION 7-2-115 OF THE ZONING ORDINANCE TO CLARIFY THE MEASUREMENT STANDARDS FOR A COMMERCIAL VEHICLE FROM THE ""GROSS WEIGHT"" TO THE ""GROSS VEHICLE WEIGHT RATING"" AND ESTABLISH THE ALLOWED VEHI",west_valley_city_council/meeting_minutes/minutes/2023/2023-04-03/2023-04-04_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-04-04,3,within_source,
23-10,2023-04-04,2023-04-04,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-1-2023, FILED BY WEST VALLEY CITY, REQUESTING AN AMENDMENT TO SECTION 7-2-115 OF THE ZONING ORDINANCE TO CLARIFY THE MEASUREMENT STANDARDS FOR A COMMERCIAL VEHICLE FROM THE ""GROSS WEIGHT"" TO THE ""GROSS VEHICLE WEIGHT RATING"" AND ESTABLISH THE ALLOWED VEHI",west_valley_city_council/meeting_minutes/minutes/2023/2023-04-03/2023-04-04_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-04-04,4,within_source,
23-11,2023-05-16,2023-05-16,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SA-1-2023, FILED BY CHRIS TOMADAKIS, REQUESTING FINAL PLAT APPROVAL FOR THE TOMADAKIS SUBDIVISION- AMENDING LOT 1 PHEASANT PARK AND LOTS 214 HUNTER HILLS NO. 2 SUBDIVISIONS",west_valley_city_council/meeting_minutes/minutes/2023/2023-05-15/2023-05-16_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-05-16,2,within_source,
23-12,2023-05-16,2023-05-16,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SA-2-2023, FILED BY ROMAN FRAZIER, REQUESTING FINAL PLAT APPROVAL FOR THE MOUNTAIN VIEW BUSINESS PLAZA SUBDIVISION- AMENDED AND EXTENDED LOCATED AT 3320 SOUTH 5600 WEST",west_valley_city_council/meeting_minutes/minutes/2023/2023-05-15/2023-05-16_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-05-16,3,within_source,
23-13,2023-05-16,2023-05-16,"ACCEPT PUBLIC INPUT REGARDING APPLICATION Z-1-2023, FILED BY SAMUEL WRIGHT, REQUESTING A ZONE CHANGE FROM 'A' (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO 'M' (MANUFACTURING) FOR PROPERTY LOCATED AT 7103 WEST GATES AVENUE",west_valley_city_council/meeting_minutes/minutes/2023/2023-05-15/2023-05-16_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-05-16,4,within_source,Z-1-2023
23-14,2023-05-16,2023-05-16,"ACCEPT PUBLIC INPUT REGARDING APPLICATION Z-1-2023, FILED BY SAMUEL WRIGHT, REQUESTING A ZONE CHANGE FROM 'A' (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO 'M' (MANUFACTURING) FOR PROPERTY LOCATED AT 7103 WEST GATES AVENUE",west_valley_city_council/meeting_minutes/minutes/2023/2023-05-15/2023-05-16_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-05-16,6,within_source,Z-1-2023
23-15,2023-05-23,2023-05-23,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-2-2023, FILED BY WEST VALLEY CITY, REQUESTING AN AMENDMENT TO SECTION 7-7-119 OF THE WEST VALLEY CITY CODE TO ADD SCREENING REQUIREMENTS FOR OUTSIDE STORAGE THAT OCCURS ON PROPERTY ADJACENT TO A HIGH-IMAGE ARTERIAL STREET AS LISTED IN SECTION 7-10-10",west_valley_city_council/meeting_minutes/minutes/2023/2023-05-22/2023-05-23_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-05-23,2,within_source,
23-16,2023-06-20,2023-06-20,RESOLUTION 23-85: AUTHORIZE THE CITY TO ABANDON AN EASEMENT AND A PORTION OF AN EASEMENT LOCATED AT 5456 SOUTH 5600 WEST,west_valley_city_council/meeting_minutes/minutes/2023/2023-06-19/2023-06-20_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2023-06-20,5,within_source,
23-17,2023-06-06,2023-06-06,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-2-2023, FILED BY NICK MINGO, REQUESTING A GENERAL PLAN CHANGE FROM LARGE LOT RESIDENTIAL (2-3 UNITS/ACRE) AND MEDIUM DENSITY RESIDENTIAL (7-12 UNITS/ACRE) TO LIGHT",west_valley_city_council/meeting_minutes/minutes/2023/2023-06-05/2023-06-06_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-06-06,2,within_source,GPZ-2-2023
23-18,2023-06-06,2023-06-06,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-2-2023, FILED BY NICK MINGO, REQUESTING A GENERAL PLAN CHANGE FROM LARGE LOT RESIDENTIAL (2-3 UNITS/ACRE) AND MEDIUM DENSITY RESIDENTIAL (7-12 UNITS/ACRE) TO LIGHT",west_valley_city_council/meeting_minutes/minutes/2023/2023-06-05/2023-06-06_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-06-06,3,within_source,GPZ-2-2023
23-19,2023-06-13,2023-06-13,,west_valley_city_council/meeting_minutes/minutes/2023/2023-06-12/2023-06-13_council-regular-meeting.md,2026-07-06,na,minutes-derived-consent,,0,,2023-06-13,2,within_source,
23-20,2023-06-20,2023-06-20,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2022-2023 BUDGET,west_valley_city_council/meeting_minutes/minutes/2023/2023-06-19/2023-06-20_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2023-06-20,2,within_source,
23-21,2023-06-27,2023-06-27,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GP-1-2023, FILED BY RUSSELL PLATT, REQUESTING A GENERAL PLAN CHANGE FROM MIXED USE WITH HIGH DENSITY RESIDENTIAL TO MIXED USE WITH VERY HIGH DENSITY RESIDENTIAL FOR PROPERTY LOCATED AT 1251 WEST 3300 SOUTH",west_valley_city_council/meeting_minutes/minutes/2023/2023-06-26/2023-06-27_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-06-27,2,within_source,
23-22,2023-06-20,2023-06-20,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2022-2023 BUDGET,west_valley_city_council/meeting_minutes/minutes/2023/2023-06-19/2023-06-20_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2023-06-20,3,within_source,
23-23,2023-07-18,2023-07-18,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-4-2023, FILED BY WEST VALLEY CITY, REQUESTING A ZONE TEXT CHANGE TO AMEND CERTAIN REQUIREMENTS CONCERNING LANDSCAPING AND GARAGE SALES",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-17/2023-07-18_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-18,2,within_source,
23-24,2023-07-25,2023-07-25,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-3-2023, FILED BY RUSSELL PLATT, REQUESTING A GENERAL PLAN CHANGE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO LOW DENSITY RESIDENTIAL (3 TO 4 UNITS/ACRE) AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO R-1-8 (SINGLE FAMILY RESID",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-24/2023-07-25_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-25,2,within_source,GPZ-3-2023
23-25,2023-07-25,2023-07-25,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-3-2023, FILED BY RUSSELL PLATT, REQUESTING A GENERAL PLAN CHANGE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO LOW DENSITY RESIDENTIAL (3 TO 4 UNITS/ACRE) AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO R-1-8 (SINGLE FAMILY RESID",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-24/2023-07-25_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-25,3,within_source,GPZ-3-2023
23-26,2023-07-25,2023-07-25,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-4-2023, FILED BY MARIA DUBON, REQUESTING A GENERAL PLAN CHANGE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO GENERAL COMMERCIAL AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO C-2 (GENERAL COMMERCIAL) FOR PROPERTY LOCATED AT 4344",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-24/2023-07-25_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-25,5,within_source,GPZ-4-2023
23-27,2023-07-25,2023-07-25,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-4-2023, FILED BY MARIA DUBON, REQUESTING A GENERAL PLAN CHANGE FROM LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO GENERAL COMMERCIAL AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO C-2 (GENERAL COMMERCIAL) FOR PROPERTY LOCATED AT 4344",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-24/2023-07-25_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-25,6,within_source,GPZ-4-2023
23-28,2023-07-18,2023-07-18,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-4-2023, FILED BY WEST VALLEY CITY, REQUESTING A ZONE TEXT CHANGE TO AMEND CERTAIN REQUIREMENTS CONCERNING LANDSCAPING AND GARAGE SALES",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-17/2023-07-18_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-18,3,within_source,
23-29,2023-07-18,2023-07-18,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-4-2023, FILED BY WEST VALLEY CITY, REQUESTING A ZONE TEXT CHANGE TO AMEND CERTAIN REQUIREMENTS CONCERNING LANDSCAPING AND GARAGE SALES",west_valley_city_council/meeting_minutes/minutes/2023/2023-07-17/2023-07-18_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-07-18,4,within_source,
23-30,2023-09-05,2023-09-05,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION SA-4-2023, FILED BY TREVOR GASSER, REQUESTING FINAL PLAT APPROVAL FOR THE SHOPPES AT LAKE PARK PHASE 2 LOT 4A AMENDED SUBDIVISION LOCATED AT 2893 SOUTH 5600 WEST",west_valley_city_council/meeting_minutes/minutes/2023/2023-09-04/2023-09-05_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-09-05,2,within_source,
23-31,2023-09-05,2023-09-05,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SA-5-2023, FILED BY SPENCER PETERSEN, REQUESTING FINAL PLAT APPROVAL FOR THE GARDEN STREAM MANOR SUBDIVISION- AMENDING LOT 55 HIGATE HAMLET NO. 4 LOCATED AT 3689 SOUTH 6400 WEST",west_valley_city_council/meeting_minutes/minutes/2023/2023-09-04/2023-09-05_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-09-05,3,within_source,SMI-4-2023
23-32,2023-09-12,2023-09-12,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SMI-7-2022, FILED BY WEST VALLEY CITY, REQUESTING FINAL PLAT APPROVAL FOR THE WEST VALLEY LAND HOLDINGS SUBDIVISION- AMENDING A PORTION OF PARCEL A FAIRBOURNE STATION PHASE 1 SUBDIVISION LOCATED AT 3560 SOUTH CONSTITUTION BLVD",west_valley_city_council/meeting_minutes/minutes/2023/2023-09-11/2023-09-12_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-09-12,2,within_source,SMI-7-2022
23-33,2023-09-12,2023-09-12,"ACCEPT PUBLIC INPUT REGARDING APPLICATION SMI-7-2022, FILED BY WEST VALLEY CITY, REQUESTING FINAL PLAT APPROVAL FOR THE WEST VALLEY LAND HOLDINGS SUBDIVISION- AMENDING A PORTION OF PARCEL A FAIRBOURNE STATION PHASE 1 SUBDIVISION LOCATED AT 3560 SOUTH CONSTITUTION BLVD",west_valley_city_council/meeting_minutes/minutes/2023/2023-09-11/2023-09-12_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-09-12,3,within_source,SMI-7-2022
23-34,2023-10-03,2023-10-03,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2023-2024 BUDGET,west_valley_city_council/meeting_minutes/minutes/2023/2023-10-02/2023-10-03_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2023-10-03,2,within_source,
23-35,2024-02-27,2024-02-27,AN ORDINANCE AMENDING THE GENERAL PLAN TO SHOW A CHANGE OF LAND USE FROM PARKS AND OPEN SPACE EXISTING TO LIGHT MANUFACTURING FOR PROPERTY LOCATED AT 7007 WEST APALOOSA DRIVE ON 5.91 ACRES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3399,2026-07-06,text,pdf-pdftotext,raw/Ord-23-35-ADID3399.pdf,1,,2024-02-27,2,high,GPZ-8-2023
23-36,2024-02-27,2024-02-27,"AN ORDINANCE AMENDING THE ZONING MAP TO SHOW A CHANGE OF ZONE FOR PROPERTY LOCATED AT 7007 WEST APALOOSA DRIVE ON 5.91 ACRES FROM A-1 (AGRICULTURE, MINIMUM LOT SIZE 1 ACRE) TO M (MANUFACTURING)",https://www.wvc-ut.gov/Archive.aspx?ADID=3400,2026-07-06,text,pdf-pdftotext,raw/Ord-23-36-ADID3400.pdf,1,,2024-02-27,3,high,GPZ-8-2023
23-37,2023-10-10,2023-10-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-7-2023, FILED BY CHRISTOPHER CLIFFORD, REQUESTING A GENERAL PLAN CHANGE FROM MIXED USE AND LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO SMALL LOT RESIDENTIAL (4 TO 7 UNITES/ACRE) AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO RM (MU",west_valley_city_council/meeting_minutes/minutes/2023/2023-10-09/2023-10-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-10-10,2,within_source,GPZ-7-2023
23-38,2023-10-10,2023-10-10,"ACCEPT PUBLIC INPUT REGARDING APPLICATION GPZ-7-2023, FILED BY CHRISTOPHER CLIFFORD, REQUESTING A GENERAL PLAN CHANGE FROM MIXED USE AND LARGE LOT RESIDENTIAL (2 TO 3 UNITS/ACRE) TO SMALL LOT RESIDENTIAL (4 TO 7 UNITES/ACRE) AND A ZONE CHANGE FROM A (AGRICULTURE, MINIMUM LOT SIZE 1/2 ACRE) TO RM (MU",west_valley_city_council/meeting_minutes/minutes/2023/2023-10-09/2023-10-10_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-10-10,3,within_source,GPZ-7-2023
23-39,2023-10-24,2023-10-24,"ACCEPT PUBLIC INPUT REGARDING APPLICATION S-3-2023, FILED BY SCOTT GODFREY, REQUESTING FINAL PLAT APPROVAL FOR GODFREY INDUSTRIAL PARK NO. 3 LOCATED AT 2400 SOUTH 5900 WEST",west_valley_city_council/meeting_minutes/minutes/2023/2023-10-23/2023-10-24_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-10-24,2,within_source,
23-40,2023-10-24,2023-10-24,"ACCEPT PUBLIC INPUT REGARDING APPLICATION ZT-6-2023, FILED BY JAMES WARNER WITH TRUCKPRO, LC, REQUESTING A ZONE TEXT CHANGE TO SECTION 7-14-403 TO ALLOW NON- MASONRY MATERIALS ON THE STREET FACING EXTERIORS OF BUILDINGS WITHIN THE 5600 WEST GATEWAY OVERLAY ZONE",west_valley_city_council/meeting_minutes/minutes/2023/2023-10-23/2023-10-24_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-10-24,3,within_source,
23-41,2023-11-07,2023-11-07,"ACCEPT PUBLIC INPUT REGARDING APPLICATION Z-2-2023, FILED BY JACKIE CARLSON, REQUESTING A ZONE CHANGE FROM LI (LIGHT INDUSTRIAL) TO M (MANUFACTURING) FOR PROPERTY LOCATED AT 2256 AND 2260 SOUTH 5700 WEST",west_valley_city_council/meeting_minutes/minutes/2023/2023-11-06/2023-11-07_council-special-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-11-07,2,within_source,Z-2-2023
23-42,2023-11-14,2023-11-14,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-6-2023, FILED BY MOUNTAIN HIGH REAL ESTATE ADVISORS, INC, REQUESTING A GENERAL PLAN CHANGE FROM COMMUNITY USE TO GENERAL COMMERCIAL AND A ZONE CHANGE FROM R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,000",west_valley_city_council/meeting_minutes/minutes/2023/2023-11-13/2023-11-14_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-11-14,2,within_source,GPZ-6-2023
23-43,2023-11-14,2023-11-14,"ACCEPT PUBLIC COMMENT REGARDING APPLICATION GPZ-6-2023, FILED BY MOUNTAIN HIGH REAL ESTATE ADVISORS, INC, REQUESTING A GENERAL PLAN CHANGE FROM COMMUNITY USE TO GENERAL COMMERCIAL AND A ZONE CHANGE FROM R-1-8 (SINGLE UNIT DWELLING RESIDENTIAL, MINIMUM LOT SIZE 8,000",west_valley_city_council/meeting_minutes/minutes/2023/2023-11-13/2023-11-14_council-regular-meeting.md,2026-07-06,na,minutes-derived,,1,,2023-11-14,3,within_source,GPZ-6-2023
23-44,2023-12-05,2023-12-05,,west_valley_city_council/meeting_minutes/minutes/2023/2023-12-04/2023-12-05_council-regular-meeting.md,2026-07-06,na,minutes-derived-consent,,0,,2023-12-05,2,within_source,
23-45,2024-01-02,2024-01-02,ACCEPT PUBLIC INPUT REGARDING RE-OPENING THE FY 2023-2024 BUDGET,west_valley_city_council/meeting_minutes/minutes/2024/2024-01-01/2024-01-02_council-regular-meeting.md,2026-07-06,na,minutes-derived,,0,,2024-01-02,2,within_source,
24-01,2024-01-09,2024-01-09,AN ORDINANCE AMENDING THE WEST VALLEY CITY GENERAL PLAN TO UPDATE THE CITY’S MAJOR STREET PLAN.,https://www.wvc-ut.gov/Archive.aspx?ADID=3401,2026-07-06,text,pdf-pdftotext,raw/Ord-24-01-ADID3401.pdf,1,,2024-01-09,2,high,
24-02,2024-01-09,2024-01-09,AN ORDINANCE AMENDING TITLES 7 AND 9 OF THE WEST VALLEY CITY MUNICIPAL CODE TO UPDATE CERTAIN REQUIREMENTS CONCERNING SUBDIVISIONS.,https://www.wvc-ut.gov/Archive.aspx?ADID=3402,2026-07-06,text,pdf-pdftotext,raw/Ord-24-02-ADID3402.pdf,1,,2024-01-09,3,high,
24-03,2024-01-09,2024-01-09,AN ORDINANCE AMENDING SECTION 7-13-704 OF THE WEST VALLEY CITY MUNICIPAL CODE TO AMEND CERTAIN REQUIREMENTS CONCERNING ACCESS FOR LOTS OR PARCELS IN COMMERCIAL COMPLEXES.,https://www.wvc-ut.gov/Archive.aspx?ADID=3403,2026-07-06,text,pdf-pdftotext,raw/Ord-24-03-ADID3403.pdf,0,,2024-01-09,4,high,
24-04,2024-01-23,2024-01-23,,west_valley_city_council/meeting_minutes/minutes/2024/2024-01-22/2024-01-23_council-regular-meeting.md,2026-07-06,na,minutes-derived-consent,,0,,2024-01-23,2,within_source,
24-05,2024-02-20,2024-02-20,AN ORDINANCE APPROVING THE VACATION FOR ALL OF 5720 WEST STREET LOCATED AT 4535 SOUTH.,https://www.wvc-ut.gov/Archive.aspx?ADID=3404,2026-07-06,text,pdf-pdftotext,raw/Ord-24-05-ADID3404.pdf,1,,2024-02-20,2,high,
