ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,n_motion_events,independent_source,minutes_source,linkage_note
2024-09,2024-04-09,2024-04-09,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Chapter 3-31 to revise the organization and name of the Ogden Natural Resources and Sustainability Stewardship Committee; to make technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/28904,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-8_9.pdf,no,7-0 Pass,2024-04-09,6,high,1,https://www.ogdencity.gov/DocumentCenter/View/28904,meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council-meeting.md,
2024-10,2024-04-23,2024-04-23,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2023 to June 30, 2024 by increasing the anticipated revenues for a gross increase of $7,508,720 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $7,508,720 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-04-23,3,within_source,1,,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting.md,
2024-11,2024-04-23,2024-04-23,"An ordinance of Ogden City, Utah, amending the Ogden City General Plan by amending the Lynn Community Plan to provide more recognition and protection to the historic structures, features, and properties; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2024-04-23,4,within_source,1,,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting.md,
2024-12,2024-05-07,2024-05-07,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1.A; amending Subsection 5-1b-2.C; amending Section 5-2D-1; amending Section 5-9-1; amending Section 12- 17- 2; amending Subsection 15-1-17.D; amending Section 15-2-19; amending Section 15-2-20; amending Subsection 15-6-3.H; amending Section 15-13- 38; amending Subsection 15-13-39.C; amending Section 15-15- 2; amending Section 15-16-2; amending Section 15-17-2; amending Section 15-18-2; amending Section 15-19- 2; amending Subsection 15-34-3.B; amending Section 15-35-2; amending Section 15-36-2; amending Section 15-37-2; amending Section 15-39-8.C; and amending Subsection 15-43-2 to revise…",meeting_minutes/minutes/2024/2024-05-06/2024-05-07_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,4-3 Pass,2024-05-07,7,within_source,1,,meeting_minutes/minutes/2024/2024-05-06/2024-05-07_city-council-meeting.md,
2024-14,2024-06-18,2024-06-18,"An ordinance of Ogden City, Utah, adopting the proposed tentative budget of Ogden City for Fiscal Year (FY) 2024-2025.",meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-06-18,11,within_source,1,,meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,
2024-15,2024-06-18,2024-06-18,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 9-2-8 to revise private fire protection system regulations; by making technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-06-18,9,within_source,1,,meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,
2024-16,2024-06-18,2024-06-18,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Section 9-1-6 to revise utility rates and billing; to make technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage .",meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-06-18,10,within_source,1,,meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,
2024-18,2024-06-11,2024-06-11,"An ordinance of Ogden City, Utah, amending the Zoning Map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Single-Family Residential Zone (R-1-5) property heretofore classified as Single-Family Residential Zone (R-1-6), generally located at 605 and 685 rear North Jackson Avenue, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2024-06-11,6,within_source,1,,meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md,
2024-19,2024-06-11,2024-06-11,"An ordinance of Ogden City, Utah, amending the Zoning Map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Neighborhood Commercial Zone and 12 th Street Corridor Overlay Zone (CP-1 / 12th CO) property heretofore classified as Multiple Family Residential Zone and 12 th Street Corridor Overlay Zone (R-3 / 12th CO), by shifting of the property line between 981 12 th Street and 1245 Monroe Boulevard, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2024-06-11,7,within_source,1,,meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md,
2024-20,2024-06-18,2024-06-18,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2023 to June 30, 2024 by increasing the anticipated revenues for a gross increase of $5,819,050 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $5,819,050 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-06-18,4,within_source,1,,meeting_minutes/minutes/2024/2024-06-17/2024-06-18_city-council-meeting.md,
2024-21,2024-08-06,2024-08-06,"An ordinance of Ogden City, Utah, adopting salary schedules for employees of the City; and providing that this ordinance will be effective on August 3, 2024.",meeting_minutes/minutes/2024/2024-08-05/2024-08-06_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-08-06,5,within_source,1,,meeting_minutes/minutes/2024/2024-08-05/2024-08-06_city-council-meeting.md,
2024-22,2024-08-06,2024-08-06,"An ordinance of Ogden City, Utah, adopting the budget for Ogden City for the Fiscal Year from July 1, 2024, to June 30, 2025; and providing that this ordinance shall take effect immediately upon its adoption and posting with the City Recorder.",meeting_minutes/minutes/2024/2024-08-05/2024-08-06_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-08-06,6,within_source,1,,meeting_minutes/minutes/2024/2024-08-05/2024-08-06_city-council-meeting.md,
2024-23,2024-07-30,2024-07-30,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 2-14-13 by adopting a new Subsection C; by amending Subsection 2-4-14.C; by amending Section 2-4-15 by adopting a new Subsection H; by amending Section 2-4-17 by adopting a new Subsection D to revise or adopt provisions pertaining to enterprise funds; by making technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-07-29/2024-07-30_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2024-07-30,4,within_source,1,,meeting_minutes/minutes/2024/2024-07-29/2024-07-30_city-council-meeting.md,
2024-24,2024-08-20,2024-08-20,"An ordinance of Ogden City Utah, amending Section 3-22-5 of the Ogden Municipal Code to extend the sunset provision for the Ogden Trails Network Committee to April 30, 2026; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-08-19/2024-08-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,5-0 Pass,2024-08-20,3,within_source,1,,meeting_minutes/minutes/2024/2024-08-19/2024-08-20_city-council-meeting.md,
2024-25,2024-08-20,2024-08-20,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 15-39-8 to revise Mixed Use Zone project standards; by amending Section 18-5-1 to revise Appendix A regarding signs; to make technical changes; and by providing that this Ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-08-19/2024-08-20_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,5-0 Pass,2024-08-20,5,within_source,1,,meeting_minutes/minutes/2024/2024-08-19/2024-08-20_city-council-meeting.md,
2024-26,2024-09-03,2024-09-03,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as FLEX Industrial Zone (FLEX) property heretofore classified as Airport Commercial Zone (A-C), generally located at 4336 South 1650 West, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-09-02/2024-09-03_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2024-09-03,2,within_source,1,,meeting_minutes/minutes/2024/2024-09-02/2024-09-03_city-council-meeting.md,
2024-27,2024-09-10,2024-09-10,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 3-2-1 to revise Advisory Board regulations and requirements; by amending Chapter 3-18-1 to rename the Commission to the Ogden Community Engagement and opportunity Commission and revise provisions of the Diversity Commission; to make technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-09-10,3,within_source,1,,meeting_minutes/minutes/2024/2024-09-09/2024-09-10_city-council-meeting.md,
2024-31,2024-11-12,2024-11-12,"An ordinance of Ogden City, Utah, amending the Zoning Map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as multiple family residential zone /conditional overlay zone (R-3/CO) property heretofore classified as single-family residential zone (R-1-6), generally located at 139 North Wall Avenue, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-11-11/2024-11-12_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2024-11-12,4,within_source,1,,meeting_minutes/minutes/2024/2024-11-11/2024-11-12_city-council-meeting.md,
2024-32,2024-12-03,2024-12-03,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2024 to June 30, 2025 by increasing the anticipated revenues for a gross increase of $2,982,925 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $2,982,925 as detailed in the body of this ordinance; and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-12-02/2024-12-03_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2024-12-03,4,within_source,1,,meeting_minutes/minutes/2024/2024-12-02/2024-12-03_city-council-meeting.md,
2024-33,2024-12-03,2024-12-03,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Regional Commercial Zone (C-3) property heretofore classified as Single-Family Residential Zone (R-1-6), generally located at 340 Washington Boulevard, and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2024/2024-12-02/2024-12-03_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,6-1 Pass,2024-12-03,5,within_source,1,,meeting_minutes/minutes/2024/2024-12-02/2024-12-03_city-council-meeting.md,
2024-35,2024-12-17,2024-12-17,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2024 to June 30, 2025 by increasing the anticipated revenues for a gross increase of $674,100 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $674,100 as detailed in the body of this ordinance; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,5,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2024-36,2024-12-17,2024-12-17,"AN ORDINANCE OF OGDEN CITY AMENDING THE BUDGET FOR THE FISCAL YEAR JULY 1, 2024 TO JUNE 30, 2025 BY INCREASING THE ANTICIPATED REVENUES AND APPROPRIATIONS FOR A GROSS INCREASE OF $18,530,850; AND BY PROVIDING THAT THIS ORDINANCE SHALL BECOME EFFECTIVE IMMEDIATELY UPON POSTING AFTER FINAL PASSAGE",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,12,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2024-37,2024-12-17,2024-12-17,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1.D to revise Police Department fees; by making technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,7,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2024-38,2024-12-17,2024-12-17,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1.B.4 to revise charges imposed for the El Monte and Mount Ogden Golf Courses; to make technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,8,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2024-39,2024-12-17,2024-12-17,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1.B.2 to revise charges imposed for cemetery special services; to make technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,9,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2024-40,2024-12-17,2024-12-17,"An ordinance of Ogden City Utah, amending the Ogden Municipal Code by amending Subsections 4-6-1.B.20 and 4-6-1.B.21 to revise charges and regulations regarding refuse collection and disposal and green waste materials; by amending Section 12-2-2 to revise provisions for automated refuse collection; by making technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,10,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2024-41,2024-12-17,2024-12-17,"An ordinance of Ogden City, Utah, amending Section 3-31-7 of the Ogden Municipal Code to extend the sunset provision for the Sustainability Committee to December 31, 2026; and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/31917,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2024-35_41.pdf,no,7-0 Pass,2024-12-17,2,high,1,https://www.ogdencity.gov/DocumentCenter/View/31917,meeting_minutes/minutes/2024/2024-12-16/2024-12-17_city-council-meeting.md,
2025-01,2025-01-07,2025-01-07,"AN ORDINANCE OF OGDEN CITY, UTAH, AMENDING THE OGDEN MUNICIPAL CODE BY REPEALING IN ITS ENTIRETY AND READOPTING CHAPTER 1-8 TO MODIFY CAMPAIGN FINANCING DISCLOSURE PROVISIONS; AND PROVIDING THAT THIS ORDINANCE SHALL BECOME EFFECTIVE IMMEDIATELY UPON POSTING AFTER FINAL PASSAGE",https://www.ogdencity.gov/DocumentCenter/View/32101,2026-07-05,text,Recorder Synopsis-of-Ordinance PDF (raw/); pdftotext -layout,raw/synopsis_2025-1.pdf,no,,,,none,0,https://www.ogdencity.gov/DocumentCenter/View/32101,,adopted per Recorder Synopsis PDF; NO adoption motion found in meeting_minutes/all_votes.csv
2025-02,2025-01-21,2025-01-21,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Chapter 4-2a to revise provisions relating to contracts; by amending Chapter 4-2b to revise provisions relating to contracting for professional services; by making technical changes; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-01-20/2025-01-21_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,6-0 Pass,2025-01-21,1,within_source,1,,meeting_minutes/minutes/2025/2025-01-20/2025-01-21_city-council-meeting.md,
2025-03,2025-02-04,2025-02-04,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2024 to June 30, 2025 by neither increasing or decreasing the anticipated revenues for a net change of $0 from sources as detailed in the body of this ordinance; and neither increasing or decreasing the appropriations for a net change of $0 as detailed in the body of this ordinance; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-02-03/2025-02-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-02-04,3,within_source,1,,meeting_minutes/minutes/2025/2025-02-03/2025-02-04_city-council-meeting.md,
2025-04,2025-02-04,2025-02-04,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as two-family and small lot residential zone (R-2S) property heretofore classified as two-family residential zone (R-2), generally located at 397 and 399 North Harrisville Road and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-02-03/2025-02-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-02-04,4,within_source,1,,meeting_minutes/minutes/2025/2025-02-03/2025-02-04_city-council-meeting.md,
2025-05,2025-02-04,2025-02-04,"An ordinance of Ogden City, Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Multiple-Family Residential Zone/Conditional Overlay Zone (R- 4/CO) property heretofore classified as Regional Commercial Zone (CP-3), generally located at 2869 Grant Avenue, and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-02-03/2025-02-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,7-0 Pass,2025-02-04,5,within_source,1,,meeting_minutes/minutes/2025/2025-02-03/2025-02-04_city-council-meeting.md,
2025-06,2025-02-11,2025-02-11,"An ordinance of Ogden City Utah, amending the zoning map of Ogden City, as adopted by Section 15-3-3 of the Ogden Municipal Code, to reclassify as Multiple-Family Residential Zone/Conditional Overlay (R-4/CO) property heretofore classified as Community Commercial Zone (C-2), generally located 150 East 32nd Street and providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-02-10/2025-02-11_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,yes,5-1 Pass,2025-02-11,1,within_source,1,,meeting_minutes/minutes/2025/2025-02-10/2025-02-11_city-council-meeting.md,
2025-07,2025-02-18,2025-02-18,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 7-6-1 to revise provisions regarding engineering regulations, design standards, construction specifications and traffic control regulations, and variances; by making technical changes; by amending the Code index accordingly and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/32593,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-7.pdf,no,7-0 Pass,2025-02-18,1,high,2,https://www.ogdencity.gov/DocumentCenter/View/32593,meeting_minutes/minutes/2025/2025-02-17/2025-02-18_city-council-meeting.md,"number cited in passing motions on multiple dates: 2025-02-04, 2025-02-18; chose 2025-02-18"
2025-08,2025-03-04,2025-03-04,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2024 to June 30, 2025 by increasing the anticipated revenues for a gross increase of $1,000,000 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $1,000,000 as detailed in the body of this ordinance; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-03-03/2025-03-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-03-04,3,within_source,1,,meeting_minutes/minutes/2025/2025-03-03/2025-03-04_city-council-meeting.md,
2025-09,2025-05-06,2025-05-06,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Subsection 4-6-1.B.7 to revise admission fees for the Eccles Dinosaur Park; to make technical changes; to appropriately amend the index; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-05-05/2025-05-06_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-05-06,7,within_source,1,,meeting_minutes/minutes/2025/2025-05-05/2025-05-06_city-council-meeting.md,
2025-10,2025-05-06,2025-05-06,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 4-6-1.B.9 by repealing and readopting fees for the Marshall N. White Community Center; to make technical changes; to revise the index; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-05-05/2025-05-06_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-05-06,4,within_source,1,,meeting_minutes/minutes/2025/2025-05-05/2025-05-06_city-council-meeting.md,
2025-11,2025-05-06,2025-05-06,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2024 to June 30, 2025 by increasing the anticipated revenues for a gross increase of $161,625 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $161,625 as detailed in the body of this ordinance and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-05-05/2025-05-06_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-05-06,5,within_source,1,,meeting_minutes/minutes/2025/2025-05-05/2025-05-06_city-council-meeting.md,
2025-12,2025-05-20,2025-05-20,"An ordinance of Ogden City amending the budget for the Fiscal Year July 1, 2024 to June 30, 2025 by increasing the anticipated revenues for a gross increase of $118,395,800 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $118,395,800 as detailed in the body of this ordinance and by providing that this ordinance shall become effective immediately upon posting after final passage.",https://www.ogdencity.gov/DocumentCenter/View/33975,2026-07-05,text,reconstructed from meeting_minutes motion text; number corroborated by Recorder Synopsis-of-Ordinance PDF (raw/),raw/synopsis_2025-12.pdf,no,6-0 Pass,2025-05-20,5,high,1,https://www.ogdencity.gov/DocumentCenter/View/33975,meeting_minutes/minutes/2025/2025-05-19/2025-05-20_city-council-meeting.md,
2025-14,2025-06-03,2025-06-03,"An ordinance of Ogden City, Utah, adopting the proposed tentative budget of Ogden City for Fiscal Year 2025-2026.",meeting_minutes/minutes/2025/2025-06-02/2025-06-03_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-06-03,7,within_source,1,,meeting_minutes/minutes/2025/2025-06-02/2025-06-03_city-council-meeting.md,
2025-15,2025-06-17,2025-06-17,"An ordinance of Ogden City amending the budget for the Fiscal year July 1, 2024 to June 30, 2025 by increasing the anticipated revenues for a gross increase of $4,689,300 from sources as detailed in the body of this ordinance; and increasing the appropriations for a gross increase of $4,689,300 as detailed in the body of this ordinance and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-06-16/2025-06-17_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-06-17,2,within_source,1,,meeting_minutes/minutes/2025/2025-06-16/2025-06-17_city-council-meeting.md,
2025-16,2025-06-17,2025-06-17,"An ordinance of Ogden City Utah, approving the Capital Improvement Plan for Ogden City for the Fiscal Years 2026 to 2030 and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-06-16/2025-06-17_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-06-17,4,within_source,1,,meeting_minutes/minutes/2025/2025-06-16/2025-06-17_city-council-meeting.md,
2025-17,2025-06-17,2025-06-17,"An ordinance of Ogden City, Utah, adopting salary schedules for employees of the City; and providing that this ordinance will be effective on July 1, 2025.",meeting_minutes/minutes/2025/2025-06-16/2025-06-17_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-06-17,9,within_source,1,,meeting_minutes/minutes/2025/2025-06-16/2025-06-17_city-council-meeting.md,
2025-18,2025-06-03,2025-06-03,"An ordinance of Ogden City, Utah, amending the Ogden Municipal Code by amending Section 11-6-3 to modify provisions related to hazardous environmental conditions; to make technical changes; to amend the index; and by providing that this ordinance shall become effective immediately upon posting after final passage.",meeting_minutes/minutes/2025/2025-06-02/2025-06-03_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (minutes-derived; NOT independently corroborated),,no,7-0 Pass,2025-06-03,8,within_source,1,,meeting_minutes/minutes/2025/2025-06-02/2025-06-03_city-council-meeting.md,
