year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2025,municipal general,Mayor,,Sandy City Mayor,SAN020,"MONICA ""MONICA Z"" ZOLTANSKI",278,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN020,CYNDI SHARKEY,106,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN020,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN021,"MONICA ""MONICA Z"" ZOLTANSKI",160,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN021,CYNDI SHARKEY,127,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN021,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN022,"MONICA ""MONICA Z"" ZOLTANSKI",123,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN022,CYNDI SHARKEY,67,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN022,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN023,"MONICA ""MONICA Z"" ZOLTANSKI",271,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN023,CYNDI SHARKEY,214,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN023,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN024,"MONICA ""MONICA Z"" ZOLTANSKI",276,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN024,CYNDI SHARKEY,166,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN024,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN025,"MONICA ""MONICA Z"" ZOLTANSKI",360,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN025,CYNDI SHARKEY,161,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN025,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN026,"MONICA ""MONICA Z"" ZOLTANSKI",358,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN026,CYNDI SHARKEY,219,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN026,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN027,"MONICA ""MONICA Z"" ZOLTANSKI",102,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN027,CYNDI SHARKEY,53,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN027,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN028,"MONICA ""MONICA Z"" ZOLTANSKI",106,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN028,CYNDI SHARKEY,86,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN028,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN029,"MONICA ""MONICA Z"" ZOLTANSKI",239,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN029,CYNDI SHARKEY,207,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN029,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN030,"MONICA ""MONICA Z"" ZOLTANSKI",275,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN030,CYNDI SHARKEY,159,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN030,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN031,"MONICA ""MONICA Z"" ZOLTANSKI",233,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN031,CYNDI SHARKEY,112,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN031,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN032,"MONICA ""MONICA Z"" ZOLTANSKI",90,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN032,CYNDI SHARKEY,30,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN032,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN033,"MONICA ""MONICA Z"" ZOLTANSKI",290,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN033,CYNDI SHARKEY,123,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN033,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN034,"MONICA ""MONICA Z"" ZOLTANSKI",256,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN034,CYNDI SHARKEY,192,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN034,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN035,"MONICA ""MONICA Z"" ZOLTANSKI",342,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN035,CYNDI SHARKEY,180,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN035,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN036,"MONICA ""MONICA Z"" ZOLTANSKI",289,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN036,CYNDI SHARKEY,148,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN036,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN037,"MONICA ""MONICA Z"" ZOLTANSKI",280,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN037,CYNDI SHARKEY,160,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN037,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN038,"MONICA ""MONICA Z"" ZOLTANSKI",390,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN038,CYNDI SHARKEY,199,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN038,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN039,"MONICA ""MONICA Z"" ZOLTANSKI",121,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN039,CYNDI SHARKEY,64,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN039,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN040,"MONICA ""MONICA Z"" ZOLTANSKI",195,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN040,CYNDI SHARKEY,108,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN040,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN041,"MONICA ""MONICA Z"" ZOLTANSKI",296,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN041,CYNDI SHARKEY,168,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN041,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN042,"MONICA ""MONICA Z"" ZOLTANSKI",5,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN042,CYNDI SHARKEY,4,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN042,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN043,"MONICA ""MONICA Z"" ZOLTANSKI",362,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN043,CYNDI SHARKEY,161,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN043,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN044,"MONICA ""MONICA Z"" ZOLTANSKI",293,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN044,CYNDI SHARKEY,126,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN044,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN045,"MONICA ""MONICA Z"" ZOLTANSKI",429,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN045,CYNDI SHARKEY,209,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN045,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN046,"MONICA ""MONICA Z"" ZOLTANSKI",229,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN046,CYNDI SHARKEY,122,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN046,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN047,"MONICA ""MONICA Z"" ZOLTANSKI",307,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN047,CYNDI SHARKEY,150,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN047,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN048,"MONICA ""MONICA Z"" ZOLTANSKI",312,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN048,CYNDI SHARKEY,154,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN048,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN049,"MONICA ""MONICA Z"" ZOLTANSKI",119,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN049,CYNDI SHARKEY,114,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN049,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN050,"MONICA ""MONICA Z"" ZOLTANSKI",222,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN050,CYNDI SHARKEY,139,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN050,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN051,"MONICA ""MONICA Z"" ZOLTANSKI",246,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN051,CYNDI SHARKEY,138,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN051,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN052,"MONICA ""MONICA Z"" ZOLTANSKI",143,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN052,CYNDI SHARKEY,116,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN052,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN053,"MONICA ""MONICA Z"" ZOLTANSKI",222,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN053,CYNDI SHARKEY,89,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN053,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN054,"MONICA ""MONICA Z"" ZOLTANSKI",301,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN054,CYNDI SHARKEY,247,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN054,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN055,"MONICA ""MONICA Z"" ZOLTANSKI",203,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN055,CYNDI SHARKEY,201,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN055,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN056,"MONICA ""MONICA Z"" ZOLTANSKI",308,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN056,CYNDI SHARKEY,167,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN056,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN057,"MONICA ""MONICA Z"" ZOLTANSKI",259,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN057,CYNDI SHARKEY,94,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN057,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN058,"MONICA ""MONICA Z"" ZOLTANSKI",294,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN058,CYNDI SHARKEY,164,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN058,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN059,"MONICA ""MONICA Z"" ZOLTANSKI",174,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN059,CYNDI SHARKEY,139,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN059,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN060,"MONICA ""MONICA Z"" ZOLTANSKI",228,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN060,CYNDI SHARKEY,150,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN060,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN061,"MONICA ""MONICA Z"" ZOLTANSKI",247,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN061,CYNDI SHARKEY,161,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN061,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN062,"MONICA ""MONICA Z"" ZOLTANSKI",351,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN062,CYNDI SHARKEY,235,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN062,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN063,"MONICA ""MONICA Z"" ZOLTANSKI",275,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN063,CYNDI SHARKEY,231,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN063,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN064,"MONICA ""MONICA Z"" ZOLTANSKI",195,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN064,CYNDI SHARKEY,155,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN064,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN065,"MONICA ""MONICA Z"" ZOLTANSKI",250,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN065,CYNDI SHARKEY,268,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN065,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN066,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN066,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN066,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN067,"MONICA ""MONICA Z"" ZOLTANSKI",216,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN067,CYNDI SHARKEY,60,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN067,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN068,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN068,CYNDI SHARKEY,1,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN068,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN069,"MONICA ""MONICA Z"" ZOLTANSKI",15,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN069,CYNDI SHARKEY,3,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN069,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN070,"MONICA ""MONICA Z"" ZOLTANSKI",102,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN070,CYNDI SHARKEY,96,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN070,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN071,"MONICA ""MONICA Z"" ZOLTANSKI",4,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN071,CYNDI SHARKEY,2,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN071,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN072,"MONICA ""MONICA Z"" ZOLTANSKI",8,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN072,CYNDI SHARKEY,3,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN072,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN073,"MONICA ""MONICA Z"" ZOLTANSKI",99,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN073,CYNDI SHARKEY,60,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN073,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN074,"MONICA ""MONICA Z"" ZOLTANSKI",6,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN074,CYNDI SHARKEY,3,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN074,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN075,"MONICA ""MONICA Z"" ZOLTANSKI",25,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN075,CYNDI SHARKEY,40,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN075,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN076,"MONICA ""MONICA Z"" ZOLTANSKI",49,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN076,CYNDI SHARKEY,15,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN076,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN077,"MONICA ""MONICA Z"" ZOLTANSKI",35,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN077,CYNDI SHARKEY,28,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN077,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN078,"MONICA ""MONICA Z"" ZOLTANSKI",71,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN078,CYNDI SHARKEY,54,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN078,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN079,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN079,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN079,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN080,"MONICA ""MONICA Z"" ZOLTANSKI",2,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN080,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN080,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN081,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN081,CYNDI SHARKEY,1,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN081,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN082,"MONICA ""MONICA Z"" ZOLTANSKI",107,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN082,CYNDI SHARKEY,47,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN082,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN083,"MONICA ""MONICA Z"" ZOLTANSKI",14,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN083,CYNDI SHARKEY,6,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN083,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN084,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN084,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN084,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN085,"MONICA ""MONICA Z"" ZOLTANSKI",129,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN085,CYNDI SHARKEY,80,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN085,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN086,"MONICA ""MONICA Z"" ZOLTANSKI",2,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN086,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN086,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN087,"MONICA ""MONICA Z"" ZOLTANSKI",7,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN087,CYNDI SHARKEY,4,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN087,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN088,"MONICA ""MONICA Z"" ZOLTANSKI",93,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN088,CYNDI SHARKEY,85,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN088,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN089,"MONICA ""MONICA Z"" ZOLTANSKI",6,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN089,CYNDI SHARKEY,12,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN089,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN090,"MONICA ""MONICA Z"" ZOLTANSKI",7,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN090,CYNDI SHARKEY,8,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN090,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN091,"MONICA ""MONICA Z"" ZOLTANSKI",24,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN091,CYNDI SHARKEY,9,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN091,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN092,"MONICA ""MONICA Z"" ZOLTANSKI",62,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN092,CYNDI SHARKEY,27,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN092,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN901,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN901,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN901,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN902,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN902,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN902,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN903,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN903,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN903,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN904,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN904,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN904,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN905,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN905,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN905,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN906,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN906,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN906,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN907,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN907,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN907,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN908,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN908,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN908,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN909,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN909,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN909,Write-in (unresolved),0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN910,"MONICA ""MONICA Z"" ZOLTANSKI",0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN910,CYNDI SHARKEY,0,False,
2025,municipal general,Mayor,,Sandy City Mayor,SAN910,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,EVAN TOBIN,95,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,BROOKE D'SOUSA,222,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,EVAN TOBIN,7,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,BROOKE D'SOUSA,4,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,EVAN TOBIN,128,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,BROOKE D'SOUSA,269,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,EVAN TOBIN,60,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,BROOKE D'SOUSA,148,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,EVAN TOBIN,65,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,BROOKE D'SOUSA,147,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,EVAN TOBIN,84,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,BROOKE D'SOUSA,188,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN006,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,EVAN TOBIN,9,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,BROOKE D'SOUSA,16,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN007,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,EVAN TOBIN,2,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,BROOKE D'SOUSA,3,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN008,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,EVAN TOBIN,91,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,BROOKE D'SOUSA,168,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN009,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,EVAN TOBIN,75,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,BROOKE D'SOUSA,168,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN010,Write-in (unresolved),0,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,EVAN TOBIN,94,False,
2025,municipal general,Council,At-Large,Sandy City Council At-Large,SAN011,BROOKE D'SOUSA,263,False,
