ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,pmn_notice_id,pmn_notice_url,adoption_date_source,linkage_note
1669,2025-08-19,2025-08-19,Ordinance #1669 — amending Title 19-1-110 of the Draper City Municipal Code to allow employment of relatives of city officers under certain conditions,https://www.utah.gov/pmn/files/1312271.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1669_n1017279_f1312271.pdf,no,5-0 Pass,2025-08-19,4,high,1017279,https://www.utah.gov/pmn/sitemap/notice/1017279.html,pmn-notice,
1670,2025-09-02,2025-09-02,"Ordinance #1670 — amending the text of the Draper City General Plan to add the Draper FrontRunner, Kimball's Lane and Crescent View Station Area Plans",https://www.utah.gov/pmn/files/1318471.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1670_n1020395_f1318471.pdf,yes,5-0 Pass,2025-09-02,2,high,1020395,https://www.utah.gov/pmn/sitemap/notice/1020395.html,pmn-notice,
1671,2025-09-02,2025-09-02,Ordinance #1671,../meeting_minutes/minutes/2025/2025-09-01/2025-09-02_city-council.md,2026-07-13,na,,,no,5-0 Pass,2025-09-02,3,within_source,,,motion,witnessed only by the citing council motion (no PMN notice)
1672,2025-09-02,2025-09-02,"Ordinance #1672 — amending the text of the land use code and development code of the Draper City Municipal Code relating to preschool, limited use",https://www.utah.gov/pmn/files/1318483.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1672_n1020401_f1318483.pdf,yes,5-0 Pass,2025-09-02,4,high,1020401,https://www.utah.gov/pmn/sitemap/notice/1020401.html,pmn-notice,
1673,2025-09-02,2025-09-02,Ordinance #1673 — approving the Big Willow Creek 6th Development Agreement Amendment for Approximately 9.3 acres of property located at approximately 11670 S. Wildrye Field Way within Draper City,https://www.utah.gov/pmn/files/1318529.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1673_n1020403_f1318529.pdf,yes,5-0 Pass,2025-09-02,5,high,1020403,https://www.utah.gov/pmn/sitemap/notice/1020403.html,pmn-notice,
1674,2025-09-02,2025-09-02,"Ordinance #1674 — amending the official land use map of Draper City for approximately 0.27 acres of property from open space/parks to community commercial, located at approximately 687 West 126300 South within Draper City, otherwise known as the City Initiated Concord Properties Land Use Map Amendment",https://www.utah.gov/pmn/files/1318485.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1674_n1020405_f1318485.pdf,yes,5-0 Pass,2025-09-02,6,high,1020405,https://www.utah.gov/pmn/sitemap/notice/1020405.html,pmn-notice,
1675,2025-09-02,2025-09-02,"Ordinance #1675 — amending the official zoning map of Draper City for approximately 0.27 acres of property from RA2 (residential agricultural) to CG (General Commercial), located at approximately 687 West 126300 South within Draper City, otherwise known as the City Initiated Concord Properties Land Use Map Amendment",https://www.utah.gov/pmn/files/1318487.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1675_n1020407_f1318487.pdf,yes,5-0 Pass,2025-09-02,6,high,1020407,https://www.utah.gov/pmn/sitemap/notice/1020407.html,pmn-notice,
1678,2025-10-21,2025-10-21,"Ordinance #1678 — amending the official Zoning Map of Draper City for approximately 0.83 acres of property from RA2 (Residential Agricultural) to RM2 (Multi-family Residential), located at approximately 625 East 11900 South within Draper City, otherwise known as the Kimball's Junction Addition Zoning Map Amendment",https://www.utah.gov/pmn/files/1339841.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1678_n1032189_f1339841.pdf,yes,4-0 Pass,2025-10-21,2,high,1032189,https://www.utah.gov/pmn/sitemap/notice/1032189.html,pmn-notice,
1679,2025-10-21,2025-10-21,"Ordinance #1679 — amending the official Land Use Map of Draper City for approximately 0.83 acres of property from Residential Low/Medium Density to Residential High Density, located at approximately 625 East 11900 South within Draper City, otherwise known as the Kimball's Junction Addition Land Use Map Amendment",https://www.utah.gov/pmn/files/1339847.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1679_n1032195_f1339847.pdf,yes,4-0 Pass,2025-10-21,2,high,1032195,https://www.utah.gov/pmn/sitemap/notice/1032195.html,pmn-notice,
1680,2025-10-07,2025-10-07,Ordinance #1680 — approving an amendment to Draper City Code Sections 7-11-010 and 7-11-030 regarding solid waste and recyclable material collection services on private streets in Draper City,https://www.utah.gov/pmn/files/1333601.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1680_n1028727_f1333601.pdf,no,5-0 Pass,2025-10-07,4,high,1028727,https://www.utah.gov/pmn/sitemap/notice/1028727.html,pmn-notice,
1681,2025-10-21,2025-10-21,"Ordinance #1681 — dissolving the Draper Gateway Community Development Project Area adopted by the City Council of Draper City, Utah",https://www.utah.gov/pmn/files/1341479.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1681_n1033031_f1341479.pdf,no,4-0 Pass,2025-10-21,4,high,1033031,https://www.utah.gov/pmn/sitemap/notice/1033031.html,pmn-notice,
1682,2025-11-18,2025-11-18,Ordinance #1682 — amending titles 7 and 10 of the draper city municipal code regarding the requirements for fire sprinklers under the draper city fire and construction codes,https://www.utah.gov/pmn/files/1354887.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1682_n1020399_f1354887.pdf,no,5-0 Pass,2025-11-18,9,high,1020399,https://www.utah.gov/pmn/sitemap/notice/1020399.html,pmn-notice,
1683,2025-11-18,2025-11-18,"Ordinance #1683 — amending the official zoning map of draper city for approximately 2.28 acres of property from ra1 (residential agricultural) to ra2 (residential agricultural), located at approximately 1360 east 13200 south and 13239 south 1300 east within draper city, otherwise known as the plummer zoning map amend",https://www.utah.gov/pmn/files/1354897.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1683_n1039841_f1354897.pdf,yes,5-0 Pass,2025-11-18,5,high,1039841,https://www.utah.gov/pmn/sitemap/notice/1039841.html,pmn-notice,
1684,2025-11-18,2025-11-18,"Ordinance #1684 — amending the official zoning map of draper city for approximately 0.89 acres of property from ra2 (residential agricultural) to r3 (single family residential), located at approximately 1394 east 12900 south within draper city, otherwise known as the Fetzer zoning map amendment",https://www.utah.gov/pmn/files/1354903.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1684_n1039845_f1354903.pdf,yes,5-0 Pass,2025-11-18,6,high,1039845,https://www.utah.gov/pmn/sitemap/notice/1039845.html,pmn-notice,
1685,2025-11-18,2025-11-18,"Ordinance #1685 — amending the official land use map of draper city for approximately 0.89 acres of property from residential low/medium density to residential medium density, located at approximately 1394 east 12900 south within draper city, otherwise known as the Fetzer zoning map amendment",https://www.utah.gov/pmn/files/1354905.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1685_n1039847_f1354905.pdf,yes,5-0 Pass,2025-11-18,6,high,1039847,https://www.utah.gov/pmn/sitemap/notice/1039847.html,pmn-notice,
1686,2025-12-02,2025-12-02,"Ordinance #1686 — Amending the Official Zoning Map of Draper City for Approximately 19,621 Square Feet of Property from Ra1 (Residential Agricultural, 40,000 Square Foot Lot Minimum) To R3 (Single Family Residential, 13,000 Square Foot Minimum) Zone for the Property Located at Approximately 11730 S. 700 West within D",https://www.utah.gov/pmn/files/1361748.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1686_n1043562_f1361748.pdf,yes,4-0 Pass,2025-12-02,6,high,1043562,https://www.utah.gov/pmn/sitemap/notice/1043562.html,pmn-notice,
1687,2025-12-02,2025-12-02,"Ordinance #1687 — amending the official land use map of draper city for approximately 19,621 square feet of property from residential low/medium density to residential medium density, located at approximately 11730 s. 700 west within Draper City, otherwise known as the Huber Land Use Amendment",https://www.utah.gov/pmn/files/1361752.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1687_n1043564_f1361752.pdf,yes,4-0 Pass,2025-12-02,6,high,1043564,https://www.utah.gov/pmn/sitemap/notice/1043564.html,pmn-notice,
1688,2025-12-16,2025-12-16,Ordinance #1688 — amending the Official Land Use Map of Draper City for approximately 17.88 acres of property located at approximately 13782 S. 300 E. Known as the Bangerter Crossroads Land Use Map Amendments,https://www.utah.gov/pmn/files/1368411.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1688_n1046805_f1368411.pdf,yes,4-0 Pass,2025-12-16,2,high,1046805,https://www.utah.gov/pmn/sitemap/notice/1046805.html,pmn-notice,also noticed: 1078277
1689,2025-12-16,2025-12-16,Ordinance #1689 — amending the Official Zoning Map of Draper City for approximately 17.88 acres of property located at approximately 13782 S. 300 E. Known as the Bangerter Crossroads Zoning Map Amendments,https://www.utah.gov/pmn/files/1368421.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1689_n1046809_f1368421.pdf,yes,4-0 Pass,2025-12-16,2,high,1046809,https://www.utah.gov/pmn/sitemap/notice/1046809.html,pmn-notice,also noticed: 1078281
1690,2025-12-16,2025-12-16,Ordinance #1690 — amending the Official Land Use Map of Draper City for approximately 1.44 acres of property located at approximately 231 E. 13800 S. known as the Openshaw Draper 138 Land Use Map Amendments,https://www.utah.gov/pmn/files/1368423.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1690_n1046813_f1368423.pdf,yes,4-0 Pass,2025-12-16,3,high,1046813,https://www.utah.gov/pmn/sitemap/notice/1046813.html,pmn-notice,also noticed: 1078283
1691,2025-12-16,2025-12-16,Ordinance #1691 — amending the Official Zoning Map of Draper City for approximately 1.44 acres of property located at approximately 231 E. 13800 S. known as the Openshaw Draper 138 Zoning Map Amendments,https://www.utah.gov/pmn/files/1368455.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1691_n1046829_f1368455.pdf,yes,4-0 Pass,2025-12-16,3,high,1046829,https://www.utah.gov/pmn/sitemap/notice/1046829.html,pmn-notice,also noticed: 1078285
1692,2025-12-02,2025-12-02,"Ordinance #1692 — amending the text of the draper city general plan to amend the draper Frontrunner, Kimballs Lane, and Crescent View Station Area Plans",https://www.utah.gov/pmn/files/1361754.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1692_n1043566_f1361754.pdf,yes,4-0 Pass,2025-12-02,2,high,1043566,https://www.utah.gov/pmn/sitemap/notice/1043566.html,pmn-notice,
1693,2025-12-02,2025-12-02,Ordinance #1693 — amending the text of the land use and development code (title 9) and the land development code (title 17) of the draper city municipal code relating to boundary adjustments,https://www.utah.gov/pmn/files/1361762.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1693_n1043572_f1361762.pdf,yes,4-0 Pass,2025-12-02,3,high,1043572,https://www.utah.gov/pmn/sitemap/notice/1043572.html,pmn-notice,
1694,2025-12-02,2025-12-02,Ordinance #1694 — amending the draper city general plan to add the water use and preservation element as chapter 7,https://www.utah.gov/pmn/files/1361764.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1694_n1043578_f1361764.pdf,yes,4-0 Pass,2025-12-02,4,high,1043578,https://www.utah.gov/pmn/sitemap/notice/1043578.html,pmn-notice,
1695,2025-12-16,2025-12-16,Ordinance #1695 — amending Title 7 of the Draper City Municipal Code establishing the Wildland Urban Interface Area,https://www.utah.gov/pmn/files/1368465.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1695_n1046835_f1368465.pdf,no,4-0 Pass,2025-12-16,5,high,1046835,https://www.utah.gov/pmn/sitemap/notice/1046835.html,pmn-notice,
1696,2025-12-16,2025-12-16,"Ordinance #1696 — amending the text of Titles 9, 10, 17, and 18 of the Draper City Municipal Code related to the Geologic Hazards Ordinance. Known as the City Initiated Geologic Hazards Ordinance Text Amendment",https://www.utah.gov/pmn/files/1368467.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1696_n1046837_f1368467.pdf,no,4-0 Pass,2025-12-16,4,high,1046837,https://www.utah.gov/pmn/sitemap/notice/1046837.html,pmn-notice,
1697,2026-01-20,2026-01-20,"Ordinance #1697 — amending the Official Zoning Map of Draper City for Approximately 1.04 Acres of Property from RA1 (Residential Agricultural) To R3 (Single-Family Residential), located at Approximately 283 E. Tanager Ln. within Draper City, otherwise known as The Butler Zoning Map Amendment",https://www.utah.gov/pmn/files/1379913.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1697_n1053725_f1379913.pdf,yes,4-0 Pass,2026-01-20,5,high,1053725,https://www.utah.gov/pmn/sitemap/notice/1053725.html,pmn-notice,
1698,2026-01-06,2026-01-06,"Ordinance #1698 — amending Title 3, Chapter 5 of the Draper City Municipal Code to consolidate the Community Engagement Committee and the Special Event Arena Committee into the Community Engagement and Events Committee",https://www.utah.gov/pmn/files/1374111.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1698_n1050625_f1374111.pdf,no,,2026-01-06,,low,1050625,https://www.utah.gov/pmn/sitemap/notice/1050625.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1698 (consent/unattributed item)
1699,2026-02-03,2026-02-03,"Ordinance #1699 — amending the Official Land Use Map of Draper City for approximately 13,393 square feet of property from residential low/medium density to residential medium density, located at approximately 693 e. 13800 south; and approximately 23,522 square feet of property from residential medium density to resid",https://www.utah.gov/pmn/files/1387561.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1699_n1057575_f1387561.pdf,yes,4-0 Pass,2026-02-03,4,high,1057575,https://www.utah.gov/pmn/sitemap/notice/1057575.html,pmn-notice,
1700,2026-02-03,2026-02-03,"Ordinance #1700 — amending the Official Zoning Map of Draper City for approximately 13,393 square feet of property from RA1 (residential agricultural, 40,000 square foot lot minimum) to R3 (single family residential, 13,000 square foot minimum), located at approximately 693 E. 13800 S.; and approximately 44,542 squar",https://www.utah.gov/pmn/files/1387565.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1700_n1057577_f1387565.pdf,yes,4-0 Pass,2026-02-03,4,high,1057577,https://www.utah.gov/pmn/sitemap/notice/1057577.html,pmn-notice,
1701,2026-02-17,2026-02-17,"Ordinance #1701 — amending the text of titles 9, 11, and 17 of the Draper City Municipal Code in order to update references to Utah state code",https://www.utah.gov/pmn/files/1394131.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1701_n1060929_f1394131.pdf,no,4-0 Pass,2026-02-17,3,high,1060929,https://www.utah.gov/pmn/sitemap/notice/1060929.html,pmn-notice,
1702,2026-02-17,2026-02-17,"Ordinance #1702 — amending the text of titles 2, 3, 6, 8, 9, and 17 of the Draper City Municipal Code related to variances and land use appeals",https://www.utah.gov/pmn/files/1394133.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1702_n1060931_f1394133.pdf,yes,4-0 Pass,2026-02-17,3,high,1060931,https://www.utah.gov/pmn/sitemap/notice/1060931.html,pmn-notice,
1703,2026-02-17,2026-02-17,Ordinance #1703 — amending the text of title 9 of the Draper City Municipal Code related to public access amenities,https://www.utah.gov/pmn/files/1394135.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1703_n1060933_f1394135.pdf,no,4-0 Pass,2026-02-17,3,high,1060933,https://www.utah.gov/pmn/sitemap/notice/1060933.html,pmn-notice,
1704,2026-02-17,2026-02-17,Ordinance #1704 — amending the text of title 9 of the Draper City Municipal Code related to residential parking requirements,https://www.utah.gov/pmn/files/1394137.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1704_n1060935_f1394137.pdf,no,4-0 Pass,2026-02-17,3,high,1060935,https://www.utah.gov/pmn/sitemap/notice/1060935.html,pmn-notice,
1705,2026-02-17,2026-02-17,Ordinance #1705 — adjusting the common boundaries between Draper City and Highland City,https://www.utah.gov/pmn/files/1394139.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1705_n1060937_f1394139.pdf,no,4-0 Pass,2026-02-17,4,high,1060937,https://www.utah.gov/pmn/sitemap/notice/1060937.html,pmn-notice,
1706,2026-03-03,2026-03-03,"Ordinance #1706 — Amending the official Land Use Map of Draper City by removing from the map approximately 0.25 acres of property located at approximately 16199 South 3300 East Within Draper City, known as the City initiated Highland Boundary Adjustment Land Use Map Amendment",https://www.utah.gov/pmn/files/1399899.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1706_n1063717_f1399899.pdf,yes,4-0 Pass,2026-03-03,3,high,1063717,https://www.utah.gov/pmn/sitemap/notice/1063717.html,pmn-notice,
1707,2026-03-03,2026-03-03,"Ordinance #1707 — Amending the official Zoning Map of Draper City by removing from the map approximately 0.25 acres of property located at approximately 16199 South 3300 East Within Draper City, known as the City initiated Highland Boundary Adjustment Zoning Map Amendment",https://www.utah.gov/pmn/files/1399907.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1707_n1063721_f1399907.pdf,yes,4-0 Pass,2026-03-03,3,high,1063721,https://www.utah.gov/pmn/sitemap/notice/1063721.html,pmn-notice,
1708,2026-03-24,2026-03-24,Ordinance #1708 — Approving the Kimballs Junction Development Agreement Amendment for approximately 21 acres of propery located at approximately 632 E Kimballs Ln within Draper City,https://www.utah.gov/pmn/files/1410081.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1708_n1068687_f1410081.pdf,yes,4-0 Pass,2026-03-24,4,high,1068687,https://www.utah.gov/pmn/sitemap/notice/1068687.html,pmn-notice,
1709,2026-03-24,2026-03-24,"Ordinance #1709 — Amending the Official Land Use Map of Draper City for approximately 2.03 acres of property from Residential Medium Density to Residential High Density, located at approximately 791 East 12200 South within Draper City, otherwise known as Fratto Farms Land Use Map Amendment",https://www.utah.gov/pmn/files/1410083.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1709_n1068689_f1410083.pdf,yes,4-0 Pass,2026-03-24,5,high,1068689,https://www.utah.gov/pmn/sitemap/notice/1068689.html,pmn-notice,
1710,2026-03-24,2026-03-24,"Ordinance #1710 — Amending the Official Zoning Map of Draper City for approximately 2.03 acres of property from RA2 (Residential Agricultural) to RM2 (Multiple-Family Residential), located at approximately 791 East 12200 South within Draper City, otherwise known as Fratto Farms Zoning Map Amendment",https://www.utah.gov/pmn/files/1410087.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1710_n1068693_f1410087.pdf,yes,4-0 Pass,2026-03-24,5,high,1068693,https://www.utah.gov/pmn/sitemap/notice/1068693.html,pmn-notice,
1711,2026-03-24,2026-03-24,Ordinance #1711 — Approving the Fratto Farms Development Agreement for approximately 2.03 acres of property located at approximately 2635 East 15040 South within Draper City,https://www.utah.gov/pmn/files/1410089.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1711_n1068695_f1410089.pdf,yes,4-0 Pass,2026-03-24,5,high,1068695,https://www.utah.gov/pmn/sitemap/notice/1068695.html,pmn-notice,
1712,2026-04-07,2026-04-07,Ordinance #1712 — Adjusting the common boundaries between Draper City and Alpine City,https://www.utah.gov/pmn/files/1415547.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1712_n1071495_f1415547.pdf,no,3-0 Pass,2026-04-07,9,high,1071495,https://www.utah.gov/pmn/sitemap/notice/1071495.html,pmn-notice,
1713,2026-04-07,2026-04-07,"Ordinance #1713 — Amending the Official Land Use Map of Draper City by removing from the map approximately 0.45 acres of property located at approximately 16001 South 3500 East within Draper City, otherwise known as the City Initiated Alpine-Draper Boundary Adjustment Land Use Map Amendment",https://www.utah.gov/pmn/files/1415591.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1713_n1071531_f1415591.pdf,yes,3-0 Pass,2026-04-07,10,high,1071531,https://www.utah.gov/pmn/sitemap/notice/1071531.html,pmn-notice,
1714,2026-04-07,2026-04-07,"Ordinance #1714 — Amending the Official Zoning Map of Draper City by removing from the map approximately 0.45 acres of property located at approximately 16001 South 3500 East within Draper City, otherwise known as the City Initiated Alpine-Draper Boundary Adjustment Zoning Map Amendment",https://www.utah.gov/pmn/files/1415593.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1714_n1071533_f1415593.pdf,yes,3-0 Pass,2026-04-07,10,high,1071533,https://www.utah.gov/pmn/sitemap/notice/1071533.html,pmn-notice,
1715,2026-04-07,2026-04-07,Ordinance #1715 — Amending the text of the Land Use and Development Code of the Draper Municipal Code relating to Private Schools,https://www.utah.gov/pmn/files/1415549.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1715_n1071497_f1415549.pdf,yes,3-0 Pass,2026-04-07,8,high,1071497,https://www.utah.gov/pmn/sitemap/notice/1071497.html,pmn-notice,
1716,2026-04-07,2026-04-07,Ordinance #1716 — Approving the Openshaw Corner Development Agreement for approximately 1.44 acres of property located at approximately 207 East 13800 South within Draper City,https://www.utah.gov/pmn/files/1415551.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1716_n1071499_f1415551.pdf,yes,3-0 Pass,2026-04-07,4,high,1071499,https://www.utah.gov/pmn/sitemap/notice/1071499.html,pmn-notice,also noticed: 1078289
1717,2026-04-07,2026-04-07,Ordinance #1717 — Approving the Bangerter Crossroads Development Agreement for approximately 17.88 acres of property located at approximately 13782 South 300 East within Draper City,https://www.utah.gov/pmn/files/1415563.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1717_n1071505_f1415563.pdf,yes,3-0 Pass,2026-04-07,7,high,1071505,https://www.utah.gov/pmn/sitemap/notice/1071505.html,pmn-notice,also noticed: 1078293
1718,2026-06-09,2026-06-09,"Ordinance #1718 — amending the official zoning map of Draper City for approximately 0.33 acres of property from RA1 (Residential Agriculture) to R3 (Single-Family Residential), located at approximately 12738 S. 300 E. within Draper City, otherwise known as the Nielsen Zoning Map Amendment",https://www.utah.gov/pmn/files/1446777.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1718_n1087971_f1446777.pdf,yes,5-0 Pass,2026-06-09,5,high,1087971,https://www.utah.gov/pmn/sitemap/notice/1087971.html,pmn-notice,"multiple motions cite 1718 on 2026-06-09 (3,5); kept the final approving motion"
1719,2026-06-09,2026-06-09,Ordinance #1719 — amending a Master Area Plan per the Land Use and Development Code of the Draper City Municipal Code regarding the Veranda West Master Area Plan,https://www.utah.gov/pmn/files/1446789.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1719_n1087977_f1446789.pdf,yes,5-0 Pass,2026-06-09,4,high,1087977,https://www.utah.gov/pmn/sitemap/notice/1087977.html,pmn-notice,
1720,2026-06-09,2026-06-09,"Ordinance #1720 — amending the text of the Land Use and Development Code of the Draper City Municipal Code Section 9-14-110, Exhibit 9-14-1, regarding the Veranda West Master Area Plan TSD Sub-Zone Designation Map",https://www.utah.gov/pmn/files/1446795.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1720_n1087981_f1446795.pdf,yes,5-0 Pass,2026-06-09,4,high,1087981,https://www.utah.gov/pmn/sitemap/notice/1087981.html,pmn-notice,
1722,2026-06-09,2026-06-09,Ordinance #1722 — amending the Compensation Schedule for Draper City's Statutory Officers for Fiscal Year 2026-2027,https://www.utah.gov/pmn/files/1446797.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1722_n1087983_f1446797.pdf,no,5-0 Pass,2026-06-09,11,high,1087983,https://www.utah.gov/pmn/sitemap/notice/1087983.html,pmn-notice,
1723,2026-06-09,2026-06-09,Ordinance #1723 — adopting Updated Water Rates for Culinary Water Customers serviced by Draper City,https://www.utah.gov/pmn/files/1446801.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1723_n1087987_f1446801.pdf,no,5-0 Pass,2026-06-09,12,high,1087987,https://www.utah.gov/pmn/sitemap/notice/1087987.html,pmn-notice,
1724,2026-06-09,2026-06-09,"Ordinance #1724 — amending the Official Land Use Map of Draper City by adding to the map approximately 0.31 acres of property located at approximately 16377 South Suncrest Drive within Draper City, otherwise known as the City Initiated Draper-Highland Boundary Adjustment #2 Land Use Map Amendment",https://www.utah.gov/pmn/files/1446805.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1724_n1087993_f1446805.pdf,yes,,2026-06-09,,low,1087993,https://www.utah.gov/pmn/sitemap/notice/1087993.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1724 (consent/unattributed item)
1725,2026-06-09,2026-06-09,"Ordinance #1725 — amending the Official Zoning Map of Draper City by adding to the map approximately 0.31 acres of property located at approximately 16377 South Suncrest Drive within Draper City, otherwise known as the City Initiated Draper-Highland Boundary Adjustment #2 Zoning Map Amendment",https://www.utah.gov/pmn/files/1446809.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1725_n1087997_f1446809.pdf,yes,,2026-06-09,,low,1087997,https://www.utah.gov/pmn/sitemap/notice/1087997.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1725 (consent/unattributed item)
1726,2026-07-07,2026-07-07,Ordinance #1726 — amending the text of Titles 9 and 7 of the Draper Municipal Code related to corner lots,https://www.utah.gov/pmn/files/1459785.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1726_n1094459_f1459785.pdf,no,,,,none,1094459,https://www.utah.gov/pmn/sitemap/notice/1094459.html,pmn-notice,council minutes for the stated adoption date are unrecovered/withheld (see meeting_minutes/minutes_unrecovered.csv) — no motion extractable; the notice independently witnesses the lost meeting's action
