date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,document_id,sha256,filer_type,has_text,has_itemized
2024-01-31,"Rider, Erin",Mayor,,2024,interim,Year End Report,"Rider, Erin (Salt Lake County Mayor) — Year End Report",https://ecf-api.easyvoteapp.com/documents/5A1FD258-A9D8-44A5-B32D-58B7247927EB/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Rider-Erin__5A1FD258.pdf,easyvote,5A1FD258-A9D8-44A5-B32D-58B7247927EB,52dceefe939b9cffce5f19da4912c84448372eb081b57bc9e1fb39c3ef1135ec,Campaign,no,no
2024-04-05,"Rider, Erin",Mayor,,2024,interim,County and Local School Board Financial Disclosure Form,"Rider, Erin (Salt Lake County Mayor) — County and Local School Board Financial Disclosure Form",https://ecf-api.easyvoteapp.com/documents/88AE8B43-0A65-489B-B2B9-5398B1203682/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Rider-Erin__88AE8B43.pdf,easyvote,88AE8B43-0A65-489B-B2B9-5398B1203682,1e650527fd796f060cd4c13228abdedbfec22aa2b27710150afd312a2ca5759e,Campaign,no,yes
2024-10-29,"Rider, Erin",Mayor,,2024,interim,29 OCT 24,"Rider, Erin (Salt Lake County Mayor) — 29 OCT 24",https://ecf-api.easyvoteapp.com/documents/9C920341-24F8-4A15-A21F-3D3D779A49B7/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Rider-Erin__9C920341.pdf,easyvote,9C920341-24F8-4A15-A21F-3D3D779A49B7,9063c5a6b9672acb745b1c918194b3fe5952c8cd20d0c48a5b35820b9e97bcc7,Campaign,no,yes
2024-06-18,"Rider, Erin",Mayor,,2024,interim,Erin Rider 18 JUNE 24 Report,"Rider, Erin (Salt Lake County Mayor) — Erin Rider 18 JUNE 24 Report",https://ecf-api.easyvoteapp.com/documents/9D09F3A8-8534-4568-9F47-62C8026ACEA7/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Rider-Erin__9D09F3A8.pdf,easyvote,9D09F3A8-8534-4568-9F47-62C8026ACEA7,76f948fb3ad8b49e72484670b23f5e4f40492f23c5f66738a20a36c7bb529700,Campaign,no,yes
2024-01-26,"Rivera, Rosie",Sheriff,,2024,interim,2023 End of Year Report,"Rivera, Rosie (Salt Lake County Sheriff) — 2023 End of Year Report",https://ecf-api.easyvoteapp.com/documents/17C4FB45-371C-4629-A0B5-022A613BC94B/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Rivera-Rosie__17C4FB45.pdf,easyvote,17C4FB45-371C-4629-A0B5-022A613BC94B,94af0046307ffc1365e1327b625776c1c01ce7521c2c2cb3d8059604a5f1b7e7,Incumbent,no,no
2025-01-30,"Rivera, Rosie",Sheriff,,2024,interim,2024 End of Year Financial Disclosure,"Rivera, Rosie (Salt Lake County Sheriff) — 2024 End of Year Financial Disclosure",https://ecf-api.easyvoteapp.com/documents/1D42F17C-FBE9-4863-A3E3-88DF6DEA5ED5/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Rivera-Rosie__1D42F17C.pdf,easyvote,1D42F17C-FBE9-4863-A3E3-88DF6DEA5ED5,41187bd5ff0b73b99b8c76a5b0212088f2d363c393ca89d41067d07b2aa2edd7,Incumbent,no,no
2024-09-16,"Robinson, Zach",County Council,District 6,2024,interim,votezachrobinson@gmail.com,"Robinson, Zach (Salt Lake County Council District 6) — votezachrobinson@gmail.com",https://ecf-api.easyvoteapp.com/documents/02810B0E-25D7-4321-A417-9330522AB1F5/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Robinson-Zach__02810B0E.pdf,easyvote,02810B0E-25D7-4321-A417-9330522AB1F5,4144bb271bd606e3ca9fe61fb539bfe1386edd3f8bef18e3bfef438a656b6879,Campaign,no,yes
2024-10-29,"Robinson, Zach",County Council,District 6,2024,interim,Oct report,"Robinson, Zach (Salt Lake County Council District 6) — Oct report",https://ecf-api.easyvoteapp.com/documents/039CC3A9-6D26-4A56-B857-FB322DB420B4/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Robinson-Zach__039CC3A9.pdf,easyvote,039CC3A9-6D26-4A56-B857-FB322DB420B4,98f2c0cc757e7512c0cd630225496de50dd4cabf5c691bac2a6255f0cf0583ab,Campaign,no,yes
2025-01-15,"Robinson, Zach",County Council,District 6,2024,interim,Year end 2024,"Robinson, Zach (Salt Lake County Council District 6) — Year end 2024",https://ecf-api.easyvoteapp.com/documents/4897ED16-DDE7-4F82-82AB-E16B303B5FCD/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Robinson-Zach__4897ED16.pdf,easyvote,4897ED16-DDE7-4F82-82AB-E16B303B5FCD,a00df9798fa9dc272e9d4be2d92ca6b30782745e2e4a65a8d00fe1e75ee6475a,Campaign,no,yes
2024-04-03,"Robinson, Zach",County Council,District 6,2024,interim,Robinson April 5th Report,"Robinson, Zach (Salt Lake County Council District 6) — Robinson April 5th Report",https://ecf-api.easyvoteapp.com/documents/48D800A1-4E11-4E83-86F7-228595E98606/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Robinson-Zach__48D800A1.pdf,easyvote,48D800A1-4E11-4E83-86F7-228595E98606,2a6edd192cd5a3cafbb8f764b32888bd72f7372729ad50383922ce600a8171ba,Campaign,no,yes
2024-06-18,"Robinson, Zach",County Council,District 6,2024,interim,votezachrobinson@gmail.com,"Robinson, Zach (Salt Lake County Council District 6) — votezachrobinson@gmail.com",https://ecf-api.easyvoteapp.com/documents/92CF175F-AC8E-4A9B-97F2-DEEE64EC215D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Robinson-Zach__92CF175F.pdf,easyvote,92CF175F-AC8E-4A9B-97F2-DEEE64EC215D,1221828784b08e2b23e326c9a89973feacd3f7c4ba664f2c3b36fb7760198d8c,Campaign,no,yes
2024-01-10,"Robinson, Zach",County Council,District 6,2024,interim,votezachrobinson@gmail.com,"Robinson, Zach (Salt Lake County Council District 6) — votezachrobinson@gmail.com",https://ecf-api.easyvoteapp.com/documents/C9F280D9-13DA-4698-AB54-288CDBC25F09/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Robinson-Zach__C9F280D9.pdf,easyvote,C9F280D9-13DA-4698-AB54-288CDBC25F09,9f0d29c464e0784d12df3c2ced58fefe7d25e1c38b3affa3270d221047ff4847,Campaign,no,yes
2024-04-03,"Romero, Ross",County Council,District 4,2024,interim,April 5th 2024,"Romero, Ross (Salt Lake County Council District 4) — April 5th 2024",https://ecf-api.easyvoteapp.com/documents/29E80F5D-D6EE-43F5-9DE3-FA178249F477/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Romero-Ross__29E80F5D.pdf,easyvote,29E80F5D-D6EE-43F5-9DE3-FA178249F477,8e49e13d7a13da6bc1a2089b50109cd500fb5d4ea15265825b8f8dcb76e33ce5,Officeholder,no,yes
2024-09-16,"Romero, Ross",County Council,District 4,2024,interim,August 1,"Romero, Ross (Salt Lake County Council District 4) — August 1",https://ecf-api.easyvoteapp.com/documents/3CCA7B98-B7ED-4F60-A614-98305D6A62D0/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Romero-Ross__3CCA7B98.pdf,easyvote,3CCA7B98-B7ED-4F60-A614-98305D6A62D0,44cd8804b056d36e8eb4f922b75529149bd60069b07f5b50e21389865cd0bb16,Officeholder,no,yes
2024-10-29,"Romero, Ross",County Council,District 4,2024,interim,October  29,"Romero, Ross (Salt Lake County Council District 4) — October  29",https://ecf-api.easyvoteapp.com/documents/606C3E5A-171B-462D-BA03-B4A4F8D3D0C2/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Romero-Ross__606C3E5A.pdf,easyvote,606C3E5A-171B-462D-BA03-B4A4F8D3D0C2,37dcde1e0ff621743d64bf9cf9344df957df34f5567bde73b381cd5295d56eb2,Officeholder,no,yes
2024-01-29,"Romero, Ross",County Council,District 4,2024,interim,January 31 2024 ,"Romero, Ross (Salt Lake County Council District 4) — January 31 2024",https://ecf-api.easyvoteapp.com/documents/BC896153-A476-41FF-AE8F-611C1870013A/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Romero-Ross__BC896153.pdf,easyvote,BC896153-A476-41FF-AE8F-611C1870013A,edee425e9007dcc8f39a9560dd55fdc7bbff29cf3c74207c51ed080ea843c468,Officeholder,no,yes
2025-01-27,"Romero, Ross",County Council,District 4,2024,interim,EOY 2024,"Romero, Ross (Salt Lake County Council District 4) — EOY 2024",https://ecf-api.easyvoteapp.com/documents/EB2B591E-FB3B-42F2-A502-C7F77AA3AF94/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Romero-Ross__EB2B591E.pdf,easyvote,EB2B591E-FB3B-42F2-A502-C7F77AA3AF94,08ae16154f2d561ac00b8d9e99c5b2a5d20300eb293e80328b9757818e77afe0,Officeholder,no,yes
2024-06-18,"Romero, Ross",County Council,District 4,2024,interim,June 18 2024,"Romero, Ross (Salt Lake County Council District 4) — June 18 2024",https://ecf-api.easyvoteapp.com/documents/F5C67942-DE54-4873-8CEB-10E665A0CA80/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Romero-Ross__F5C67942.pdf,easyvote,F5C67942-DE54-4873-8CEB-10E665A0CA80,e3f3ca8fbcbe8eea4895c6487b64ddee398aa188fc6496deff116d73b77cbb35,Officeholder,no,yes
2025-06-06,"Salazar, Nate",County Council,District 1,2024,interim,Nate Salazar Financial Disclosure Form,"Salazar, Nate (Salt Lake County Council District 1) — Nate Salazar Financial Disclosure Form",https://ecf-api.easyvoteapp.com/documents/EACDCF8F-C22D-4A29-919A-BABD9F511AE1/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Salazar-Nate__EACDCF8F.pdf,easyvote,EACDCF8F-C22D-4A29-919A-BABD9F511AE1,098635773350c26483186242b9ec2cbaca50d263afa2179a7eaaec5466d575bb,Campaign,no,yes
2025-06-12,"Sanchez, Paul",County Council,District 1,2024,interim,Midterm Vacancy,"Sanchez, Paul (Salt Lake County Council District 1) — Midterm Vacancy",https://ecf-api.easyvoteapp.com/documents/0EFB15FB-BB72-48C4-B1AF-BECF8772B6D8/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Sanchez-Paul__0EFB15FB.pdf,easyvote,0EFB15FB-BB72-48C4-B1AF-BECF8772B6D8,df5ee3c292aed51e1dd1853b06693a50ff597cd0a39fd6a0e1ba11d68047b41f,Campaign,no,no
2024-06-20,"Settterberg, Kent",Surveyor,,2024,interim,2nd Amended 6/18/2024 report,"Settterberg, Kent (Salt Lake County Surveyor) — 2nd Amended 6/18/2024 report",https://ecf-api.easyvoteapp.com/documents/05E9EED2-A773-4DFD-BFA7-A21ABACA3ED4/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__05E9EED2.pdf,easyvote,05E9EED2-A773-4DFD-BFA7-A21ABACA3ED4,2d4fd8f06bb88a525935b1c0691e190ee430d7500f8dc36118aeea0b1635d044,Candidate,no,yes
2024-06-19,"Settterberg, Kent",Surveyor,,2024,interim,Amended 6/18/2024 report,"Settterberg, Kent (Salt Lake County Surveyor) — Amended 6/18/2024 report",https://ecf-api.easyvoteapp.com/documents/145873E6-5F7B-4060-BD13-8F4399B8F5F1/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__145873E6.pdf,easyvote,145873E6-5F7B-4060-BD13-8F4399B8F5F1,91cdff7a64cc33ce4c9a0731cf4b1640320ddc847a6c0848a08ceacc006ddc9f,Candidate,no,no
2024-06-18,"Settterberg, Kent",Surveyor,,2024,interim,County and Local School Board Financial Disclosure Form,"Settterberg, Kent (Salt Lake County Surveyor) — County and Local School Board Financial Disclosure Form",https://ecf-api.easyvoteapp.com/documents/5E93A88F-5EA0-4AE5-BEDB-AB93F54C4C17/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__5E93A88F.pdf,easyvote,5E93A88F-5EA0-4AE5-BEDB-AB93F54C4C17,2458524e41aa3de995dfd6fe8c19d035e23972917aac438a490d665441ff7cde,Candidate,no,no
2025-01-07,"Settterberg, Kent",Surveyor,,2024,interim,Dec 2024,"Settterberg, Kent (Salt Lake County Surveyor) — Dec 2024",https://ecf-api.easyvoteapp.com/documents/78044AA4-D4A8-4E57-A460-952E3A140880/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__78044AA4.pdf,easyvote,78044AA4-D4A8-4E57-A460-952E3A140880,8005fc64084ae4c6bd7e38a8acf1df1dc1bc136c09575617d59f9e5a7c1bf5fe,Candidate,no,yes
2024-09-16,"Settterberg, Kent",Surveyor,,2024,interim,September County and Local School Board Financial Disclosure Form,"Settterberg, Kent (Salt Lake County Surveyor) — September County and Local School Board Financial Disclosure Form",https://ecf-api.easyvoteapp.com/documents/8F7BFBAF-7EAB-4FF8-A6BC-2FFC51335AED/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__8F7BFBAF.pdf,easyvote,8F7BFBAF-7EAB-4FF8-A6BC-2FFC51335AED,57aef6e7aebc5b124f69f57b59e2b296ae611f181b0ecabb69c2568e225c718f,Candidate,no,yes
2024-04-01,"Settterberg, Kent",Surveyor,,2024,interim,County and Local School Board Financial Disclosure Form,"Settterberg, Kent (Salt Lake County Surveyor) — County and Local School Board Financial Disclosure Form",https://ecf-api.easyvoteapp.com/documents/93DA122B-F063-4EA3-B5C7-FAA7C9F3CBAE/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__93DA122B.pdf,easyvote,93DA122B-F063-4EA3-B5C7-FAA7C9F3CBAE,5da99d7c6b3a9bb50bef9444e463281d6d810c576cf5c6d4756d6ea82956bdd7,Candidate,no,yes
2024-10-29,"Settterberg, Kent",Surveyor,,2024,interim,October 2024,"Settterberg, Kent (Salt Lake County Surveyor) — October 2024",https://ecf-api.easyvoteapp.com/documents/CD1E9C2F-6903-43D0-B170-653F96A800EC/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Settterberg-Kent__CD1E9C2F.pdf,easyvote,CD1E9C2F-6903-43D0-B170-653F96A800EC,fb110035ee0f98b866ca1b152f0470b1613322bcc8b49682acd9c0330cdcdd93,Candidate,no,yes
2024-09-13,"Snelgrove, Richard",Recorder,,2024,interim,September 16,"Snelgrove, Richard (Salt Lake County Recorder) — September 16",https://ecf-api.easyvoteapp.com/documents/29666B95-D94E-4973-B8AA-3FCAE4B35629/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__29666B95.pdf,easyvote,29666B95-D94E-4973-B8AA-3FCAE4B35629,250551eaa81b5bbcde0929f84a4fc986884f06a6f3fc3ea57a2f7a05ef40555c,Candidate,no,no
2024-04-03,"Snelgrove, Richard",Recorder,,2024,interim,April 5,"Snelgrove, Richard (Salt Lake County Recorder) — April 5",https://ecf-api.easyvoteapp.com/documents/6E6A2ED3-770E-4E5C-A3E2-7479992A7FBD/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__6E6A2ED3.pdf,easyvote,6E6A2ED3-770E-4E5C-A3E2-7479992A7FBD,fd57c9817fd06fde4b9b83d5f20ed3cb81311504ae8ec2ca6bbaf28b75e26801,Candidate,no,no
2025-02-03,"Snelgrove, Richard",Recorder,,2024,interim,Year-End Report 2024,"Snelgrove, Richard (Salt Lake County Recorder) — Year-End Report 2024",https://ecf-api.easyvoteapp.com/documents/C8297A1D-27E3-4F04-9833-84275AB0DB86/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__C8297A1D.pdf,easyvote,C8297A1D-27E3-4F04-9833-84275AB0DB86,3526f4f532ac8d0df83644a74a527cf57dbf6e149926acb91391e6dfe48033f4,Candidate,no,no
2024-10-29,"Snelgrove, Richard",Recorder,,2024,interim,October 29,"Snelgrove, Richard (Salt Lake County Recorder) — October 29",https://ecf-api.easyvoteapp.com/documents/C87FD77A-2FC8-4131-8900-341615F7728D/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__C87FD77A.pdf,easyvote,C87FD77A-2FC8-4131-8900-341615F7728D,dc4cd595170c95ddf242f3b1fc3f3cc6b6ac3aa3ea1c7965eefe6213984f0426,Candidate,no,no
2024-06-14,"Snelgrove, Richard",Recorder,,2024,interim,June 18,"Snelgrove, Richard (Salt Lake County Recorder) — June 18",https://ecf-api.easyvoteapp.com/documents/C9C63D4E-04D9-43EB-9F9F-ACC18BFCC875/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__C9C63D4E.pdf,easyvote,C9C63D4E-04D9-43EB-9F9F-ACC18BFCC875,163a2dbcc29a13086b9e86adf6d6fa051f1e9a9411db6917be611e32c0171a44,Candidate,no,no
2025-02-03,"Snelgrove, Richard",Recorder,,2024,interim,Final Financial Disclosure,"Snelgrove, Richard (Salt Lake County Recorder) — Final Financial Disclosure",https://ecf-api.easyvoteapp.com/documents/CE0A4B74-1E0C-4AC1-AD78-53B72ACA2497/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__CE0A4B74.pdf,easyvote,CE0A4B74-1E0C-4AC1-AD78-53B72ACA2497,fa7bb402badc0a66f7507c4af0172b11cecfb5e4fb88d5ce1632a71d5926e8b6,Candidate,no,no
2024-01-16,"Snelgrove, Richard ",County Council,At-Large B,2024,interim,"January 31, 2024 report","Snelgrove, Richard  (Salt Lake County Council At-Large B) — January 31, 2024 report",https://ecf-api.easyvoteapp.com/documents/5A8AD57E-5EE4-4622-80D7-3B9DB8F359B9/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__5A8AD57E.pdf,easyvote,5A8AD57E-5EE4-4622-80D7-3B9DB8F359B9,f655b9c2b82fe7575adcea3bbb7b54f422c721b832cf2715d34678104ad58b06,Campaign,no,yes
2024-04-03,"Snelgrove, Richard ",County Council,At-Large B,2024,interim,January 31- Amendment,"Snelgrove, Richard  (Salt Lake County Council At-Large B) — January 31- Amendment",https://ecf-api.easyvoteapp.com/documents/774CD1F3-B854-43E3-8E09-14269EA4A134/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Snelgrove-Richard__774CD1F3.pdf,easyvote,774CD1F3-B854-43E3-8E09-14269EA4A134,b5a1cbf468b37f1dcb5ba647cb46b37a8144e99d1f0a79c48735dfaa0267f047,Campaign,no,no
2024-01-22,"Srivastava, Sheila",Treasurer,,2024,interim,2023 End of year,"Srivastava, Sheila (Salt Lake County Treasurer) — 2023 End of year",https://ecf-api.easyvoteapp.com/documents/03DE8317-55CF-4993-AB79-B81200986F1B/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Srivastava-Sheila__03DE8317.pdf,easyvote,03DE8317-55CF-4993-AB79-B81200986F1B,b26b95a5e4a27a18af38ae85021e628a0c2d2e8ab36ed273b605e4fd5292fbe8,Officeholder,no,yes
2024-10-29,"Srivastava, Sheila",Treasurer,,2024,interim,7 day report 10-29-2024 Sheila Srivastava,"Srivastava, Sheila (Salt Lake County Treasurer) — 7 day report 10-29-2024 Sheila Srivastava",https://ecf-api.easyvoteapp.com/documents/98C611AF-11A4-46BE-9E0F-8FE8FFD0BD97/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Srivastava-Sheila__98C611AF.pdf,easyvote,98C611AF-11A4-46BE-9E0F-8FE8FFD0BD97,63cfd4928d18fcfe72b40ce16fe4500e3c72e9f14c2e5066735a08318bc8c23d,Officeholder,no,no
2024-06-18,"Srivastava, Sheila",Treasurer,,2024,interim,06-18-2024 Primary Disclosure Sheila Srivastava,"Srivastava, Sheila (Salt Lake County Treasurer) — 06-18-2024 Primary Disclosure Sheila Srivastava",https://ecf-api.easyvoteapp.com/documents/9E479F20-1C52-4832-BE74-C15A3D9C197F/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Srivastava-Sheila__9E479F20.pdf,easyvote,9E479F20-1C52-4832-BE74-C15A3D9C197F,50698b886b55832403efb0f78f75241a4e6e529bb3a032d5cf984c1e7a573822,Officeholder,no,no
2024-09-16,"Srivastava, Sheila",Treasurer,,2024,interim,sheila@electsheila.com,"Srivastava, Sheila (Salt Lake County Treasurer) — sheila@electsheila.com",https://ecf-api.easyvoteapp.com/documents/AE1CC4A9-0772-418D-817B-08D5FACCD7DE/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Srivastava-Sheila__AE1CC4A9.pdf,easyvote,AE1CC4A9-0772-418D-817B-08D5FACCD7DE,2aa0d34c970149e738ebd576f9a66f7b17b19cd773226541215ef5b9e8e30f55,Officeholder,no,no
2025-01-31,"Srivastava, Sheila",Treasurer,,2024,interim,2024 Year End Srivastava,"Srivastava, Sheila (Salt Lake County Treasurer) — 2024 Year End Srivastava",https://ecf-api.easyvoteapp.com/documents/DCD5832D-9BD1-4692-930D-E679E6834C2F/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Srivastava-Sheila__DCD5832D.pdf,easyvote,DCD5832D-9BD1-4692-930D-E679E6834C2F,046f7a1cef10df9fd832f47c6b47f0426c4e704adf264df3eb1fb09dd79f427e,Officeholder,no,no
2024-04-05,"Srivastava, Sheila",Treasurer,,2024,interim,04-05-2024 Interim Report,"Srivastava, Sheila (Salt Lake County Treasurer) — 04-05-2024 Interim Report",https://ecf-api.easyvoteapp.com/documents/FAC06FF9-8EF0-4561-A86B-0A113A9D9CA9/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Srivastava-Sheila__FAC06FF9.pdf,easyvote,FAC06FF9-8EF0-4561-A86B-0A113A9D9CA9,838e42c69dad381cb9d6ad1d90dd897439a106bee25e136c313407513932ab0a,Officeholder,no,no
2025-01-14,"Stavros, Christopher",Assessor,,2024,interim,STAVROS End of Year 2024,"Stavros, Christopher (Salt Lake County Assessor) — STAVROS End of Year 2024",https://ecf-api.easyvoteapp.com/documents/0AEA44D3-924D-44F1-980B-67C386E34C10/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stavros-Christopher__0AEA44D3.pdf,easyvote,0AEA44D3-924D-44F1-980B-67C386E34C10,a5fbfe2888f881f4859a3af4d4e54e15a972358d1430ae22ede8b049f5f6542a,Officeholder,no,yes
2024-09-14,"Stavros, Christopher",Assessor,,2024,interim,"Chris Stavros September 16, 2024","Stavros, Christopher (Salt Lake County Assessor) — Chris Stavros September 16, 2024",https://ecf-api.easyvoteapp.com/documents/98E2726B-9BC7-4D78-BBE5-0345E542FBEB/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stavros-Christopher__98E2726B.pdf,easyvote,98E2726B-9BC7-4D78-BBE5-0345E542FBEB,a884e3e37677253d8329351d40835bdff8f47b8e793dbeb5c4bed4dbea165e09,Officeholder,no,yes
2024-06-16,"Stavros, Christopher",Assessor,,2024,interim,ChrisStavrosJune17,"Stavros, Christopher (Salt Lake County Assessor) — ChrisStavrosJune17",https://ecf-api.easyvoteapp.com/documents/B8B7F109-9DB9-4230-9B6F-DDB134927487/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stavros-Christopher__B8B7F109.pdf,easyvote,B8B7F109-9DB9-4230-9B6F-DDB134927487,de44ebab9953da890f61747e1f04339a4c2f3e6e0069e2d1a7e25f654a7c73ee,Officeholder,no,yes
2024-10-28,"Stavros, Christopher",Assessor,,2024,interim,"Chris Stavros Oct 29,2024","Stavros, Christopher (Salt Lake County Assessor) — Chris Stavros Oct 29,2024",https://ecf-api.easyvoteapp.com/documents/C6DF0ACD-4124-482E-9C61-C43CA3E4E6DA/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stavros-Christopher__C6DF0ACD.pdf,easyvote,C6DF0ACD-4124-482E-9C61-C43CA3E4E6DA,4012dfe903b71d4549fab4ab673a09ed0fbde8c7d5b0df332dc25953e82c8c64,Officeholder,no,yes
2024-01-06,"Stavros, Christopher",Assessor,,2024,interim,Chris Stavros 2023,"Stavros, Christopher (Salt Lake County Assessor) — Chris Stavros 2023",https://ecf-api.easyvoteapp.com/documents/D82F0DE4-1048-4D25-8E9F-47D66B44FC71/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stavros-Christopher__D82F0DE4.pdf,easyvote,D82F0DE4-1048-4D25-8E9F-47D66B44FC71,837a2f8a2e01975932c59f565d1f9791648aa53b7eebbf76b319b2a8d4651501,Officeholder,no,no
2024-04-01,"Stavros, Christopher",Assessor,,2024,interim,April5,"Stavros, Christopher (Salt Lake County Assessor) — April5",https://ecf-api.easyvoteapp.com/documents/E570D25A-398C-4FB7-8F62-08FBFA345AAD/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stavros-Christopher__E570D25A.pdf,easyvote,E570D25A-398C-4FB7-8F62-08FBFA345AAD,45042f6cffe0036fd2b12fd359258fe00ddfaa2a9771cad9cea9da6178c2d249,Officeholder,no,yes
2025-06-06,"Stormont, Valerie",County Council,District 1,2024,interim,2025-06-05_Stormont_Disclosure,"Stormont, Valerie (Salt Lake County Council District 1) — 2025-06-05_Stormont_Disclosure",https://ecf-api.easyvoteapp.com/documents/89355CBE-0460-44A0-9D33-AB489C4081F3/viewfinalredactedpdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/easyvote/Stormont-Valerie__89355CBE.pdf,easyvote,89355CBE-0460-44A0-9D33-AB489C4081F3,326a27bd45261d6f79ec97fa85c71f0c8f238bb94df80b5430fede6c2c108647,Campaign,no,yes
