vote_id,motion_id,person,vote_value
2489,954,William C. Lee,Aye
2490,954,Greg Graves,Aye
2491,954,Nathan Ivie,Aye
2492,955,William C. Lee,Aye
2493,955,Greg Graves,Aye
2494,955,Nathan Ivie,Aye
2495,957,William C. Lee,Aye
2496,957,Greg Graves,Aye
2497,957,Nathan Ivie,Aye
2498,958,William C. Lee,Aye
2499,958,Greg Graves,Aye
2500,958,Nathan Ivie,Aye
2501,959,William C. Lee,Aye
2502,959,Greg Graves,Aye
2503,959,Nathan Ivie,Aye
2504,961,William C. Lee,Aye
2505,961,Greg Graves,Aye
2506,961,Nathan Ivie,Aye
2507,962,William C. Lee,Aye
2508,962,Greg Graves,Aye
2509,962,Nathan Ivie,Aye
2510,965,William C. Lee,Aye
2511,965,Greg Graves,Aye
2512,965,Nathan Ivie,Aye
2513,966,William C. Lee,Aye
2514,966,Greg Graves,Aye
2515,966,Nathan Ivie,Aye
2516,967,William C. Lee,Aye
2517,967,Greg Graves,Aye
2518,967,Nathan Ivie,Aye
2519,968,William C. Lee,Aye
2520,968,Greg Graves,Aye
2521,968,Nathan Ivie,Aye
2522,969,William C. Lee,Aye
2523,969,Greg Graves,Aye
2524,969,Nathan Ivie,Aye
2525,970,William C. Lee,Aye
2526,970,Greg Graves,Aye
2527,970,Nathan Ivie,Aye
2528,971,William C. Lee,Aye
2529,971,Greg Graves,Aye
2530,971,Nathan Ivie,Aye
2531,972,William C. Lee,Aye
2532,972,Greg Graves,Aye
2533,972,Nathan Ivie,Aye
2534,973,William C. Lee,Aye
2535,973,Greg Graves,Aye
2536,973,Nathan Ivie,Aye
2537,974,William C. Lee,Aye
2538,974,Greg Graves,Aye
2539,974,Nathan Ivie,Aye
2540,975,William C. Lee,Aye
2541,975,Greg Graves,Aye
2542,975,Nathan Ivie,Aye
2543,976,William C. Lee,Aye
2544,976,Greg Graves,Aye
2545,976,Nathan Ivie,Aye
2546,977,William C. Lee,Aye
2547,977,Greg Graves,Aye
2548,977,Nathan Ivie,Aye
2549,978,William C. Lee,Aye
2550,978,Greg Graves,Aye
2551,978,Nathan Ivie,Aye
2552,979,William C. Lee,Aye
2553,979,Greg Graves,Aye
2554,979,Nathan Ivie,Aye
2555,980,William C. Lee,Aye
2556,980,Greg Graves,Aye
2557,980,Nathan Ivie,Aye
2558,981,William C. Lee,Aye
2559,981,Greg Graves,Aye
2560,981,Nathan Ivie,Aye
2561,982,William C. Lee,Aye
2562,982,Greg Graves,Aye
2563,982,Nathan Ivie,Aye
2564,983,William C. Lee,Aye
2565,983,Greg Graves,Aye
2566,983,Nathan Ivie,Aye
2567,984,William C. Lee,Aye
2568,984,Greg Graves,Aye
2569,984,Nathan Ivie,Aye
2570,985,William C. Lee,Aye
2571,985,Greg Graves,Aye
2572,985,Nathan Ivie,Aye
2573,986,William C. Lee,Aye
2574,986,Greg Graves,Aye
2575,986,Nathan Ivie,Aye
2576,987,William C. Lee,Aye
2577,987,Greg Graves,Aye
2578,987,Nathan Ivie,Aye
2579,988,William C. Lee,Aye
2580,988,Greg Graves,Aye
2581,988,Nathan Ivie,Aye
2582,989,William C. Lee,Aye
2583,989,Greg Graves,Aye
2584,989,Nathan Ivie,Aye
2585,990,William C. Lee,Aye
2586,990,Greg Graves,Aye
2587,990,Nathan Ivie,Aye
2588,991,William C. Lee,Aye
2589,991,Greg Graves,Aye
2590,991,Nathan Ivie,Aye
2591,992,William C. Lee,Aye
2592,992,Greg Graves,Aye
2593,992,Nathan Ivie,Aye
2594,993,William C. Lee,Aye
2595,993,Nathan Ivie,Aye
2596,994,William C. Lee,Aye
2597,994,Nathan Ivie,Aye
2598,995,William C. Lee,Aye
2599,995,Nathan Ivie,Aye
2600,996,William C. Lee,Aye
2601,996,Nathan Ivie,Aye
2602,997,William C. Lee,Aye
2603,997,Nathan Ivie,Aye
2604,998,William C. Lee,Aye
2605,998,Nathan Ivie,Aye
2606,999,William C. Lee,Aye
2607,999,Nathan Ivie,Aye
2608,1000,William C. Lee,Aye
2609,1000,Greg Graves,Aye
2610,1000,Nathan Ivie,Aye
2611,1001,William C. Lee,Aye
2612,1001,Greg Graves,Aye
2613,1001,Nathan Ivie,Aye
2614,1002,William C. Lee,Aye
2615,1002,Greg Graves,Aye
2616,1002,Nathan Ivie,Aye
2617,1003,William C. Lee,Aye
2618,1003,Greg Graves,Aye
2619,1003,Nathan Ivie,Aye
2620,1004,William C. Lee,Aye
2621,1004,Greg Graves,Aye
2622,1004,Nathan Ivie,Aye
2623,1005,William C. Lee,Aye
2624,1005,Nathan Ivie,Aye
2625,1006,William C. Lee,Aye
2626,1006,Greg Graves,Aye
2627,1006,Nathan Ivie,Aye
2628,1007,William C. Lee,Aye
2629,1007,Greg Graves,Aye
2630,1007,Nathan Ivie,Aye
2631,1008,William C. Lee,Aye
2632,1008,Greg Graves,Aye
2633,1008,Nathan Ivie,Aye
2634,1009,Nathan Ivie,Aye
2635,1010,William C. Lee,Aye
2636,1010,Nathan Ivie,Aye
2637,1010,Greg Graves,Nay
2638,1011,William C. Lee,Aye
2639,1011,Nathan Ivie,Aye
2640,1012,William C. Lee,Aye
2641,1012,Nathan Ivie,Aye
2642,1013,William C. Lee,Aye
2643,1013,Nathan Ivie,Aye
2644,1014,William C. Lee,Aye
2645,1014,Nathan Ivie,Aye
2646,1015,William C. Lee,Aye
2647,1015,Nathan Ivie,Aye
2648,1017,William C. Lee,Aye
2649,1017,Nathan Ivie,Aye
2650,1018,William C. Lee,Aye
2651,1018,Greg Graves,Aye
2652,1018,Nathan Ivie,Aye
2653,1019,William C. Lee,Aye
2654,1019,Greg Graves,Aye
2655,1019,Nathan Ivie,Aye
2656,1020,William C. Lee,Aye
2657,1020,Greg Graves,Aye
2658,1020,Nathan Ivie,Aye
2659,1021,William C. Lee,Aye
2660,1021,Greg Graves,Aye
2661,1021,Nathan Ivie,Aye
2662,1022,William C. Lee,Aye
2663,1022,Greg Graves,Aye
2664,1022,Nathan Ivie,Aye
2665,1023,William C. Lee,Aye
2666,1023,Greg Graves,Aye
2667,1023,Nathan Ivie,Aye
2668,1024,William C. Lee,Aye
2669,1024,Greg Graves,Aye
2670,1025,Greg Graves,Aye
2671,1025,Nathan Ivie,Aye
2672,1026,Greg Graves,Aye
2673,1026,Nathan Ivie,Aye
2674,1027,William C. Lee,Aye
2675,1027,Greg Graves,Aye
2676,1027,Nathan Ivie,Aye
2677,1028,William C. Lee,Aye
2678,1028,Greg Graves,Aye
2679,1028,Nathan Ivie,Aye
2680,1029,William C. Lee,Aye
2681,1029,Greg Graves,Aye
2682,1029,Nathan Ivie,Aye
2683,1030,William C. Lee,Aye
2684,1030,Greg Graves,Aye
2685,1030,Nathan Ivie,Aye
2686,1031,William C. Lee,Aye
2687,1031,Greg Graves,Aye
2688,1031,Nathan Ivie,Aye
2689,1033,William C. Lee,Aye
2690,1033,Greg Graves,Aye
2691,1033,Nathan Ivie,Aye
2692,1034,William C. Lee,Aye
2693,1034,Greg Graves,Aye
2694,1034,Nathan Ivie,Aye
2695,1035,William C. Lee,Aye
2696,1035,Greg Graves,Aye
2697,1035,Nathan Ivie,Aye
2698,1036,William C. Lee,Aye
2699,1036,Greg Graves,Aye
2700,1036,Nathan Ivie,Aye
2701,1037,William C. Lee,Aye
2702,1037,Greg Graves,Aye
2703,1038,William C. Lee,Aye
2704,1038,Greg Graves,Aye
2705,1039,William C. Lee,Aye
2706,1039,Greg Graves,Aye
2707,1040,William C. Lee,Aye
2708,1040,Greg Graves,Aye
2709,1040,Nathan Ivie,Aye
2710,1041,William C. Lee,Aye
2711,1041,Greg Graves,Aye
2712,1041,Nathan Ivie,Aye
2713,1042,William C. Lee,Aye
2714,1042,Greg Graves,Aye
2715,1042,Nathan Ivie,Aye
2716,1043,William C. Lee,Aye
2717,1043,Greg Graves,Aye
2718,1043,Nathan Ivie,Aye
2719,1044,William C. Lee,Aye
2720,1044,Greg Graves,Aye
2721,1044,Nathan Ivie,Aye
2722,1046,William C. Lee,Aye
2723,1046,Greg Graves,Aye
2724,1046,Nathan Ivie,Aye
2725,1048,William C. Lee,Aye
2726,1048,Greg Graves,Aye
2727,1048,Nathan Ivie,Aye
2728,1049,William C. Lee,Aye
2729,1049,Greg Graves,Aye
2730,1049,Nathan Ivie,Aye
2731,1050,William C. Lee,Aye
2732,1050,Greg Graves,Aye
2733,1050,Nathan Ivie,Aye
2734,1051,William C. Lee,Aye
2735,1051,Greg Graves,Aye
2736,1051,Nathan Ivie,Aye
2737,1052,William C. Lee,Aye
2738,1052,Greg Graves,Aye
2739,1052,Nathan Ivie,Aye
2740,1053,William C. Lee,Aye
2741,1053,Greg Graves,Aye
2742,1053,Nathan Ivie,Aye
2743,1054,William C. Lee,Aye
2744,1054,Greg Graves,Aye
2745,1055,William C. Lee,Aye
2746,1055,Greg Graves,Aye
2747,1056,William C. Lee,Aye
2748,1056,Greg Graves,Aye
2749,1057,William C. Lee,Aye
2750,1057,Greg Graves,Aye
2751,1059,William C. Lee,Aye
2752,1059,Greg Graves,Aye
2753,1059,Nathan Ivie,Aye
2754,1060,William C. Lee,Aye
2755,1060,Greg Graves,Aye
2756,1060,Nathan Ivie,Aye
2757,1061,William C. Lee,Aye
2758,1061,Greg Graves,Aye
2759,1061,Nathan Ivie,Aye
2760,1062,William C. Lee,Aye
2761,1062,Greg Graves,Aye
2762,1062,Nathan Ivie,Aye
2763,1063,William C. Lee,Aye
2764,1063,Greg Graves,Aye
2765,1063,Nathan Ivie,Aye
2766,1064,William C. Lee,Aye
2767,1064,Greg Graves,Aye
2768,1064,Nathan Ivie,Aye
2769,1066,William C. Lee,Aye
2770,1066,Greg Graves,Aye
2771,1066,Nathan Ivie,Aye
2772,1067,William C. Lee,Aye
2773,1067,Greg Graves,Aye
2774,1067,Nathan Ivie,Aye
2775,1068,William C. Lee,Aye
2776,1068,Greg Graves,Aye
2777,1068,Nathan Ivie,Aye
2778,1069,William C. Lee,Aye
2779,1069,Greg Graves,Aye
2780,1069,Nathan Ivie,Aye
2781,1070,William C. Lee,Aye
2782,1070,Greg Graves,Aye
2783,1070,Nathan Ivie,Aye
2784,1071,William C. Lee,Aye
2785,1071,Greg Graves,Aye
2786,1071,Nathan Ivie,Aye
2787,1072,William C. Lee,Aye
2788,1072,Greg Graves,Aye
2789,1072,Nathan Ivie,Aye
2790,1073,William C. Lee,Aye
2791,1073,Greg Graves,Aye
2792,1073,Nathan Ivie,Aye
2793,1074,William C. Lee,Aye
2794,1074,Greg Graves,Aye
2795,1074,Nathan Ivie,Aye
2796,1075,William C. Lee,Aye
2797,1075,Greg Graves,Aye
2798,1075,Nathan Ivie,Aye
2799,1076,William C. Lee,Aye
2800,1076,Greg Graves,Aye
2801,1076,Nathan Ivie,Aye
2802,1077,William C. Lee,Aye
2803,1077,Greg Graves,Aye
2804,1077,Nathan Ivie,Aye
2805,1078,William C. Lee,Aye
2806,1078,Greg Graves,Aye
2807,1078,Nathan Ivie,Aye
2808,1080,William C. Lee,Aye
2809,1080,Greg Graves,Aye
2810,1080,Nathan Ivie,Aye
2811,1081,William C. Lee,Aye
2812,1081,Greg Graves,Aye
2813,1081,Nathan Ivie,Aye
2814,1082,William C. Lee,Aye
2815,1082,Greg Graves,Aye
2816,1082,Nathan Ivie,Aye
2817,1083,William C. Lee,Aye
2818,1083,Greg Graves,Aye
2819,1083,Nathan Ivie,Aye
2820,1084,William C. Lee,Aye
2821,1084,Greg Graves,Aye
2822,1084,Nathan Ivie,Aye
2823,1085,William C. Lee,Aye
2824,1085,Greg Graves,Aye
2825,1085,Nathan Ivie,Aye
2826,1086,William C. Lee,Aye
2827,1086,Greg Graves,Aye
2828,1086,Nathan Ivie,Aye
2829,1088,William C. Lee,Aye
2830,1088,Greg Graves,Aye
2831,1088,Nathan Ivie,Aye
2832,1089,William C. Lee,Aye
2833,1089,Greg Graves,Aye
2834,1089,Nathan Ivie,Aye
2835,1090,William C. Lee,Aye
2836,1090,Greg Graves,Aye
2837,1090,Nathan Ivie,Aye
2838,1091,William C. Lee,Aye
2839,1091,Greg Graves,Aye
2840,1091,Nathan Ivie,Aye
2841,1092,William C. Lee,Aye
2842,1092,Nathan Ivie,Aye
2843,1093,William C. Lee,Aye
2844,1093,Greg Graves,Aye
2845,1093,Nathan Ivie,Aye
2846,1094,William C. Lee,Aye
2847,1094,Greg Graves,Aye
2848,1094,Nathan Ivie,Aye
2849,1096,William C. Lee,Aye
2850,1096,Greg Graves,Aye
2851,1096,Nathan Ivie,Aye
2852,1098,William C. Lee,Aye
2853,1098,Greg Graves,Aye
2854,1098,Nathan Ivie,Aye
2855,1099,Bill Lee,Aye
2856,1099,Greg Graves,Aye
2857,1099,Nathan Ivie,Aye
2858,1100,Bill Lee,Aye
2859,1100,Greg Graves,Aye
2860,1100,Nathan Ivie,Aye
2861,1101,Bill Lee,Aye
2862,1101,Greg Graves,Aye
2863,1101,Nathan Ivie,Aye
2864,1102,Bill Lee,Aye
2865,1102,Greg Graves,Aye
2866,1102,Nathan Ivie,Nay
2867,1103,Bill Lee,Aye
2868,1103,Greg Graves,Aye
2869,1103,Nathan Ivie,Aye
2870,1104,Bill Lee,Aye
2871,1104,Nathan Ivie,Aye
2872,1105,Bill Lee,Aye
2873,1105,Nathan Ivie,Aye
2874,1106,Bill Lee,Aye
2875,1106,Nathan Ivie,Aye
2876,1107,Bill Lee,Aye
2877,1107,Nathan Ivie,Aye
2878,1108,Bill Lee,Aye
2879,1108,Nathan Ivie,Aye
2880,1109,William C. Lee,Aye
2881,1109,Greg Graves,Aye
2882,1109,Nathan Ivie,Aye
2883,1110,William C. Lee,Aye
2884,1110,Greg Graves,Aye
2885,1110,Nathan Ivie,Aye
2886,1111,William C. Lee,Aye
2887,1111,Greg Graves,Aye
2888,1111,Nathan Ivie,Aye
2889,1113,William C. Lee,Aye
2890,1113,Greg Graves,Aye
2891,1113,Nathan Ivie,Aye
2892,1114,William C. Lee,Aye
2893,1114,Nathan Ivie,Aye
2894,1114,Greg Graves,Nay
2895,1115,William C. Lee,Aye
2896,1115,Greg Graves,Aye
2897,1115,Nathan Ivie,Aye
2898,1116,William C. Lee,Aye
2899,1116,Greg Graves,Aye
2900,1116,Nathan Ivie,Aye
2901,1117,William C. Lee,Aye
2902,1117,Nathan Ivie,Aye
2903,1118,William C. Lee,Aye
2904,1118,Greg Graves,Aye
2905,1118,Nathan Ivie,Aye
2906,1119,William C. Lee,Aye
2907,1119,Nathan Ivie,Aye
2908,1120,William C. Lee,Aye
2909,1120,Nathan Ivie,Aye
2910,1121,William C. Lee,Aye
2911,1121,Nathan Ivie,Aye
2912,1122,William C. Lee,Aye
2913,1122,Nathan Ivie,Aye
2914,1123,William C. Lee,Aye
2915,1123,Greg Graves,Aye
2916,1123,Nathan Ivie,Aye
2917,1124,William C. Lee,Aye
2918,1124,Greg Graves,Aye
2919,1124,Nathan Ivie,Aye
2920,1125,William C. Lee,Aye
2921,1125,Greg Graves,Aye
2922,1125,Nathan Ivie,Aye
2923,1126,William C. Lee,Aye
2924,1126,Greg Graves,Aye
2925,1126,Nathan Ivie,Aye
2926,1127,William C. Lee,Aye
2927,1127,Greg Graves,Aye
2928,1127,Nathan Ivie,Aye
2929,1128,William C. Lee,Aye
2930,1128,Greg Graves,Aye
2931,1128,Nathan Ivie,Aye
2932,1129,William C. Lee,Aye
2933,1129,Greg Graves,Aye
2934,1129,Nathan Ivie,Aye
2935,1130,William C. Lee,Aye
2936,1130,Greg Graves,Aye
2937,1130,Nathan Ivie,Aye
2938,1132,William C. Lee,Aye
2939,1132,Nathan Ivie,Aye
2940,1133,William C. Lee,Aye
2941,1133,Nathan Ivie,Aye
2942,1134,William C. Lee,Aye
2943,1134,Nathan Ivie,Aye
2944,1135,William C. Lee,Aye
2945,1135,Nathan Ivie,Aye
2946,1136,William C. Lee,Aye
2947,1136,Nathan Ivie,Aye
2948,1137,William C. Lee,Aye
2949,1137,Nathan Ivie,Aye
2950,1139,William C. Lee,Aye
2951,1139,Nathan Ivie,Aye
2952,1140,William C. Lee,Aye
2953,1140,Nathan Ivie,Aye
2954,1141,William C. Lee,Aye
2955,1141,Greg Graves,Aye
2956,1141,Nathan Ivie,Aye
2957,1142,William C. Lee,Aye
2958,1142,Greg Graves,Aye
2959,1142,Nathan Ivie,Aye
2960,1143,William C. Lee,Aye
2961,1143,Greg Graves,Aye
2962,1143,Nathan Ivie,Aye
2963,1145,William C. Lee,Aye
2964,1145,Greg Graves,Aye
2965,1145,Nathan Ivie,Aye
2966,1146,William C. Lee,Aye
2967,1146,Greg Graves,Aye
2968,1146,Nathan Ivie,Aye
2969,1147,Nathan Ivie,Aye
2970,1147,William C. Lee,Aye
2971,1148,Nathan Ivie,Aye
2972,1148,William C. Lee,Aye
2973,1149,Nathan Ivie,Aye
2974,1149,William C. Lee,Aye
2975,1150,Nathan Ivie,Aye
2976,1150,William C. Lee,Aye
2977,1151,Nathan Ivie,Aye
2978,1151,William C. Lee,Aye
2979,1152,Nathan Ivie,Aye
2980,1152,William C. Lee,Aye
2981,1153,Nathan Ivie,Aye
2982,1153,William C. Lee,Aye
2983,1154,Nathan Ivie,Aye
2984,1154,William C. Lee,Aye
2985,1155,Nathan Ivie,Aye
2986,1155,William C. Lee,Aye
2987,1156,Nathan Ivie,Aye
2988,1156,William C. Lee,Aye
2989,1156,Greg Graves,Aye
2990,1157,Nathan Ivie,Aye
2991,1157,William C. Lee,Aye
2992,1157,Greg Graves,Aye
2993,1158,Nathan Ivie,Aye
2994,1158,William C. Lee,Aye
2995,1158,Greg Graves,Aye
2996,1159,Nathan Ivie,Aye
2997,1159,Greg Graves,Aye
2998,1159,William C. Lee,Nay
2999,1160,Nathan Ivie,Aye
3000,1160,William C. Lee,Aye
3001,1160,Greg Graves,Aye
3002,1161,Nathan Ivie,Aye
3003,1161,William C. Lee,Aye
3004,1161,Greg Graves,Aye
3005,1162,Nathan Ivie,Aye
3006,1162,William C. Lee,Aye
3007,1162,Greg Graves,Aye
3008,1163,Nathan Ivie,Aye
3009,1163,William C. Lee,Aye
3010,1163,Greg Graves,Aye
3011,1164,Nathan Ivie,Aye
3012,1164,William C. Lee,Aye
3013,1164,Greg Graves,Aye
3014,1165,Nathan Ivie,Aye
3015,1165,William C. Lee,Aye
3016,1165,Greg Graves,Aye
3017,1166,Nathan Ivie,Aye
3018,1166,William C. Lee,Aye
3019,1166,Greg Graves,Aye
3020,1167,Nathan Ivie,Aye
3021,1167,William C. Lee,Aye
3022,1167,Greg Graves,Aye
3023,1168,William C. Lee,Aye
3024,1168,Greg Graves,Aye
3025,1168,Nathan Ivie,Aye
3026,1169,Nathan Ivie,Aye
3027,1169,William C. Lee,Aye
3028,1169,Greg Graves,Aye
3029,1170,Nathan Ivie,Aye
3030,1170,William C. Lee,Aye
3031,1170,Greg Graves,Aye
3032,1171,Nathan Ivie,Aye
3033,1171,William C. Lee,Aye
3034,1171,Greg Graves,Aye
3035,1172,Nathan Ivie,Aye
3036,1172,William C. Lee,Aye
3037,1172,Greg Graves,Aye
3038,1173,Nathan Ivie,Aye
3039,1173,William C. Lee,Aye
3040,1173,Greg Graves,Aye
3041,1175,Nathan Ivie,Aye
3042,1175,William C. Lee,Aye
3043,1175,Greg Graves,Aye
3044,1176,Nathan Ivie,Aye
3045,1176,William C. Lee,Aye
3046,1176,Greg Graves,Aye
3047,1177,Nathan Ivie,Aye
3048,1177,William C. Lee,Aye
3049,1177,Greg Graves,Aye
3050,1178,Nathan Ivie,Aye
3051,1178,William C. Lee,Aye
3052,1178,Greg Graves,Aye
3053,1179,Nathan Ivie,Aye
3054,1179,William C. Lee,Aye
3055,1179,Greg Graves,Aye
3056,1180,Nathan Ivie,Aye
3057,1180,William C. Lee,Aye
3058,1180,Greg Graves,Aye
3059,1181,Nathan Ivie,Aye
3060,1181,William C. Lee,Aye
3061,1181,Greg Graves,Aye
3062,1182,Nathan Ivie,Aye
3063,1182,William C. Lee,Aye
3064,1182,Greg Graves,Aye
3065,1183,Nathan Ivie,Aye
3066,1183,William C. Lee,Aye
3067,1183,Greg Graves,Aye
3068,1184,Nathan Ivie,Aye
3069,1184,William C. Lee,Aye
3070,1184,Greg Graves,Aye
3071,1185,Nathan Ivie,Aye
3072,1185,William C. Lee,Aye
3073,1186,Nathan Ivie,Aye
3074,1186,William C. Lee,Aye
3075,1187,Nathan Ivie,Aye
3076,1187,William C. Lee,Aye
3077,1188,Nathan Ivie,Aye
3078,1188,William C. Lee,Aye
3079,1189,Nathan Ivie,Aye
3080,1189,William C. Lee,Aye
3081,1190,Nathan Ivie,Aye
3082,1190,William C. Lee,Aye
3083,1191,Nathan Ivie,Aye
3084,1191,William C. Lee,Aye
3085,1191,Greg Graves,Aye
3086,1192,Nathan Ivie,Aye
3087,1192,William C. Lee,Aye
3088,1192,Greg Graves,Aye
3089,1193,Nathan Ivie,Aye
3090,1193,William C. Lee,Aye
3091,1193,Greg Graves,Aye
3092,1194,Nathan Ivie,Aye
3093,1194,William C. Lee,Aye
3094,1194,Greg Graves,Aye
3095,1195,Nathan Ivie,Aye
3096,1195,William C. Lee,Aye
3097,1195,Greg Graves,Aye
3098,1196,Nathan Ivie,Aye
3099,1196,William C. Lee,Aye
3100,1196,Greg Graves,Aye
3101,1197,Nathan Ivie,Aye
3102,1197,William C. Lee,Aye
3103,1197,Greg Graves,Aye
3104,1198,Nathan Ivie,Aye
3105,1198,William C. Lee,Aye
3106,1198,Greg Graves,Aye
3107,1199,Nathan Ivie,Aye
3108,1199,William C. Lee,Aye
3109,1199,Greg Graves,Aye
3110,1200,Nathan Ivie,Aye
3111,1200,William C. Lee,Aye
3112,1200,Greg Graves,Aye
3113,1201,Nathan Ivie,Aye
3114,1201,William C. Lee,Aye
3115,1201,Greg Graves,Aye
3116,1202,Nathan Ivie,Aye
3117,1202,William C. Lee,Aye
3118,1203,Nathan Ivie,Aye
3119,1203,William C. Lee,Aye
3120,1203,Greg Graves,Aye
3121,1204,Nathan Ivie,Aye
3122,1204,William C. Lee,Aye
3123,1204,Greg Graves,Aye
3124,1205,Nathan Ivie,Aye
3125,1205,William C. Lee,Aye
3126,1205,Greg Graves,Aye
3127,1206,Nathan Ivie,Aye
3128,1206,William C. Lee,Aye
3129,1206,Greg Graves,Aye
3130,1207,Nathan Ivie,Aye
3131,1207,William C. Lee,Aye
3132,1208,Nathan Ivie,Aye
3133,1208,William C. Lee,Aye
3134,1209,Nathan Ivie,Aye
3135,1209,William C. Lee,Aye
3136,1209,Greg Graves,Aye
3137,1210,Nathan Ivie,Aye
3138,1210,William C. Lee,Aye
3139,1210,Greg Graves,Aye
3140,1211,Nathan Ivie,Aye
3141,1211,William C. Lee,Aye
3142,1211,Greg Graves,Aye
3143,1212,Nathan Ivie,Aye
3144,1212,William C. Lee,Aye
3145,1212,Greg Graves,Aye
3146,1213,Nathan Ivie,Aye
3147,1213,William C. Lee,Aye
3148,1214,Nathan Ivie,Aye
3149,1214,William C. Lee,Aye
3150,1214,Greg Graves,Aye
3151,1215,Nathan Ivie,Aye
3152,1215,William C. Lee,Aye
3153,1216,Nathan Ivie,Aye
3154,1216,William C. Lee,Aye
3155,1216,Greg Graves,Aye
3156,1217,Nathan Ivie,Aye
3157,1217,William C. Lee,Aye
3158,1217,Greg Graves,Aye
3159,1218,Nathan Ivie,Aye
3160,1218,William C. Lee,Aye
3161,1218,Greg Graves,Aye
3162,1219,Nathan Ivie,Aye
3163,1219,William C. Lee,Aye
3164,1219,Greg Graves,Aye
3165,1220,Nathan Ivie,Aye
3166,1220,William C. Lee,Aye
3167,1220,Greg Graves,Aye
3168,1222,William C. Lee,Aye
3169,1222,Nathan Ivie,Aye
3170,1222,Greg Graves,Aye
3171,1223,Nathan Ivie,Aye
3172,1223,William C. Lee,Aye
3173,1223,Greg Graves,Aye
3174,1224,Nathan Ivie,Aye
3175,1224,William C. Lee,Aye
3176,1225,Nathan Ivie,Aye
3177,1225,William C. Lee,Aye
3178,1226,Nathan Ivie,Aye
3179,1226,William C. Lee,Aye
3180,1227,Nathan Ivie,Aye
3181,1227,William C. Lee,Aye
3182,1228,Nathan Ivie,Aye
3183,1228,William C. Lee,Aye
3184,1229,Nathan Ivie,Aye
3185,1229,William C. Lee,Aye
3186,1230,Nathan Ivie,Aye
3187,1230,William C. Lee,Aye
3188,1231,Nathan Ivie,Aye
3189,1231,William C. Lee,Aye
3190,1232,Nathan Ivie,Aye
3191,1232,William C. Lee,Aye
3192,1232,Greg Graves,Nay
3193,1234,Nathan Ivie,Aye
3194,1234,Greg Graves,Aye
3195,1236,Nathan Ivie,Aye
3196,1236,Greg Graves,Aye
3197,1237,Nathan Ivie,Aye
3198,1237,Greg Graves,Aye
3199,1238,Nathan Ivie,Aye
3200,1238,William C. Lee,Aye
3201,1238,Greg Graves,Aye
3202,1239,Nathan Ivie,Aye
3203,1239,William C. Lee,Aye
3204,1239,Greg Graves,Aye
3205,1240,Nathan Ivie,Aye
3206,1240,William C. Lee,Aye
3207,1240,Greg Graves,Aye
3208,1241,Nathan Ivie,Aye
3209,1241,William C. Lee,Aye
3210,1241,Greg Graves,Aye
3211,1243,Nathan Ivie,Aye
3212,1243,William C. Lee,Aye
3213,1243,Greg Graves,Aye
3214,1244,Nathan Ivie,Aye
3215,1244,William C. Lee,Aye
3216,1244,Greg Graves,Aye
3217,1245,William C. Lee,Aye
3218,1245,Nathan Ivie,Aye
3219,1246,Nathan Ivie,Aye
3220,1246,William C. Lee,Aye
3221,1247,William C. Lee,Aye
3222,1247,Nathan Ivie,Aye
3223,1248,Nathan Ivie,Aye
3224,1248,William C. Lee,Aye
3225,1249,Nathan Ivie,Aye
3226,1249,William C. Lee,Aye
3227,1250,Nathan Ivie,Aye
3228,1250,William C. Lee,Aye
3229,1251,Nathan Ivie,Aye
3230,1251,William C. Lee,Aye
3231,1251,Greg Graves,Aye
3232,1253,Nathan Ivie,Aye
3233,1253,William C. Lee,Aye
3234,1253,Greg Graves,Aye
3235,1254,Nathan Ivie,Aye
3236,1254,William C. Lee,Aye
3237,1254,Greg Graves,Aye
3238,1255,Nathan Ivie,Aye
3239,1255,William C. Lee,Aye
3240,1255,Greg Graves,Aye
3241,1256,Nathan Ivie,Aye
3242,1256,William C. Lee,Aye
3243,1256,Greg Graves,Aye
3244,1257,Nathan Ivie,Aye
3245,1257,William C. Lee,Aye
3246,1257,Greg Graves,Aye
3247,1258,Nathan Ivie,Aye
3248,1258,William C. Lee,Aye
3249,1258,Greg Graves,Aye
3250,1259,Nathan Ivie,Aye
3251,1259,William C. Lee,Aye
3252,1259,Greg Graves,Aye
3253,1261,Nathan Ivie,Aye
3254,1261,William C. Lee,Aye
3255,1261,Greg Graves,Aye
3256,1262,Nathan Ivie,Aye
3257,1262,William C. Lee,Aye
3258,1262,Greg Graves,Aye
3259,1263,Nathan Ivie,Aye
3260,1263,William C. Lee,Aye
3261,1263,Greg Graves,Aye
3262,1264,Nathan Ivie,Aye
3263,1264,William C. Lee,Aye
3264,1264,Greg Graves,Aye
3265,1265,Nathan Ivie,Aye
3266,1265,William C. Lee,Aye
3267,1265,Greg Graves,Aye
3268,1267,Nathan Ivie,Aye
3269,1267,William C. Lee,Aye
3270,1267,Greg Graves,Aye
3271,1268,Nathan Ivie,Aye
3272,1268,William C. Lee,Aye
3273,1268,Greg Graves,Aye
3274,1269,Nathan Ivie,Aye
3275,1269,William C. Lee,Aye
3276,1269,Greg Graves,Aye
3277,1270,Nathan Ivie,Aye
3278,1270,William C. Lee,Aye
3279,1270,Greg Graves,Aye
3280,1271,Nathan Ivie,Aye
3281,1271,William C. Lee,Aye
3282,1271,Greg Graves,Aye
3283,1272,Nathan Ivie,Aye
3284,1272,William C. Lee,Aye
