date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,7,"The City Council was in Closed Session from 8:53 p.m. to 9:15 p.m. Adjournment. 13 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 The City Council Meeting adjourned at approximately 9:15 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 24, 2020 14 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 27, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director At approximately 8:53 p.m. Mayor Derk Timothy called the meeti",Procedural/Administrative,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,7,"The City Council was in Closed Session from 8:53 p.m. to 9:15 p.m. Adjournment. 13 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 The City Council Meeting adjourned at approximately 9:15 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 24, 2020 14 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 27, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director At approximately 8:53 p.m. Mayor Derk Timothy called the meeti",Procedural/Administrative,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-29,2020,"2020, City Council Special Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Friday, May 29, 2020 Notice is hereby given that the Bluffdale City Council will hold a special meeting Friday, May 29, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 9:00 a.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. BLUFFDALE CITY COUNCIL SPECIAL BUSINESS MEETING 9:00 A.M. 1. Roll Call 2. Closed meeting pursuant to Utah Code § 52-4-205(1) to discuss the ",Procedural/Administrative,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-05-25/council_2020-05-29_767.md
2020-05-29,2020,"2020, City Council Special Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Friday, May 29, 2020 Notice is hereby given that the Bluffdale City Council will hold a special meeting Friday, May 29, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 9:00 a.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. BLUFFDALE CITY COUNCIL SPECIAL BUSINESS MEETING 9:00 A.M. 1. Roll Call 2. Closed meeting pursuant to Utah Code § 52-4-205(1) to discuss the ",Procedural/Administrative,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-25/council_2020-05-29_767.md
2020-05-29,2020,"2020, City Council Special Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Friday, May 29, 2020 Notice is hereby given that the Bluffdale City Council will hold a special meeting Friday, May 29, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 9:00 a.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. BLUFFDALE CITY COUNCIL SPECIAL BUSINESS MEETING 9:00 A.M. 1. Roll Call 2. Closed meeting pursuant to Utah Code § 52-4-205(1) to discuss the ",Procedural/Administrative,The motion passed unanimously,,,Dave Kallas,Absent,minutes/2020/2020-05-25/council_2020-05-29_767.md
2020-05-29,2020,"2020, City Council Special Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Friday, May 29, 2020 Notice is hereby given that the Bluffdale City Council will hold a special meeting Friday, May 29, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 9:00 a.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. BLUFFDALE CITY COUNCIL SPECIAL BUSINESS MEETING 9:00 A.M. 1. Roll Call 2. Closed meeting pursuant to Utah Code § 52-4-205(1) to discuss the ",Procedural/Administrative,The motion passed unanimously,,,Mark Hales,Absent,minutes/2020/2020-05-25/council_2020-05-29_767.md
2020-05-29,2020,"2020, City Council Special Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING AGENDA Friday, May 29, 2020 Notice is hereby given that the Bluffdale City Council will hold a special meeting Friday, May 29, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 9:00 a.m. or as soon thereafter as possible. Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. BLUFFDALE CITY COUNCIL SPECIAL BUSINESS MEETING 9:00 A.M. 1. Roll Call 2. Closed meeting pursuant to Utah Code § 52-4-205(1) to discuss the ",Procedural/Administrative,The motion passed unanimously,,,Traci Crockett,Absent,minutes/2020/2020-05-25/council_2020-05-29_767.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, June 10, 2020 ***AMENDED*** Notice is hereby given that the Bluffdale City Council, LBA and RDA will hold a combined meeting Wednesday, June 10, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. Notice is further given that access to this meeting by the Mayor and or City Council m",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, June 10, 2020 ***AMENDED*** Notice is hereby given that the Bluffdale City Council, LBA and RDA will hold a combined meeting Wednesday, June 10, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. Notice is further given that access to this meeting by the Mayor and or City Council m",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, June 10, 2020 ***AMENDED*** Notice is hereby given that the Bluffdale City Council, LBA and RDA will hold a combined meeting Wednesday, June 10, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. Notice is further given that access to this meeting by the Mayor and or City Council m",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, June 10, 2020 ***AMENDED*** Notice is hereby given that the Bluffdale City Council, LBA and RDA will hold a combined meeting Wednesday, June 10, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. Notice is further given that access to this meeting by the Mayor and or City Council m",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday, June 10, 2020 ***AMENDED*** Notice is hereby given that the Bluffdale City Council, LBA and RDA will hold a combined meeting Wednesday, June 10, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah, scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com. Notice is further given that access to this meeting by the Mayor and or City Council m",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"4. Consideration and Vote on Resolution Number 2020-42, Authorizing the Appointment of Warren James as Fire Chief of the City of Bluffdale, Staff Presenter, Mark Reid. Mr. Reid recommended Warren James be appointed to serve as the Fire Chief for the City of Bluffdale and gave a history of Chief James’ service in the community. Jeff Gaston moved to appoint Warren James as Fire Chief for the City of Bluffdale. Dave Kallas seconded the motion",Appointment,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"4. Consideration and Vote on Resolution Number 2020-42, Authorizing the Appointment of Warren James as Fire Chief of the City of Bluffdale, Staff Presenter, Mark Reid. Mr. Reid recommended Warren James be appointed to serve as the Fire Chief for the City of Bluffdale and gave a history of Chief James’ service in the community. Jeff Gaston moved to appoint Warren James as Fire Chief for the City of Bluffdale. Dave Kallas seconded the motion",Appointment,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"4. Consideration and Vote on Resolution Number 2020-42, Authorizing the Appointment of Warren James as Fire Chief of the City of Bluffdale, Staff Presenter, Mark Reid. Mr. Reid recommended Warren James be appointed to serve as the Fire Chief for the City of Bluffdale and gave a history of Chief James’ service in the community. Jeff Gaston moved to appoint Warren James as Fire Chief for the City of Bluffdale. Dave Kallas seconded the motion",Appointment,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"4. Consideration and Vote on Resolution Number 2020-42, Authorizing the Appointment of Warren James as Fire Chief of the City of Bluffdale, Staff Presenter, Mark Reid. Mr. Reid recommended Warren James be appointed to serve as the Fire Chief for the City of Bluffdale and gave a history of Chief James’ service in the community. Jeff Gaston moved to appoint Warren James as Fire Chief for the City of Bluffdale. Dave Kallas seconded the motion",Appointment,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,2,"4. Consideration and Vote on Resolution Number 2020-42, Authorizing the Appointment of Warren James as Fire Chief of the City of Bluffdale, Staff Presenter, Mark Reid. Mr. Reid recommended Warren James be appointed to serve as the Fire Chief for the City of Bluffdale and gave a history of Chief James’ service in the community. Jeff Gaston moved to appoint Warren James as Fire Chief for the City of Bluffdale. Dave Kallas seconded the motion",Appointment,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,3,"Mr. Reid reported that there will be a swearing-in at the next City Council Meeting for Chief James and New City Attorney, Todd Sheeran. 5. PUBLIC HEARING – Consideration and Vote on Resolution Number 2020-39, Adopting the Proposed Tax Rate for Salt Lake County for the Purpose of Levying Taxes within the City of Bluffdale for the Fiscal Year 2020-2021, Staff Presenters, Bruce Kartchner and Stephanie Thayer. Mayor Timothy reported that agenda item numbers five and six will be considered together with the resolutions voted on separately. Finance Director, Bruce Kartchner, reported that the Certi",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
2020-06-10,2020,"2020, AMENDED City Council, LBA & RDA Combined Meeting Agenda PDF",Council,3,"Mr. Reid reported that there will be a swearing-in at the next City Council Meeting for Chief James and New City Attorney, Todd Sheeran. 5. PUBLIC HEARING – Consideration and Vote on Resolution Number 2020-39, Adopting the Proposed Tax Rate for Salt Lake County for the Purpose of Levying Taxes within the City of Bluffdale for the Fiscal Year 2020-2021, Staff Presenters, Bruce Kartchner and Stephanie Thayer. Mayor Timothy reported that agenda item numbers five and six will be considered together with the resolutions voted on separately. Finance Director, Bruce Kartchner, reported that the Certi",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-06-08/council_2020-06-10_776.md
