year,election_type,source_file,contest_id,contest,vote_for,precinct,candidate,party,votes,suppressed,vote_method
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Nephi #6:U,DEBRA PRISBREY ZIRBES,REP,,True,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Nephi #6:U,TROY C. CHRISTENSEN,REP,,True,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Nephi #7,DEBRA PRISBREY ZIRBES,REP,167,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Nephi #7,TROY C. CHRISTENSEN,REP,127,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1,DEBRA PRISBREY ZIRBES,REP,45,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1,TROY C. CHRISTENSEN,REP,97,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1:U,DEBRA PRISBREY ZIRBES,REP,,True,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1:U,TROY C. CHRISTENSEN,REP,,True,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1:U2,DEBRA PRISBREY ZIRBES,REP,0,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1:U2,TROY C. CHRISTENSEN,REP,0,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1:USQ,DEBRA PRISBREY ZIRBES,REP,0,False,Precinct
2024,primary,raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,517c8e1d-e343-4406-8fa9-d8a2aaa41b48,Republican for County Recorder/Surveyor,1,Rocky Ridge #1:USQ,TROY C. CHRISTENSEN,REP,0,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,,Invalid,,24,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,,Jonathan G. Street,,28,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,,Raeleen Anita Maxfield,,65,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,,Tony Steven Atherley,,73,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,,Write-in,,0,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #1,Invalid,,3,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #1,Jonathan G. Street,,3,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #1,Raeleen Anita Maxfield,,12,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #1,Tony Steven Atherley,,20,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #1,Write-in,,0,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #2,Invalid,,4,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #2,Jonathan G. Street,,9,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #2,Raeleen Anita Maxfield,,16,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #2,Tony Steven Atherley,,14,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #2,Write-in,,0,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #3,Invalid,,13,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #3,Jonathan G. Street,,12,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #3,Raeleen Anita Maxfield,,28,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #3,Tony Steven Atherley,,26,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #3,Write-in,,0,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #4,Invalid,,4,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #4,Jonathan G. Street,,4,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #4,Raeleen Anita Maxfield,,9,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #4,Tony Steven Atherley,,13,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,01000000-e857-63d6-6405-08de10064808,Eureka City Council,2,12Eureka #4,Write-in,,0,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,,ROBERT W JENKINS,,112,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,,SCOTT C. PUGH,,106,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #1,ROBERT W JENKINS,,29,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #1,SCOTT C. PUGH,,16,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #2,ROBERT W JENKINS,,22,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #2,SCOTT C. PUGH,,24,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #3,ROBERT W JENKINS,,41,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #3,SCOTT C. PUGH,,41,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #4,ROBERT W JENKINS,,20,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,01000000-e857-63d6-6385-08de10064808,Eureka City Mayor,1,12Eureka #4,SCOTT C. PUGH,,25,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,,Invalid,,7,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,,JERRY HODGES SPENCER,,185,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,,Mitchell L Worwood,,46,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,,NICHOLAS EROL MANGELSON,,163,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,,RAY MCMILLAN EVANS,,172,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,,Write-in,,0,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,12 Levan #1,Invalid,,7,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,12 Levan #1,JERRY HODGES SPENCER,,185,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,12 Levan #1,Mitchell L Worwood,,46,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,12 Levan #1,NICHOLAS EROL MANGELSON,,163,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,12 Levan #1,RAY MCMILLAN EVANS,,172,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,01000000-e857-63d6-5459-08de10064808,Levan Town Council,2,12 Levan #1,Write-in,,0,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-fb40-08de10064807.json,01000000-e857-63d6-fb40-08de10064807,Levan Town Mayor,1,,BRUCE CHARLES ROWLEY,,127,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-fb40-08de10064807.json,01000000-e857-63d6-fb40-08de10064807,Levan Town Mayor,1,,TYLER R SHEPHERD,,195,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-fb40-08de10064807.json,01000000-e857-63d6-fb40-08de10064807,Levan Town Mayor,1,12 Levan #1,BRUCE CHARLES ROWLEY,,127,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-fb40-08de10064807.json,01000000-e857-63d6-fb40-08de10064807,Levan Town Mayor,1,12 Levan #1,TYLER R SHEPHERD,,195,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,,DEVAN JACK INGRAM,,327,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,,JENNIFER DONALDSON,,273,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,,TONY OPENSHAW,,281,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,,TROY GORDON LINTON,,220,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #1,DEVAN JACK INGRAM,,176,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #1,JENNIFER DONALDSON,,163,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #1,TONY OPENSHAW,,156,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #1,TROY GORDON LINTON,,148,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #2,DEVAN JACK INGRAM,,151,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #2,JENNIFER DONALDSON,,110,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #2,TONY OPENSHAW,,125,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,01000000-e857-63d6-5617-08de10064808,Mona City Council,2,12Mona #2,TROY GORDON LINTON,,72,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,01000000-e857-63d6-55ab-08de10064808,Mona City Mayor,1,,RANDY CHRISTENSEN,,165,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,01000000-e857-63d6-55ab-08de10064808,Mona City Mayor,1,,TROY PAINTER,,414,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,01000000-e857-63d6-55ab-08de10064808,Mona City Mayor,1,12Mona #1,RANDY CHRISTENSEN,,106,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,01000000-e857-63d6-55ab-08de10064808,Mona City Mayor,1,12Mona #1,TROY PAINTER,,228,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,01000000-e857-63d6-55ab-08de10064808,Mona City Mayor,1,12Mona #2,RANDY CHRISTENSEN,,59,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,01000000-e857-63d6-55ab-08de10064808,Mona City Mayor,1,12Mona #2,TROY PAINTER,,186,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,,BART STANLEY MILLER,,578,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,,JERAMIE L. CALLAWAY,,674,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,,SKIP F. WORWOOD,,636,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,,TATE T. DOUGLAS,,860,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #3,BART STANLEY MILLER,,64,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #3,JERAMIE L. CALLAWAY,,126,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #3,SKIP F. WORWOOD,,49,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #3,TATE T. DOUGLAS,,93,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #4,BART STANLEY MILLER,,130,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #4,JERAMIE L. CALLAWAY,,151,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #4,SKIP F. WORWOOD,,155,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #4,TATE T. DOUGLAS,,230,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #5,BART STANLEY MILLER,,137,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #5,JERAMIE L. CALLAWAY,,130,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #5,SKIP F. WORWOOD,,216,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #5,TATE T. DOUGLAS,,249,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #6,BART STANLEY MILLER,,80,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #6,JERAMIE L. CALLAWAY,,102,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #6,SKIP F. WORWOOD,,85,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #6,TATE T. DOUGLAS,,136,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #7,BART STANLEY MILLER,,167,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #7,JERAMIE L. CALLAWAY,,165,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #7,SKIP F. WORWOOD,,131,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,01000000-e857-63d6-6193-08de10064808,Nephi City Council,2,12Nephi #7,TATE T. DOUGLAS,,152,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,01000000-e857-63d6-56a4-08de10064808,Nephi City Mayor,1,,JUSTIN D. SEELY,,1298,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,01000000-e857-63d6-56a4-08de10064808,Nephi City Mayor,1,12Nephi #3,JUSTIN D. SEELY,,159,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,01000000-e857-63d6-56a4-08de10064808,Nephi City Mayor,1,12Nephi #4,JUSTIN D. SEELY,,308,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,01000000-e857-63d6-56a4-08de10064808,Nephi City Mayor,1,12Nephi #5,JUSTIN D. SEELY,,332,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,01000000-e857-63d6-56a4-08de10064808,Nephi City Mayor,1,12Nephi #6,JUSTIN D. SEELY,,204,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,01000000-e857-63d6-56a4-08de10064808,Nephi City Mayor,1,12Nephi #7,JUSTIN D. SEELY,,295,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,,BYRON ALLRED,,161,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,,CHARLES N TODD,,108,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,,CLINT A BRONSON,,103,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,,TIMOTHY LAYNE ALLRED,,68,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,12Rocky Ridge #1,BYRON ALLRED,,161,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,12Rocky Ridge #1,CHARLES N TODD,,108,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,12Rocky Ridge #1,CLINT A BRONSON,,103,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,01000000-e857-63d6-62f9-08de10064808,Rocky Ridge Council,2,12Rocky Ridge #1,TIMOTHY LAYNE ALLRED,,68,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6286-08de10064808.json,01000000-e857-63d6-6286-08de10064808,Rocky Ridge Mayor,1,,KATHERINE ROBERTA-MARIE ALLRED,,60,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6286-08de10064808.json,01000000-e857-63d6-6286-08de10064808,Rocky Ridge Mayor,1,,RONALD ALLRED SR.,,171,False,Certified Total
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6286-08de10064808.json,01000000-e857-63d6-6286-08de10064808,Rocky Ridge Mayor,1,12Rocky Ridge #1,KATHERINE ROBERTA-MARIE ALLRED,,60,False,Precinct
2025,municipal general,raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6286-08de10064808.json,01000000-e857-63d6-6286-08de10064808,Rocky Ridge Mayor,1,12Rocky Ridge #1,RONALD ALLRED SR.,,171,False,Precinct
2025,municipal primary,raw/ev/ev-juab-primary08122025-item-01000000-041e-c676-ff62-08ddce05657c.json,01000000-041e-c676-ff62-08ddce05657c,Eureka City Mayor,1,,ROBERT W JENKINS,,54,False,Certified Total
