ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,has_signed_pdf,linkage_note,minutes_source
2023-06,2023-02-16,2023-02-16,"amending the Land Management Code Section 15-2.13-2 to prohibit nightly rentals and fractional use in the Chatham Crossing Subdivision, the West Ridge Subdivision, and the West Ridge Subdivision Phase 2, and prohibit fractional use in the Solamere Subdivisions No. 1 and No. 2A to April 27, 2023",minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Continued,2023-02-16,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md
2023-07,2023-02-16,2023-02-16,"approving the vacation of a portion of the platted 13th Street right-of-way and the 1301 Park Avenue Subdivision, located at 1301 Park Avenue, Park City, Utah",minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-02-16,8,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md
2023-08,2023-02-16,2023-02-16,"approving The Bald Eagle Club at Deer Valley, Amending Unit 9 Plat Amendment, located at 7979 Roamer Court, Park City, Utah",minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-02-16,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md
2023-09,2023-02-16,2023-02-16,"AN ORDINANCE AMENDING SECTION 13-1-28, DRINKING WATER SOURCE PROTECTION, OF THE MUNICIPAL CODE OF PARK CITY",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1677101652_2023-09_Drinking_Water_Source_Protection_w_Attachments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1677101652_2023-09_Drinking_Water_Source_Protection_w_Attachments.pdf,no,5-0 Pass,2023-02-16,11,high,,1,yes,,minutes/2023/2023-02-13/2023-02-16_city-council-meeting.md
2023-10,2023-03-09,2023-03-09,"AN ORDINANCE AMENDING LAND MANAGEMENT CODE SECTION 15-5-5 ARCHITECTURAL DESIGN GUIDELINES, AND 15-15-1 DEFINITIONS TO UPDATE WATER WISE LANDSCAPING REGULATIONS, TO REDEFINE “WATER WISE LANDSCAPE/LANDSCAPING”, AND TO DEFINE, “LAWN/TURF”, MULCH”, “HARDSCAPE”, “IRRIGATION PLAN”, AND “ROCKS”",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1715179062_2023-10_Water_Wise_LMC.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1715179062_2023-10_Water_Wise_LMC.pdf,yes,5-0 Pass,2023-03-09,6,high,lmc_text_amendment,1,yes,,minutes/2023/2023-03-06/2023-03-09_city-council-meeting.md
2023-11,2023-03-09,2023-03-09,"approving the 402 and 410 Ontario Avenue Plat Amendment, located at 402 and 410 Ontario Avenue, Park City, Utah",minutes/2023/2023-03-06/2023-03-09_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-03-09,10,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-03-06/2023-03-09_city-council-meeting.md
2023-12,2023-03-09,2023-03-09,"approving the 1150 Park Avenue Plat Amendment, located at 1150 Park Avenue, Park City, Utah",minutes/2023/2023-03-06/2023-03-09_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-03-09,11,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-03-06/2023-03-09_city-council-meeting.md
2023-13,2023-03-23,2023-03-23,"AN ORDINANCE AMENDING TITLE 5, GOVERNMENT RECORDS ACCESS AND MANAGEMENT ACT, CHAPTERS 1 and 2, OF THE PARK CITY MUNICIPAL CODE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1680022699_2023-13_GRAMA_Ordinance_w_Code_Amendments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1680022699_2023-13_GRAMA_Ordinance_w_Code_Amendments.pdf,no,5-0 Pass,2023-03-23,5,high,,1,yes,,minutes/2023/2023-03-20/2023-03-23_city-council-meeting.md
2023-14,2023-04-04,2023-04-04,"approving the 1313 Park Avenue Subdivision, located at 1313 Park Avenue, Park City, Utah",minutes/2023/2023-04-03/2023-04-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-04-04,11,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-04-03/2023-04-04_city-council-meeting.md
2023-15,2023-04-04,2023-04-04,"approving the First Restated Black Diamond Plat, located at 2280 Deer Valley Drive, Park City, Utah",minutes/2023/2023-04-03/2023-04-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-04-04,12,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-04-03/2023-04-04_city-council-meeting.md
2023-16,2023-04-27,2023-04-27,Repeal Fractional Use and Prohibit Nightly Rentals.docx,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1683063037_2023-16_Repeal_Fractional_Use_and_Prohibit_Nightly_Rentals.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1683063037_2023-16_Repeal_Fractional_Use_and_Prohibit_Nightly_Rentals.docx.pdf,yes,5-0 Pass,2023-04-27,6,high,housing,1,yes,,minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md
2023-17,2023-08-22,2023-08-22,"28 amending Land Management Code Section 15-6-8 Unit Equivalents and Section 15-15- 29 1 Definitions regarding Support Commercial and Residential and Resort Accessory 30 Uses for Master Planned Developments and Sections 15-2.7-2 Uses for the Recreation 31 and Open Space Zoning District, 15-2.18-2 Uses for the General Commercial Zoning 32 District, and 15-2.19-2 Uses for the Light Industrial Zoning",minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-08-22,5,within_source,lmc_text_amendment,4,no,"number cited on 4 dates: 2023-04-27, 2023-06-12, 2023-08-22, 2023-09-28; last passing motion chosen; number known only from council motion text (no independent signed PDF)",minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-18,2023-04-27,2023-04-27,AN ORDINANCE AMENDING LAND MANAGEMENT CODE SECTION 15-3-9 BICYCLE PARKING REQUIREMENTS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1683063064_2023-18_Bike_Parking.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1683063064_2023-18_Bike_Parking.docx.pdf,yes,5-0 Pass,2023-04-27,11,high,lmc_text_amendment,1,yes,,minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md
2023-19,2023-04-27,2023-04-27,AN ORDINANCE AMENDING LAND MANAGEMENT CODE CHAPTER 15-2.21 SENSITIVE LAND OVERLAY ZONE REGULATIONS AND SECTION 15-15-1 DEFINITIONS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1683063090_2023-19_Sensitive_Land_Overlay_Amendments.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1683063090_2023-19_Sensitive_Land_Overlay_Amendments.docx.pdf,yes,5-0 Pass,2023-04-27,12,high,lmc_text_amendment,1,yes,,minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md
2023-20,2023-04-27,2023-04-27,"approving the 2460 Iron Mountain Drive Plat Amendment, located at 2460 Iron Mountain Drive, Summit County, Park City, Utah",minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-04-27,16,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md
2023-21,2023-04-27,2023-04-27,"approving the 2426 Iron Canyon Drive Plat Amendment, located at 2426 Iron Canyon Drive, Summit County, Park City, Utah",minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-04-27,17,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md
2023-22,2023-04-27,2023-04-27,"approving the Kings Crown Condominiums, Second Amended combining Units B302 & B401, located at 1271 Lowell Avenue, Park City, Utah",minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2023-04-27,18,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-04-24/2023-04-27_city-council-meeting.md
2023-23,2023-05-11,2023-05-11,"adopting a tentative budget for Fiscal Year 2024 for Park City Municipal Corporation and its related agencies and authorizing the computation of the property tax rate at a no tax increase rate, and set public hearings to consider adoption of the final budget on June 22, 2023, at a regular City Council Meeting",minutes/2023/2023-05-08/2023-05-11_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,3-1 Pass,2023-05-11,6,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-05-08/2023-05-11_city-council-meeting.md
2023-24,2023-05-11,2023-05-11,"approving the 593 Park Avenue Plat Amendment, located at 593 Park Avenue, Park City, Utah",minutes/2023/2023-05-08/2023-05-11_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-05-11,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-05-08/2023-05-11_city-council-meeting.md
2023-25,2023-05-11,2023-05-11,"AN ORDINANCE AMENDING TITLE 3, ETHICS, CHAPTER 3, CAMPAIGN DISCLOSURE, OF THE PARK CITY MUNICIPAL CODE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1685460921_2023-25_Campaign_Finance_Amendment.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1685460921_2023-25_Campaign_Finance_Amendment.pdf,no,4-0 Pass,2023-05-11,11,high,,1,yes,,minutes/2023/2023-05-08/2023-05-11_city-council-meeting.md
2023-26,2023-05-25,2023-05-25,"approving an extension of City Council's April 28, 2021 approval of Ordinance No. 2022- 10, an ordinance approving 1304 Park Avenue Plat Amendment, located at 1304 Park Avenue, Park City, Utah, with the amendment that Condition of Approval Seven (7) is changed to June 9th from May 26th",minutes/2023/2023-05-22/2023-05-25_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-05-25,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-05-22/2023-05-25_city-council-meeting.md
2023-27,2023-06-01,2023-06-01,"AN ORDINANCE AMENDING TITLE 11, BUILDING AND BUILDING REGULATIONS, CHAPTER 15, PARK CITY LANDSCAPING AND MAINTENANCE OF SOIL COVER, OF THE MUNICIPAL CODE OF PARK CITY",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1685996592_2023-27_Soil_Cover_w_Redlines.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1685996592_2023-27_Soil_Cover_w_Redlines.pdf,no,3-0 Pass,2023-06-01,4,high,,1,yes,,minutes/2023/2023-05-29/2023-06-01_city-council-meeting.md
2023-28,2023-06-15,2023-06-15,"approving the 1120 Empire Avenue Plat Amendment, located at 1120 Empire Avenue, Park City, Utah",minutes/2023/2023-06-12/2023-06-15_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-06-15,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-06-12/2023-06-15_city-council-meeting.md
2023-29,2023-06-15,2023-06-15,"approving the Eagle Way Second Amended Plat Amendment, located at 1460 Eagle Way, Park City, Utah",minutes/2023/2023-06-12/2023-06-15_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-06-15,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-06-12/2023-06-15_city-council-meeting.md
2023-30,2023-06-15,2023-06-15,AN ORDINANCE AMENDING LAND MANAGEMENT CODE SECTION 15-15-1 DEFINITIONS TO COMPLY WITH CHANGES TO STATE CODE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1687812844_2023-30_LMC_15-15-1.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1687812844_2023-30_LMC_15-15-1.pdf,yes,5-0 Pass,2023-06-15,10,high,lmc_text_amendment,1,yes,,minutes/2023/2023-06-12/2023-06-15_city-council-meeting.md
2023-31,2023-06-22,2023-06-22,establishing compensation for the elected and statutory officers for FY 2024,minutes/2023/2023-06-19/2023-06-22_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2023-06-22,9,within_source,,2,no,"number cited on 2 dates: 2023-06-01, 2023-06-22; last passing motion chosen; number known only from council motion text (no independent signed PDF)",minutes/2023/2023-06-19/2023-06-22_city-council-meeting.md
2023-32,2023-06-22,2023-06-22,adopting a revised budget for Fiscal Year 2023 and final budget for Fiscal Year 2024 for,minutes/2023/2023-06-19/2023-06-22_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2023-06-22,8,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-06-19/2023-06-22_city-council-meeting.md
2023-33,2023-06-22,2023-06-22,"AN ORDINANCE AMENDING SECTION 13-1-1, METERED SERVICE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1687889674_2023-33_Metered_Service.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1687889674_2023-33_Metered_Service.pdf,no,5-0 Pass,2023-06-22,12,high,,1,yes,,minutes/2023/2023-06-19/2023-06-22_city-council-meeting.md
2023-34,2023-07-06,2023-07-06,"approving the Founders Place Condominiums - Phase II Plat, located at 3267 West Deer Hollow Road, Park City, Utah",minutes/2023/2023-07-03/2023-07-06_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-07-06,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-07-03/2023-07-06_city-council-meeting.md
2023-35,2023-07-13,2023-07-13,"approving the Huntsman Estates First Amended Plat, located at 5000 Royal Street, Park City Utah",minutes/2023/2023-07-10/2023-07-13_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-07-13,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-07-10/2023-07-13_city-council-meeting.md
2023-36,2023-07-13,2023-07-13,AN ORDINANCE AMENDING LAND MANAGEMENT CODE SECTIONS 15-1-8 REVIEW PROCEDURE UNDER THE CODE AND 15-1-18 APPEALS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1690323271_2023-36_LMC_Amendments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1690323271_2023-36_LMC_Amendments.pdf,yes,4-0 Pass,2023-07-13,10,high,lmc_text_amendment,1,yes,,minutes/2023/2023-07-10/2023-07-13_city-council-meeting.md
2023-37,2023-07-27,2023-07-27,"approving an extension of City Council's July 21, 2022 approval of Ordinance No. 2022- 26, an ordinance approving 949 Empire Avenue Plat Amendment, located at 949 Empire Avenue, Park City, Utah",minutes/2023/2023-07-24/2023-07-27_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-07-27,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-07-24/2023-07-27_city-council-meeting.md
2023-38,2023-08-22,2023-08-22,"5 approving the 395 Deer Valley Drive Plat Amendment, located at 395 Deer Valley Drive, 6 Park City, Utah",minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-08-22,6,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-39,2023-08-22,2023-08-22,"33 approving the 958 Woodside Avenue Plat Amendment, located at 958 Woodside 34 Avenue, Park City, Utah",minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-08-22,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-40,2023-08-22,2023-08-22,"10 approving the 2411 Country Lane and 28 Payday Drive Plat Amendment, located at 11 2411 Country Lane and 28 Payday Drive, Summit County, Park City, Utah. Council 12 Member Gerber seconded the motion. 13 RESULT: APPROVED",minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-08-22,8,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-41,2023-09-14,2023-09-14,"approving an extension of City Council's September 1, 2022, approval of Ordinance No. 2022-33, an ordinance approving the Sommet Blanc Condominium Plat, located at 9300 Marsac Avenue, Park City, Utah",minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-09-14,7,within_source,subdivision_plat,2,no,"number cited on 2 dates: 2023-08-29, 2023-09-14; last passing motion chosen; number known only from council motion text (no independent signed PDF)",minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md
2023-42,2023-09-14,2023-09-14,AN ORDINANCE AMENDING PARK CITY CODE SECTION 13-1-25 AND ESTABLISHING THE CITY'S DESIGNATED WATER SERVICE AREA,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1695239764_2023-42_Water_Service_Area_and_13-1-25.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1695239764_2023-42_Water_Service_Area_and_13-1-25.pdf,no,4-0 Pass,2023-09-14,6,high,,1,yes,,minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md
2023-43,2023-09-14,2023-09-14,"approving the Studio Crossing Plat Amendment, Commercial Lots and Building Pods, amending Lot 1B, Park City Film Studios Fist Amended Subdivision, Park City, Utah",minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-09-14,8,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md
2023-44,2023-09-14,2023-09-14,"approving the Snow Flower Condominiums Fifth Amended Plat amending Unit 70 Plat Amendment, located at 401 Silver King Drive, Unit 70, Park City, Utah",minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-09-14,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md
2023-45,2023-09-14,2023-09-14,"approving the Fifth Amendment to Trail's End at Deer Valley Condo Plat Amendment, located at 2100 Deer Valley Drive, Park City, Utah",minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,4-0 Pass,2023-09-14,10,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-09-11/2023-09-14_city-council-meeting.md
2023-46,2023-09-28,2023-09-28,"approving the Supplemental Snow Park Residences Condominium Plat, located at 2310 Deer Valley Drive East, Park City, Utah",minutes/2023/2023-09-25/2023-09-28_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-09-28,9,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-09-25/2023-09-28_city-council-meeting.md
2023-47,2023-09-28,2023-09-28,"approving The Resort Center Condominiums Phase 1B First Amended amending Unit 40 Plat Amendment, located at 2525 Fairway Village Drive, Summit County, Park City, Utah",minutes/2023/2023-09-25/2023-09-28_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-09-28,10,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-09-25/2023-09-28_city-council-meeting.md
2023-48,2023-10-05,2023-10-05,"approving Iron Canyon Subdivision Lot 41 - Building Pad Adjustment Plat Amendment, located at 2459 Iron Mountain Drive, Park City, Utah",minutes/2023/2023-10-02/2023-10-05_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-10-05,5,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-10-02/2023-10-05_city-council-meeting.md
2023-49,2023-10-26,2023-10-26,"AN ORDINANCE AMENDING THE LAND MANAGEMENT CODE TO SHIFT FINAL ACTION FOR PLATS FROM THE CITY COUNCIL TO THE PLANNING COMMISSION, TO REQUIRE PLANNING COMMISSION REVIEW FOR ALL STEEP SLOPE CONDITIONAL USE PERMITS, AND TO UPDATE PUBLIC NOTICE REQUIRMENTS TO ALIGN WITH SENATE BILL 43",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1698870085_2023-49_Final_Action_Code_Amendment.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1698870085_2023-49_Final_Action_Code_Amendment.docx.pdf,yes,5-0 Pass,2023-10-26,9,high,lmc_text_amendment,1,yes,,minutes/2023/2023-10-23/2023-10-26_city-council-meeting.md
2023-50,2023-10-26,2023-10-26,"AN ORDINANCE AMENDING THE LAND MANAGEMENT CODE RESIDENTIAL MAXIMUM LOT SIZE FOR THE HISTORIC RESIDENTIAL LOW – DENSITY, HISTORIC RESIDENTIAL-1, HISTORIC RESIDENTIAL-2 ZONING, AND HISTORIC RESIDENTIAL MEDIUM ZONING DISTRICTS",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1698870121_2023-50_Max_Lot_Size_Code_Amendment.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1698870121_2023-50_Max_Lot_Size_Code_Amendment.docx.pdf,yes,5-0 Pass,2023-10-26,10,high,lmc_text_amendment,1,yes,,minutes/2023/2023-10-23/2023-10-26_city-council-meeting.md
2023-51,2023-11-02,2023-11-02,"AN ORDINANCE AMENDING SECTIONS 4-1-1, 4-3-6, AND 4-7-3 OF THE MUNICIPAL CODE OF PARK CITY, UTAH",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1700083579_2023-51_Title_4_w_attachments.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1700083579_2023-51_Title_4_w_attachments.pdf,no,5-0 Pass,2023-11-02,7,high,,1,yes,,minutes/2023/2023-10-30/2023-11-02_city-council-meeting.md
2023-52,2023-11-16,2023-11-16,"approving the 902 Woodside Avenue Plat Amendment, located at 902 Woodside Avenue, Summit County, Park City, Utah",minutes/2023/2023-11-13/2023-11-16_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-11-16,7,within_source,subdivision_plat,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-11-13/2023-11-16_city-council-meeting.md
2023-53,2023-11-16,2023-11-16,"AN ORDINANCE AMENDING LAND MANAGEMENT CODE SECTIONS 15-5-5 ARCHITECTURAL DESIGN GUIDELINES, AND 15-15-1 DEFINITIONS CLARIFYING WATER WISE LANDSCAPE REGULATIONS TO QUALIFY FOR THE STATE’S LANDSCAPE CONVERSION PROGARM",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/parkcity/ordinances/documents/1701374616_2023-53_Landscaping_Code_Amendment.docx.pdf,2026-07-05,text,pdftotext -layout (Municode MunicipalCodeOnline signed ordinance PDF),raw/1701374616_2023-53_Landscaping_Code_Amendment.docx.pdf,yes,5-0 Pass,2023-11-16,8,high,lmc_text_amendment,1,yes,,minutes/2023/2023-11-13/2023-11-16_city-council-meeting.md
2023-54,2023-12-14,2023-12-14,approving the North Norfolk Plat Amendment amending the Knudson Subdivision Parcel C and Parcel SA-200 and re-subdividing the vacant lots into four lots to allow four single-family dwellings,minutes/2023/2023-12-11/2023-12-14_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,yes,5-0 Pass,2023-12-14,7,within_source,subdivision_plat,3,no,"number cited on 3 dates: 2023-11-16, 2023-11-30, 2023-12-14; last passing motion chosen; number known only from council motion text (no independent signed PDF)",minutes/2023/2023-12-11/2023-12-14_city-council-meeting.md
2023-55,2023-11-30,2023-11-30,approving the Bald Eagle Club at Deer Valley Unit 55 Third Amended located at 7875 Bald Eagle Drive,minutes/2023/2023-11-27/2023-11-30_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2023-11-30,12,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2023/2023-11-27/2023-11-30_city-council-meeting.md
2024-01,2024-01-04,2024-01-04,approving the 2024 regular meeting schedule for City Council,minutes/2024/2024-01-01/2024-01-04_city-council-meeting.md,2026-07-05,text,reconstructed from meeting_minutes motion text (born-digital CivicClerk minutes),,no,5-0 Pass,2024-01-04,9,within_source,,1,no,number known only from council motion text (no independent signed PDF),minutes/2024/2024-01-01/2024-01-04_city-council-meeting.md
