ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,kind,adoption_date_source,sha256,linkage_note
2024-O-10,2024-05-07,2024-05-07,2024-O-10,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-10.pdf?t=202405301219200,2026-07-13,text,pdftotext -layout,raw/2024-O-10.pdf,yes,5-0 Pass,2024-05-07,6,high,ordinance,minutes-motion,e723bed48351f525c8420e3193fec54296600e4d39c183a4aa4835129b66d885,
2024-O-11,2024-05-07,2024-05-07,2024-O-11,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-11.pdf?t=202405301221430,2026-07-13,text,pdftotext -layout,raw/2024-O-11.pdf,yes,4-1 Pass,2024-05-07,9,high,ordinance,minutes-motion,272773f4cf09962d8f8e9d04596f9ecbdea24c17e631590e0c19911ae3529aa9,
2024-O-12,2024-05-07,2024-05-07,2024-O-12,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O12.pdf?t=202405301224160,2026-07-13,text,pdftotext -layout,raw/2024-O-12.pdf,yes,5-0 Pass,2024-05-07,12,high,ordinance,minutes-motion,ce9a5d0c96acf4f7e3f6a31eaebee0ab94bfe4f3c903da83b8ef31ddea24a75f,
2024-O-14,2024-05-21,2024-05-21,2024-O-14,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-14.pdf?t=202405301226330,2026-07-13,text,pdftotext -layout,raw/2024-O-14.pdf,yes,5-0 Pass,2024-05-21,6,high,ordinance,minutes-motion,f239ddd0e74f3a4d2fee5e6d3c7c6f6cfba5656884eb4ddcdfd1bdbbb6c3fa13,
2024-O-15,2024-06-04,2024-06-04,2024-O-15,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20No.%202024-O-15.docx.pdf?t=202406121530340,2026-07-13,text,pdftotext -layout,raw/2024-O-15.pdf,yes,5-0 Pass,2024-06-04,7,high,ordinance,pdf,d79a69e3a7170e23e49e98407669a69b47f330d526f8fa1f81828b99b5c27401,
2024-O-16,2024-06-04,2024-06-04,2024-O-16,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-16.pdf?t=202406121533570,2026-07-13,text,pdftotext -layout,raw/2024-O-16.pdf,yes,5-0 Pass,2024-06-04,13,high,ordinance,pdf,a8b697b6d2a57d7d2a899f368ee07ab16804a944a48ce7565b216668d253e7da,
2024-O-17,2024-06-04,2024-06-04,2024-O-17,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20No.%202024-O-17.docx.pdf?t=202604141545060,2026-07-13,text,pdftotext -layout,raw/2024-O-17.pdf,yes,5-0 Pass,2024-06-04,10,high,ordinance,pdf,a609a186a68ff789e6f81d032c87172dd01a3108545302fe8ea40c1d931f8047,
2024-O-18,2024-06-04,2024-06-04,2024-O-18,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-18.pdf?t=202406121538570,2026-07-13,text,pdftotext -layout,raw/2024-O-18.pdf,yes,5-0 Pass,2024-06-04,16,high,ordinance,pdf,31fbfe5cb2440f6c7d8b57812408ac4af712e9e7e9a979f2252f640006a4b8eb,
2024-O-19,2024-06-04,2024-06-04,2024-O-19,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20No.%202024-O-19.docx.pdf?t=202406121541110,2026-07-13,text,pdftotext -layout,raw/2024-O-19.pdf,yes,5-0 Pass,2024-06-04,19,high,ordinance,pdf,de5a8f83339c342bdd1738a83292142d18b1be3c4664fd807e197be1a8411a57,
2024-O-20,2024-07-16,2024-07-16,2024-O-20,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-20.pdf?t=202407221428220,2026-07-13,text,pdftotext -layout,raw/2024-O-20.pdf,yes,5-0 Pass,2024-07-16,6,high,ordinance,pdf,937c5536cfe4901f4ed13e4be770125961472e8a44a1200542b5cbcc28dc34d3,
2024-O-21,2024-08-13,2024-08-13,2024-O-21,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-21.pdf?t=202408151426080,2026-07-13,scanned,tesseract 5 OCR @300dpi (13pg),raw/2024-O-21.pdf,no,5-0 Pass,2024-08-13,5,high,ordinance,pdf,d7dfa2fc7f4a354804d2cc0cc3841c6b7b992a08e8a4d6743db6d4c3619636f8,
2024-O-23,2024-09-17,2024-09-17,2024-O-23,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-23.pdf?t=202409251838530,2026-07-13,text,pdftotext -layout,raw/2024-O-23.pdf,yes,4-1 Pass,2024-09-17,9,high,ordinance,pdf,5625dad8ac7710af9704ba2b5c745f5d1d621fca9621a2fd1984a3ded2ce9646,
2024-O-24,2024-09-17,2024-09-17,2024-O-24,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-24.pdf?t=202409191913400,2026-07-13,text,pdftotext -layout,raw/2024-O-24.pdf,yes,5-0 Pass,2024-09-17,13,high,ordinance,pdf,08563407d56bad15f08e2f2b8fd462cc9725e9d5331250200ab10824f51a456b,
2024-O-25,2024-09-17,2024-09-17,2024-O-25,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-25.pdf?t=202409191920340,2026-07-13,text,pdftotext -layout,raw/2024-O-25.pdf,yes,5-0 Pass,2024-09-17,16,high,ordinance,minutes-motion,3b88c60799738b0d7bb34009e33b96e2b46bb8a64eaf2c6a79c348d2192c1539,
2024-O-26,2024-10-01,2024-10-01,2024-O-26,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-26.pdf?t=202410081354300,2026-07-13,text,pdftotext -layout,raw/2024-O-26.pdf,yes,5-0 Pass,2024-10-01,4,high,ordinance,pdf,579ec17587eefdabe19d7c4ebef5e2df4f70c0731015f1fdeb325b4766077c76,
2024-O-27,2024-11-12,2024-11-12,2024-O-27,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-27.pdf?t=202411201159360,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2024-O-27.pdf,yes,5-0 Pass,2024-11-12,7,high,ordinance,pdf,59143add55e9752463cc15b1ccd3bc8d6b4cd2bea2c910abed940109ca2f7838,
2024-O-28,2024-11-12,2024-11-12,2024-O-28,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-28.pdf?t=202412161805320,2026-07-13,scanned,tesseract 5 OCR @300dpi (10pg),raw/2024-O-28.pdf,yes,5-0 Pass,2024-11-12,10,high,ordinance,pdf,393b40261053cf986606f41c2937295bdeaff648d21d7880de9a40d3c4efe1d3,
2024-O-29,2024-12-03,2024-12-03,2024-O-29,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-29.pdf?t=202412161808480,2026-07-13,text,pdftotext -layout,raw/2024-O-29.pdf,yes,5-0 Pass,2024-12-03,7,high,ordinance,pdf,735fba10c98cc4c550be4ee177b8f432311a66799b706dc93b72f04364fc014e,2 motions cite this number; linked the adopting one
2024-O-30,2024-12-03,2024-12-03,2024-O-30,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-30.pdf?t=202412161812210,2026-07-13,text,pdftotext -layout,raw/2024-O-30.pdf,yes,5-0 Pass,2024-12-03,3,high,ordinance,pdf,d21cfb3bf9356d8effca8b06655d4b73d921b186890890c3cd3de8378c635666,
2024-O-31,2024-12-03,2024-12-03,2024-O-31,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-31.pdf?t=202412161814220,2026-07-13,text,pdftotext -layout,raw/2024-O-31.pdf,no,5-0 Pass,2024-12-03,6,high,ordinance,pdf,3d5748ba6fbf98c06115a98cab18628bbb73732f3466e4bd87977968cf38994f,
2024-R-06,,2024-01-01,Public Notice - Ordinance No 2024-R-06,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/2024-O-06%20Ordinance%20Publications%20City%20Website.pdf?t=202404231344430,2026-07-13,text,pdftotext -layout,raw/2024-R-06_pub.pdf,yes,,,,none,publication,year-only,8df7951a3c04d3f2ed60fd212c1cfe30bdc9ca5b75bbb810ac8cc4d67e161adf,
2024-R-08,2024-02-20,2024-02-20,Public Notice - Ordinance No 2024-R-08,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/2024-O-08%20Ordinance%20Publications.pdf?t=202404231349140,2026-07-13,text,pdftotext -layout,raw/2024-R-08_pub.pdf,yes,5-0 Pass,2024-02-20,3,high,publication,minutes-motion,621faa74467de49a51d8080c833349b5f23d95fc5c71c87653194401898e5a8e,
2024-R-20,2024-04-16,2024-04-16,Public Notice - Ordinance 2024-R-20,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.pdf?t=202407171827220,2026-07-13,text,pdftotext -layout,raw/2024-R-20_pub.pdf,yes,5-0 Pass,2024-04-16,11,high,publication,minutes-motion,665358930fbaccbb1f23f93f3bf85ad00ee4a0c5b5f99242d0f9ea44c048218d,
2025-O-01,2025-01-21,2025-01-21,2025-O-01,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Ordinance_No_2025-O-01.pdf?t=202501231637190,2026-07-13,scanned,"tesseract 5 OCR @300dpi (4pg; DocuSign text-layer only, forced OCR)",raw/2025-O-01.pdf,yes,4-0 Pass,2025-01-21,3,high,ordinance,pdf,6068896fe0afeba29ee7a9e58b3964ae99ca74ff2a4eddd04d9863c60f5a1463,
2025-O-02,2025-02-04,2025-02-04,2025-O-02,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-02.pdf?t=202502101900040,2026-07-13,text,pdftotext -layout,raw/2025-O-02.pdf,yes,5-0 Pass,2025-02-04,7,high,ordinance,minutes-motion,9f08abd0d544f19653a45a32795afdf1dde908d7aabc80c528c34cc4dc84fbb3,
2025-O-03,2025-02-18,2025-02-18,2025-O-03,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Item%206%20TODO.pdf?t=202502201932310,2026-07-13,text,pdftotext -layout,raw/2025-O-03.pdf,yes,3-1 Pass,2025-02-18,5,high,ordinance,minutes-motion,83daa379dc978a632a491487c4321b71589b9a971c52bfcb3e1784fda08e7639,
2025-O-04,2025-03-18,2025-03-18,2025-O-04,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Ord%202025-O-04.pdf?t=202504221340570,2026-07-13,text,pdftotext -layout,raw/2025-O-04.pdf,yes,5-0 Pass,2025-03-18,2,high,ordinance,pdf,8864f6255e9b5dd2eaf24225c6ab42ccb8895697fcdd9fb0850508851d130bbc,
2025-O-05,2025-04-15,2025-04-15,2025-O-05,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-5.pdf?t=202504221349380,2026-07-13,text,pdftotext -layout,raw/2025-O-05.pdf,yes,4-0 Pass,2025-04-15,3,high,ordinance,pdf,e7f2592260f1a1972d6f22d709e89452c80195b5b81de220837f49105be72dfd,
2025-O-06,2025-05-06,2025-05-06,2025-O-06,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-06.pdf?t=202505191816530,2026-07-13,text,pdftotext -layout,raw/2025-O-06.pdf,yes,4-0 Pass,2025-05-06,7,high,ordinance,minutes-motion,c3d4dd6a2d1fbbd340aa74eb40eeeab0a2db70f26a5f1e4e6a98433f2021b292,2 motions cite this number; linked the adopting one
2025-O-07,2025-04-15,2025-04-15,2025-O-07,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-07.pdf?t=202504221357540,2026-07-13,text,pdftotext -layout,raw/2025-O-07.pdf,yes,4-0 Pass,2025-04-15,9,high,ordinance,pdf,9515565b346ad03290482f8611d5b98aa4cfd1b429938d3ce1261aafe63d1163,
2025-O-10,2025-06-03,2025-06-03,2025-O-10,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-10.pdf?t=202506091629070,2026-07-13,text,pdftotext -layout,raw/2025-O-10.pdf,yes,5-0 Pass,2025-06-03,15,high,ordinance,pdf,11a2114aa46a277158058178595a985ab27e0e232b74e096d0e61c8d38d69e87,
2025-O-11,2025-06-17,2025-06-17,2025-O-11,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-11.pdf?t=202507011613280,2026-07-13,text,pdftotext -layout,raw/2025-O-11.pdf,yes,5-0 Pass,2025-06-17,6,high,ordinance,pdf,b67d8ec55fb7c1f786d3758b924e1b8a99e3bce4fa299f552bbf06101d1ea147,
2025-O-12,2025-06-17,2025-06-17,2025-O-12,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-12.pdf?t=202506241848350,2026-07-13,text,pdftotext -layout,raw/2025-O-12.pdf,no,5-0 Pass,2025-06-17,11,high,ordinance,pdf,4b7087a318cb91bb08e337b33aa18f9724802895ccf12517a5c4e4e4cda9570e,
2025-O-13,2025-08-19,2025-08-19,2025-O-13,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-13.pdf?t=202508261605580,2026-07-13,text,pdftotext -layout,raw/2025-O-13.pdf,no,5-0 Pass,2025-08-19,6,high,ordinance,minutes-motion,48d14fa2b348ba12031884bbeead7d596cf5434a7c5b6aa190fd7806feb33ce1,
2025-O-14,2025-09-02,2025-09-02,2025-O-14,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-14.pdf?t=202509101632000,2026-07-13,text,pdftotext -layout,raw/2025-O-14.pdf,yes,5-0 Pass,2025-09-02,3,high,ordinance,minutes-motion,d3a117757fc7271ce15fb6da24aec81e6905f2e2fa14b2d78168427678cbf41b,
2025-O-15,2025-09-02,2025-09-02,2025-O-15,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-15.pdf?t=202509101633450,2026-07-13,text,pdftotext -layout,raw/2025-O-15.pdf,yes,5-0 Pass,2025-09-02,6,high,ordinance,pdf,6575bf25fd22e0956d9d560ef88fd8f409ebcb3a2482fc3448e3372a9b123472,
2025-O-16,2025-10-07,2025-10-07,2025-O-16,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-16.pdf?t=202510161712410,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2025-O-16.pdf,yes,4-0 Pass,2025-10-07,6,high,ordinance,pdf,05ba737028c5306cd43126039733966ff5b888abf1343123bf0375e308fbfd42,
2025-O-17,2025-10-07,2025-10-07,2025-O-17,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-17.pdf?t=202510161714550,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2025-O-17.pdf,yes,4-0 Pass,2025-10-07,9,high,ordinance,minutes-motion,d877604dc2b95af17df3bad885f3cb4f9ce815d9b31b5956d5b58653f2864714,
2025-O-18,,2025-01-01,2025-O-18,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Ord%202025-O-18.pdf?t=202510231807380,2026-07-13,text,pdftotext -layout,raw/2025-O-18.pdf,yes,,,,none,ordinance,year-only,57e73fddd261dbf5e8c95c52d22631f0482d4960b1dad2dda3b623b8016c5f46,
2025-O-19,2025-10-07,2025-10-07,2025-O-19,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-19.pdf?t=202510221604400,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2025-O-19.pdf,yes,4-0 Pass,2025-10-07,15,high,ordinance,pdf,e3cc666979c57976209ab0f364bffc4181d6badaebb6fd7c669480c367ef3001,
2025-O-20,2025-10-21,2025-10-21,2025-O-20,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-20.pdf?t=202510231809210,2026-07-13,text,pdftotext -layout,raw/2025-O-20.pdf,yes,4-0 Pass,2025-10-21,3,high,ordinance,minutes-motion,ea39c9e9400a225cd915ecca9a6143e0bf61d18192c6342198835e0dacd0d438,
2025-O-21,2025-11-18,2025-11-18,2025-O-21,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-21.pdf?t=202511261433500,2026-07-13,text,pdftotext -layout,raw/2025-O-21.pdf,yes,5-0 Pass,2025-11-18,9,high,ordinance,pdf,18d5745c77648ad0744b88b14d53261fa29793770132c46c7a713ac0e9182999,
2025-O-23,2025-12-02,2025-12-02,2025-O-23,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-23.pdf?t=202512091423160,2026-07-13,text,pdftotext -layout,raw/2025-O-23.pdf,no,4-0 Pass,2025-12-02,2,high,ordinance,minutes-motion,e455239ad3414d67833a29b29a56daf2018e31a8a6b339495533a05c34b19409,
2026-O-01,2026-01-06,2026-01-06,2026-O-01,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-01.pdf?t=202601131714200,2026-07-13,text,pdftotext -layout,raw/2026-O-01.pdf,no,5-0 Pass,2026-01-06,5,high,ordinance,minutes-motion,9534ed159b02ee9c8e3bba5311b7ef5c199c6912d87b24f9974022ba4a40fa02,
2026-O-02,2026-01-06,2026-01-06,2026-O-02,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-02.pdf?t=202601131701330,2026-07-13,text,pdftotext -layout,raw/2026-O-02.pdf,yes,5-0 Pass,2026-01-06,3,high,ordinance,minutes-motion,8ec5819ad703f8e32a7a191acee51bc0870384a18c36b02b33dfccb536f12fe4,
2026-O-03,2026-02-03,2026-02-03,2026-O-03,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-03.pdf?t=202602051719290,2026-07-13,text,pdftotext -layout,raw/2026-O-03.pdf,yes,5-0 Pass,2026-02-03,3,high,ordinance,pdf,aa9cb7c7979c35f5d31e145f02b7302a7e80556e95895301861fb58eaae19d6b,
2026-O-04,2026-02-03,2026-02-03,2026-O-04,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-04.pdf?t=202602051723410,2026-07-13,text,pdftotext -layout,raw/2026-O-04.pdf,no,5-0 Pass,2026-02-03,9,high,ordinance,pdf,f0f5d7eb3c194a0566734db1f91a37b1b069bd3d29ff38ec0bf7b57c765b114c,
2026-O-06,2026-03-03,2026-03-03,2026-O-06,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-06.pdf?t=202603091528250,2026-07-13,text,pdftotext -layout,raw/2026-O-06.pdf,yes,5-0 Pass,2026-03-03,3,high,ordinance,minutes-motion,85c7815fdb07379c781f5497ba02e501d72d8066eee7cfecbe1dbdd14d0a4409,
2026-O-07,2026-03-03,2026-03-03,2026-O-07,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-07.pdf?t=202603091530470,2026-07-13,text,pdftotext -layout,raw/2026-O-07.pdf,no,5-0 Pass,2026-03-03,6,high,ordinance,minutes-motion,9b8b9f399bcd8df290f5dcbf40977dd67134649162bedd5b75a7ca7a5e8d8b06,
2026-O-08,2026-03-23,2026-03-23,2026-O-08,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-08.pdf?t=202603311929030,2026-07-13,text,pdftotext -layout,raw/2026-O-08.pdf,yes,5-0 Pass,2026-03-24,3,high,ordinance,pdf,a021a95204be35faded975faeb9a65216c5b8cf2ea50f7a5e67ab5d73d79afca,
2026-O-09,2026-04-07,2026-04-07,2026-O-09,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-09.pdf?t=202604141545300,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2026-O-09.pdf,yes,,2026-04-07,,low,ordinance,pdf,412cc50a79a6092d038da123c2a7ddd9f55c59e1d240252a56a92c7290b28caa,
2026-O-10,2026-04-07,2026-04-07,2026-O-10,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-10.pdf?t=202604141547340,2026-07-13,text,pdftotext -layout,raw/2026-O-10.pdf,yes,4-0 Pass,2026-04-07,3,high,ordinance,pdf,d198e3c3e3eddf799fa4f9b8a3506e56cd4948eb33b0df716bb175bf89cea6e5,
2026-O-11,2026-04-02,2026-04-02,2026-O-11,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-11.pdf?t=202604281404280,2026-07-13,text,pdftotext -layout,raw/2026-O-11.pdf,no,5-0 Pass,2026-04-21,2,high,ordinance,pdf,bc24ab373f8fd13279f23980307c6b66e4e52d6c5438a2b8b4d0434afffd7bdd,
2026-O-12,2026-04-21,2026-04-21,2026-O-12,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-12.pdf?t=202604281444240,2026-07-13,text,pdftotext -layout,raw/2026-O-12.pdf,no,5-0 Pass,2026-04-21,4,high,ordinance,minutes-motion,35ec5b4cea5d557ff02c6be3d37b2bec671abbf7ee9acc9fb9a4b583ba5fa1c1,
2026-O-14,,2026-01-01,2026-O-14,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-14.pdf?t=202605271502060,2026-07-13,text,pdftotext -layout,raw/2026-O-14.pdf,no,,,,none,ordinance,year-only,3a38bf1514ad40ac140d5c8ab8ffc69e479c4445d3cb9fb9f605e2900d42928e,
2026-O-15,2026-06-02,2026-06-02,2026-O-15,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-15.pdf?t=202606161854350,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2026-O-15.pdf,yes,5-0 Pass,2026-06-02,9,high,ordinance,pdf,84117f9955ae37b0d9db9883bbdc913f65d01ca7962f1822e14953e1678ce180,
2026-O-16,,2026-06-02,2026-O-16,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-16.pdf?t=202606151735420,2026-07-13,text,pdftotext -layout,raw/2026-O-16.pdf,yes,5-0 Pass,2026-06-02,12,low,ordinance,,1e5f0725ca61278462a289ae3ff191286d68e2bb9011dc54b609dec63c0ead07,signed ordinance on file; the only motion citing its number is a table/deny/continue action (adoption motion not identified)
2026-O-17,2026-06-02,2026-06-02,2026-O-17,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-17.pdf?t=202606151737110,2026-07-13,text,pdftotext -layout,raw/2026-O-17.pdf,no,5-0 Pass,2026-06-02,24,high,ordinance,minutes-motion,b73e8b451e502bae9ff4577f36b9d6c30a65568f545807f0aadc3bb70fa04296,
2026-O-19,2026-06-02,2026-06-02,2026-O-19,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-19.pdf?t=202606161855470,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2026-O-19.pdf,yes,5-0 Pass,2026-06-02,6,high,ordinance,pdf,ec397a0cc3b1945be70bf61a69c4852c0c97991a977532747e7288d4bc5f0ad5,
2026-O-20,2026-06-16,2026-06-16,2026-O-20,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-20.pdf?t=202606231332170,2026-07-13,text,pdftotext -layout,raw/2026-O-20.pdf,yes,5-0 Pass,2026-06-16,3,high,ordinance,minutes-motion,0568c682baf4f506fb07eb78517b594ee8c73efa470729869cbce210d58d04b4,
2026-O-21,2026-06-16,2026-06-16,2026-O-21,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-21.pdf?t=202606231326200,2026-07-13,text,pdftotext -layout,raw/2026-O-21.pdf,no,5-0 Pass,2026-06-16,8,high,ordinance,minutes-motion,6cb5f18c5cd49fba2623a2f9f54dc7dbeae1680e7b01bf88558f557a1d5d1d64,
2026-O-22,2026-06-16,2026-06-16,2026-O-22,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-22.pdf?t=202606231329520,2026-07-13,text,pdftotext -layout,raw/2026-O-22.pdf,no,5-0 Pass,2026-06-16,9,high,ordinance,minutes-motion,deee03a40555191e0836c00545e90eaeac526ef7106d96c295f6c2d570fa040d,
