EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
35840,1802,140,4,4,1.,Field Trip Map,5380,23-185,Informational Report,Agenda Ready,,,,,,0,0
35841,1802,140,17,17,,"Minutes from May 4, 2023 Meeting",5381,23-187,Informational Report,Agenda Ready,,,,,,0,0
35842,1802,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
35843,1802,140,5,5,5:15 PM,EXECUTIVE SESSION,,,,,,,,,,0,0
35844,1802,140,6,6,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
35845,1802,140,7,7,,Welcome,,,,,,,,,,0,0
35846,1802,140,8,8,,Pledge of Allegiance,,,,,,,,,,0,0
35847,1802,140,9,9,,Introductions,,,,,,,,,,1,0
35848,1802,140,10,10,,Consent Agenda,,,,,,,,,,0,0
35850,1802,140,13,13,,Public Meeting Items,,,,,,,,,,0,0
35851,1802,140,14,14,4.,"Heavenly Childcare (Category II Home Occupation Conditional Use Permit)
9342 S Maison Dr.  
[Falcon Park, #16]",5377,CUP04182023-006520,Planning Item,Passed,approved,Daniel Schoenfeld,David Hart,1,Pass,0,0
35852,1802,140,11,11,2.,"Pepperwood Ph 5 & Ph 11F, Amending Lots 505 & 1150 (Preliminary Subdivision Review)
14 E Pepperwood Drive and 8 E Bent Hollow Lane
[Pepper Dell, Community 28]",5378,SUB03162023-006503,Planning Item,Passed,approved,Monica Collard,Cameron Duncan,1,Pass,0,0
35853,1802,140,12,12,3.,"Autumn Ridge at Hidden Valley No. 1 Amended (Preliminary Subdivision Review)
11727 and 11767 S Autumn Ridge Drive
[Lone Peak, Community 27]",5379,SUB03082023-006494,Planning Item,Passed,approved,Monica Collard,Cameron Duncan,1,Pass,0,0
35854,1802,140,15,15,,Administrative Business,,,,,,,,,,0,0
35855,1802,140,16,16,,1. Minutes,,,,,,,,,,0,0
35857,1802,140,18,18,,2. Director's Report,,,,,,,,,,0,0
35863,1802,140,19,19,,Adjournment,,,,,,,,,,0,0
35864,1802,140,20,20,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
35931,1788,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
35932,1788,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_0Q1daVbHRVWNTFr6GpuWRw

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/89153255803
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kcAJbfhz2r
    
Webinar ID: 832 7043 9373
Passcode: 098852",,,,,,,,,,0,0
35936,1788,140,4,4,1.,Tour Map,5402,23-208,Informational Report,Agenda Ready,,,,,,0,0
35937,1788,140,17,17,,Development Report,5403,23-210,Informational Report,Agenda Ready,,,,,,0,0
35938,1788,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
35940,1788,140,5,5,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
35941,1788,140,6,6,,Welcome,,,,,,,,,,0,0
35942,1788,140,7,7,,Pledge of Allegiance,,,,,,,,,,0,0
35943,1788,140,8,8,,Introductions,,,,,,,,,,1,0
35946,1788,140,9,9,,Public Meeting Items,,,,,,,,,,0,0
35947,1788,140,11,,3.,"Brand Estates Subdivision
285 East 11000 South
[Community #11, Crescent]",5392,SUB10112022-006417,Planning Item,Failed,,,,,,0,0
35948,1788,140,10,10,2.,"Sheep Ranch Subdivision
3170 E. Little Cottonwood Road
[Community #30, Alta Canyon]",5393,SUB01042023-006461,Planning Item,Failed,approved,Monica Collard,,0,Fail,0,0
35949,1788,140,12,12,4.,"Interpretation of the term “Mixed Use Development”
OneTen Apartments
109 W. 11000 S.
[Commercial Area, #9]",5400,MSC05262023-006538,Planning Item,Agenda Ready,tabled,Monica Collard,,0,Fail,0,0
35950,1788,140,13,13,,Administrative Business,,,,,,,,,,0,0
35951,1788,140,14,14,,1. Minutes,,,,,,,,,,0,0
35952,1788,140,16,16,,2. Sandy City Development Report,,,,,,,,,,0,0
35953,1788,140,18,18,,3. Director's Report,,,,,,,,,,0,0
35959,1788,140,19,19,,Adjournment,,,,,,,,,,0,0
35960,1788,140,20,20,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
35966,1788,140,15,15,,Minutes,5404,23-211,Informational Report,Agenda Ready,,,,,,0,0
35968,1788,140,,11,3.,"Brand Estates Subdivision
285 East 11000 South
[Community #11, Crescent]",5392,SUB10112022-006417,Planning Item,Failed,approved,Monica Collard,,0,Fail,0,0
35993,1789,140,2,2,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
35994,1789,140,3,3,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_zaid0WSBTxaxD5RnLN3KKw

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/82173831744
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kdVbJVuAY
    
Webinar ID: 821 7383 1744
Passcode: 099246",,,,,,,,,,0,0
35998,1789,140,12,12,1.,Amendments to Title 21 of the Land Development Code related to Improvement Completion Guarantees (Bonding),5414,CA10262022-0006429,Planning Item,Passed,approved,Cameron Duncan,Dave Bromley,1,Pass,0,0
35999,1789,140,5,5,,Map,5415,23-223,Informational Report,Agenda Ready,,,,,,0,0
36000,1789,140,18,18,,Minutes,5416,23-224,Informational Report,Agenda Ready,,,,,,0,0
36001,1789,140,4,4,4:45 PM,FIELD TRIP,,,,,,,,,,0,0
36002,1789,140,6,6,5:15 PM,EXECUTIVE SESSION,,,,,,,,,,0,0
36003,1789,140,7,7,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36004,1789,140,8,8,,Welcome,,,,,,,,,,0,0
36005,1789,140,9,9,,Pledge of Allegiance,,,,,,,,,,0,0
36006,1789,140,10,10,,Introductions,,,,,,,,,,1,0
36008,1789,140,11,11,,Public Hearings,,,,,,,,,,0,0
36009,1789,140,13,13,,Public Meeting Items,,,,,,,,,,0,0
36010,1789,140,15,15,3.,"VEG Animal Hospital Site Plan Review
11084 S. State St.
[South Towne, Community #9]",5410,SPR08262022-006388,Planning Item,Passed,approved,David Hart,Jamie Tsandes,1,Pass,0,0
36012,1789,140,14,,2.,"VEG Animal Hospital Site Plan Review
11084 S. State St.
[South Towne, Community #9]",5413,CUP06222022-006351,Planning Item,Passed,,,,,,0,0
36014,1789,140,16,16,,Administrative Business,,,,,,,,,,0,0
36015,1789,140,17,17,,1. Minutes,,,,,,,,,,0,0
36017,1789,140,20,20,,3. Director's Report,,,,,,,,,,0,0
36024,1789,140,21,21,,Adjournment,,,,,,,,,,0,0
36025,1789,140,22,22,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
36057,1789,140,19,19,,2. Election of Chair and Vice Chair,,,,,,,,,,0,0
36058,1789,140,1,1,,***REVISED AGENDA***,,,,,,,,,,0,0
36098,1789,140,,14,2.,"VEG Animal Hospital Site Plan Review
11084 S. State St.
[South Towne, Community #9]",5413,CUP06222022-006351,Planning Item,Passed,approved,Jamie Tsandes,Cameron Duncan,,,0,0
35992,1790,140,1,1,,,,,,,,,,,,0,0
36164,1791,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
36165,1791,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_83iCfuNKR_y6JVVMlwN3eA

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/82351544028
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/ktlgjvEYU
    
Webinar ID: 823 5154 4028


Passcode: 653762",,,,,,,,,,0,0
36172,1791,140,22,22,,"Minutes from June 15, 2023",5461,23-270,Minutes,Agenda Ready,,,,,,0,0
36173,1791,140,4,4,,Map,5462,23-271,Informational Report,Agenda Ready,,,,,,0,0
36174,1791,140,24,24,,Development Report,5463,23-272,Informational Report,Agenda Ready,,,,,,0,0
36177,1791,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
36178,1791,140,5,5,5:15 PM,EXECUTIVE SESSION,,,,,,,,,,0,0
36179,1791,140,6,6,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36180,1791,140,7,7,,Welcome,,,,,,,,,,0,0
36181,1791,140,8,8,,Pledge of Allegiance,,,,,,,,,,0,0
36182,1791,140,9,9,,Introductions,,,,,,,,,,1,0
36184,1791,140,10,10,,Public Hearings,,,,,,,,,,0,0
36185,1791,140,12,12,2.,"Sanders Road Office Rezone
1200 E. Sanders Road
[Community #14]",5459,REZ05082023-006530 (PC),Planning Item,Passed,approved,Cameron Duncan,Monica Collard,1,Pass,0,0
36186,1791,140,15,15,,Public Meeting Items,,,,,,,,,,0,0
36187,1791,140,13,13,3.,"Amendments to Title 21 of the Land Development Code, Chapter 19, Special Development (SD) Districts, Section 20, SD (Carnation) -10600 S. 1000 E.",5448,CA05252023-0006537,Planning Item,Passed,approved,Dave Bromley,Steven Wrigley,1,Pass,0,0
36188,1791,140,14,14,4.,Amendments to Title 21 of the Land Development Code related to Major Sports Venue Sign Theme,5449,CA06282023-0006555,Planning Item,Passed,approved,Cameron Duncan,Jamie Tsandes,1,Pass,0,0
36189,1791,140,17,17,6.,"Blackmoon Wellness Center (Conditional Use Permit)
8807 S. 700 E. 
Quarry Bend Community",5454,CUP06072023-006544,Planning Item,Passed,approved,Jamie Tsandes,Dave Bromley,1,Pass,0,0
36190,1791,140,16,16,5.,"Real Salt Lake America First Field (Sign Theme Amendment)
9256 S. State St. 
Civic Center Community",5455,SGN06282023-031053,Planning Item,Passed,approved,Cameron Duncan,Jamie Tsandes,1,Pass,0,0
36192,1791,140,18,18,7.,"Sandy Amphitheater Expansion (Modified Site Plan Review)
1245 E. 9400 S.
[Quarry Bend, Community #7]",5460,SPR04242023-006523,Planning Item,Passed,approved,Monica Collard,Cameron Duncan,1,Pass,0,0
36193,1791,140,11,11,1.,"Riverscape Annexation
8700 S. 700 W.",5464,ANEX05032023-006528 (PC),Planning Item,Tabled,tabled,,,1,Pass,0,0
36194,1791,140,19,19,8.,"South Towne Center Mall Subdivision Amended (Commercial Subdivision Amendment)
10450 S. State Street
[Commercial Area, Community #9]",5465,SUB10122021-006180,Planning Item,Passed,approved,Monica Collard,Cameron Duncan,1,Pass,0,0
36195,1791,140,20,20,,Administrative Business,,,,,,,,,,0,0
36197,1791,140,21,21,,1. Minutes,,,,,,,,,,0,0
36198,1791,140,23,23,,2. Sandy City Development Report,,,,,,,,,,0,0
36200,1791,140,25,25,,3. Director's Report,,,,,,,,,,0,0
36212,1791,140,26,26,,Adjournment,,,,,,,,,,0,0
36213,1791,140,27,27,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256.",,,,,,,,,,0,0
36284,1792,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
36285,1792,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_UR7yEzHlQS-yWZ13igAhWQ

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/89136468788
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kmjZkS1PI
    
Webinar ID: 891 3646 8788
Passcode: 759397",,,,,,,,,,0,0
36286,1792,140,14,14,4.,"Rainbow Oaks P.U.D. Amended (Preliminary Subdivision Review)
11489 S Oberland Road
[Bell Canyon, Community #27]",5482,SUB06052023-006543,Planning Item,Passed,approved,Dave Bromley,David Hart,1,Pass,0,0
36287,1792,140,4,4,,Map,5483,23-292,Informational Report,Agenda Ready,,,,,,0,0
36289,1792,140,22,22,,Development Report,5485,23-294,Resolution,Agenda Ready,,,,,,0,0
36290,1792,140,15,15,5.,"Tino’s Small Engines (Conditional Use Permit - Category II Home Occupation)
238 E. Shelly Louise Dr. 
[Crescent White Willow, #10]",5486,CUP07032023-006560,Planning Item,Passed,approved,Jamie Tsandes,David Hart,1,Pass,0,0
36291,1792,140,17,17,7.,Interpretation of the term “Mixed Use Development”,5487,MSC03202023-006505_2nd,Planning Item,Tabled,tabled,David Hart,Monica Collard,1,Pass,0,0
36292,1792,140,16,16,6.,"WHW Engineering Office Building (Revised Site Plan Review)
733 W. 9000 S. St.
[Civic Center, Community #2]",5488,SPR10172022-006421_2nd,Planning Item,Passed,approved,Cameron Duncan,David Hart,1,Pass,0,0
36293,1792,140,10,10,1.,"Brand Estates Rezone
285 East 11000 South
[Crescent, #11]",5489,23-335,Ordinance,Passed,approved,Dave Bromley,Monica Collard,1,Pass,0,0
36294,1792,140,11,11,2.,"Sophie Lane (Street Vacation)
285 East 11000 South
[Crescent, Community #11]",5490,MSC06142023-006551,Resolution,Passed,approved,Cameron Duncan,Jamie Tsandes,1,Pass,0,0
36295,1792,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
36297,1792,140,5,5,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36298,1792,140,6,6,,Welcome,,,,,,,,,,0,0
36299,1792,140,8,8,,Pledge of Allegiance,,,,,,,,,,1,0
36300,1792,140,7,7,,Introductions,,,,,,,,,,0,0
36302,1792,140,9,9,,Public Hearings,,,,,,,,,,0,0
36303,1792,140,13,13,,Public Meeting Items,,,,,,,,,,0,0
36309,1792,140,18,18,,Administrative Business,,,,,,,,,,0,0
36310,1792,140,19,19,,1. Minutes,,,,,,,,,,0,0
36311,1792,140,21,21,,2. Sandy City Development Report,,,,,,,,,,0,0
36312,1792,140,23,23,,3. Director's Report,,,,,,,,,,0,0
36322,1792,140,24,24,,Adjournment,,,,,,,,,,0,0
36323,1792,140,25,25,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
36333,1792,140,12,12,3.,"Rainbow Oaks P.U.D. Amended (Public Utility Easement Vacation)
11489 S Oberland Road
[Bell Canyon, Community #27]",5491,MSC07262023-006573,Planning Item,Passed,approved,Dave Bromley,Monica Collard,1,Pass,0,0
36334,1792,140,20,20,,"Minutes from July 20, 2023 Meeting",5484,23-293,Informational Report,Agenda Ready,,,,,,0,0
36372,1793,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
36373,1793,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_B9sY7ZnASLaAUvo2-6Tk_A

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
 https://us02web.zoom.us/s/81842639261
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/k4Cbu1I5
    
Webinar ID: 818 4263 9261

Passcode: 169077",,,,,,,,,,0,0
36376,1793,140,10,10,1.,"OneTen Apartments (Code Amendment) 
Amendments to Title 21 of the Land Development Code, Chapter 8 - Land Uses in the Commercial, Office, Industrial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development District
109 W. 11000 S.
[Commercial Area, #9]",5510,CA07252023-0006572_PC,Planning Item,Passed,approved,David Hart,Jamie Tsandes,1,Pass,0,0
36381,1793,140,3,3,4:00 PM,FIELD TRIP,,,,,,,,,,0,0
36383,1793,140,5,5,6:15 PM,REGULAR SESSION,,,,,,,,,,0,0
36384,1793,140,6,6,,Welcome,,,,,,,,,,0,0
36385,1793,140,8,8,,Pledge of Allegiance,,,,,,,,,,0,0
36386,1793,140,7,7,,Introductions,,,,,,,,,,1,0
36388,1793,140,9,9,,Public Hearings,,,,,,,,,,0,0
36389,1793,140,11,11,,Public Meeting Items,,,,,,,,,,0,0
36390,1793,140,15,15,635.,"Stage Office, LLC.,( DBA, AJ Motion Sports) Storage Building Addition
8238 S. 700 E.
[Sandy Woods, Community #3]


Presenter:
Douglas L. Wheelwright",5504,SPR09212022-006407,Planning Item,Passed,approved,Jamie Tsandes,Monica Collard,1,Pass,0,0
36391,1793,140,14,14,4.,"Stage Office, LLC/Wilde Beach LLC. (DBA  AJ Motion Sports) CUP for Storage Use.
8238 S. &00 E.
[Sandy Woods, Community #3]",5505,CUP05092023-006531,Planning Item,Passed,approved,Jamie Tsandes,Monica Collard,1,Pass,0,0
36393,1793,140,12,12,2.,"Sandy 110 Subdivision (Prelim. Comm. Subdivision Review)
109 W. 11000 S.
[Commercial Area, #9]",5511,SUB03292023-006511,Planning Item,Passed,approved,David Hart,Jamie Tsandes,1,Pass,0,0
36394,1793,140,13,,3.,"OneTen Apartments (Preliminary Site Plan Review)
109 W. 11000 S.
[Commercial Area, #9]",5512,SPR10242022-006427,Planning Item,Passed,,,,,,0,0
36395,1793,140,16,16,,Administrative Business,,,,,,,,,,0,0
36396,1793,140,17,17,,1. Minutes,,,,,,,,,,0,0
36397,1793,140,19,19,,2. Sandy City Development Report,,,,,,,,,,0,0
36398,1793,140,20,20,,3. Director's Report,,,,,,,,,,0,0
36404,1793,140,4,4,,Map,5513,23-322,Informational Report,Agenda Ready,,,,,,0,0
36405,1793,140,18,18,,Minutes,5514,23-323,Informational Report,Agenda Ready,,,,,,0,0
36406,1793,140,21,21,,Adjournment,,,,,,,,,,0,0
36407,1793,140,22,22,,"Meeting Procedure
1. Staff Introduction
2. Developer/Project Applicant presentation
3. Staff Presentation
4. Open Public Comment (if item has been noticed to the public)
5. Close Public Comment
6. Planning Commission Deliberation
7. Planning Commission Motion

In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comments will be limited to 2 minutes per person per item. A spokesperson who has been asked by a group to summarize their concerns will be allowed 5 minutes to speak. Comments which cannot be made within these time limits should be submitted in writing to the Community Development Department prior to noon the day
before the scheduled meeting.

Planning Commission applications may be tabled if: 1) Additional information is needed in order to take action on the item; OR 2) The Planning Commission feels there are unresolved issues that may need further attention before the Commission is ready to make a motion. No agenda item will begin after 11 pm without a unanimous vote of the Commission. The Commission may carry over agenda items, scheduled late in the evening and not heard, to the next regular scheduled meeting.

In compliance with the Americans With Disabilities Act, reasonable accommodations for individuals with disabilities will be provided upon request. For assistance, or if you have any questions regarding the Planning Commission Agenda or any of the items, please call the Sandy City Planning Department at (801) 568-7256",,,,,,,,,,0,0
36415,1793,140,,13,3.,"OneTen Apartments (Preliminary Site Plan Review)
109 W. 11000 S.
[Commercial Area, #9]",5512,SPR10242022-006427,Planning Item,Passed,approved,David Hart,Ron Mortimer,1,Pass,0,0
36477,1794,140,1,1,,Meeting procedures are found at the end of this agenda.,,,,,,,,,,0,0
36478,1794,140,2,2,,"This Planning Commission meeting will be conducted both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar.  Residents may attend and participate in the meeting either in-person or via the webinar link below. Register in advance for this webinar:

https://us02web.zoom.us/webinar/register/WN_TlMV09UpTIS6bBTPXcO_2g

After registering, you will receive a confirmation email containing information about joining the webinar.  

You can join the meeting with the following link:
https://us02web.zoom.us/s/81240692999
    
Or join via phone by dialing: 
US: 253 215 8782  or 346 248 7799  or 669 900 6833  or 301 715 8592  or 312 626 6799  or 929 436 2866
(for higher quality, dial a number based on your current location)
International numbers available: https://us02web.zoom.us/u/kddmUHqTFC
    
    Webinar ID: 812 4069 2999
    Passcode: 475484",,,,,,,,,,0,0
36479,1794,140,13,13,2.,"Amendment to Title 21, of the Land Development Code to the definition of a ""Transitional Housing Facility""",5515,CA07282023-0006578,Planning Item,Passed,approved,Dave Bromley,Cameron Duncan,1,Pass,0,0
36480,1794,140,15,15,3.,"Medically Vulnerable People Transitional Housing Facility (Conditional Use Permit)
8955 S Harrison St.
[Northwest Exposure, Community #1]",5516,CUP07282023-006576,Planning Item,Passed,approved,David Hart,Cameron Duncan,1,Pass,0,0
36481,1794,140,19,19,7.,"Quarry Bend Sign Theme (Sign Theme Amendment)
1000 E. 9200 S.
[Quarry Bend, Community #7]",5522,SGN08162023-031489,Planning Item,Passed,approved,Cameron Duncan,Dave Bromley,1,Pass,0,0
36482,1794,140,16,16,4.,"Shawn Olsen Sport Shed (Conditional Use Permit)
8350 S. Red River Rd. 
[Community #18]",5523,CUP07262023-006574,Planning Item,Passed,approved,Dave Bromley,Cameron Duncan,1,Pass,0,0
36483,1794,140,17,17,5.,"Bicentennial Park Improvements (Conditional Use Permit)
530 E. 8680 S. 
[Historic Sandy, Community #4]",5530,CUP08282023-006596,Planning Item,Passed,approved,Cameron Duncan,David Hart,1,Pass,0,0
36484,1794,140,4,4,,Map,5532,23-344,Informational Report,Agenda Ready,,,,,,0,0
36485,1794,140,24,24,,PC Minutes,5533,23-346,Informational Report,Agenda Ready,,,,,,0,0
36486,1794,140,26,26,,Development Report,5534,23-347,Informational Report,Agenda Ready,,,,,,0,0
36487,1794,140,18,18,6.,"Bicentennial Park Improvements (Site Plan Review)
530 E. 8680 S. 
[Historic Sandy, Community #4]",5535,SPR07272023-006575,Planning Item,Passed,approved,Cameron Duncan,David Hart,1,Pass,0,0
36488,1794,140,6,6,,General Plan Work Session - The General Plan project team (GSBS and City Staff) will be providing an update on the General Plan and will be seeking input from the Planning Commission,5536,23-349,Informational Report,Agenda Ready,,,,,,0,0
36489,1794,140,21,21,9.,"Sandy Station Block 59 Subdivision
8810 South 90 East 
[Community #4, Historic Sandy]",5537,SUB09232022-006408,Planning Item,Passed,approved,Cameron Duncan,Dave Bromley,1,Pass,0,0
36490,1794,140,20,20,8.,"Sandy Station Block 20 Subdivision
240 East 8960 South
[Community #4, Historic Sandy]",5538,SUB09282022-006410,Planning Item,Passed,approved,Cameron Duncan,Dave Bromley,1,Pass,0,0
