year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2023,municipal primary,Council,St George City Council,0116,WAS04,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0116,WAS04,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0116,WAS04,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0116,WAS04,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0116,WAS04,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0116,WAS04,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0116,WAS04,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0117,WAS05,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0117,WAS05,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0117,WAS05,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0117,WAS05,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0117,WAS05,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0117,WAS05,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0117,WAS05,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0117,WAS05,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0117,WAS05,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0117,WAS05,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0117,WAS05,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0117,WAS05,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0117,WAS05,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0117,WAS05,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0118,WAS06,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0118,WAS06,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0118,WAS06,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0118,WAS06,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0118,WAS06,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0118,WAS06,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0118,WAS06,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0118,WAS06,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0118,WAS06,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0118,WAS06,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0118,WAS06,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0118,WAS06,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0118,WAS06,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0118,WAS06,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0119,WAS07,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0119,WAS07,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0119,WAS07,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0119,WAS07,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0119,WAS07,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0119,WAS07,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0119,WAS07,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0119,WAS07,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0119,WAS07,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0119,WAS07,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0119,WAS07,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0119,WAS07,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0119,WAS07,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0119,WAS07,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0120,WAS08,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0120,WAS08,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0120,WAS08,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0120,WAS08,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0120,WAS08,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0120,WAS08,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0120,WAS08,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0120,WAS08,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0120,WAS08,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0120,WAS08,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0120,WAS08,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0120,WAS08,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0120,WAS08,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0120,WAS08,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0121,WAS09,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0121,WAS09,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0121,WAS09,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0121,WAS09,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0121,WAS09,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0121,WAS09,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0121,WAS09,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0121,WAS09,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0121,WAS09,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0121,WAS09,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0121,WAS09,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0121,WAS09,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0121,WAS09,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0121,WAS09,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0122,WAS10,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0122,WAS10,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0122,WAS10,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0122,WAS10,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0122,WAS10,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0122,WAS10,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0122,WAS10,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0122,WAS10,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0122,WAS10,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0122,WAS10,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0122,WAS10,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0122,WAS10,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0122,WAS10,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0122,WAS10,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0123,WAS11,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0123,WAS11,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0123,WAS11,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0123,WAS11,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0123,WAS11,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0123,WAS11,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0123,WAS11,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0123,WAS11,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0123,WAS11,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0123,WAS11,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0123,WAS11,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0123,WAS11,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0123,WAS11,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0123,WAS11,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0124,WAS12,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0124,WAS12,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0124,WAS12,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0124,WAS12,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0124,WAS12,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0124,WAS12,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0124,WAS12,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0124,WAS12,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0124,WAS12,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0124,WAS12,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0124,WAS12,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0124,WAS12,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0124,WAS12,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0124,WAS12,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0125,WAS13,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0125,WAS13,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0125,WAS13,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0125,WAS13,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0125,WAS13,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0125,WAS13,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0125,WAS13,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0125,WAS13,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0125,WAS13,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0125,WAS13,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0125,WAS13,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0125,WAS13,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0125,WAS13,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0125,WAS13,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0126,WAS14,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0126,WAS14,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0126,WAS14,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0126,WAS14,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0126,WAS14,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0126,WAS14,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0126,WAS14,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0126,WAS14,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0126,WAS14,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0126,WAS14,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0126,WAS14,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0126,WAS14,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0126,WAS14,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0126,WAS14,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0127,WAS15,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0127,WAS15,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0127,WAS15,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0127,WAS15,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0127,WAS15,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0127,WAS15,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0127,WAS15,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0127,WAS15,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0127,WAS15,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0127,WAS15,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0127,WAS15,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0127,WAS15,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0127,WAS15,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0127,WAS15,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0128,WAS16,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0128,WAS16,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0128,WAS16,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0128,WAS16,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0128,WAS16,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0128,WAS16,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0128,WAS16,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0128,WAS16,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0128,WAS16,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0128,WAS16,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0128,WAS16,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0128,WAS16,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0128,WAS16,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0128,WAS16,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0129,WAS17,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0129,WAS17,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0129,WAS17,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0129,WAS17,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0129,WAS17,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0129,WAS17,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0129,WAS17,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0129,WAS17,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0129,WAS17,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0129,WAS17,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0129,WAS17,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0129,WAS17,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0129,WAS17,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0129,WAS17,WENDI PRINCE BULKLEY,0
2023,municipal primary,Council,St George City Council,0130,WAS18,AROS MACKEY,0
2023,municipal primary,Council,St George City Council,0130,WAS18,AUSTIN HODGES,0
2023,municipal primary,Council,St George City Council,0130,WAS18,BRAD BENNETT,0
2023,municipal primary,Council,St George City Council,0130,WAS18,DANNIELLE LARKIN,0
2023,municipal primary,Council,St George City Council,0130,WAS18,GREG ALDRED,0
2023,municipal primary,Council,St George City Council,0130,WAS18,GREGG MCARTHUR,0
2023,municipal primary,Council,St George City Council,0130,WAS18,JIMMIE B. HUGHES,0
2023,municipal primary,Council,St George City Council,0130,WAS18,KATHERYNE KNIGHT,0
2023,municipal primary,Council,St George City Council,0130,WAS18,KIMBALL WILLARD,0
2023,municipal primary,Council,St George City Council,0130,WAS18,MATTHEW L HEATON,0
2023,municipal primary,Council,St George City Council,0130,WAS18,PAULA SMITH,0
2023,municipal primary,Council,St George City Council,0130,WAS18,STEVE KEMP,0
2023,municipal primary,Council,St George City Council,0130,WAS18,STEVEN G JENNINGS,0
2023,municipal primary,Council,St George City Council,0130,WAS18,WENDI PRINCE BULKLEY,0
2025,municipal general,Council,St George City Council,0001,27APV:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0001,27APV:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0001,27APV:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0001,27APV:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0002,27ENT:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0002,27ENT:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0002,27ENT:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0002,27ENT:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0003,27ENT:02,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0003,27ENT:02,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0003,27ENT:02,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0003,27ENT:02,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0004,27HIL:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0004,27HIL:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0004,27HIL:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0004,27HIL:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0005,27HUR:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0005,27HUR:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0005,27HUR:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0005,27HUR:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0006,27HUR:02,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0006,27HUR:02,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0006,27HUR:02,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0006,27HUR:02,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0007,27HUR:03,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0007,27HUR:03,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0007,27HUR:03,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0007,27HUR:03,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0008,27HUR:04,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0008,27HUR:04,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0008,27HUR:04,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0008,27HUR:04,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0009,27HUR:05,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0009,27HUR:05,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0009,27HUR:05,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0009,27HUR:05,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0010,27HUR:06,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0010,27HUR:06,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0010,27HUR:06,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0010,27HUR:06,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0011,27HUR:07,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0011,27HUR:07,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0011,27HUR:07,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0011,27HUR:07,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0012,27HUR:08,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0012,27HUR:08,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0012,27HUR:08,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0012,27HUR:08,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0013,27HUR:09,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0013,27HUR:09,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0013,27HUR:09,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0013,27HUR:09,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0014,27HUR:10,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0014,27HUR:10,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0014,27HUR:10,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0014,27HUR:10,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0015,27HUR:11,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0015,27HUR:11,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0015,27HUR:11,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0015,27HUR:11,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0016,27HUR:12,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0016,27HUR:12,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0016,27HUR:12,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0016,27HUR:12,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0017,27HUR:13,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0017,27HUR:13,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0017,27HUR:13,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0017,27HUR:13,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0018,27HUR:14,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0018,27HUR:14,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0018,27HUR:14,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0018,27HUR:14,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0019,27IVN:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0019,27IVN:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0019,27IVN:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0019,27IVN:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0020,27IVN:02,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0020,27IVN:02,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0020,27IVN:02,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0020,27IVN:02,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0021,27IVN:03,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0021,27IVN:03,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0021,27IVN:03,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0021,27IVN:03,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0022,27IVN:04,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0022,27IVN:04,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0022,27IVN:04,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0022,27IVN:04,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0023,27IVN:05,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0023,27IVN:05,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0023,27IVN:05,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0023,27IVN:05,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0024,27IVN:06,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0024,27IVN:06,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0024,27IVN:06,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0024,27IVN:06,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0025,27IVN:07,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0025,27IVN:07,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0025,27IVN:07,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0025,27IVN:07,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0026,27LAV:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0026,27LAV:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0026,27LAV:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0026,27LAV:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0027,27LAV:02,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0027,27LAV:02,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0027,27LAV:02,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0027,27LAV:02,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0028,27LAV:03,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0028,27LAV:03,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0028,27LAV:03,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0028,27LAV:03,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0029,27LEED:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0029,27LEED:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0029,27LEED:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0029,27LEED:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0030,27NHT:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0030,27NHT:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0030,27NHT:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0030,27NHT:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0031,27RCK:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0031,27RCK:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0031,27RCK:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0031,27RCK:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0032,27SC:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0032,27SC:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0032,27SC:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0032,27SC:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0033,27SC:02,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0033,27SC:02,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0033,27SC:02,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0033,27SC:02,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0034,27SC:03,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0034,27SC:03,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0034,27SC:03,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0034,27SC:03,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0035,27SC:04,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0035,27SC:04,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0035,27SC:04,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0035,27SC:04,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0036,27SC:05,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0036,27SC:05,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0036,27SC:05,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0036,27SC:05,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0037,27SPR:01,GREG ALDRED,0
2025,municipal general,Council,St George City Council,0037,27SPR:01,JAMI LEAVITT,0
2025,municipal general,Council,St George City Council,0037,27SPR:01,MICHELLE TANNER,0
2025,municipal general,Council,St George City Council,0037,27SPR:01,NATALIE LARSEN,0
2025,municipal general,Council,St George City Council,0038,27STG:01,GREG ALDRED,81
2025,municipal general,Council,St George City Council,0038,27STG:01,JAMI LEAVITT,106
