meeting_date,motion_no,person,vote_value
2024-06-25,6,Froerer,Aye
2024-06-25,7,Harvey,Excused
2024-06-25,7,Bolos,Aye
2024-06-25,7,Froerer,Aye
2024-06-25,8,Harvey,Excused
2024-06-25,8,Bolos,Aye
2024-06-25,8,Froerer,Aye
2024-07-02,1,Harvey,Aye
2024-07-02,1,Bolos,Aye
2024-07-02,1,Froerer,Aye
2024-07-02,2,Harvey,Aye
2024-07-02,2,Bolos,Aye
2024-07-02,2,Froerer,Aye
2024-07-02,3,Harvey,Aye
2024-07-02,3,Bolos,Aye
2024-07-02,3,Froerer,Aye
2024-07-02,4,Harvey,Aye
2024-07-02,4,Bolos,Aye
2024-07-02,4,Froerer,Aye
2024-07-09,1,Harvey,Aye
2024-07-09,1,Bolos,Aye
2024-07-09,1,Froerer,Aye
2024-07-09,2,Harvey,Aye
2024-07-09,2,Bolos,Aye
2024-07-09,2,Froerer,Aye
2024-07-09,3,Harvey,Aye
2024-07-09,3,Bolos,Aye
2024-07-09,3,Froerer,Aye
2024-07-09,4,Harvey,Aye
2024-07-09,4,Bolos,Aye
2024-07-09,4,Froerer,Aye
2024-07-09,5,Harvey,Aye
2024-07-09,5,Bolos,Aye
2024-07-09,5,Froerer,Aye
2024-07-16,1,Harvey,Aye
2024-07-16,1,Bolos,Aye
2024-07-16,1,Froerer,Aye
2024-07-16,2,Harvey,Aye
2024-07-16,2,Bolos,Aye
2024-07-16,2,Froerer,Aye
2024-07-16,3,Harvey,Aye
2024-07-16,3,Bolos,Aye
2024-07-16,3,Froerer,Aye
2024-07-16,4,Harvey,Aye
2024-07-16,4,Bolos,Aye
2024-07-16,4,Froerer,Aye
2024-07-16,5,Harvey,Aye
2024-07-16,5,Bolos,Aye
2024-07-16,5,Froerer,Aye
2024-07-16,6,Harvey,Aye
2024-07-16,6,Bolos,Aye
2024-07-16,6,Froerer,Aye
2024-07-23,1,Harvey,Aye
2024-07-23,1,Bolos,Aye
2024-07-23,1,Froerer,Excused
2024-07-30,1,Harvey,Aye
2024-07-30,1,Bolos,Aye
2024-07-30,1,Froerer,Aye
2024-07-30,2,Bolos,Aye
2024-07-30,2,Froerer,Aye
2024-07-30,2,Harvey,Aye
2024-07-30,3,Bolos,Aye
2024-07-30,3,Froerer,Aye
2024-07-30,3,Harvey,Aye
2024-07-30,4,Bolos,Aye
2024-07-30,4,Froerer,Aye
2024-07-30,4,Harvey,Aye
2024-07-30,5,Bolos,Aye
2024-07-30,5,Froerer,Aye
2024-07-30,5,Harvey,Aye
2024-07-30,6,Harvey,Aye
2024-07-30,6,Bolos,Aye
2024-07-30,6,Froerer,Aye
2024-07-30,7,Harvey,Aye
2024-07-30,7,Bolos,Aye
2024-07-30,7,Froerer,Aye
2024-07-30,8,Harvey,Aye
2024-07-30,8,Bolos,Aye
2024-07-30,8,Froerer,Aye
2024-07-30,9,Harvey,Aye
2024-07-30,9,Bolos,Aye
2024-07-30,9,Froerer,Aye
2024-08-06,1,Harvey,Aye
2024-08-06,1,Bolos,Aye
2024-08-06,1,Froerer,Aye
2024-08-06,2,Harvey,Aye
2024-08-06,2,Bolos,Aye
2024-08-06,2,Froerer,Aye
2024-08-06,3,Harvey,Aye
2024-08-06,3,Bolos,Aye
2024-08-06,3,Froerer,Aye
2024-08-06,4,Harvey,Aye
2024-08-06,4,Bolos,Aye
2024-08-06,4,Froerer,Aye
2024-08-06,5,Harvey,Aye
2024-08-06,5,Bolos,Aye
2024-08-06,5,Froerer,Aye
2024-08-06,6,Harvey,Aye
2024-08-06,6,Bolos,Aye
2024-08-06,6,Froerer,Aye
2024-08-13,1,Harvey,Aye
2024-08-13,1,Froerer,Aye
2024-08-13,2,Harvey,Aye
2024-08-13,2,Froerer,Aye
2024-08-13,3,Harvey,Aye
2024-08-13,3,Froerer,Aye
2024-08-13,4,Harvey,Aye
2024-08-13,4,Froerer,Aye
2024-08-13,5,Harvey,Aye
2024-08-13,5,Froerer,Aye
2024-08-13,6,Harvey,Aye
2024-08-13,6,Froerer,Aye
2024-08-13,7,Harvey,Aye
2024-08-13,7,Froerer,Aye
2024-08-20,1,Harvey,Aye
2024-08-20,1,Bolos,Aye
2024-08-20,1,Froerer,Aye
2024-08-20,2,Harvey,Aye
2024-08-20,2,Bolos,Aye
2024-08-20,2,Froerer,Aye
2024-08-20,3,Harvey,Aye
2024-08-20,3,Bolos,Aye
2024-08-20,3,Froerer,Aye
2024-08-20,4,Harvey,Nay
2024-08-20,4,Bolos,Aye
2024-08-20,4,Froerer,Aye
2024-08-20,5,Harvey,Aye
2024-08-20,5,Bolos,Aye
2024-08-20,5,Froerer,Aye
2024-08-20,6,Harvey,Aye
2024-08-20,6,Bolos,Aye
2024-08-20,6,Froerer,Aye
2024-08-20,7,Harvey,Aye
2024-08-20,7,Bolos,Aye
2024-08-20,7,Froerer,Aye
2024-08-20,8,Harvey,Aye
2024-08-20,8,Bolos,Aye
2024-08-20,8,Froerer,Aye
2024-08-20,9,Harvey,Aye
2024-08-20,9,Bolos,Aye
2024-08-20,9,Froerer,Aye
2024-08-20,10,Harvey,Aye
2024-08-20,10,Bolos,Aye
2024-08-20,10,Froerer,Aye
2024-08-20,11,Harvey,Aye
2024-08-20,11,Bolos,Aye
2024-08-20,11,Froerer,Aye
2024-08-27,1,Harvey,Aye
2024-08-27,1,Bolos,Aye
2024-08-27,1,Froerer,Aye
2024-08-27,2,Harvey,Aye
2024-08-27,2,Bolos,Aye
2024-08-27,2,Froerer,Aye
2024-08-27,3,Harvey,Aye
2024-08-27,3,Bolos,Aye
2024-08-27,3,Froerer,Aye
2024-09-03,1,Harvey,Aye
2024-09-03,1,Bolos,Aye
2024-09-03,1,Froerer,Aye
2024-09-03,2,Harvey,Aye
2024-09-03,2,Bolos,Aye
2024-09-03,2,Froerer,Aye
2024-09-03,3,Harvey,Aye
2024-09-03,3,Bolos,Aye
2024-09-03,3,Froerer,Aye
2024-09-03,4,Harvey,Aye
2024-09-03,4,Bolos,Aye
2024-09-03,4,Froerer,Aye
2024-09-03,5,Harvey,Aye
2024-09-03,5,Bolos,Aye
2024-09-03,5,Froerer,Aye
2024-09-03,6,Harvey,Aye
2024-09-03,6,Bolos,Aye
2024-09-03,6,Froerer,Aye
2024-09-10,1,Harvey,Aye
2024-09-10,1,Bolos,Aye
2024-09-10,1,Froerer,Aye
2024-09-10,2,Harvey,Aye
2024-09-10,2,Bolos,Aye
2024-09-10,2,Froerer,Aye
2024-09-10,3,Harvey,Aye
2024-09-10,3,Bolos,Aye
2024-09-10,3,Froerer,Aye
2024-09-17,1,Harvey,Aye
2024-09-17,1,Bolos,Aye
2024-09-17,1,Froerer,Excused
2024-09-17,2,Harvey,Aye
2024-09-17,2,Bolos,Aye
2024-09-17,2,Froerer,Excused
2024-09-17,3,Harvey,Aye
2024-09-17,3,Bolos,Aye
2024-09-17,3,Froerer,Excused
2024-09-17,4,Harvey,Aye
2024-09-17,4,Bolos,Aye
2024-09-17,4,Froerer,Excused
2024-09-17,5,Harvey,Aye
2024-09-17,5,Bolos,Aye
2024-09-17,5,Froerer,Excused
2024-09-17,6,Harvey,Aye
2024-09-17,6,Bolos,Aye
2024-09-17,6,Froerer,Excused
2024-09-17,7,Harvey,Aye
2024-09-17,7,Bolos,Aye
2024-09-17,7,Froerer,Excused
2024-09-17,8,Harvey,Aye
2024-09-17,8,Bolos,Aye
2024-09-17,8,Froerer,Excused
2024-09-17,9,Harvey,Aye
2024-09-17,9,Bolos,Aye
2024-09-17,9,Froerer,Excused
2024-09-24,1,Harvey,Aye
2024-09-24,1,Bolos,Aye
2024-09-24,1,Froerer,Excused
2024-09-24,2,Harvey,Aye
2024-09-24,2,Bolos,Aye
2024-09-24,2,Froerer,Excused
2024-09-24,3,Harvey,Aye
2024-09-24,3,Bolos,Aye
2024-09-24,3,Froerer,Excused
2024-09-24,4,Harvey,Aye
2024-09-24,4,Bolos,Aye
2024-09-24,4,Froerer,Excused
2024-09-24,5,Harvey,Aye
2024-09-24,5,Bolos,Aye
2024-09-24,5,Froerer,Aye
2024-09-24,6,Harvey,Aye
2024-09-24,6,Bolos,Aye
2024-09-24,6,Froerer,Excused
2024-10-01,1,Harvey,Aye
2024-10-01,1,Bolos,Aye
2024-10-01,1,Froerer,Aye
2024-10-01,2,Harvey,Aye
2024-10-01,2,Bolos,Aye
2024-10-01,2,Froerer,Aye
2024-10-01,3,Harvey,Aye
2024-10-01,3,Bolos,Aye
2024-10-01,3,Froerer,Aye
2024-10-07,1,Harvey,Aye
2024-10-07,1,Bolos,Aye
2024-10-07,1,Froerer,Aye
2024-10-07,2,Harvey,Aye
2024-10-07,2,Bolos,Aye
2024-10-07,2,Froerer,Aye
2024-10-07,3,Harvey,Aye
2024-10-07,3,Bolos,Aye
2024-10-07,3,Froerer,Aye
2024-10-08,1,Harvey,Aye
2024-10-08,1,Bolos,Aye
2024-10-08,1,Froerer,Aye
2024-10-08,2,Harvey,Aye
2024-10-08,2,Bolos,Aye
2024-10-08,2,Froerer,Aye
2024-10-08,3,Harvey,Aye
2024-10-08,3,Bolos,Aye
2024-10-08,3,Froerer,Aye
2024-10-08,4,Harvey,Aye
2024-10-08,4,Bolos,Aye
2024-10-08,4,Froerer,Aye
2024-10-08,5,Harvey,Aye
2024-10-08,5,Bolos,Aye
2024-10-08,5,Froerer,Aye
2024-10-15,1,Harvey,Aye
2024-10-15,1,Bolos,Aye
2024-10-15,1,Froerer,Aye
2024-10-15,2,Harvey,Aye
2024-10-15,2,Bolos,Aye
2024-10-15,2,Froerer,Aye
2024-10-15,3,Harvey,Aye
2024-10-15,3,Bolos,Aye
2024-10-15,3,Froerer,Aye
2024-10-22,1,Harvey,Aye
2024-10-22,1,Bolos,Aye
2024-10-22,1,Froerer,Aye
2024-10-22,2,Harvey,Aye
2024-10-22,2,Bolos,Aye
2024-10-22,2,Froerer,Aye
2024-10-29,1,Harvey,Aye
2024-10-29,1,Bolos,Aye
2024-10-29,1,Froerer,Aye
2024-10-29,2,Harvey,Aye
2024-10-29,2,Bolos,Aye
2024-10-29,2,Froerer,Aye
2024-10-29,3,Harvey,Aye
2024-10-29,3,Bolos,Aye
2024-10-29,3,Froerer,Aye
2024-10-29,4,Harvey,Aye
2024-10-29,4,Bolos,Aye
2024-10-29,4,Froerer,Aye
2024-10-29,5,Harvey,Aye
2024-10-29,5,Bolos,Aye
2024-10-29,5,Froerer,Aye
2024-10-29,6,Harvey,Aye
2024-10-29,6,Bolos,Aye
2024-10-29,6,Froerer,Aye
2024-10-29,7,Harvey,Aye
2024-10-29,7,Bolos,Aye
2024-10-29,7,Froerer,Aye
2024-10-29,8,Harvey,Aye
2024-10-29,8,Bolos,Aye
2024-10-29,8,Froerer,Aye
2024-10-29,9,Harvey,Aye
2024-10-29,9,Bolos,Aye
2024-10-29,9,Froerer,Aye
2024-10-29,10,Harvey,Aye
2024-10-29,10,Bolos,Aye
2024-10-29,10,Froerer,Aye
2024-11-05,1,Harvey,Aye
2024-11-05,1,Bolos,Aye
2024-11-05,1,Froerer,Aye
2024-11-05,2,Harvey,Aye
2024-11-05,2,Bolos,Aye
2024-11-05,2,Froerer,Aye
2024-11-05,3,Harvey,Aye
2024-11-05,3,Bolos,Aye
2024-11-05,3,Froerer,Aye
2024-11-05,4,Harvey,Aye
2024-11-05,4,Bolos,Aye
2024-11-05,4,Froerer,Aye
2024-11-05,5,Harvey,Aye
2024-11-05,5,Bolos,Aye
2024-11-05,5,Froerer,Aye
2024-11-05,6,Harvey,Aye
2024-11-05,6,Bolos,Aye
2024-11-05,6,Froerer,Aye
2024-11-05,7,Harvey,Aye
2024-11-05,7,Bolos,Aye
2024-11-05,7,Froerer,Aye
2024-11-05,8,Harvey,Aye
2024-11-05,8,Bolos,Aye
2024-11-05,8,Froerer,Aye
2024-11-12,1,Harvey,Aye
2024-11-12,1,Bolos,Aye
2024-11-12,1,Froerer,Aye
2024-11-12,2,Harvey,Aye
2024-11-12,2,Bolos,Aye
2024-11-12,2,Froerer,Aye
2024-11-12,3,Harvey,Aye
2024-11-12,3,Bolos,Aye
2024-11-12,3,Froerer,Aye
2024-11-12,4,Harvey,Aye
2024-11-12,4,Bolos,Aye
2024-11-12,4,Froerer,Aye
2024-11-19,1,Harvey,Aye
2024-11-19,1,Bolos,Aye
2024-11-19,1,Froerer,Aye
2024-11-19,2,Harvey,Aye
2024-11-19,2,Bolos,Aye
2024-11-19,2,Froerer,Aye
2024-11-19,3,Harvey,Aye
2024-11-19,3,Bolos,Aye
2024-11-19,3,Froerer,Aye
2024-11-19,4,Harvey,Aye
2024-11-19,4,Bolos,Aye
2024-11-19,4,Froerer,Aye
2024-11-19,5,Harvey,Aye
2024-11-19,5,Bolos,Nay
2024-11-19,5,Froerer,Aye
2024-11-19,6,Harvey,Aye
2024-11-19,6,Bolos,Aye
2024-11-19,6,Froerer,Aye
2024-11-19,7,Harvey,Aye
2024-11-19,7,Bolos,Aye
2024-11-19,7,Froerer,Aye
2024-11-19,8,Harvey,Aye
2024-11-19,8,Bolos,Aye
2024-11-19,8,Froerer,Aye
2024-11-19,9,Harvey,Aye
2024-11-19,9,Bolos,Aye
2024-11-19,9,Froerer,Aye
2024-11-19,10,Harvey,Aye
2024-11-19,10,Bolos,Aye
2024-11-19,10,Froerer,Aye
2024-11-19,11,Harvey,Aye
2024-11-19,11,Bolos,Aye
2024-11-19,11,Froerer,Aye
2024-11-19,12,Harvey,Aye
2024-11-19,12,Bolos,Aye
2024-11-19,12,Froerer,Aye
2024-11-19,13,Harvey,Aye
2024-11-19,13,Bolos,Aye
2024-11-19,13,Froerer,Aye
2024-11-20,1,Harvey,Aye
2024-11-20,1,Bolos,Aye
2024-11-20,1,Froerer,Aye
2024-11-20,2,Harvey,Aye
2024-11-20,2,Bolos,Aye
2024-11-20,2,Froerer,Aye
2024-11-20,3,Harvey,Aye
2024-11-20,3,Bolos,Aye
2024-11-20,3,Froerer,Aye
2024-11-20,4,Harvey,Aye
2024-11-20,4,Bolos,Aye
2024-11-20,4,Froerer,Aye
2024-11-20,5,Harvey,Aye
2024-11-20,5,Bolos,Aye
2024-11-20,5,Froerer,Aye
2024-11-26,1,Harvey,Aye
2024-11-26,1,Bolos,Aye
2024-11-26,1,Froerer,Aye
2024-11-26,2,Harvey,Aye
2024-11-26,2,Bolos,Aye
2024-11-26,2,Froerer,Aye
2024-11-26,3,Harvey,Aye
2024-11-26,3,Bolos,Aye
2024-11-26,3,Froerer,Aye
2024-11-26,4,Harvey,Aye
2024-11-26,4,Bolos,Aye
2024-11-26,4,Froerer,Aye
2024-11-26,5,Harvey,Aye
2024-11-26,5,Bolos,Aye
2024-11-26,5,Froerer,Aye
2024-11-26,6,Harvey,Aye
2024-11-26,6,Bolos,Aye
2024-11-26,6,Froerer,Aye
2024-12-03,1,Harvey,Aye
2024-12-03,1,Bolos,Aye
2024-12-03,1,Froerer,Aye
2024-12-03,2,Harvey,Aye
2024-12-03,2,Bolos,Aye
2024-12-03,2,Froerer,Aye
2024-12-03,3,Harvey,Aye
2024-12-03,3,Bolos,Aye
2024-12-03,3,Froerer,Aye
2024-12-03,4,Harvey,Aye
2024-12-03,4,Bolos,Aye
2024-12-03,4,Froerer,Aye
2024-12-03,5,Harvey,Aye
2024-12-03,5,Bolos,Aye
2024-12-03,5,Froerer,Aye
2024-12-03,6,Harvey,Aye
2024-12-03,6,Bolos,Aye
2024-12-03,6,Froerer,Aye
2024-12-03,7,Harvey,Aye
2024-12-03,7,Bolos,Aye
2024-12-03,7,Froerer,Aye
2024-12-03,8,Harvey,Aye
2024-12-03,8,Bolos,Aye
2024-12-03,8,Froerer,Aye
2024-12-10,1,Harvey,Aye
2024-12-10,1,Bolos,Aye
2024-12-10,1,Froerer,Aye
2024-12-10,2,Harvey,Aye
2024-12-10,2,Bolos,Aye
2024-12-10,2,Froerer,Aye
2024-12-10,3,Harvey,Aye
2024-12-10,3,Bolos,Aye
2024-12-10,3,Froerer,Aye
2024-12-10,4,Harvey,Aye
2024-12-10,4,Bolos,Aye
2024-12-10,4,Froerer,Aye
2024-12-10,5,Harvey,Aye
2024-12-10,5,Bolos,Aye
2024-12-10,5,Froerer,Aye
2024-12-10,6,Harvey,Aye
2024-12-10,6,Bolos,Aye
2024-12-10,6,Froerer,Aye
2024-12-10,7,Harvey,Aye
2024-12-10,7,Bolos,Nay
2024-12-10,7,Froerer,Aye
2024-12-10,8,Harvey,Aye
2024-12-10,8,Bolos,Aye
2024-12-10,8,Froerer,Aye
2024-12-17,1,Harvey,Aye
2024-12-17,1,Bolos,Aye
2024-12-17,1,Froerer,Aye
2024-12-17,2,Harvey,Aye
2024-12-17,2,Bolos,Aye
2024-12-17,2,Froerer,Aye
2024-12-17,3,Harvey,Aye
2024-12-17,3,Bolos,Aye
2024-12-17,3,Froerer,Aye
2024-12-17,4,Harvey,Aye
2024-12-17,4,Bolos,Aye
2024-12-17,4,Froerer,Aye
2024-12-17,5,Harvey,Aye
2024-12-17,5,Bolos,Aye
2024-12-17,5,Froerer,Aye
2024-12-17,6,Harvey,Aye
2024-12-17,6,Bolos,Aye
2024-12-17,6,Froerer,Aye
2024-12-17,7,Harvey,Aye
2024-12-17,7,Bolos,Aye
2024-12-17,7,Froerer,Aye
2024-12-17,8,Harvey,Aye
2024-12-17,8,Bolos,Aye
2024-12-17,8,Froerer,Aye
2024-12-17,9,Harvey,Aye
2024-12-17,9,Bolos,Aye
2024-12-17,9,Froerer,Aye
2024-12-17,10,Harvey,Aye
2024-12-17,10,Bolos,Aye
2024-12-17,10,Froerer,Aye
2024-12-31,1,Harvey,Aye
2024-12-31,1,Bolos,Aye
2024-12-31,1,Froerer,Aye
2024-12-31,2,Harvey,Aye
2024-12-31,2,Bolos,Aye
2024-12-31,2,Froerer,Aye
2024-12-31,3,Harvey,Aye
2024-12-31,3,Bolos,Aye
2024-12-31,3,Froerer,Aye
2024-12-31,4,Harvey,Aye
2024-12-31,4,Bolos,Aye
2024-12-31,4,Froerer,Aye
2024-12-31,5,Harvey,Aye
2024-12-31,5,Bolos,Aye
2024-12-31,5,Froerer,Aye
2024-12-31,6,Harvey,Aye
2024-12-31,6,Bolos,Aye
2024-12-31,6,Froerer,Aye
2025-01-07,1,Harvey,Aye
2025-01-07,1,Bolos,Aye
2025-01-07,1,Froerer,Aye
2025-01-07,2,Harvey,Aye
2025-01-07,2,Bolos,Aye
2025-01-07,2,Froerer,Aye
2025-01-07,3,Bolos,Aye
2025-01-07,3,Froerer,Aye
2025-01-07,3,Harvey,Aye
2025-01-07,4,Bolos,Aye
2025-01-07,4,Froerer,Aye
2025-01-07,4,Harvey,Aye
2025-01-07,5,Bolos,Aye
2025-01-07,5,Froerer,Aye
2025-01-07,5,Harvey,Aye
2025-01-07,6,Bolos,Aye
2025-01-07,6,Froerer,Aye
2025-01-07,6,Harvey,Aye
2025-01-07,7,Bolos,Aye
2025-01-07,7,Froerer,Aye
2025-01-07,7,Harvey,Aye
2025-01-07,8,Bolos,Aye
2025-01-07,8,Froerer,Aye
2025-01-07,8,Harvey,Aye
2025-01-07,9,Bolos,Aye
2025-01-07,9,Froerer,Aye
2025-01-07,9,Harvey,Aye
2025-01-07,10,Bolos,Aye
2025-01-07,10,Froerer,Aye
2025-01-07,10,Harvey,Aye
2025-01-07,11,Bolos,Aye
2025-01-07,11,Froerer,Aye
2025-01-07,11,Harvey,Aye
2025-01-07,12,Bolos,Aye
2025-01-07,12,Froerer,Aye
2025-01-07,12,Harvey,Aye
2025-01-07,13,Bolos,Aye
2025-01-07,13,Froerer,Aye
2025-01-07,13,Harvey,Aye
2025-01-07,14,Bolos,Aye
2025-01-07,14,Froerer,Aye
2025-01-07,14,Harvey,Aye
2025-01-07,15,Bolos,Aye
2025-01-07,15,Froerer,Aye
2025-01-07,15,Harvey,Aye
2025-01-07,16,Bolos,Aye
2025-01-07,16,Froerer,Aye
2025-01-07,16,Harvey,Aye
2025-01-07,17,Bolos,Aye
2025-01-07,17,Froerer,Aye
2025-01-07,17,Harvey,Aye
2025-01-07,18,Bolos,Aye
2025-01-07,18,Froerer,Aye
2025-01-07,18,Harvey,Aye
2025-01-14,1,Bolos,Aye
2025-01-14,1,Froerer,Aye
2025-01-14,1,Harvey,Aye
2025-01-14,2,Bolos,Aye
2025-01-14,2,Froerer,Aye
2025-01-14,2,Harvey,Aye
2025-01-14,3,Bolos,Aye
2025-01-14,3,Froerer,Aye
2025-01-14,3,Harvey,Aye
2025-01-14,4,Bolos,Aye
2025-01-14,4,Froerer,Aye
2025-01-14,4,Harvey,Aye
2025-01-14,5,Bolos,Aye
2025-01-14,5,Froerer,Aye
2025-01-14,5,Harvey,Aye
2025-01-14,6,Bolos,Aye
2025-01-14,6,Froerer,Aye
2025-01-14,6,Harvey,Aye
2025-01-14,7,Bolos,Aye
2025-01-14,7,Froerer,Aye
2025-01-14,7,Harvey,Aye
2025-01-14,8,Bolos,Aye
2025-01-14,8,Froerer,Aye
2025-01-14,8,Harvey,Aye
2025-01-21,1,Bolos,Aye
2025-01-21,1,Froerer,Aye
2025-01-21,1,Harvey,Aye
2025-01-21,2,Bolos,Aye
2025-01-21,2,Froerer,Aye
2025-01-21,2,Harvey,Aye
2025-01-21,3,Bolos,Aye
2025-01-21,3,Froerer,Aye
2025-01-21,3,Harvey,Aye
2025-01-21,4,Bolos,Aye
2025-01-21,4,Froerer,Aye
2025-01-21,4,Harvey,Aye
2025-01-21,5,Bolos,Aye
2025-01-21,5,Froerer,Aye
2025-01-21,5,Harvey,Aye
2025-01-21,6,Bolos,Aye
2025-01-21,6,Froerer,Aye
2025-01-21,6,Harvey,Aye
2025-01-21,7,Bolos,Aye
2025-01-21,7,Froerer,Aye
2025-01-21,7,Harvey,Aye
2025-01-21,8,Bolos,Aye
2025-01-21,8,Froerer,Aye
2025-01-21,8,Harvey,Aye
2025-01-21,9,Bolos,Aye
2025-01-21,9,Froerer,Aye
2025-01-21,9,Harvey,Aye
2025-01-21,10,Bolos,Aye
2025-01-21,10,Froerer,Aye
2025-01-21,10,Harvey,Aye
2025-01-21,11,Bolos,Aye
2025-01-21,11,Froerer,Aye
2025-01-21,11,Harvey,Aye
2025-01-28,1,Bolos,Excused
2025-01-28,1,Froerer,Aye
2025-01-28,1,Harvey,Aye
2025-01-28,2,Bolos,Excused
2025-01-28,2,Froerer,Aye
2025-01-28,2,Harvey,Aye
2025-01-28,3,Bolos,Excused
2025-01-28,3,Froerer,Aye
2025-01-28,3,Harvey,Aye
2025-01-28,4,Bolos,Excused
2025-01-28,4,Froerer,Aye
2025-01-28,4,Harvey,Aye
2025-01-28,5,Bolos,Excused
2025-01-28,5,Froerer,Aye
2025-01-28,5,Harvey,Aye
2025-01-28,6,Bolos,Excused
2025-01-28,6,Froerer,Aye
2025-01-28,6,Harvey,Aye
2025-01-28,7,Bolos,Excused
2025-01-28,7,Froerer,Aye
2025-01-28,7,Harvey,Aye
2025-01-28,8,Bolos,Excused
2025-01-28,8,Froerer,Aye
2025-01-28,8,Harvey,Aye
2025-01-28,9,Bolos,Excused
2025-01-28,9,Froerer,Aye
2025-01-28,9,Harvey,Aye
2025-01-28,10,Bolos,Excused
2025-01-28,10,Froerer,Aye
2025-01-28,10,Harvey,Aye
2025-01-28,11,Bolos,Excused
2025-01-28,11,Froerer,Aye
2025-01-28,11,Harvey,Aye
2025-01-28,12,Bolos,Excused
2025-01-28,12,Froerer,Aye
2025-01-28,12,Harvey,Aye
2025-02-04,1,Bolos,Aye
2025-02-04,1,Froerer,Aye
2025-02-04,1,Harvey,Aye
2025-02-04,2,Bolos,Aye
2025-02-04,2,Froerer,Aye
2025-02-04,2,Harvey,Aye
2025-02-04,3,Bolos,Aye
2025-02-04,3,Froerer,Aye
2025-02-04,3,Harvey,Aye
2025-02-04,4,Bolos,Aye
2025-02-04,4,Froerer,Aye
2025-02-04,4,Harvey,Aye
2025-02-11,1,Bolos,Aye
2025-02-11,1,Froerer,Aye
2025-02-11,1,Harvey,Aye
2025-02-11,2,Bolos,Aye
2025-02-11,2,Froerer,Aye
2025-02-11,2,Harvey,Aye
2025-02-18,1,Bolos,Aye
2025-02-18,1,Froerer,Aye
2025-02-18,1,Harvey,Aye
2025-02-18,2,Bolos,Aye
2025-02-18,2,Froerer,Aye
2025-02-18,2,Harvey,Aye
2025-02-18,3,Bolos,Aye
2025-02-18,3,Froerer,Aye
2025-02-18,3,Harvey,Aye
2025-02-18,4,Bolos,Aye
2025-02-18,4,Froerer,Aye
2025-02-18,4,Harvey,Excused
2025-02-18,5,Bolos,Aye
2025-02-18,5,Froerer,Aye
2025-02-18,5,Harvey,Excused
2025-02-25,1,Bolos,Aye
2025-02-25,1,Froerer,Aye
2025-02-25,1,Harvey,Aye
2025-02-25,2,Bolos,Aye
2025-02-25,2,Froerer,Aye
2025-02-25,2,Harvey,Aye
2025-02-25,3,Bolos,Aye
2025-02-25,3,Froerer,Aye
2025-02-25,3,Harvey,Aye
2025-02-25,4,Bolos,Aye
2025-02-25,4,Froerer,Aye
2025-02-25,4,Harvey,Aye
2025-02-25,5,Bolos,Aye
2025-02-25,5,Froerer,Aye
2025-02-25,5,Harvey,Aye
2025-02-25,6,Bolos,Aye
2025-02-25,6,Froerer,Aye
2025-02-25,6,Harvey,Aye
2025-02-25,7,Bolos,Aye
2025-02-25,7,Froerer,Aye
2025-02-25,7,Harvey,Aye
2025-02-25,8,Bolos,Aye
2025-02-25,8,Froerer,Aye
2025-02-25,8,Harvey,Aye
2025-02-25,9,Bolos,Aye
2025-02-25,9,Froerer,Aye
2025-02-25,9,Harvey,Aye
2025-02-25,10,Bolos,Aye
2025-02-25,10,Froerer,Aye
2025-02-25,10,Harvey,Aye
2025-02-25,11,Bolos,Nay
2025-02-25,11,Froerer,Aye
2025-02-25,11,Harvey,Aye
2025-02-25,12,Bolos,Aye
2025-02-25,12,Froerer,Aye
2025-02-25,12,Harvey,Aye
2025-02-25,13,Bolos,Aye
2025-02-25,13,Froerer,Aye
2025-02-25,13,Harvey,Aye
2025-02-25,14,Bolos,Aye
2025-02-25,14,Froerer,Aye
2025-02-25,14,Harvey,Aye
2025-03-11,1,Bolos,Aye
2025-03-11,1,Froerer,Aye
2025-03-11,1,Harvey,Aye
2025-03-11,2,Bolos,Aye
2025-03-11,2,Froerer,Aye
2025-03-11,2,Harvey,Aye
2025-03-11,3,Bolos,Aye
2025-03-11,3,Froerer,Aye
2025-03-11,3,Harvey,Aye
2025-03-11,4,Bolos,Aye
2025-03-11,4,Froerer,Aye
2025-03-11,4,Harvey,Aye
2025-03-11,5,Bolos,Aye
2025-03-11,5,Froerer,Aye
2025-03-11,5,Harvey,Aye
2025-03-11,6,Bolos,Aye
2025-03-11,6,Froerer,Aye
2025-03-11,6,Harvey,Aye
2025-03-11,7,Bolos,Aye
2025-03-11,7,Froerer,Aye
2025-03-11,7,Harvey,Aye
2025-03-11,8,Bolos,Nay
2025-03-11,8,Froerer,Aye
2025-03-11,8,Harvey,Aye
2025-03-11,9,Bolos,Aye
2025-03-11,9,Froerer,Aye
2025-03-11,9,Harvey,Aye
2025-03-18,1,Bolos,Aye
2025-03-18,1,Froerer,Aye
2025-03-18,1,Harvey,Aye
2025-03-18,2,Bolos,Aye
2025-03-18,2,Froerer,Aye
2025-03-18,2,Harvey,Aye
2025-03-18,3,Bolos,Aye
2025-03-18,3,Froerer,Aye
2025-03-18,3,Harvey,Aye
2025-03-18,4,Bolos,Aye
2025-03-18,4,Froerer,Aye
2025-03-18,4,Harvey,Aye
2025-03-18,5,Bolos,Aye
2025-03-18,5,Froerer,Aye
2025-03-18,5,Harvey,Aye
2025-03-18,6,Bolos,Aye
2025-03-18,6,Froerer,Aye
