source_file,scope,contest,parsed_sum,printed_total,match
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD034,COUNTY COMMISSION SEAT C,583,583,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD034,COUNTY ASSESSOR,490,490,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD034,COUNTY RECORDER/SURVEYOR,581,581,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD034,COUNTY TREASURER,295,295,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD035,COUNTY COMMISSION SEAT C,593,593,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD035,COUNTY ASSESSOR,512,512,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD035,COUNTY RECORDER/SURVEYOR,583,583,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD035,COUNTY TREASURER,355,355,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD036,COUNTY COMMISSION SEAT C,768,768,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD036,COUNTY ASSESSOR,651,651,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD036,COUNTY RECORDER/SURVEYOR,761,761,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD036,COUNTY TREASURER,466,466,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD037,COUNTY COMMISSION SEAT C,468,468,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD037,COUNTY ASSESSOR,377,377,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD037,COUNTY RECORDER/SURVEYOR,458,458,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD037,COUNTY TREASURER,242,242,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD038,COUNTY COMMISSION SEAT C,803,803,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD038,COUNTY ASSESSOR,640,640,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD038,COUNTY RECORDER/SURVEYOR,787,787,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD038,COUNTY TREASURER,393,393,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD039,COUNTY COMMISSION SEAT C,572,572,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD039,COUNTY ASSESSOR,460,460,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD039,COUNTY RECORDER/SURVEYOR,550,550,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD039,COUNTY TREASURER,324,324,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD040,COUNTY COMMISSION SEAT C,537,537,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD040,COUNTY ASSESSOR,445,445,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD040,COUNTY RECORDER/SURVEYOR,530,530,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD040,COUNTY TREASURER,310,310,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD041,COUNTY COMMISSION SEAT C,340,340,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD041,COUNTY ASSESSOR,280,280,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD041,COUNTY RECORDER/SURVEYOR,335,335,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD041,COUNTY TREASURER,204,204,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD042,COUNTY COMMISSION SEAT C,622,622,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD042,COUNTY ASSESSOR,498,498,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD042,COUNTY RECORDER/SURVEYOR,605,605,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD042,COUNTY TREASURER,367,367,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD043,COUNTY COMMISSION SEAT C,782,782,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD043,COUNTY ASSESSOR,653,653,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD043,COUNTY RECORDER/SURVEYOR,766,766,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD043,COUNTY TREASURER,483,483,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD044,COUNTY COMMISSION SEAT C,715,715,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD044,COUNTY ASSESSOR,623,623,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD044,COUNTY RECORDER/SURVEYOR,703,703,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD044,COUNTY TREASURER,485,485,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD045,COUNTY COMMISSION SEAT C,677,677,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD045,COUNTY ASSESSOR,590,590,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD045,COUNTY RECORDER/SURVEYOR,656,656,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD045,COUNTY TREASURER,442,442,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC001,COUNTY COMMISSION SEAT C,1078,1078,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC001,COUNTY ASSESSOR,1003,1003,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC001,COUNTY RECORDER/SURVEYOR,1070,1070,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC001,COUNTY TREASURER,916,916,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC002,COUNTY COMMISSION SEAT C,1482,1482,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC002,COUNTY ASSESSOR,1359,1359,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC002,COUNTY RECORDER/SURVEYOR,1479,1479,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC002,COUNTY TREASURER,1204,1204,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC003,COUNTY COMMISSION SEAT C,423,423,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC003,COUNTY ASSESSOR,387,387,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC003,COUNTY RECORDER/SURVEYOR,426,426,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC003,COUNTY TREASURER,356,356,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC004,COUNTY COMMISSION SEAT C,1035,1035,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC004,COUNTY ASSESSOR,966,966,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC004,COUNTY RECORDER/SURVEYOR,1029,1029,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLC004,COUNTY TREASURER,881,881,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV001,COUNTY COMMISSION SEAT C,882,882,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV001,COUNTY ASSESSOR,805,805,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV001,COUNTY RECORDER/SURVEYOR,878,878,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV001,COUNTY TREASURER,717,717,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV002,COUNTY COMMISSION SEAT C,888,888,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV002,COUNTY ASSESSOR,809,809,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV002,COUNTY RECORDER/SURVEYOR,877,877,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV002,COUNTY TREASURER,719,719,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV003,COUNTY COMMISSION SEAT C,791,791,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV003,COUNTY ASSESSOR,724,724,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV003,COUNTY RECORDER/SURVEYOR,781,781,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV003,COUNTY TREASURER,632,632,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV004,COUNTY COMMISSION SEAT C,761,761,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV004,COUNTY ASSESSOR,677,677,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV004,COUNTY RECORDER/SURVEYOR,756,756,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV004,COUNTY TREASURER,531,531,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV005,COUNTY COMMISSION SEAT C,1406,1406,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV005,COUNTY ASSESSOR,1322,1322,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV005,COUNTY RECORDER/SURVEYOR,1387,1387,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV005,COUNTY TREASURER,1197,1197,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV006,COUNTY COMMISSION SEAT C,411,411,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV006,COUNTY ASSESSOR,358,358,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV006,COUNTY RECORDER/SURVEYOR,406,406,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct PLV006,COUNTY TREASURER,245,245,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV001,COUNTY COMMISSION SEAT C,886,886,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV001,COUNTY ASSESSOR,790,790,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV001,COUNTY RECORDER/SURVEYOR,875,875,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV001,COUNTY TREASURER,639,639,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV002,COUNTY COMMISSION SEAT C,743,743,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV002,COUNTY ASSESSOR,641,641,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV002,COUNTY RECORDER/SURVEYOR,743,743,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV002,COUNTY TREASURER,491,491,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV003,COUNTY COMMISSION SEAT C,731,731,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV003,COUNTY ASSESSOR,657,657,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV003,COUNTY RECORDER/SURVEYOR,722,722,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV003,COUNTY TREASURER,466,466,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV004,COUNTY COMMISSION SEAT C,548,548,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV004,COUNTY ASSESSOR,483,483,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV004,COUNTY RECORDER/SURVEYOR,544,544,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV004,COUNTY TREASURER,360,360,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV005,COUNTY COMMISSION SEAT C,698,698,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV005,COUNTY ASSESSOR,609,609,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV005,COUNTY RECORDER/SURVEYOR,692,692,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct RIV005,COUNTY TREASURER,492,492,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY001,COUNTY COMMISSION SEAT C,1006,1006,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY001,COUNTY ASSESSOR,886,886,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY001,COUNTY RECORDER/SURVEYOR,994,994,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY001,COUNTY TREASURER,718,718,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY002,COUNTY COMMISSION SEAT C,880,880,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY002,COUNTY ASSESSOR,785,785,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY002,COUNTY RECORDER/SURVEYOR,878,878,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY002,COUNTY TREASURER,646,646,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY003,COUNTY COMMISSION SEAT C,727,727,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY003,COUNTY ASSESSOR,645,645,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY003,COUNTY RECORDER/SURVEYOR,720,720,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY003,COUNTY TREASURER,489,489,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY004,COUNTY COMMISSION SEAT C,847,847,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY004,COUNTY ASSESSOR,744,744,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY004,COUNTY RECORDER/SURVEYOR,842,842,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY004,COUNTY TREASURER,554,554,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY005,COUNTY COMMISSION SEAT C,934,934,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY005,COUNTY ASSESSOR,847,847,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY005,COUNTY RECORDER/SURVEYOR,926,926,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY005,COUNTY TREASURER,680,680,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY006,COUNTY COMMISSION SEAT C,1015,1015,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY006,COUNTY ASSESSOR,904,904,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY006,COUNTY RECORDER/SURVEYOR,1018,1018,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY006,COUNTY TREASURER,727,727,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY007,COUNTY COMMISSION SEAT C,792,792,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY007,COUNTY ASSESSOR,716,716,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY007,COUNTY RECORDER/SURVEYOR,779,779,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY007,COUNTY TREASURER,590,590,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY008,COUNTY COMMISSION SEAT C,927,927,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY008,COUNTY ASSESSOR,814,814,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY008,COUNTY RECORDER/SURVEYOR,919,919,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY008,COUNTY TREASURER,625,625,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY009,COUNTY COMMISSION SEAT C,716,716,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY009,COUNTY ASSESSOR,630,630,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY009,COUNTY RECORDER/SURVEYOR,713,713,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY009,COUNTY TREASURER,491,491,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY010,COUNTY COMMISSION SEAT C,827,827,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY010,COUNTY ASSESSOR,749,749,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY010,COUNTY RECORDER/SURVEYOR,830,830,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY010,COUNTY TREASURER,535,535,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY011,COUNTY COMMISSION SEAT C,672,672,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY011,COUNTY ASSESSOR,600,600,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY011,COUNTY RECORDER/SURVEYOR,668,668,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY011,COUNTY TREASURER,474,474,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY012,COUNTY COMMISSION SEAT C,663,663,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY012,COUNTY ASSESSOR,589,589,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY012,COUNTY RECORDER/SURVEYOR,657,657,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY012,COUNTY TREASURER,458,458,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY013,COUNTY COMMISSION SEAT C,742,742,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY013,COUNTY ASSESSOR,648,648,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY013,COUNTY RECORDER/SURVEYOR,732,732,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY013,COUNTY TREASURER,513,513,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY014,COUNTY COMMISSION SEAT C,894,894,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY014,COUNTY ASSESSOR,804,804,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY014,COUNTY RECORDER/SURVEYOR,884,884,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY014,COUNTY TREASURER,614,614,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY015,COUNTY COMMISSION SEAT C,575,575,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY015,COUNTY ASSESSOR,504,504,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY015,COUNTY RECORDER/SURVEYOR,571,571,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY015,COUNTY TREASURER,383,383,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY016,COUNTY COMMISSION SEAT C,616,616,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY016,COUNTY ASSESSOR,535,535,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY016,COUNTY RECORDER/SURVEYOR,609,609,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY016,COUNTY TREASURER,413,413,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY017,COUNTY COMMISSION SEAT C,857,857,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY017,COUNTY ASSESSOR,749,749,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY017,COUNTY RECORDER/SURVEYOR,846,846,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY017,COUNTY TREASURER,586,586,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY018,COUNTY COMMISSION SEAT C,785,785,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY018,COUNTY ASSESSOR,697,697,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY018,COUNTY RECORDER/SURVEYOR,779,779,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY018,COUNTY TREASURER,562,562,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY019,COUNTY COMMISSION SEAT C,818,818,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY019,COUNTY ASSESSOR,694,694,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY019,COUNTY RECORDER/SURVEYOR,810,810,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct ROY019,COUNTY TREASURER,584,584,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG001,COUNTY COMMISSION SEAT C,374,374,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG001,COUNTY ASSESSOR,309,309,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG001,COUNTY RECORDER/SURVEYOR,367,367,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG001,COUNTY TREASURER,209,209,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG002,COUNTY COMMISSION SEAT C,457,457,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG002,COUNTY ASSESSOR,394,394,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG002,COUNTY RECORDER/SURVEYOR,455,455,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG002,COUNTY TREASURER,264,264,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG003,COUNTY COMMISSION SEAT C,579,579,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG003,COUNTY ASSESSOR,515,515,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG003,COUNTY RECORDER/SURVEYOR,579,579,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG003,COUNTY TREASURER,370,370,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG004,COUNTY COMMISSION SEAT C,573,573,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG004,COUNTY ASSESSOR,478,478,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG004,COUNTY RECORDER/SURVEYOR,565,565,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG004,COUNTY TREASURER,369,369,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG005,COUNTY COMMISSION SEAT C,715,715,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG005,COUNTY ASSESSOR,614,614,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG005,COUNTY RECORDER/SURVEYOR,694,694,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG005,COUNTY TREASURER,449,449,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG006,COUNTY COMMISSION SEAT C,299,299,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG006,COUNTY ASSESSOR,244,244,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG006,COUNTY RECORDER/SURVEYOR,295,295,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG006,COUNTY TREASURER,205,205,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG007,COUNTY COMMISSION SEAT C,690,690,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG007,COUNTY ASSESSOR,593,593,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG007,COUNTY RECORDER/SURVEYOR,676,676,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG007,COUNTY TREASURER,462,462,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG008,COUNTY COMMISSION SEAT C,868,868,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG008,COUNTY ASSESSOR,746,746,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG008,COUNTY RECORDER/SURVEYOR,845,845,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG008,COUNTY TREASURER,531,531,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG009,COUNTY COMMISSION SEAT C,652,652,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG009,COUNTY ASSESSOR,556,556,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG009,COUNTY RECORDER/SURVEYOR,639,639,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG009,COUNTY TREASURER,347,347,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG010,COUNTY COMMISSION SEAT C,795,795,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG010,COUNTY ASSESSOR,679,679,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG010,COUNTY RECORDER/SURVEYOR,780,780,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG010,COUNTY TREASURER,516,516,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG011,COUNTY COMMISSION SEAT C,812,812,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG011,COUNTY ASSESSOR,702,702,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG011,COUNTY RECORDER/SURVEYOR,794,794,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG011,COUNTY TREASURER,555,555,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG012,COUNTY COMMISSION SEAT C,906,906,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG012,COUNTY ASSESSOR,772,772,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG012,COUNTY RECORDER/SURVEYOR,884,884,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct SOG012,COUNTY TREASURER,561,561,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY001,COUNTY COMMISSION SEAT C,383,383,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY001,COUNTY ASSESSOR,360,360,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY001,COUNTY RECORDER/SURVEYOR,383,383,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY001,COUNTY TREASURER,331,331,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY002,COUNTY COMMISSION SEAT C,872,872,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY002,COUNTY ASSESSOR,802,802,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY002,COUNTY RECORDER/SURVEYOR,867,867,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct TAY002,COUNTY TREASURER,726,726,True
