ordinance_no,adoption_date,title,land_use_type,result,source_url,format,path,text_path,motion_id,match_confidence,reading_stage,prior_readings,source_file
2024-13,2024-05-28,"Commissioner Froerer moved to approve a Final reading of Ordinance 2024-13 amending the Weber County Code provisions that govern the planning commissions, including adopting new rules of order for the planning commissions; Commissioner Bolos seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05282024.pdf,pdf,,,3737,high,Final Reading,,legislative/minutes/2024/2024-05-28_commission.md
2024-14,2024-06-04,"Commissioner Bolos moved to approve a Final Reading of Ordinance 2024-14 Ordinance Title 16, amending Chapter 8 of the Weber County Code of Ordinances, Governing impact fees and adopting an updated trails impact fee facilities plan; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06042024.pdf,pdf,,,3745,high,Final Reading,,legislative/minutes/2024/2024-06-04_commission.md
2024-15,2024-06-11,Commissioner Harvey moved to approve Ordinance 2024-15 for Navy Meadows Development; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06112024.pdf,pdf,,,3752,high,,,legislative/minutes/2024/2024-06-11_commission.md
2024-16,2024-08-20,Commissioner Bolos moved to approve Ordinance 2024-16 governing background checks for applicants for county employment and volunteers; Commissioner Freorer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08202024.pdf,pdf,,,3811,high,First Reading,,legislative/minutes/2024/2024-08-20_commission.md
2024-17,2024-08-20,Commissioner Froerer moved to approve Ordinance 2024-17 amending certain fees to Weber County Culture Parks and Recreation Department Facilities; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08202024.pdf,pdf,,,3812,high,First Reading,,legislative/minutes/2024/2024-08-20_commission.md
2024-18,2024-09-03,Commissioner Bolos moved to approve a Final Reading of Ordinance 2024-18 amending certain provisions of the purchasing code; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_09032024.pdf,pdf,,,3825,high,Final Reading,2024-08-20#5,legislative/minutes/2024/2024-09-03_commission.md
2024-19,2024-10-08,Commissioner Bolos moved to approve the final reading of Ordinance 2024-19 of Weber County amending certain fees to the Weber County Sheriff’s Office fee schedule; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_10082024.pdf,pdf,,,3855,high,Final Reading,,legislative/minutes/2024/2024-10-08_commission.md
2024-20,2024-11-05,"Commissioner Bolos moved to approve Ordinance 2024-20 the development agreement related to a rezone of phase 2 of the Winston Park development, approximately 40 acres from the A-1 (Agriculture) zone to the R1- 15 (Residential) zone. The proposal is located at approximately 3300 South 3900 West; Comm",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11052024_2.pdf,pdf,,,3879,high,,,legislative/minutes/2024/2024-11-05_commission.md
2024-21,2024-11-05,"Commissioner Froerer moved to approve the development agreement related to a rezone of phase 2 of the Winston Park development, approximately 40 acres from the A-1 (Agriculture) zone to the R1-15 (Residential) zone. The proposal is located at approximately 3300 South 3900 West; Commissioner Bolos se",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11052024_2.pdf,pdf,,,3880,high,,,legislative/minutes/2024/2024-11-05_commission.md
2024-22,2024-11-19,"Commissioner Bolos moved to approve Ordinance 2024-22 to vacate a portion of Summit Pass RD, located at approximately 8590 Summit Pass Rd, Eden, UT 84310; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11192024.pdf,pdf,,,3897,high,,,legislative/minutes/2024/2024-11-19_commission.md
2024-23,2025-01-21,Commissioner Froerer moved to approve Ordinance 2024-23 amending certain fees to the Peery’s Egyptian Theater and Ogden Eccles Conference Center; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01212025.pdf,pdf,,,3969,high,First Reading,2024-12-10#2(First Reading),legislative/minutes/2025/2025-01-21_commission.md
2024-24,2024-12-31,Commissioner Bolos moved to approve Final Reading of Ordinance 2024-24 adopting the Project Area Plan for the Nordic Village Community Reinvestment Project Area; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12312024.pdf,pdf,,,3937,high,Final Reading,,legislative/minutes/2024/2024-12-31_commission.md
2025-01,2025-01-21,Commissioner Froerer moved to approve Ordinance 2025-01 and development agreement to rezone 0.92 acres from A-1 to C-2. The proposal is located at approximately 2139 S. 4300 W. Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01212025.pdf,pdf,,,3977,high,,,legislative/minutes/2025/2025-01-21_commission.md
2025-02,2025-01-28,Commissioner Harvey moved to approve final reading of Ordinance 2025-02 amending Section 16C 2-9 Solid Waste Fees of the Weber County Code; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01282025.pdf,pdf,,,3982,high,Final Reading,,legislative/minutes/2025/2025-01-28_commission.md
2025-03,2025-02-25,"Commissioner Froerer moved to approve Ordinance 2025-03 to rezone approximately 73 acres in the Taylor Landing Subdivision from the A-1 (agricultural) zone to the R1-15 (single-family residential) zone, and to rezone approximately 31 acres of land in the Taylor Landing Subdivision from the A-1 (agri",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02252025_2.pdf,pdf,,,4013,high,,,legislative/minutes/2025/2025-02-25_commission.md
2025-04,2025-03-18,Commissioner Froerer moved to approve a Final Reading of Ordinance 2025-04 amending Section 16-2-9 Solid Waste Fees of the Weber County Code.; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03182025.pdf,pdf,,,4028,high,Final Reading,,legislative/minutes/2025/2025-03-18_commission.md
2025-05,2025-03-25,Commissioner Froerer moved to approve a First Reading of an ordinance amending the name of the Redevelopment Agency of Weber County; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03252025_2.pdf,pdf,,,4037,high,First Reading,,legislative/minutes/2025/2025-03-25_commission.md
2025-06,2025-03-25,"Commissioner Froerer moved to approve Ordinance 2025-06 to vacate a portion of Nordic Valley Way, located at approximately 2800 Nordic Valley Way, Eden, UT, 84310. File No. VAC 2025-04; Commissioner Harvey seconded",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03252025_2.pdf,pdf,,,4040,high,,,legislative/minutes/2025/2025-03-25_commission.md
2025-07,2025-04-22,"Commissioner Harvey moved to approve Ordinance 2025-07 to vacate a portion of Nordic Valley Way, located at approximately 2800 Nordic Valley Way, Eden, UT, 84310. File No. VAC 2025-04; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04222025.pdf,pdf,,,4069,high,First Reading,,legislative/minutes/2025/2025-04-22_commission.md
2025-08,2025-04-29,Commissioner Froerer moved to approve the Final Reading of Ordinance 2025-08 amending Section 42-4-8 of the Weber County Code of Ordinances regarding parking violation fine increases in areas near Pineview and Causey Reservoirs; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04292025.pdf,pdf,,,4073,high,Final Reading,,legislative/minutes/2025/2025-04-29_commission.md
2025-10,2025-06-03,"Commissioner Froerer moved to table amendment of the development agreement for the previously approved Cobabe Ranch development, located at approximately 2720 North 5100 East. The amendments are intended to help clarify the roles and responsibilities of both the developer and the governing body; Com",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06032025.pdf,pdf,,,,ambiguous,,2025-06-03#6,legislative/minutes/2025/2025-06-03_commission.md
2025-11,2025-06-10,"Commissioner Harvey moved to approve Ordinance 2025-11 amending the development agreement for the previously approved Cobabe Ranch development, located at approximately 2720 North 5100 East. The amendments are intended to help clarify the roles and responsibilities of both the developer and the gove",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06102025.pdf,pdf,,,4110,high,,,legislative/minutes/2025/2025-06-10_commission.md
2025-12,2025-06-10,"Commissioner Harvey moved to approve Ordinance 2025-12 amending the development agreement for the previously approved Eagle Crest development, located at approximately 4601 East Fairways Drive. The amendments are intended to help clarify the roles and responsibilities of both the developer and the g",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06102025.pdf,pdf,,,4111,high,,,legislative/minutes/2025/2025-06-10_commission.md
2025-13,2025-06-17,Commissioner Harvey moved to Final Reading of Ordinance 2025-13 for fee amendments relating to the Weber County Transfer Station; Chair Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06172025.pdf,pdf,,,4114,high,Final Reading,,legislative/minutes/2025/2025-06-17_commission.md
2025-14,2025-06-24,Commissioner Harvey moved to approve final reading of fee Ordinance 2025-14 amending sewer service fees; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06242025.pdf,pdf,,,4126,high,Final Reading,2025-06-17#8,legislative/minutes/2025/2025-06-24_commission.md
2025-15,2025-06-24,Commissioner Harvey moved to approve Final Reading of Ordinance 2025-15 imposing a transient room tax not to exceed 4.5% on short-term rentals of accommodations and services as authorized by Utah Code § 59-12- 301(1)(a)(ii); Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06242025.pdf,pdf,,,4128,high,Final Reading,,legislative/minutes/2025/2025-06-24_commission.md
2025-16,2025-06-24,Commissioner Froerer moved to approve Final Reading of fee Ordinance 2025-16 amending certain fees of the Clerk/Auditor’s Office; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06242025.pdf,pdf,,,4129,high,Final Reading,,legislative/minutes/2025/2025-06-24_commission.md
2025-17,2025-07-01,"Commissioner Froerer moved to approve Ordinance 2025-17 and development agreement to rezone Lomond View development (formerly Terakee the River), approximately 134 acres of land located at approximately 500 North, 3600 West, from the A-2 zone to the R1-15 zone; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_07012025.pdf,pdf,,,4135,high,,,legislative/minutes/2025/2025-07-01_commission.md
2025-18,2025-07-01,Commissioner Harvey moved to approve Ordinance 2025-18 and development agreement to rezone approximately 32.112 acres from A-1 to R1-15. The proposal is located at approximately 601 South 3600 West. The project is called the Herrick Estates Development- ZMA 2025-01; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_07012025.pdf,pdf,,,4138,high,,,legislative/minutes/2025/2025-07-01_commission.md
2025-24,2025-10-07,Commissioner Froerer moved to approve Ordinance 2025-24 to amend the Eden Street Regulating Plan in county code; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_10072025.pdf,pdf,,,4191,high,,,legislative/minutes/2025/2025-10-07_commission.md
2025-25,2025-10-21,"Commissioner Froerer moved to approve Ordinance 2025-25 adopting a development agreement amendment for The Exchange, a previously approved master planned development in the Wolf Creek area; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_10212025.pdf,pdf,,,4201,high,,,legislative/minutes/2025/2025-10-21_commission.md
2025-26,2025-10-21,"Commissioner Harvey moved to approve Ordinance 2025-26 adopting a development agreement amendment for The Exchange, a previously approved master planned development in the Wolf Creek area; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_10212025.pdf,pdf,,,4202,high,,,legislative/minutes/2025/2025-10-21_commission.md
2025-27,2025-11-18,Commissioner Froerer moved to approve final reading of Ordinance 2025-27 to combine the two planning commissions into a single planning commission covering all of unincorporated Weber County; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11182025.pdf,pdf,,,4228,high,Final Reading,,legislative/minutes/2025/2025-11-18_commission.md
2025-28,2025-12-09,"Commissioner Harvey moved to approve Ordinance 2025-28 and development agreement regarding a request from Ogden City to preserve and enable the transfer of development rights from approximately 24 acres of land located in the CVR-1 zone at approximately 800 North 5900 East, in the unincorporated Ogd",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12092025.pdf,pdf,,,4262,high,,,legislative/minutes/2025/2025-12-09_commission.md
2025-30,2025-12-16,Commissioner Froerer moved to table and put off to the new city; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12162025.pdf,pdf,,,4283,high,,,legislative/minutes/2025/2025-12-16_commission.md
2026-01,2026-02-10,"Commissioner Bolos moved to approve Final Reading of Ordinance 2026-01 amending part of sections 45, 16- 2-12, and 106-8-1; to update references in the county code to match the newly renumbered Title 17, clarify Final Local Entity Plat processing and correct signature block language; Chair Froerer s",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02102026.pdf,pdf,,,4334,high,Final Reading,2026-01-20#4(Final Reading),legislative/minutes/2026/2026-02-10_commission.md
2026-02,2026-02-24,"Commissioner Harvey moved to approve Final Reading of Ordinance 2026-02 amending Chapter 2 of the Weber County Fee Ordinance, Sec. 16-2-2 Clerk/Auditor Fees; Commissioner Bolos seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02242026.pdf,pdf,,,4348,high,Final Reading,,legislative/minutes/2026/2026-02-24_commission.md
2026-03,2026-02-24,Commissioner Harvey moved to approve Final Reading of Ordinance 2026-03 allowing appointment of additional alternate members to the GRAMA Appeals Board; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02242026.pdf,pdf,,,4349,high,Final Reading,,legislative/minutes/2026/2026-02-24_commission.md
2026-04,2026-02-24,Commissioner Bolos moved to approve Resolution 09-2026 appointing Gage Froerer as Chair and Richard Mauro as Vice Chair to the Public Defender Board; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02242026.pdf,pdf,,,,ambiguous,Final Reading,2026-02-24#4(Final Reading),legislative/minutes/2026/2026-02-24_commission.md
2026-05,2026-03-17,Commissioner Bolos moved to approve Final Reading of Ordinance 2026-05 amending Section 16-2-9 Solid Waste Fees of the Weber County Code; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03172026.pdf,pdf,,,4367,high,Final Reading,,legislative/minutes/2026/2026-03-17_commission.md
2026-06,2026-03-17,"Commissioner Bolos moved to approve Final Reading of Ordinance 2026-06 repeal provisions related to the Board of Adjustments and to replace them with provisions for an Appeals and Variances Hearing Officer, and related administrative and clerical edits to align the code with state statutes; Commissi",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03172026.pdf,pdf,,,4368,high,Final Reading,,legislative/minutes/2026/2026-03-17_commission.md
2026-07,2026-03-17,"Commissioner Bolos moved to approve Ordinance 2026-07 and development agreement to rezone 65 acres from A-2 to R1-15, located at approximately 639 South 6700 West. ZMA 2024-08; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03172026.pdf,pdf,,,4373,high,,,legislative/minutes/2026/2026-03-17_commission.md
