session,bill_no,title,sponsor,relevance,bill_url
2024GS,SB0017,Safe Drinking Water Act Sunset Extension,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0017.html
2024GS,SB0018,Water Modifications,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0018.html
2024GS,SB0019,Utah Communications Authority Modifications,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0019.html
2024GS,SB0020,Agricultural and Wildlife Damage Prevention Board Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0020.html
2024GS,SB0021,State Tax Commission Public Meeting Requirements,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0021.html
2024GS,SB0022,Tax Information Sharing Amendments,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0022.html
2024GS,SB0023,Offender Registry Amendments,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0023.html
2024GS,SB0024,Physician Assistant Practice Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0024.html
2024GS,SB0025,Financial Institution and Consumer Notification Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0025.html
2024GS,SB0026,Behavioral Health Licensing Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0026.html
2024GS,SB0027,Behavioral Health System Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0027.html
2024GS,SB0028,Scenic Byway Program Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0028.html
2024GS,SB0029,Truth in Taxation Modifications,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0029.html
2024GS,SB0030,Property Transaction Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0030.html
2024GS,SB0031,Insurance Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0031.html
2024GS,SB0032,Caregiver Compensation Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0032.html
2024GS,SB0033,Individual Income Tax Act Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0033.html
2024GS,SB0034,Utah State Retirement Systems Revisions,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0034.html
2024GS,SB0035,Infertility Treatment Coverage Amendments,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0035.html
2024GS,SB0036,Heber Valley Historic Railroad Authority Sunset Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0036.html
2024GS,SB0037,Election Law Revisions,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0037.html
2024GS,SB0038,Property Tax Appeals Modifications,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0038.html
2024GS,SB0039,Water Shareholder Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0039.html
2024GS,SB0040,State Rehabilitation Advisory Council Amendments,"Sen. Winterton, R.",,https://le.utah.gov/~2024/bills/static/SB0040.html
2024GS,SB0041,Women in the Economy Subcommittee Amendments,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0041.html
2024GS,SB0042,Health and Human Services Reporting Requirements,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0042.html
2024GS,SB0043,Commercial Filing Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0043.html
2024GS,SB0044,Alternative Education Scholarship Combination,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0044.html
2024GS,SB0045,License Plate Revisions,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0045.html
2024GS,SB0046,Health and Human Services Amendments,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0046.html
2024GS,SB0047,Local Government Business License Amendments,"Sen. Balderree, H.",,https://le.utah.gov/~2024/bills/static/SB0047.html
2024GS,SB0048,County Correctional Facility Reimbursement Amendments,"Sen. Owens, D.R.",,https://le.utah.gov/~2024/bills/static/SB0048.html
2024GS,SB0049,Carpool Lane Usage Modifications,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0049.html
2024GS,SB0050,Aggravated Assault Modifications,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0050.html
2024GS,SB0051,Road Construction Bid Limit Amendments,"Sen. Winterton, R.",,https://le.utah.gov/~2024/bills/static/SB0051.html
2024GS,SB0052,Educator Salary Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0052.html
2024GS,SB0053,Motor Vehicle Safety Inspection Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0053.html
2024GS,SB0054,Property Tax Refund Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0054.html
2024GS,SB0055,Bear Lake Preservation Amendments,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0055.html
2024GS,SB0056,Home School Amendments,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0056.html
2024GS,SB0057,Utah Constitutional Sovereignty Act,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0057.html
2024GS,SB0058,Property Tax Administration Amendments,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0058.html
2024GS,SB0059,Government Leased Property Tax Exemption,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0059.html
2024GS,SB0060,Drug Paraphernalia Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0060.html
2024GS,SB0061,Electronic Cigarette Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0061.html
2024GS,SB0062,Dog Related Liability Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0062.html
2024GS,SB0063,Board of Pardons and Parole Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0063.html
2024GS,SB0064,Effective Teachers in High Poverty Schools Incentive Program Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0064.html
2024GS,SB0065,Online Student Funding Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0065.html
2024GS,SB0066,Criminal Offense Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0066.html
2024GS,SB0067,Public Thoroughfare Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0067.html
2024GS,SB0068,Teacher Evaluation Amendments,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0068.html
2024GS,SB0069,Income Tax Amendments,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0069.html
2024GS,SB0070,Judiciary Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0070.html
2024GS,SB0071,Cannabis Business Tax Credit Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0071.html
2024GS,SB0072,Bureau of Emergency Medical Services Amendments,"Sen. Owens, D.R.",,https://le.utah.gov/~2024/bills/static/SB0072.html
2024GS,SB0073,State Food Supply Amendments,"Sen. Winterton, R.",,https://le.utah.gov/~2024/bills/static/SB0073.html
2024GS,SB0074,Port of Entry Amendments,"Sen. Ipson, D.",,https://le.utah.gov/~2024/bills/static/SB0074.html
2024GS,SB0075,Mineral Amendments,"Sen. Owens, D.R.",,https://le.utah.gov/~2024/bills/static/SB0075.html
2024GS,SB0076,Evidence Retention Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0076.html
2024GS,SB0077,Water Rights Restricted Account Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0077.html
2024GS,SB0078,Higher Education for Incarcerated Youth Program Amendments,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0078.html
2024GS,SB0079,Estate Planning Recodification,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0079.html
2024GS,SB0080,Public Education Trust Fund Amendments,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0080.html
2024GS,SB0081,County Clerk Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0081.html
2024GS,SB0082,Public Accommodation Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0082.html
2024GS,SB0083,Firearm Storage Requirements,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0083.html
2024GS,SB0084,Governor's Office of Economic Opportunity Amendments,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0084.html
2024GS,SB0085,Medicaid Doula Services,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0085.html
2024GS,SB0086,Local Government Bonds Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0086.html
2024GS,SB0087,Motor Vehicle Rental Tax Amendments,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0087.html
2024GS,SB0088,Juvenile Justice Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0088.html
2024GS,SB0089,Social Media Modifications,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0089.html
2024GS,SB0090,Technical Code Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0090.html
2024GS,SB0091,Local Government Officers Compensation Amendments,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0091.html
2024GS,SB0092,Student Communication Methods,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0092.html
2024GS,SB0093,School Climate Data Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0093.html
2024GS,SB0094,Elections Records Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0094.html
2024GS,SB0095,Domestic Relations Recodification,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0095.html
2024GS,SB0096,Long-term Care Facility Funding,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0096.html
2024GS,SB0097,Operations of State Government,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0097.html
2024GS,SB0098,Online Data Security and Privacy Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0098.html
2024GS,SB0099,Public Service Commission Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0099.html
2024GS,SB0100,Local Referenda Amendments,"Sen. Balderree, H.",,https://le.utah.gov/~2024/bills/static/SB0100.html
2024GS,SB0101,Limited Liability Company Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0101.html
2024GS,SB0102,Funeral Services Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0102.html
2024GS,SB0103,Military Tax Credit,"Sen. Balderree, H.",,https://le.utah.gov/~2024/bills/static/SB0103.html
2024GS,SB0104,Children's Device Protection Act,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0104.html
2024GS,SB0105,Student Privacy and Modesty in Public Education,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0105.html
2024GS,SB0106,Public Cold Bath Requirements,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0106.html
2024GS,SB0107,Election Process Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0107.html
2024GS,SB0108,Veteran Access to State Parks,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0108.html
2024GS,SB0109,Corrections Modifications,"Sen. Owens, D.R.",,https://le.utah.gov/~2024/bills/static/SB0109.html
2024GS,SB0110,Domestic Violence Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0110.html
2024GS,SB0111,Law Enforcement Canine Pilot Program,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0111.html
2024GS,SB0112,Cosmetology Licensing Amendments,"Sen. Hinkins, D.",,https://le.utah.gov/~2024/bills/static/SB0112.html
2024GS,SB0113,Disposition of State Property Amendments,"Sen. Buxton, D. G.",,https://le.utah.gov/~2024/bills/static/SB0113.html
2024GS,SB0114,Project Entity Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0114.html
2024GS,SB0115,Higher Education Tuition Amendments,"Sen. Winterton, R.",,https://le.utah.gov/~2024/bills/static/SB0115.html
2024GS,SB0116,Eviction Notice Requirements Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0116.html
2024GS,SB0117,Office of Student Health Affairs,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0117.html
2024GS,SB0118,Water Efficiency Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0118.html
2024GS,SB0119,Fire and Rescue Training Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0119.html
2024GS,SB0120,Intermountain Power Agency Modifications,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0120.html
2024GS,SB0121,Long-term Educational Achievement Program,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0121.html
2024GS,SB0122,Youth Apprenticeship Governance Structure Amendments,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0122.html
2024GS,SB0123,Commercial Email Act,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0123.html
2024GS,SB0124,Government Records Modifications,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0124.html
2024GS,SB0125,Secondary Water Amendments,"Sen. Hinkins, D.",,https://le.utah.gov/~2024/bills/static/SB0125.html
2024GS,SB0126,Gestational Agreement Requirements,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0126.html
2024GS,SB0127,Nurse Apprentice Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0127.html
2024GS,SB0128,Criminal Monetary Threshold Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0128.html
2024GS,SB0129,Medical Director Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0129.html
2024GS,SB0130,Overdose Outreach Provider Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0130.html
2024GS,SB0131,Information Technology Act Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0131.html
2024GS,SB0132,Property Tax Appeals Amendments,"Sen. Owens, D.R.",,https://le.utah.gov/~2024/bills/static/SB0132.html
2024GS,SB0133,Electronic Cigarette and Other Nicotine Product Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0133.html
2024GS,SB0134,Child Welfare Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0134.html
2024GS,SB0135,Advanced Air Mobility and Aeronautics Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0135.html
2024GS,SB0136,Reauthorization of Administrative Rules,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0136.html
2024GS,SB0137,Teacher Empowerment,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0137.html
2024GS,SB0138,High-need School Amendments,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0138.html
2024GS,SB0139,Competency Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0139.html
2024GS,SB0140,Utah Retirement System Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0140.html
2024GS,SB0141,Family Health Services Amendments,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0141.html
2024GS,SB0142,Lawn Equipment Tax Credit Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0142.html
2024GS,SB0143,Military Occupational Licensing Renewal Amendments,"Sen. Balderree, H.",,https://le.utah.gov/~2024/bills/static/SB0143.html
2024GS,SB0144,Public Art Funding Amendments,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0144.html
2024GS,SB0145,Utility Easements Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0145.html
2024GS,SB0146,Property Tax Offset Amendments,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0146.html
2024GS,SB0147,Adoption Revisions,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0147.html
2024GS,SB0148,Aircraft Property Tax Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0148.html
2024GS,SB0149,Artificial Intelligence Amendments,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0149.html
2024GS,SB0150,Exercise of Religion Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0150.html
2024GS,SB0151,Fraudulent Deed Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0151.html
2024GS,SB0152,Cost Sharing Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0152.html
2024GS,SB0153,Idling Amendments,"Sen. Blouin, N.",,https://le.utah.gov/~2024/bills/static/SB0153.html
2024GS,SB0154,Independent Entities Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0154.html
2024GS,SB0155,Road Usage Charge Program Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0155.html
2024GS,SB0156,Tax Modifications,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0156.html
2024GS,SB0157,Civil Commitment Hearings Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0157.html
2024GS,SB0158,Youth Service Organizations,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0158.html
2024GS,SB0159,Public School Discipline and Conduct Plans Amendments,"Sen. Buxton, D. G.",,https://le.utah.gov/~2024/bills/static/SB0159.html
2024GS,SB0160,Indigent Defense Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0160.html
2024GS,SB0161,Energy Security Amendments,"Sen. Owens, D.R.",,https://le.utah.gov/~2024/bills/static/SB0161.html
2024GS,SB0162,Rural Development Act Amendments,"Sen. Hinkins, D.",,https://le.utah.gov/~2024/bills/static/SB0162.html
2024GS,SB0163,Expungement Revisions,"Sen. Stevenson, J.",,https://le.utah.gov/~2024/bills/static/SB0163.html
2024GS,SB0164,Family Outreach Amendments,"Sen. Johnson, J.",,https://le.utah.gov/~2024/bills/static/SB0164.html
2024GS,SB0165,Title Recording Notice Requirements Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0165.html
2024GS,SB0166,Health Benefit Amendments,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0166.html
2024GS,SB0167,Court Transcript Fee Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0167.html
2024GS,SB0168,Affordable Building Amendments,"Sen. Fillmore, L.",anchor,https://le.utah.gov/~2024/bills/static/SB0168.html
2024GS,SB0169,Military Installation Development Authority Modifications,"Sen. Stevenson, J.",,https://le.utah.gov/~2024/bills/static/SB0169.html
2024GS,SB0170,Clean Truck Incentive Program,"Sen. Ipson, D.",,https://le.utah.gov/~2024/bills/static/SB0170.html
2024GS,SB0171,Municipal Rental Dwelling Licensing Amendments,"Sen. Kwan, K.",,https://le.utah.gov/~2024/bills/static/SB0171.html
2024GS,SB0172,Protection Areas Revisions,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0172.html
2024GS,SB0173,Market Informed Compensation for Teachers,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0173.html
2024GS,SB0174,Safe Leave Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0174.html
2024GS,SB0175,Designation of Ballet West's the Nutcracker as a State Landmark,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0175.html
2024GS,SB0176,Child Care Services Amendments,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0176.html
2024GS,SB0177,Absenteeism Prevention Amendments,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0177.html
2024GS,SB0178,Election Funding Amendments,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0178.html
2024GS,SB0179,Transportation Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0179.html
2024GS,SB0180,Court Jurisdiction Modifications,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0180.html
2024GS,SB0181,Native American Health Amendments,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0181.html
2024GS,SB0182,Property Tax Assessment Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0182.html
2024GS,SB0183,Lobbyist Activities Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0183.html
2024GS,SB0184,Expungement of Eviction Amendments,"Sen. Riebe, K.",,https://le.utah.gov/~2024/bills/static/SB0184.html
2024GS,SB0185,Residential Building Inspection Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0185.html
2024GS,SB0186,State Commemorative Period Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0186.html
2024GS,SB0187,Utah Fair Housing Act Amendments,"Sen. Cullimore, K. A.",housing,https://le.utah.gov/~2024/bills/static/SB0187.html
2024GS,SB0188,Professional Licensing Revisions,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0188.html
2024GS,SB0189,Net Metering Energy Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0189.html
2024GS,SB0190,Higher Education Development Areas Study,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0190.html
2024GS,SB0191,Grid Enhancing Technologies,"Sen. Blouin, N.",,https://le.utah.gov/~2024/bills/static/SB0191.html
2024GS,SB0192,Higher Education Amendments,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0192.html
2024GS,SB0193,Arbitration Amendments,"Sen. Pitcher, S.",,https://le.utah.gov/~2024/bills/static/SB0193.html
2024GS,SB0194,Social Media Regulation Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0194.html
2024GS,SB0195,Golf Course Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0195.html
2024GS,SB0196,Great Salt Lake Amendments,"Sen. Blouin, N.",,https://le.utah.gov/~2024/bills/static/SB0196.html
2024GS,SB0197,Medicaid Reimbursement Rate Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0197.html
2024GS,SB0198,Point of the Mountain State Land Authority Amendments,"Sen. Stevenson, J.",,https://le.utah.gov/~2024/bills/static/SB0198.html
2024GS,SB0199,Placental Tissue Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0199.html
2024GS,SB0200,State Commission on Criminal and Juvenile Justice Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0200.html
2024GS,SB0201,Municipal Incorporation Modifications,"Sen. Vickers, E.",incorporation,https://le.utah.gov/~2024/bills/static/SB0201.html
2024GS,SB0202,Regulations for Legal Services,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0202.html
2024GS,SB0203,Drinking Water Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0203.html
2024GS,SB0204,Condominium and Community Association Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0204.html
2024GS,SB0205,Child Sexual Abuse Prevention Amendments,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0205.html
2024GS,SB0206,Young Adult Service Fellowship,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0206.html
2024GS,SB0207,Pharmacy Practice Act Amendments,"Sen. Vickers, E.",,https://le.utah.gov/~2024/bills/static/SB0207.html
2024GS,SB0208,Housing and Transit Reinvestment Zone Amendments,"Sen. Harper, W.","development,housing,zoning",https://le.utah.gov/~2024/bills/static/SB0208.html
2024GS,SB0209,Election Provisions,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0209.html
2024GS,SB0210,Optometrist Practice Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0210.html
2024GS,SB0211,Generational Water Infrastructure Amendments,"Sen. Adams, J. Stuart",,https://le.utah.gov/~2024/bills/static/SB0211.html
2024GS,SB0212,Substance Use Treatment in Correctional Facilities,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0212.html
2024GS,SB0213,Criminal Justice Modifications,"Sen. Cullimore, K. A.",,https://le.utah.gov/~2024/bills/static/SB0213.html
2024GS,SB0214,Community Renewable Energy Amendments,"Sen. Hinkins, D.",,https://le.utah.gov/~2024/bills/static/SB0214.html
2024GS,SB0215,Motor Vehicle Consumer Data Protection,"Sen. Wilson, C.",,https://le.utah.gov/~2024/bills/static/SB0215.html
2024GS,SB0216,Public School Schedule Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0216.html
2024GS,SB0217,School District Bonding Amendments,"Sen. Fillmore, L.",,https://le.utah.gov/~2024/bills/static/SB0217.html
2024GS,SB0218,Genetic Genealogy Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0218.html
2024GS,SB0219,School Activity Eligibility Commission Modifications,"Sen. Kennedy, M.",,https://le.utah.gov/~2024/bills/static/SB0219.html
2024GS,SB0220,School Readiness Amendments,"Sen. Millner, A.",,https://le.utah.gov/~2024/bills/static/SB0220.html
2024GS,SB0221,School District Amendments,"Sen. Grover, K.",,https://le.utah.gov/~2024/bills/static/SB0221.html
2024GS,SB0222,Egg Production Amendments,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0222.html
2024GS,SB0223,Youth Fee Waiver Amendments,"Sen. Plumb, J.",,https://le.utah.gov/~2024/bills/static/SB0223.html
2024GS,SB0224,Energy Independence Amendments,"Sen. Sandall, S.",,https://le.utah.gov/~2024/bills/static/SB0224.html
2024GS,SB0225,School District Boundary Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0225.html
2024GS,SB0226,School of General Education Act,"Sen. Johnson, J.",,https://le.utah.gov/~2024/bills/static/SB0226.html
2024GS,SB0227,Boards and Commissions Revisions,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0227.html
2024GS,SB0228,Protective Order Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0228.html
2024GS,SB0229,Health and Human Services Licensing Amendments,"Sen. Bramble, C.",,https://le.utah.gov/~2024/bills/static/SB0229.html
2024GS,SB0230,State Purchasing Amendments,"Sen. Weiler, T.",,https://le.utah.gov/~2024/bills/static/SB0230.html
2024GS,SB0231,Public Surveillance Prohibition Amendments,"Sen. McCay, D.",,https://le.utah.gov/~2024/bills/static/SB0231.html
2024GS,SB0232,Minor Data Protection Amendments,"Sen. Winterton, R.",,https://le.utah.gov/~2024/bills/static/SB0232.html
2024GS,SB0233,Medical Cannabis Amendments,"Sen. Escamilla, L.",,https://le.utah.gov/~2024/bills/static/SB0233.html
2024GS,SB0234,Mortgage Commission,"Sen. McKell, M.",,https://le.utah.gov/~2024/bills/static/SB0234.html
2024GS,SB0235,Railroad Amendments,"Sen. Harper, W.",,https://le.utah.gov/~2024/bills/static/SB0235.html
