rollcall_id,session,bill_no,date,chamber,committee,body_name,vote_type,motion_desc,action,result,yeas,nays,absent,recorded,source_url
853,2022GS,SB0140,3/4/2022 (5:23:58 PM),House,,House,floor,House/ substituted from # 2 to # 3,House/ substituted from # 2 to # 3,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2022GS&voteid=1296&house=H
854,2022GS,SB0140,3/4/2022 (5:24:22 PM),House,,House,floor,House/ floor amendment # 1,House/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2022GS&voteid=1297&house=H
855,2022GS,SB0140,3/4/2022 (5:27:30 PM),House,,House,floor,Substitute 3,House/ passed 3rd reading,Pass,68,1,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2022GS&voteid=1298&house=H
856,2022GS,SB0140,3/4/2022 (8:14:27 PM),Senate,,Senate,floor,Substitute 3,Senate/ concurs with House amendment,Pass,27,2,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2022GS&voteid=1798&house=S
857,2023GS,HB0206,1/30/2023,House,House Transportation Committee,House Transportation Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,7,0,5,1,https://le.utah.gov/mtgvotes.jsp?voteid=26171
858,2023GS,HB0206,2/3/2023 (11:52:44 AM),House,,House,floor,Airport Land Use Amendments,House/ passed 3rd reading,Pass,70,1,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=277&house=H
859,2023GS,HB0206,2/9/2023,Senate,"Senate Transportation, Public Utilities, Energy, and Technology Committee","Senate Transportation, Public Utilities, Energy, and Technology Committee",committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=26936
860,2023GS,HB0206,2/15/2023 (3:06:55 PM),Senate,,Senate,floor,Airport Land Use Amendments,Senate/ passed 2nd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=793&house=S
861,2023GS,HB0206,2/16/2023 (11:31:58 AM),Senate,,Senate,floor,Airport Land Use Amendments,Senate/ passed 3rd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=863&house=S
862,2023GS,HB0231,2/8/2023,House,House Revenue and Taxation Committee,House Revenue and Taxation Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,9,1,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=26881
863,2023GS,HB0231,2/13/2023 (2:36:30 PM),House,,House,floor,House/ floor amendment # 1,House/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=472&house=H
864,2023GS,HB0231,2/13/2023 (2:38:18 PM),House,,House,floor,3rd Reading,House/ passed 3rd reading,Pass,66,2,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=473&house=H
865,2023GS,HB0231,2/22/2023,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=27799
866,2023GS,HB0231,3/2/2023 (10:15:06 AM),Senate,,Senate,floor,2nd Reading,Senate/ passed 2nd & 3rd readings/ suspension,Pass,24,2,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1774&house=S
867,2023GS,HB0291,2/15/2023,House,House Government Operations Committee,House Government Operations Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,9,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=27430
868,2023GS,HB0291,2/15/2023,House,House Government Operations Committee,House Government Operations Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,9,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=27433
869,2023GS,HB0291,2/17/2023 (11:33:36 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=716&house=H
870,2023GS,HB0291,2/24/2023 (2:34:15 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=942&house=H
871,2023GS,HB0291,2/24/2023 (2:34:56 PM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=943&house=H
872,2023GS,HB0291,2/24/2023 (2:54:59 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,43,26,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=944&house=H
873,2023GS,HB0291,2/28/2023,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 2,Pass,5,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=28533
874,2023GS,HB0291,2/28/2023,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,Held - PASSED,Senate Comm - Held,Pass,4,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=28535
875,2023GS,HB0364,2/13/2023,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,13,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=27129
876,2023GS,HB0364,2/13/2023,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,14,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=27130
877,2023GS,HB0364,2/14/2023 (2:56:36 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=548&house=H
878,2023GS,HB0364,2/17/2023 (3:05:42 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=741&house=H
879,2023GS,HB0364,2/17/2023 (3:06:05 PM),House,,House,floor,House/ substituted from # 1 to # 3,House/ substituted from # 1 to # 3,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=742&house=H
880,2023GS,HB0364,2/17/2023 (3:09:01 PM),House,,House,floor,Substitute 3,House/ passed 3rd reading,Pass,57,9,9,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=743&house=H
881,2023GS,HB0364,2/23/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 1,Pass,3,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=28036
882,2023GS,HB0364,2/23/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=28037
883,2023GS,HB0364,3/1/2023 (10:08:44 AM),Senate,,Senate,floor,Senate/ substituted from # 3 to # 4,Senate/ substituted from # 3 to # 4,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1600&house=S
884,2023GS,HB0364,3/1/2023 (10:11:30 AM),Senate,,Senate,floor,Substitute 4,Senate/ passed 2nd & 3rd readings/ suspension,Pass,22,0,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1601&house=S
885,2023GS,HB0364,3/1/2023 (11:50:37 AM),Senate,,Senate,floor,Senate/ motion to reconsider,Senate/ motion to reconsider,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1631&house=S
886,2023GS,HB0364,3/1/2023 (2:29:09 PM),Senate,,Senate,floor,Senate/ substituted from # 4 to # 6,Senate/ substituted from # 4 to # 6,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1648&house=S
887,2023GS,HB0364,3/1/2023 (2:30:58 PM),Senate,,Senate,floor,Substitute 6,Senate/ passed 2nd & 3rd readings/ suspension,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1649&house=S
888,2023GS,HB0364,3/1/2023 (4:48:59 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1310&house=H
889,2023GS,HB0364,3/2/2023 (9:40:00 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1384&house=H
890,2023GS,HB0364,3/2/2023 (9:41:10 AM),House,,House,floor,Substitute 6,House/ concurs with Senate amendment,Pass,63,9,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1386&house=H
891,2023GS,HB0406,2/13/2023,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=27112
892,2023GS,HB0406,2/14/2023 (2:57:00 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=549&house=H
893,2023GS,HB0406,2/17/2023 (3:09:16 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=744&house=H
894,2023GS,HB0406,2/17/2023 (3:09:40 PM),House,,House,floor,House/ substituted from # 0 to # 1,House/ substituted from # 0 to # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=745&house=H
895,2023GS,HB0406,2/17/2023 (3:17:28 PM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,56,11,8,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=746&house=H
896,2023GS,HB0406,2/23/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 1 to # 2,Pass,4,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=28043
897,2023GS,HB0406,2/23/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=28048
898,2023GS,HB0406,3/3/2023 (9:34:07 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1904&house=S
899,2023GS,HB0406,3/3/2023 (9:37:14 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1906&house=S
900,2023GS,HB0406,3/3/2023 (9:37:57 AM),Senate,,Senate,floor,Senate/ substituted from # 2 to # 5,Senate/ substituted from # 2 to # 5,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1907&house=S
901,2023GS,HB0406,3/3/2023 (9:40:06 AM),Senate,,Senate,floor,Senate/ floor amendment # 2,Senate/ floor amendment # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1908&house=S
902,2023GS,HB0406,3/3/2023 (9:42:13 AM),Senate,,Senate,floor,Substitute 5,Senate/ passed 2nd & 3rd readings/ suspension,Pass,23,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1909&house=S
903,2023GS,HB0406,3/3/2023 (4:36:18 PM),House,,House,floor,Substitute 5,House/ concurs with Senate amendment,Pass,53,16,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1589&house=H
904,2023GS,HB0532,2/23/2023,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,9,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=27954
905,2023GS,HB0532,2/23/2023,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=27957
906,2023GS,HB0532,2/24/2023 (2:58:29 PM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=947&house=H
907,2023GS,HB0532,2/24/2023 (3:03:31 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,59,11,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=948&house=H
908,2023GS,HB0532,2/28/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,3,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=28515
909,2023GS,HB0532,3/2/2023 (5:44:53 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd & 3rd readings/ suspension,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1853&house=S
910,2023GS,SB0037,1/20/2023,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=25715
911,2023GS,SB0037,1/31/2023 (3:26:52 PM),Senate,,Senate,floor,Municipality Incorporation Amendments,Senate/ passed 2nd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=170&house=S
912,2023GS,SB0037,2/1/2023 (2:37:22 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=203&house=S
913,2023GS,SB0037,2/13/2023 (10:37:59 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=573&house=S
914,2023GS,SB0037,2/13/2023 (10:39:27 AM),Senate,,Senate,floor,Senate/ substituted from # 0 to # 2,Senate/ substituted from # 0 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=574&house=S
915,2023GS,SB0037,2/13/2023 (10:39:36 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=575&house=S
916,2023GS,SB0037,2/13/2023 (2:37:04 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=602&house=S
917,2023GS,SB0037,2/13/2023 (2:39:51 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,24,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=603&house=S
918,2023GS,SB0037,2/21/2023,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,9,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=27585
919,2023GS,SB0037,2/22/2023 (11:32:34 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=817&house=H
920,2023GS,SB0037,2/23/2023 (10:33:52 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=851&house=H
921,2023GS,SB0037,2/23/2023 (10:34:20 AM),House,,House,floor,House/ substituted from # 2 to # 3,House/ substituted from # 2 to # 3,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=852&house=H
922,2023GS,SB0037,2/23/2023 (10:36:59 AM),House,,House,floor,Substitute 3,House/ passed 3rd reading,Pass,69,0,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=853&house=H
923,2023GS,SB0037,2/24/2023 (10:41:39 AM),Senate,,Senate,floor,Substitute 3,Senate/ concurs with House amendment,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1274&house=S
924,2023GS,SB0084,1/20/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,3,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=25720
925,2023GS,SB0084,1/31/2023 (3:16:12 PM),Senate,,Senate,floor,Senate/ substituted from # 0 to # 1,Senate/ substituted from # 0 to # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=167&house=S
926,2023GS,SB0084,1/31/2023 (3:18:53 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=168&house=S
927,2023GS,SB0084,2/1/2023 (2:34:55 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=201&house=S
928,2023GS,SB0084,2/6/2023,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,6,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=26584
929,2023GS,SB0084,2/9/2023 (10:22:23 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=368&house=H
930,2023GS,SB0084,2/15/2023 (10:48:45 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=572&house=H
931,2023GS,SB0084,2/15/2023 (10:49:33 AM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=573&house=H
932,2023GS,SB0084,2/15/2023 (10:53:16 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,71,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=574&house=H
933,2023GS,SB0084,2/16/2023 (10:29:26 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=829&house=S
934,2023GS,SB0084,2/16/2023 (10:55:09 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=844&house=S
935,2023GS,SB0084,2/16/2023 (11:03:34 AM),Senate,,Senate,floor,Substitute 2,Senate/ concurs with House amendment,Pass,24,2,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=846&house=S
936,2023GS,SB0174,2/7/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=26723
937,2023GS,SB0174,2/13/2023 (2:58:40 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=615&house=S
938,2023GS,SB0174,2/13/2023 (3:49:53 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=638&house=S
939,2023GS,SB0174,2/13/2023 (3:54:51 PM),Senate,,Senate,floor,2nd Reading,Senate/ passed 2nd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=639&house=S
940,2023GS,SB0174,2/14/2023 (11:15:27 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=674&house=S
941,2023GS,SB0174,2/15/2023 (11:05:49 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=727&house=S
942,2023GS,SB0174,2/15/2023 (11:08:07 AM),Senate,,Senate,floor,3rd Reading,Senate/ passed 3rd reading,Pass,24,1,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=728&house=S
943,2023GS,SB0174,2/24/2023,House,House Government Operations Committee,House Government Operations Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,11,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=28130
944,2023GS,SB0174,2/24/2023,House,House Government Operations Committee,House Government Operations Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,7,4,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=28132
945,2023GS,SB0174,3/1/2023 (5:19:03 PM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1336&house=H
946,2023GS,SB0174,3/1/2023 (5:26:19 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,55,13,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1337&house=H
947,2023GS,SB0174,3/2/2023 (9:27:44 AM),Senate,,Senate,floor,Substitute 2,Senate/ concurs with House amendment,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1750&house=S
948,2023GS,SB0199,2/13/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,1,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=27174
949,2023GS,SB0199,2/14/2023 (3:18:17 PM),Senate,,Senate,floor,Local Land Use Amendments,Senate/ passed 2nd reading,Pass,18,6,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=699&house=S
950,2023GS,SB0199,2/15/2023 (11:23:04 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=737&house=S
951,2023GS,SB0199,2/17/2023 (11:32:49 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=989&house=S
952,2023GS,SB0199,2/17/2023 (11:34:52 AM),Senate,,Senate,floor,Local Land Use Amendments,Senate/ passed 3rd reading,Pass,19,5,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=990&house=S
953,2023GS,SB0199,2/22/2023,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,5,4,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=27897
954,2023GS,SB0199,3/1/2023 (5:06:46 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1327&house=H
955,2023GS,SB0199,3/1/2023 (7:24:43 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1355&house=H
956,2023GS,SB0199,3/1/2023 (7:25:35 PM),House,,House,floor,House/ floor amendment # 1,House/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1356&house=H
957,2023GS,SB0199,3/1/2023 (7:27:57 PM),House,,House,floor,Local Land Use Amendments,House/ passed 3rd reading,Pass,55,15,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1357&house=H
958,2023GS,SB0199,3/2/2023 (9:30:06 AM),Senate,,Senate,floor,Senate/ concurs with House amendment,Senate/ concurs with House amendment,Pass,16,9,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1752&house=S
959,2023GS,SB0240,2/17/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 0 to # 1,Pass,5,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=27548
960,2023GS,SB0240,2/17/2023,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=27549
961,2023GS,SB0240,2/21/2023 (2:35:04 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1096&house=S
962,2023GS,SB0240,2/21/2023 (2:59:43 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1106&house=S
963,2023GS,SB0240,2/21/2023 (3:09:54 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,29,0,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1107&house=S
964,2023GS,SB0240,2/22/2023 (2:58:50 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1166&house=S
965,2023GS,SB0240,2/22/2023 (3:43:40 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1188&house=S
966,2023GS,SB0240,2/22/2023 (3:46:44 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,28,1,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1189&house=S
967,2023GS,SB0240,2/27/2023,House,House Government Operations Committee,House Government Operations Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,10,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=28347
968,2023GS,SB0240,2/28/2023 (5:11:42 PM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1128&house=H
969,2023GS,SB0240,2/28/2023 (7:03:42 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1154&house=H
970,2023GS,SB0240,2/28/2023 (7:19:20 PM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,60,8,7,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1155&house=H
