ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,linkage_note,minutes_source
2023-50,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 38, Transit Oriented Development, adding a requirement for for-sale housing as a part of the residential mix. The City Council discussed an amendment related to transit-oriented development (TOD),",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,16,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-51,2023-08-22,2023-08-22,"a comprehensive amendment to the Lehi City Development Code Chapter 39, Definitions. Mr. Struthers stated that this is a comprehensive effort to refine Chapter 39 of the city's code, which contains definitions for various terms and uses. The goal is to align the definitions with",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,17,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-52,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 11, Application Requirements, amending when site plans go to Planning Commission for approval. Mr. Struthers stated that currently, site plans below a certain valuation (half a million dollars)",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,18,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-53,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 37, Design Standards, changing the bike parking requirements. The Council discussed refining the requirements for bicycle parking in developments. The goal here is to define the type of racks to be used and the appropriate spacing for them. For ",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,19,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-54,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 26, Accessory Uses, Buildings and Structures, clarifying height and setback requirements for accessory buildings and requirements for Accessory Dwelling Units. The discussion revolved around revising regulations concerning accessory structures. ",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,20,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-55,2023-08-22,2023-08-22,clarifying that Lehi City will conduct a Primary Election using Instant Runoff Voting as described in Utah Code. Mr. Wood stated that this was requested by Utah County because the city code doesn’t cite the specific section of state code that allows the city to opt into instant runoff voting.,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2023-08-22,21,high,other,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-56,2023-09-19,2023-09-19,"approving the Skye Area Plan Second Amendment, adding 883 acres and 300 residential units to the Area Plan located at approximately SR-92 and Center Street. Scott Bishop with DR Horton was present, Scott explained when the plan was submitted, Texas",meeting_minutes/minutes/2023/2023-09-18/2023-09-19_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-09-19,8,high,area_plan_amendment,1,,meeting_minutes/minutes/2023/2023-09-18/2023-09-19_city-council-meeting.md
2023-57,2023-09-19,2023-09-19,"a Development Code Amendment to Tables 05.040.A and Table O5.030.A, adding twin homes as a permitted use in the R-2 zone. Kim Struthers presented information on the item.",meeting_minutes/minutes/2023/2023-09-18/2023-09-19_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-09-19,12,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-09-18/2023-09-19_city-council-meeting.md
2023-62,2023-11-14,2023-11-14,"a Development Code Amendments to Chapter 12 and Table 12.260, removing the cumulative requirement for Animal Rights, and an amendment to the Municipal Code, Sections 6-4A-8 and 6-4C-1, increasing the number of dogs to three.",meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-11-14,11,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md
2023-64,2023-11-14,2023-11-14,"an Amendment to the Bike and Pedestrian Master Plan, adding trail connections between Dry Creek Elementary and the Dry Creek Trail.",meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-11-14,6,high,master_plan_element,1,,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md
2023-65,2023-11-14,2023-11-14,an Amendment to the Design Standards and Public Improvements Specifications Manual adding standards and requirements for traffic studies. Mr. Kenison informed the Council that this creates a standard for requiring a traffic study.,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-11-14,4,high,design_standards,1,,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md
2023-66,2023-11-14,2023-11-14,"an Amendment to the Master Transportation Plan adding a future offshore freeway along the north side of Utah Lake to the plan. Luke Seegmiller, Lehi City Traffic Engineer, presented the update on the transportation plan and how based on population projections, this road should be included. Adding th",meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-11-14,5,high,master_plan_element,1,,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md
2023-67,2023-11-14,2023-11-14,"a Development Code Amendment to Chapter 37, Multi-Family Design Standards, to include an exceptions clause. Mr. Struthers stated that this amendment adds an exceptions clause, similar to the one for commercial projects, allowing developers flexibility in adhering to residential standards. The",meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-11-14,12,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-11-13/2023-11-14_city-council-meeting.md
2023-70,2023-12-12,2023-12-12,"approval of the TI Skye Area Plan Amendment changing the location of the Technical Manufacturing Buffer and combining the MD1 and MD2 land use areas into one. Lehi City Council Meeting                       6                                 December 12, 2023",meeting_minutes/minutes/2023/2023-12-11/2023-12-12_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-12-12,16,high,area_plan_amendment,1,,meeting_minutes/minutes/2023/2023-12-11/2023-12-12_city-council-meeting.md
2024-01,2024-01-09,2024-01-09,the Berry Property Zone Change located at 116 South 600 East changing the zoning on 1.18-acres from Transitional Holding (TH-5) to Neighborhood Commercial (NC). Dan Ford was representing the applicant. He stated that this request complies with the,meeting_minutes/minutes/2024/2024-01-08/2024-01-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-01-09,3,high,zone_change,1,,meeting_minutes/minutes/2024/2024-01-08/2024-01-09_city-council-meeting.md
2024-02,2024-01-09,2024-01-09,"the Beacon Point zone change, on 0.80 acres located at 1054 West Main Street changing the zoning from Commercial to Mixed-Use. Parker Johnson and Larry Lindstrom were representing the applicant. Parker stated that they have modified the plan based on public input at the Planning Commission meeting.",meeting_minutes/minutes/2024/2024-01-08/2024-01-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-01-09,8,high,zone_change,1,,meeting_minutes/minutes/2024/2024-01-08/2024-01-09_city-council-meeting.md
2024-03,2024-01-09,2024-01-09,the Larson Zone Change for two parcels totaling 3.6 acres located at approximately 1700 North Boston Street changing from Transitional Holding to Light Industrial. Darren Johnson was representing the applicant. He stated that they intend to subdivide the,meeting_minutes/minutes/2024/2024-01-08/2024-01-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-01-09,6,high,zone_change,1,,meeting_minutes/minutes/2024/2024-01-08/2024-01-09_city-council-meeting.md
2024-04,2024-01-23,2024-01-23,"a Development Code Amendment to Chapters 10, 11 & 39 and for Figures 8 & 9, amending the City's subdivision review process to meet State Code. Kim Struthers presented the proposed amendment. He stated that this was triggered by the",meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-01-23,5,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-01-22/2024-01-23_city-council-meeting.md
2024-05,2024-02-13,2024-02-13,"adopting amendment to the Lehi City Municipal Code, Chapter 12.24, City Cemetery, adding headstone size restrictions in certain sections. Chris Orme, Lehi City Sexton, stated that they are proposing this change in a few specific",meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2024-02-13,9,high,other,1,,meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md
2024-06,2024-02-13,2024-02-13,"approving the Newbold Estates Zone Change, located at approximately 600 North 500 West on 7.3-acres, changing the zoning from A- 1 & R-2 to R-1-Flex. Dave Schoville was representing the applicant. He stated that they are working to resolve the",meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-02-13,5,high,zone_change,1,,meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md
2024-07,2024-02-13,2024-02-13,"a Development Code Amendment to Chapters 20 & 39, adding athletic instruction as a use, under in-home instruction, for a Home Occupation. Mr. Struthers stated that they are receiving more requests to accommodate home fitness",meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-02-13,10,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md
2024-08,2024-02-13,2024-02-13,"a Development Code Amendment to Table 37.080, Off-Street Parking requirements, removing a proximity requirement for townhomes adjacent to on-street parking. Mr. Struthers stated that they are trying to be more flexible with the location of the required",meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-02-13,11,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-02-12/2024-02-13_city-council-meeting.md
2024-11,2024-03-26,2024-03-26,"a Development Code Amendment to Chapter 11, Application Requirements, to include all common and limited common areas in condo and townhome projects as public utility easements to allow access for fiber/telecommunications.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,14,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-12,2024-03-26,2024-03-26,"approval of the Willow Park zone change, on 13.22-acres located at approximately 3250 West 300 North changing the zoning from A- 5 (agriculture) to Public Facility. Mr. Struthers presented this item.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,15,high,zone_change,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-13,2024-03-26,2024-03-26,"the Hippocrates Cove Zone Change on 8 acres located at approximately 3333 West 1500 North, changing the zoning from TH-5 (transitional holding) to Neighborhood Commercial on 3 acres and R-1-Flex (residential) on 5 acres.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,13,high,zone_change,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-14,2024-03-26,2024-03-26,"the Cammans Zone Change on 0.61-acres located at 1403 North 2020 West, changing the zoning from A-1 (agriculture) to R-1-22 (residential/agriculture). Gary Cammans was representing the applicant.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,11,high,zone_change,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-15,2024-03-26,2024-03-26,the Gordon Zone Change on 1.63-acres located at 860 North 2300 West changing the zoning from A-1 (agriculture) to NC (Neighborhood Commercial). Sarah and Kevin Gordon were the applicants.,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,10,high,zone_change,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-16,2024-03-26,2024-03-26,the JD XIII Zone Change on 1.01-acres located at approximately 1070 West State Street changing the zoning from Mixed Use to C-H (Heavy Commercial). Mark Skousen was representing the applicant.,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,8,high,zone_change,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-17,2024-03-26,2024-03-26,the Pineda Zone Change on 0.65-acres located at 59 North 500 West changing the zoning from RA-1 (residential/agriculture) to Commercial. The applicant was not present. The Council agreed that they were comfortable moving,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,12,high,zone_change,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-18,2024-03-26,2024-03-26,"a Development Code Amendment to Chapter 39, Definitions, to include telecommunications as a utility and clarify uses allowed in a public utility building. Mr. Stuthers presented this item.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,16,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-19,2024-03-26,2024-03-26,"a Development Code Amendment to Chapters 12, 39, and Table 05-030-B, clarifying regulations for bars and liquor stores and add those uses and commercial campgrounds to the table of uses. Mr. Struthers presented this item.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,17,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-20,2024-03-26,2024-03-26,"a Development Code Amendment to Table 05- 030-B Nonresidential Zones, removing the Trades Shop use to be consistent with Chapter 39, Definitions. Mr. Struthers presented this item.",meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-03-26,18,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-03-25/2024-03-26_city-council-meeting.md
2024-21,2024-04-09,2024-04-09,"the Lakeview Land and Rock General Plan amendment on 12.81-acres of property located at approximately 600 East 600 South, changing the land use designation from LDR (low density residential) to Heavy Commercial and Commercial.",meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-04-09,8,high,general_plan_amendment,1,,meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council-meeting.md
2024-22,2024-04-09,2024-04-09,a Zone change on 0.91-acres located at 498 North 900 East changing the zoning from RA-1 (residential/agriculture) to R-1-Flex (residential). Steve Atkinson was representing the applicant.,meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-04-09,9,high,zone_change,1,,meeting_minutes/minutes/2024/2024-04-08/2024-04-09_city-council-meeting.md
2024-23,2024-04-23,2024-04-23,"approval of the Anderson Zone Change on 2.77 acres of property located at 206 North 1100 West, changing the zoning from A-1 (agriculture) to R-1-22 (residential/agriculture). The applicant was not present; however, the Council felt that they had enough information to",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-04-23,9,high,zone_change,1,,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md
2024-24,2024-04-23,2024-04-23,"approval of the BCP Property General Plan Amendment on 14.67 acres of property located at approximately 1200 West 1450 South, changing the land use designation from VLDRA (very low density residential) with the Pioneer Village Mixed Use Overlay to LDR (low density residential).",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-04-23,11,high,general_plan_amendment,1,,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md
2024-26,2024-04-23,2024-04-23,approval of a Development Code Amendment to Chapter 11 removing private landscaping from the bond requirements. Kim Struthers presented this item to the Council.,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-04-23,12,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md
2024-28,2024-04-23,2024-04-23,"approval of the Gardner Plumb Main Street General Plan Amendment on 51.5-acres of property located at approximately 2500 West Main Street, changing the land use designation from VLDRA (very low density residential) to LDR (low density residential).",meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-04-23,10,high,general_plan_amendment,1,,meeting_minutes/minutes/2024/2024-04-22/2024-04-23_city-council-meeting_clip652.md
2024-31,2024-05-14,2024-05-14,"a Development Code Amendment to Chapters 20 and 39, updating various aspects of the home occupation chapter and adding the definition for child in-home instruction back into the code. Kim Struthers presented this item to the Council.",meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-14,10,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md
2024-32,2024-05-14,2024-05-14,"approval of the Garrett?s Way Zone Change located at 450 East 200 South, changing the zoning on 0.63 acres from RA-1 (residential/agriculture) to R-2 (medium density residential) The applicant was not present. The Council was comfortable moving forward.",meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-14,3,high,zone_change,1,,meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md
2024-33,2024-05-14,2024-05-14,"approval of the Allison Zone Change, located at 2145 West 700 South, changing the zoning on .99-acres from TH-5 (transitional holding) to RA-1 (residential/agriculture). The applicant was not present. The Council was comfortable moving forward.",meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-14,6,high,zone_change,1,,meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md
2024-34,2024-05-14,2024-05-14,"approval of the Grant’s Corner Zone Change on 1.4 acres located at 90 North 500 West, changing the zoning from RA-1 (residential/agriculture) to Mixed Use. Tyson Fox was representing the applicant.",meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-14,8,high,zone_change,1,,meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md
2024-35,2024-05-14,2024-05-14,"a Development Code Amendment to Chapter 23, clarifying regulations on temporary signs. Kim Struthers presented this item to the Council. There was discussion about this ordinance including campaign signs.",meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-14,12,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md
2024-36,2024-05-14,2024-05-14,"a Development Code Amendment to Chapter 12, changing fences over 6 feet to an exception instead of a conditional use. Kim Struthers presented this item to the Council.",meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-14,11,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-05-13/2024-05-14_city-council-meeting.md
2024-37,2024-05-28,2024-05-28,"approval of updates to the Goals, Strategies, and Timeline for Moderate Income Housing. Councilor Stallings expressed concerns about the adding density in the downtown area. Other concerns in the downtown area included displacing affordable single-family homes, potential",meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council-meeting_clip666.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2024-05-28,10,high,housing_plan,1,,meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council-meeting_clip666.md
2024-38,2024-05-28,2024-05-28,"approval of the Triple B Investment Group General Plan Amendment on 15-acres of property located at approximately 1630 South 500 East, changing the land use designation from ESA (environmentally sensitive area) to VLDRA (very low density residential agriculture).",meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council-meeting_clip666.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-28,6,high,general_plan_amendment,1,,meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council-meeting_clip666.md
2024-39,2024-05-28,2024-05-28,"approval of updates to several standard drawings in the Design Standards and Public Improvement Specifications Manual. Lehi City Council Meeting                        4                                     May 28, 2024 The changes were presented. Discussion included traffic calming and narrow roadwa",meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council-meeting_clip666.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-05-28,9,high,design_standards,1,,meeting_minutes/minutes/2024/2024-05-27/2024-05-28_city-council-meeting_clip666.md
2024-40,2024-06-11,2024-06-11,"approving Development Code Amendments to Chapter 11 and Figure 15, clarifying the approval process for two-lot subdivisions and bonding requirements. (Ordinance was reassigned to #40.5-2024) Mr. Struthers explained the proposed code amendment would make two-lot subdivisions an",meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-06-11,9,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md
2024-45,2024-06-11,2024-06-11,"a Development Code Amendment to Table 37.080 Parking, updating Short Term Rental parking requirements. Kim Struthers stated that this creates consistency, and that tandem parking cannot be used to meet the requirements.",meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-06-11,15,high,development_code_amendment,1,,meeting_minutes/minutes/2024/2024-06-10/2024-06-11_city-council-meeting.md
2024-41,2024-07-09,2024-07-09,"approving the Exchange Business Park Zone Change on 1.19 acres located at approximately 1500 North 3600 West, changing the zoning from R-3 (high density residential) to Neighborhood Commercial. Jake Hone was representing the applicant.",meeting_minutes/minutes/2024/2024-07-08/2024-07-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-07-09,6,medium,zone_change,2,"ordinance number appears in motions on multiple dates (2024-06-11,2024-07-09); chose last passing as adoption",meeting_minutes/minutes/2024/2024-07-08/2024-07-09_city-council-meeting.md
2024-42,2024-07-09,2024-07-09,"approving an Amendment to the Lehi City Development Code Table 37.100, amending the requirements for bicycle parking. Kim Struthers presented the item. He said that this decreases the minimum number of bicycle parking for different types of buildings, including hospitals, hotels and office buildings",meeting_minutes/minutes/2024/2024-07-08/2024-07-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-07-09,8,medium,development_code_amendment,2,"ordinance number appears in motions on multiple dates (2024-06-11,2024-07-09); chose last passing as adoption",meeting_minutes/minutes/2024/2024-07-08/2024-07-09_city-council-meeting.md
2024-43,2024-07-09,2024-07-09,Repealing Title 8 Chapter 5 (Trees) from Lehi City Code. Ryan Wood stated that this chapter is being repealed because it’s also in the Development Code.,meeting_minutes/minutes/2024/2024-07-08/2024-07-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-07-09,9,medium,development_code_amendment,2,"ordinance number appears in motions on multiple dates (2024-06-11,2024-07-09); chose last passing as adoption",meeting_minutes/minutes/2024/2024-07-08/2024-07-09_city-council-meeting.md
2024-44,2024-07-23,2024-07-23,approval of the Thanksgiving Point Area Plan Amendment to allow automotive repair as a permitted use in the commercial zone. John Madsen was representing the applicant.,meeting_minutes/minutes/2024/2024-07-22/2024-07-23_city-council-meeting_clip687.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-07-23,6,medium,area_plan_amendment,2,"ordinance number appears in motions on multiple dates (2024-06-11,2024-07-23); chose last passing as adoption",meeting_minutes/minutes/2024/2024-07-22/2024-07-23_city-council-meeting_clip687.md
2024-46,2024-08-13,2024-08-13,"a General Plan Amendment on 51.46 acres located at approximately 2500 West Main Street, changing the land use designation from VLDRA to PF & VLDR. This item was discussed with item #7.",meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-13,5,medium,general_plan_amendment,2,"ordinance number appears in motions on multiple dates (2024-06-11,2024-08-13); chose last passing as adoption",meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md
2024-47,2024-08-13,2024-08-13,"approving a Zone Change on 33.86 acres located at approximately 2500 West Main Street, changing the zoning from A-5 to R-1-15. This item was discussed with item #7.",meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2024-08-13,6,high,zone_change,1,,meeting_minutes/minutes/2024/2024-08-12/2024-08-13_city-council-meeting.md
