ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,motion_type,doc_type
2025-051,2025-07-17,2025-07-17,amending the City Zoning Map by changing the zoning from A-20 (Agricultural) to PD-C (Planned Development Commercial) on approximately 17.93 acres located on the northwest corner of 2450 South and 3000 East along with a proposed use list,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.07.17%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.07.17  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-07-17,9,high,Land-Use/Zoning,ordinance
2025-052,2025-07-17,2025-07-17,"amending the City Zoning Map by changing the zone from A-20 (Agriculture, 20 acre minimum lot size) to R-1-8 (single-family residential, 8,000 ft² minimum lot size) on approximately 14.32 acres generally located north of 2450 South at approximately 2800 East",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.07.17%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.07.17  Ordinances Approved and Adopted by the City Council.pdf,,4-1 Pass (The motion carried.),2025-07-17,10,high,Land-Use/Zoning,ordinance
2025-053,2025-07-17,2025-07-17,"amending the City Zoning Map by changing the zone from A-20 (Agriculture, 20 acre minimum lot size) to R-1-10 (single-family residential, 10,000 ft² minimum lot size) on approximately 70.04 acres generally located in the vicinity of the northwest corner of 2450 South and 3000 East",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.07.17%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.07.17  Ordinances Approved and Adopted by the City Council.pdf,,4-1 Pass (The motion carried.),2025-07-17,11,high,Land-Use/Zoning,ordinance
2025-054,2025-07-17,2025-07-17,amending Title 3 of City Code as it relates to Home-based Microschools and Micro-education Entities,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.07.17%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.07.17  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-07-17,12,high,Ordinance,ordinance
2025-055,2025-07-17,2025-07-17,"amending Title 10, Chapters 5, 6, 7, and 25 of City Code, and St. George City Standards and Specifications Section 3.2.3.1 regarding installation requirements for curb, gutter and sidewalk on a public roadway, and amending St. George City Standards and Specifications Section 2.9 regarding blasting r",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.07.17%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.07.17  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-07-17,13,high,Ordinance,ordinance
2025-056,2025-08-07,2025-08-07,vacating a municipal utility easement located between Lots 9 and 10 of the Banded Ridge Subdivision,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-07,6,high,Land-Use/Zoning,ordinance
2025-057,2025-08-07,2025-08-07,amending the City Zoning Map by changing the zone plan from C-4 (Central Business District Commercial) to PD-MU (Planned Development Mixed-Use) on approximately 3.24 acres located at the northwest corner of St. George Boulevard and Temple Street,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-07,3,high,Land-Use/Zoning,ordinance
2025-058,2025-08-07,2025-08-07,amending the Hidden Valley Master Plan PD-R (Planned Development Residential) zone for construction of a new 51-unit townhome development on 7.38 acres,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-07,7,high,Land-Use/Zoning,ordinance
2025-059,2025-08-07,2025-08-07,amending Title 10-17A-3 of City Code and modifying the specific standards for accessory dwelling units,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.07  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-07,2,high,Ordinance,ordinance
2025-060,2025-08-07,2025-08-07,"amending portions of Title 10, Chapters 2 and 19 of City Code as it pertains to parking regulations in PD-MU zone and other minor changes",https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.08.07  Ordinances Approved and Adopted by the City Council.pdf,,,2025-08-07,,medium,,ordinance
2025-061,2025-08-07,2025-08-07,"amending Title 5 Chapter 3 Section 7 of City Code to amend the Utah Code section defining the term ""negligent discharge.""",https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.07%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.07  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-08-07,10,high,Ordinance,ordinance
2025-062,2025-08-21,2025-08-21,amending the Tech Ridge Planned Development Mixed Use Zone on approximately 4.9 acres located at 400 South Tech Ridge Parkway,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,,2025-08-21,,medium,,ordinance
2025-063,2025-08-21,2025-08-21,amending the City's General Plan future land use map from COM (Commercial) to MDR (Medium Density Residential) on approximately 1.69 acres generally located at the northeast corner of Tuweap Drive and 2000 North,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-21,4,high,Land-Use/Zoning,ordinance
2025-064,2025-08-21,2025-08-21,"amending the City Zoning Map by changing the zone from A-1 (Agricultural, 40,000 square foot minimum lot size) to R-1-10 (Residential, 10,000 ft² minimum lot size) on approximately 15.11 acres generally located west of the St. George/Washington border and approximately 2600 South",https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-21,5,high,Land-Use/Zoning,ordinance
2025-065,2025-08-21,2025-08-21,amending portions of Title 10-5 of City Code to modify non-agricultural accessory structure setbacks in Agricultural Zones and remove sections of code,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-21,6,high,Ordinance,ordinance
2025-066,2025-08-21,2025-08-21,amending portions of Title 10 of City Code as it relates to accessory dwelling units in the multiple-family residential and mobile home zones,https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-21,7,high,Ordinance,ordinance
2025-067,2025-08-21,2025-08-21,"amending portions of Title 10 of City Code to modify setback standards in residential zones, modify accessory structure standards, update lot size averaging percentages, and remove sections of code",https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-21,8,high,Ordinance,ordinance
2025-068,2025-08-21,2025-08-21,"amending portions of Title 3 of City Code and repealing a portion of Title 6 of City Code, to place the administration of parade permit requests under the code section governing special events",https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,,2025-08-21,,medium,,ordinance
2025-069,2025-08-21,2025-08-21,"amending Titles 1 and 3 of City Code to remove outdated references, align with current Utah State law, and update with gender-neutral language",https://sgcityutah.gov/Documents/Government/City%20Council/Notices/2025/2025.08.21%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.08.21  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-08-21,10,high,Procedural/Administrative,ordinance
2025-070,2025-09-04,2025-09-04,"annexing property into the City of St. George, and adjusting the O corporate boundary lines, to include 10.997 acres",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.09.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-09-04,2,high,Land-Use/Zoning,ordinance
2025-071,2025-09-04,2025-09-04,vacating a public roadway located south of George Washington Boulevard and west of 3000 East Street,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.09.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-09-04,3,high,Land-Use/Zoning,ordinance
2025-072,2025-09-04,2025-09-04,to amend the Bloomington Courtyard PD-C (Planned Development Commercial) use list,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.09.04  Ordinances Approved and Adopted by the City Council.pdf,,,2025-09-04,,medium,,ordinance
2025-073,2025-09-04,2025-09-04,amending the development agreement for Regency at Desert Color O by transferring rights from Toll Brothers to Desert Color,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.09.04  Ordinances Approved and Adopted by the City Council.pdf,,,2025-09-04,,medium,,ordinance
2025-074,2025-09-04,2025-09-04,amending the Desert Color Planned Development Commercial zone O on approximately 1.56 acres located directly south and east of the current Big Shots Golf facility,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.09.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-09-04,6,high,Land-Use/Zoning,ordinance
2025-075,2025-09-04,2025-09-04,amending the Desert Color Planned Development Residential zone O on approximately 5.50 acres located south of Painted Ridge Parkway and Desert Sage Parkway and west of Rock Rose Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.09.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-09-04,7,high,Land-Use/Zoning,ordinance
2025-076,2025-09-25,2025-09-25,amending the Desert Color Planned Development Commercial zone on approximately 1.91 acres generally located on the south side of Black Mountain Drive at approximately 1150 West,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.25%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.09.25  Ordinances Approved and Adopted by the City Council.pdf,,3-0 Pass (The vote was unanimous and the motion carried.),2025-09-25,7,high,Land-Use/Zoning,ordinance
2025-077,2025-09-25,2025-09-25,amending the Rockland Townhomes (formally known as Rosewood Townhomes) Planned Development Residential (PD-R) zone,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.09.25%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.09.25  Ordinances Approved and Adopted by the City Council.pdf,,3-0 Pass (The vote was unanimous and the motion carried.),2025-09-25,8,high,Land-Use/Zoning,ordinance
2025-078,2025-10-09,2025-10-09,amending the Desert Color Planned Development Commercial zone on approximately 3.12 acres located east of Desert Color Pkwy and between Southern Parkway and Black Mountain Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.10.09%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.10.09  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-10-09,4,high,Land-Use/Zoning,ordinance
2025-079,2025-10-09,2025-10-09,amending the Boulder Creek Crossing Planned Development Commercial zone on approximately 14.3 acres located at the west side of River Road between 1300 and 1600 South in order to modify the previously approved sign plan,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.10.09%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.10.09  Ordinances Approved and Adopted by the City Council.pdf,,3-1 Pass (The motion carried.),2025-10-09,5,high,Land-Use/Zoning,ordinance
2025-080,2025-10-09,2025-10-09,amending the Paseo Planned Development Commercial O zone on approximately 5.22 acres located east of 3000 East Street and south of Merrill Road in order to modify the approved movie theater building,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.10.09%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.10.09  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-10-09,6,high,Land-Use/Zoning,ordinance
2025-082,2025-10-16,2025-10-16,"approve Ordinance No. 2025-082 vacating a portion of 600 North Street, located along the frontage of 346 West 600 North Street.",meeting_minutes/minutes/2025/2025-10-13/2025-10-16_city-council-regular-meeting.md,2026-07-02,na,derived from meeting_minutes/all_votes.csv motion text (within-source linkage; no independent Recorder notice posted for this date),,,5-0 Pass (The vote was unanimous and the motion carried.),2025-10-16,4,within_source,Land-Use/Zoning,ordinance
2025-083,2025-10-16,2025-10-16,"approve Ordinance No. 2025-083 vacating a portion of a public utility and drainage easement, located at approximately 1000 South on the west side of 3000 East Street.",meeting_minutes/minutes/2025/2025-10-13/2025-10-16_city-council-regular-meeting.md,2026-07-02,na,derived from meeting_minutes/all_votes.csv motion text (within-source linkage; no independent Recorder notice posted for this date),,,5-0 Pass (The vote was unanimous and the motion carried.),2025-10-16,5,within_source,Land-Use/Zoning,ordinance
2025-084,2025-10-16,2025-10-16,"approve Ordinance No. 2025-084 vacating a public utility and drainage easement, located along the southerly boundary of Lot 6, Desert Canyon Town Center Commercial Subdivision Phase 1 Amended.",meeting_minutes/minutes/2025/2025-10-13/2025-10-16_city-council-regular-meeting.md,2026-07-02,na,derived from meeting_minutes/all_votes.csv motion text (within-source linkage; no independent Recorder notice posted for this date),,,5-0 Pass (The vote was unanimous and the motion carried.),2025-10-16,6,within_source,Land-Use/Zoning,ordinance
2025-085,2025-10-16,2025-10-16,"approve Ordinance No. 2025-085 vacating a public utility and drainage easement located between Lots 26 and 39, Stone Cliff Phase 1.",meeting_minutes/minutes/2025/2025-10-13/2025-10-16_city-council-regular-meeting.md,2026-07-02,na,derived from meeting_minutes/all_votes.csv motion text (within-source linkage; no independent Recorder notice posted for this date),,,5-0 Pass (The vote was unanimous and the motion carried.),2025-10-16,7,within_source,Land-Use/Zoning,ordinance
2025-086,2025-10-16,2025-10-16,approve Ordinance No. 2025-086 to vacate a utility drainage easement located between Lot 13 and Lot 11 in the Westridge Subdivision Phase 2.,meeting_minutes/minutes/2025/2025-10-13/2025-10-16_city-council-regular-meeting.md,2026-07-02,na,derived from meeting_minutes/all_votes.csv motion text (within-source linkage; no independent Recorder notice posted for this date),,,5-0 Pass (The vote was unanimous and the motion carried.),2025-10-16,8,within_source,Land-Use/Zoning,ordinance
2025-089,2025-10-16,2025-10-16,"approve Ordinance No. 2025-089 amending the Tonaquint Center PD-C (Planned Development Commercial) zone on approximately .89 acres, located at 1664 South Dixie Drive, including the update plan recommended by the Planning Commission.",meeting_minutes/minutes/2025/2025-10-13/2025-10-16_city-council-regular-meeting.md,2026-07-02,na,derived from meeting_minutes/all_votes.csv motion text (within-source linkage; no independent Recorder notice posted for this date),,,5-0 Pass (The vote was unanimous and the motion carried.),2025-10-16,11,within_source,Land-Use/Zoning,ordinance
2025-091,2025-11-06,2025-11-06,"vacating a municipal utility easement, adjoining Lot 114 of Waters Edge at Desert Color Shores",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-11-06,2,high,Land-Use/Zoning,ordinance
2025-092,2025-11-06,2025-11-06,"amending the City Zoning Map by changing the zone on a parcel that was designated as part of the UDOT right of way and has not been zoned, to C-2 (Highway Commercial) on approximately 0.98 acres generally located at the northeast corner of Desert Canyons Parkway and the off ramp for the Southern Par",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,,2025-11-06,,medium,,ordinance
2025-095,2025-11-06,2025-11-06,amending the City’s General Plan by changing the general plan from LDR (Low Density Residential) to COM (Commercial) on approximately 5.0 acres located west of the Tuscan Hills and Tuscan Heights development,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,,2025-11-06,,medium,,ordinance
2025-096,2025-11-06,2025-11-06,amending the City General Plan by changing the general plan from AE (Agriculture Estates) to MDR (Medium Density Residential) and SL (Sensitive Lands) on approximately 10.977 acres generally located south of Southern Parkway and east of the Desert Canyons Master Planned Community,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,,2025-11-06,,medium,,ordinance
2025-097,2025-11-06,2025-11-06,amending the White Dome Townhomes PD-R (Planned Development Residential) zone on approximately 8.22 acres generally located south of White Dome Drive and west of White Trails Drive,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-11-06,7,high,Land-Use/Zoning,ordinance
2025-098,2025-11-06,2025-11-06,amending the White Cliffs Townhomes PD-R (Planned Development Residential) zone,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,5-0 Pass (The vote was unanimous and the motion carried.),2025-11-06,8,high,Land-Use/Zoning,ordinance
2025-099,2025-11-06,2025-11-06,amending portions of Title 3 of City Code as it relates to Temporary Parking Lot Business standards,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.11.06%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.11.06  Ordinances Approved and Adopted by the City Council.pdf,,,2025-11-06,,medium,,ordinance
2025-100,2025-12-04,2025-12-04,"vacating a municipal utility easement located at the rear of Lots O 16, 17, 18, 19, and 20 of the Banded Ridge Subdivision",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,4,high,Land-Use/Zoning,ordinance
2025-101,2025-12-04,2025-12-04,amending the City's General Plan by adding a Water Use and Preservation Element to the General Plan,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,7,high,Land-Use/Zoning,ordinance
2025-102,2025-12-04,2025-12-04,amending the Atkinville Interchange Zone Plan PD-C (Planned Development Commercial) zone on approximately 0.81 acres located on the southwest corner of Pioneer Road and Bluegrass Way,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); no council motion cited this number (likely consent-calendar adoption) — matched by adoption date to that meeting,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,,2025-12-04,,medium,,ordinance
2025-103,2025-12-04,2025-12-04,"amending the City Zoning Map by changing the zone from C-3 (General Commercial), RE-37.5 (Residential Estates, 37,500 ft² minimum lot size), R-3 (Residential, multi-family) to PD-C (Planned Development Commercial) on approximately 1.0 acre located at southeast of 1050 North and 1020 West",https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,9,high,Land-Use/Zoning,ordinance
2025-104,2025-12-04,2025-12-04,amending the City Zoning Map by changing the zone from C-3 (General Commercial) to PD-C (Planned Development Commercial) on approximately 1.86 acres located at 559 East St. George Boulevard,https://sgcityutah.gov/Documents/Government/City%20Council/Agendas%20And%20Minutes/2025/Notices/2025.12.04%20%20Ordinances%20Approved%20and%20Adopted%20by%20the%20City%20Council.pdf,2026-07-02,text,pdftotext -layout (Recorder Notice of Adoption); cross-matched to council motion citing same ordinance number,raw/2025.12.04  Ordinances Approved and Adopted by the City Council.pdf,,4-0 Pass (The vote was unanimous and the motion carried.),2025-12-04,10,high,Land-Use/Zoning,ordinance
