legistar_matter_id,matter_file,name,title,matter_type,status,intro_body,intro_date,agenda_date,passed_date,enactment_number,application_id
6403,25-264,,Development Report,Informational Report,Agenda Ready,Planning Commission,2025-08-20,2025-09-04,,,
6405,25-266,,Minutes from August 7th Meeting,Minutes,Agenda Ready,Planning Commission,2025-08-20,2025-09-04,,,
6406,25-267,,City Council interviewing Mark M. Taylor to serve as a regular member of the Sandy City Historic Preservation Committee,Informational Report,Agenda Ready,City Council,2025-08-21,2025-08-26,,,
6407,25-268,,"The Sandy City Council, acting as the Sandy Board of Municipal Canvassers, meeting to canvass the returns for the 2025 Primary Election.",Resolution,Agenda Ready,City Council,2025-08-21,2025-08-26,,,
6409,25-270,,Second Reading: Council Members Robinson and Stroud recommending the establishment of the Sandy City Council Civic Engagement Award Program,Resolution,Passed,City Council,2025-08-25,2025-09-09,2025-09-09,,
6411,CA08262025-0007027 (PC),,Amendments to Title 21 of the Land Development Code related to Brewpubs,Planning Item,Passed,Planning Commission,2025-08-26,2025-09-04,2025-09-04,,6411
6412,CA08262025-0007027 (CC WS),,Amendments to Title 21 of the Land Development Code related to Brewpubs,Planning Item,Agenda Ready,City Council,2025-08-26,2025-09-16,,,
6413,CA08262025-0007027 (CC),,Amendments to Title 21 of the Land Development Code related to Brewpubs,Ordinance,Passed,City Council,2025-08-26,2025-09-30,2025-09-30,,6413
6414,25-275,,Map,Informational Report,Agenda Ready,Planning Commission,2025-08-29,2025-09-04,,,
6416,25-277,,"Building our Future: A Community Housing Workshop Series, Workshop Three - Identifying and Prioritizing Key Issues",Informational Report,Agenda Ready - Work Session,City Council,2025-08-29,2025-09-02,,,
6417,25-278,,Council review and consideration of the Public Utilities Department Management Study Draft RFP,Resolution,Passed,City Council,2025-09-04,2025-09-09,2025-09-09,,
6418,25-279,,Emergency Management Division presenting the Salt Lake County Multi-Jurisdictional Hazard Mitigation Plan (MJHMP) to the City Council,Informational Report,Agenda Ready - Work Session,City Council,2025-09-05,2025-09-09,,,
6419,25-280,,"Amendments to Title 15 Business Licensing, Chapter 2, Alcoholic Beverage Regulations Related to Brewpubs",Planning Item,Agenda Ready,City Council,2025-09-08,2025-09-16,,,
6420,25-281,,Administrative Services Department presenting the annual State Fraud Risk Assessment.,Informational Report,Agenda Ready,City Council,2025-09-09,2025-09-16,,,
6421,CUP09022025-007033,,"EmpoweringU Adult Day Care (Conditional Use Permit) 11339 S. 700 E. [Community #13, Alta High]",Resolution,Passed,Planning Commission,2025-09-10,2025-09-18,2025-09-18,,6421
6422,25-283,,Administration presenting the One Kind Act A Day Joint Resolution,Informational Report,Agenda Ready,City Council,2025-09-10,2025-09-16,,,
6423,25-284,,City Council considering the appointment of Mark M. Taylor to serve as a regular member of the Sandy City Historic Preservation Committee,Resolution,Consent Agenda,City Council,2025-09-11,2025-09-16,,,
6424,25-285,,"City Council Considering Extending Temporary Amendments to the Sandy City Council Rules and Procedures made on March 25, 2025",Resolution,Agenda Ready,City Council,2025-09-11,2025-09-16,,,
6425,25-286,,"Amendments to Title 15 Business Licensing, Chapter 2, Alcoholic Beverage Regulations Related to Brewpubs",Ordinance,Agenda Ready,City Council,2025-09-11,2025-09-30,,,6425
6426,25-287,,"Approval of the August 26, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-09-11,2025-09-16,,,
6427,25-288,,Map,Informational Report,Agenda Ready,Planning Commission,2025-09-12,2025-09-18,,,
6428,25-289,,Minutes,Minutes,Agenda Ready,Planning Commission,2025-09-12,2025-09-18,,,
6429,25-290,,Council Special Recognition and Presentation of the Noal Bateman Lifetime Service Award and the Sandy City Council Civic Engagement Award,Special Recognition,Agenda Ready,City Council,2025-09-12,2025-09-16,,,
6430,ANX07092025-006994(PC),,Fortner Annexation (R-1-10 and R-2-10 Zones) Homes located at 8564 S. 1000 E. (two parcels) & 8590 S. 1000 E. [Community #17],Planning Item,Passed,Planning Commission,2025-09-12,2025-09-18,2025-09-18,,6430
6431,25-292,,Emergency Management Division requesting the Council adopt the Salt Lake County Multi-Jurisdictional Hazard Mitigation Plan (MJHMP).,Resolution,Agenda Ready,City Council,2025-09-12,2025-09-16,,,
6432,25-293,,Public Works Department presenting the Council with an update on the Wasatch Blvd HAWK crossing,Informational Report,Agenda Ready,City Council,2025-09-12,2025-09-16,,,
6433,25-294,,"Approval of the September 2, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-09-23,2025-09-30,,,
6434,ANX07092025-006994(CC),,Fortner Annexation (R-1-10 and R-2-10 Zones) Homes located at 8564 S. 1000 E. (two parcels) & 8590 S. 1000 E. [Community #17],Ordinance,Agenda Ready,City Council,2025-09-24,2025-09-30,,,6434
6435,25-296,,Administration requesting council adoption of the One Kind Act A Day Joint Resolution,Resolution,Consent Agenda,City Council,2025-09-24,2025-09-30,,,
6436,25-297,,"Approval of the September 9, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-09-25,2025-09-30,,,
6437,25-298,,City Council Office recommending an amendment to the 2025 City Council Annual Meeting Schedule.,Resolution,Agenda Ready,City Council,2025-09-25,2025-09-30,,,
6438,25-299,,Visit Salt Lake Updating the Council Regarding the Convention and Tourism Assessment Area (CTAA),Informational Report,Agenda Ready,City Council,2025-09-26,2025-09-30,,,
6439,25-300,,"Council Tour of Sandy City Fire Station 31 (Under Construction) - 9295 S. Monroe Street Attendees will need to wear closed toe shoes, a safety helmet, and a safety vest (the City has a limited # available for public use)",Informational Report,Agenda Ready,City Council,2025-09-26,2025-09-30,,,
6440,25-301,,"Approval of the September 30, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-10-02,2025-10-14,,,
6442,25-303,,"Approval of the September 16, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-10-03,2025-10-14,,,
6443,REZ08072025-007015 (PC),,"Creek Road Rezone 2140 E. Creek Road [Community #18, Willow Creek]",Planning Item,Passed,Planning Commission,2025-10-06,2025-10-16,2025-10-16,,6443
6444,CUP08142025-007018,,Utrera Accessory Structure (Conditional Use Permit) 11075 S. 1700 E. [Community #26],Planning Item,Passed,Planning Commission,2025-10-07,2025-10-16,2025-10-16,,6444
6445,CUP09152025-007041,,Midway Convenience (Conditional Use Permit) 9187 S. 700 E. [Community #7],Planning Item,Failed,Planning Commission,2025-10-07,2025-10-16,,,6445
6446,CA09302025-0007048 (PC),,Amendments to Title 21 of the Land Development Code related to Boundary Adjustments,Planning Item,Passed,Planning Commission,2025-10-07,2025-10-16,2025-10-16,,6446
6447,25-308,,Map,Informational Report,Agenda Ready,Planning Commission,2025-10-08,2025-10-16,,,
6448,25-309,,"Minutes from Sept 18, 2025 Meeting",Minutes,Agenda Ready,Planning Commission,2025-10-08,2025-10-16,,,
6449,25-310,,Development Report,Informational Report,Agenda Ready,Planning Commission,2025-10-08,2025-10-16,,,
6450,CA09302025-0007048 (CC WS),,Amendments to Title 21 of the Land Development Code related to Boundary Adjustments,Planning Item,Agenda Ready,City Council,2025-10-08,2025-10-28,,,
6451,CA09302025-0007048 (CC),,Amendments to Title 21 of the Land Development Code related to Boundary Adjustments,Ordinance,Agenda Ready,City Council,2025-10-08,2025-11-11,,,6451
6452,25-313,,"Possible Closed Session to discuss: (1) Character, professional competence, or physical or mental health of an individual; (2) Pending or reasonably imminent litigation; and (3) The purchase, exchange, or lease of real property",Informational Report,Passed,City Council,2025-10-09,2025-10-14,2025-10-14,,
6453,25-314,,"Building our Future: A Community Housing Workshop Series, Workshop Four - Prioritizing tools and tactics",Informational Report,Agenda Ready - Work Session,City Council,2025-10-09,2025-10-14,,,
6454,25-315,,"Proclamation of the City Council and Mayor of Sandy City recognizing November 1, 2025 as Extra Mile Day",Resolution,Consent Agenda,City Council,2025-10-14,2025-10-28,,,
6455,25-316,,"Approval of the October 14, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-10-22,2025-10-28,,,
6456,25-317,,"Possible Closed Session to discuss: The purchase, exchange, or lease of real property",Informational Report,Passed,City Council,2025-10-23,2025-10-28,2025-10-28,,
6457,SGN10232025-038019,,"Hale Centre Theatre/MACU (Sign Theme Amendment) 9886 S. Monroe St. [Community # 2, Civic Center]",Planning Item,Passed,Planning Commission,2025-10-24,2025-11-06,2025-11-06,,6457
6458,CUP10022025-007050,,"Rushton Accessory Structure (Conditional Use Permit) 135 E. 11000 S. [Community #11, Crescent]",Planning Item,Passed,Planning Commission,2025-10-24,2025-11-06,2025-11-06,,6458
6459,25-320,,Public Works Department presenting a Solutions Development Study for SR 209,Informational Report,Agenda Ready,City Council,2025-10-24,2025-10-28,,,
6460,25-321,,Map,Informational Report,Agenda Ready,Planning Commission,2025-10-30,2025-11-06,,,
6461,25-322,,Minutes,Minutes,Agenda Ready,Planning Commission,2025-10-30,2025-11-06,,,
6462,25-323,,Development Report,Informational Report,Agenda Ready,Planning Commission,2025-10-30,2025-11-06,,,
6463,SPX03182025-006929,,"Special Exception for Restoration in the Sensitive Area Overlay with 30% or greater slopes 400 E Tonya Drive [Sandy, Community #5]",Planning Item,Passed,Planning Commission,2025-10-30,2025-11-06,2025-11-06,,6463
6464,25-325,,"Approval of the October 28, 2025 Draft Minutes",Appointment,Consent Agenda,City Council,2025-11-03,2025-11-11,,,
6465,REZ08072025-007015 (CC1st),,"Community Development Department presenting the Creek Road Rezone application (File #REZ08072025-007015), requesting that 1.5 acres be rezoned from the R-1-40 Zone to the R-1-15A Zone.",Informational Report,Agenda Ready,City Council,2025-11-04,2025-11-11,,,
6466,25-327,,"Approval of the October 21, 2025 Draft Minutes",Appointment,Consent Agenda,City Council,2025-11-04,2025-11-11,,,
6467,25-328,,Special Recognition by the Sandy City Council of Pam Roberts honoring her service to our community as the long-time director of the Wasatch Front Waste and Recycling District.,Special Recognition,Agenda Ready,City Council,2025-11-05,2025-11-11,,,
6468,25-329,,"Possible Closed Session to discuss the purchase, exchange or lease of real property.",Resolution,Passed,City Council,2025-11-06,2025-11-11,2025-11-11,,
6469,25-330,,City Council receiving a presentation from the Utah Office of the Homeowners' Association Ombudsman,Informational Report,Agenda Ready,City Council,2025-11-07,2025-11-11,,,
6470,25-331,,South Salt Lake Valley Mosquito Abatement District reporting its intent to increase its property tax rate,Informational Report,Public Hearing,City Council,2025-11-07,2025-11-11,,,
6471,25-332,,Administrative Services Department presenting on the annual budget carryover process,Informational Report,Agenda Ready,City Council,2025-11-07,2025-11-11,,,
6472,25-333,,Recess of the City Council meeting to convene a meeting of the Administrative Control Board (Board of Trustees) for the Alta Canyon Recreation Special Service District,Resolution,Agenda Ready,City Council,2025-11-07,2025-11-11,,,
6473,SUB09152025-007042,,"Falls Creek Subdivision (Subdivision Review) 2873 E Wasatch Blvd [Community 28, Pepper Dell]",Planning Item,Passed,Planning Commission,2025-11-11,2025-11-20,2025-11-20,,
6474,25-335,,Recess the City Council meeting and convene a meeting of the Sandy City Redevelopment Agency,Resolution,Public Hearing,City Council,2025-11-12,2025-11-18,,,
6475,REZ08072025-007015 (CCOrd),,"Community Development Department requesting City Council action regarding the Creek Road Rezone application (File #REZ08072025-007015), proposing that 1.5 acres be rezoned from the R-1-40 Zone to the R-1-15A Zone.",Ordinance,Passed,City Council,2025-11-13,2025-11-18,2025-11-18,,6475
6476,SPR05132025-006965,,"Sandy Station Townhomes - Preliminary Cairns Site Plan Review 8925 S. Harrison St. [Community #1, Northwest Exposure]",Planning Item,Passed,Planning Commission,2025-11-13,2025-11-20,2025-11-20,,
6477,SUB05132025-006966,,"Sandy Station Townhomes - Preliminary Subdivision Review 8925 S. Harrison St. [Community #1, Northwest Exposure]",Planning Item,Passed,Planning Commission,2025-11-13,2025-11-20,2025-11-20,,
6478,25-339,,Map,Informational Report,Agenda Ready,Planning Commission,2025-11-13,2025-11-20,,,
6479,25-340,,Minutes,Minutes,Agenda Ready,Planning Commission,2025-11-13,2025-11-20,,,
6480,SPR07012025-006992,,"IONNA EV Charging Station - Preliminary Modified Site Plan Review 151 W. 10600 S. [Community # 9, Commercial Area]",Planning Item,Passed,Planning Commission,2025-11-13,2025-11-20,2025-11-20,,
6481,SPX11112025-007076,,"Falls Creek Subdivision (Special Exception Review) 2873 E Wasatch Blvd [Community 28, Pepper Dell]",Planning Item,Passed,Planning Commission,2025-11-13,2025-11-20,2025-11-20,,
6482,25-343,,"The Sandy City Council and Mayor, acting as the Sandy Board of Municipal Canvassers, meeting to canvass the returns for the 2025 General Election.",Resolution,Agenda Ready,City Council,2025-11-13,2025-11-18,,,
6485,25-346,,"Possible Closed Session to discuss the purchase, exchange or lease of real property.",Resolution,Passed,City Council,2025-11-13,2025-11-18,2025-11-18,,
6486,25-347,,"Building our Future: A Community Housing Workshop Series, Workshop Five - Prioritizing tools and tactics",Informational Report,Agenda Ready - Work Session,City Council,2025-11-13,2025-11-18,,,
6487,25-348,,"Administrative Services Department requesting a public hearing and council action on budget carryover, increasing total appropriations and reappropriating unexpended funds with the proprietary and governmental funds, and; amendments to the Sandy City Fee Schedule for FY 25-26",Resolution,Public Hearing,City Council,2025-11-14,2025-11-18,,,
6488,SPR11072025-007071,,"Smith Entertainment Group (SEG) Phase 3, West Facade 10450 S. State St. {Community #9. Commercial Area]",Planning Item,Passed,Planning Commission,2025-11-18,2025-12-04,2025-12-04,,6488
6491,SPR07232025-007003,,"Silver Sage Business Park II, Office Site Plan Review 10895 S. 700 E. St. [Community #12]",Planning Item,Passed,Planning Commission,2025-11-18,2025-12-04,2025-12-04,,6491
6492,SUB08252025-007024,,Silver Sage Business Park Subdivision Amendment 10895 and 10935 S. 700 E. [Community #12],Planning Item,Passed,Planning Commission,2025-11-18,2025-12-04,2025-12-04,,6492
6493,SPR08072025-007014,,Middle Mile Infrastructure Site Plan Review 10935 S. 700 E. St. [Community #12],Planning Item,Passed,Planning Commission,2025-11-18,2025-12-04,2025-12-04,,6493
6494,CUP08052025-007012,,Middle Mile Infrastructure - Conditional Use Permit - Public Utility Station 10935 S. 700 E. St. [Community #12],Planning Item,Passed,Planning Commission,2025-11-18,2025-12-04,2025-12-04,,6494
6495,CA09232025-0007044,,Amendments to Title 21 of the Land Development Code related to Automall Zone Land Use Matrix,Planning Item,Passed,Planning Commission,2025-11-19,2025-12-04,2025-12-04,,6495
6496,25-357,,Map,Informational Report,Agenda Ready,Planning Commission,2025-11-19,2025-12-04,,,
6497,25-358,,"Minutes from November 20, 2025",Minutes,Agenda Ready,Planning Commission,2025-11-19,2025-12-04,,,
6498,25-359,,Development Report,Informational Report,Agenda Ready,Planning Commission,2025-11-19,2025-12-04,,,
6499,25-360,,Council reappointment of members to various special committees,Resolution,Consent Agenda,City Council,2025-12-03,2025-12-09,,,
6501,ANX11182025-007083 (R),,"The Community Development Department is recommending the City Council adopt Resolution #25-52C indicating the intent to annex a contiguous area for property located at 2935 E. Dimple Dell Road (approximately six acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",Resolution,Consent Agenda,City Council,2025-12-04,2025-12-16,,,
6502,25-363,,City Council Considering the Sandy City Preliminary Legislative Priorities for the 2026 Utah Legislative Session,Resolution,Agenda Ready - Work Session,City Council,2025-12-04,2025-12-09,,,
6503,25-364,,Interlocal Agreement between Sandy City and the Governor's Office of Economic Opportunity,Informational Report,Agenda Ready - Work Session,City Council,2025-12-04,2025-12-09,,,
6504,BOA11052025-007067,,"Thompson Variance Request - front yard setbacks on a corner lot 8230 S. 1330 E. [Community #15, Alta Canyon]",Planning Item,Agenda Ready,Board of Adjustment,2025-12-04,2025-12-11,,,
6505,25-366,,"City Council Office recommending adoption of Resolution 25-53C, a resolution setting the 2026 City Council Annual Meeting Schedule.",Resolution,Consent Agenda,City Council,2025-12-04,2025-12-09,,,
6506,25-367,,Amendments to the Board of Adjustment Rules of Procedure,Planning Item,Passed,Board of Adjustment,2025-12-04,2025-12-11,2025-12-11,,
6507,25-368,,Police Department providing the Council with a presentation about policing in the Historic Sandy neighborhood,Informational Report,Agenda Ready - Work Session,City Council,2025-12-04,2025-12-09,,,
6508,25-369,,"Public Hearing Regarding the Sale of Certain Real Property (Old Sandy City Fire Station, Hale Centre Theatre and Plaza, 500 W Industrial Corner, and Monroe Street Lot 3)",Resolution,Public Hearing,City Council,2025-12-05,2025-12-09,,,
6509,25-370,,Council and Administration Joint Recognition of Wayne Niederhauser for his service to Sandy City,Special Recognition,Agenda Ready,City Council,2025-12-05,2025-12-09,,,
6510,25-371,,"Administration and Council Joint Recognition Honoring Dan Medina, Sandy Parks & Recreation Director, for over 37 years of service to Sandy City",Special Recognition,Agenda Ready,City Council,2025-12-05,2025-12-09,,,
6511,25-372,,Administration and Council Joint Recognition Honoring Police Chief Greg Severson for his 30 years of service to Sandy City,Special Recognition,Agenda Ready,City Council,2025-12-05,2025-12-09,,,
6512,25-373,,"Approval of the November 11, 2025 Sandy City Council Draft Minutes",Minutes,Consent Agenda,City Council,2025-12-05,2025-12-09,,,
6513,25-374,,Map,Informational Report,Agenda Ready,Board of Adjustment,2025-12-05,2025-12-11,,,
6514,25-375,,"Approval of the November 18, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2025-12-10,2025-12-16,,,
6515,25-376,,"Building our Future: A Community Housing Workshop Series, Workshop Five - Prioritizing tools and tactics",Informational Report,Agenda Ready - Work Session,City Council,2025-12-10,2025-12-16,,,
6516,25-377,,Parting remarks from retiring Council Members Zach Robinson and Ryan Mecham,Special Recognition,Agenda Ready,City Council,2025-12-10,2025-12-16,,,
6517,25-378,,City Council Office recommending that the Council provide staff with the direction to issue an award and to finalize a contract for the forthcoming General Management Study of the Public Utilities Department,Resolution,Consent Agenda,City Council,2025-12-10,2025-12-16,,,
6518,25-379,,Interlocal Agreement between GOEO and Sandy City and MoU between USSO and Sandy City,Resolution,Consent Agenda,City Council,2025-12-11,2025-12-16,,,
6519,25-380,,Council consideration of a resolution vacating the public dedication of the Plaza adjacent to the Hale Centre Theatre,Resolution,Consent Agenda,City Council,2025-12-12,2025-12-16,,,
6520,25-381,,City Council Office recommending annually required Open and Public Meeting Act training.,Informational Report,Agenda Ready - Work Session,City Council,2025-12-29,2026-01-06,,,
6521,25-382,,The appointment of Council Members as liaisons to various committees for the calendar year 2026,Resolution,Agenda Ready,City Council,2025-12-30,2026-01-06,,,
6522,25-383,,"Possible Closed Session to discuss the purchase, exchange or lease of real property and the character and/or competence of an individual.",Informational Report,Agenda Ready,City Council,2026-01-02,2026-01-06,,,
6523,25-384,,"Mayor Zoltanski recommending, for Council Advice and Consent, the appointment of Ben Hill as the Sandy City Parks and Recreation Director",Informational Report,Agenda Ready - Work Session,City Council,2026-01-02,2026-01-06,,,
6524,25-385,,Election of City Council Chair and Vice Chair,Appointment,Agenda Ready,City Council,2026-01-02,2026-01-06,,,
6525,SPR03132025-006926,,"Architectural Components HQ Site Plan (Site Plan Review) 9352 S 670 W [Community 2, Civic Center",Planning Item,Passed,Planning Commission,2026-01-06,2026-01-15,2026-01-15,,6525
6526,ANX11182025-007083(PC),,Summerhays Annexation (R-1-40A) 2935 E. Dimple Dell Road [Community #29],Planning Item,Passed,Planning Commission,2026-01-07,2026-01-15,2026-01-15,,6526
6527,ANX11182025-007083(CC),,Summerhays Annexation (R-1-40A) 2935 E. Dimple Dell Road [Community #29],Ordinance,Agenda Ready,City Council,2026-01-07,2026-01-20,,,6527
6528,CA09232025-0007044 (CC WS),,Amendments to Title 21 of the Land Development Code related to Automall Zone Land Use Matrix,Planning Item,Agenda Ready,City Council,2026-01-08,2026-01-13,,,
6529,SPX12092025-007090,,"Special Exception for Restoration in the Sensitive Area Overlay with 30% or greater slopes 9677 S. Quail Hill Lane [Community #30, Granite]",Planning Item,Passed,Planning Commission,2026-01-08,2026-02-05,2026-02-05,,6529
6530,26-005,,Recess the City Council meeting and convene a meeting of the Sandy City Redevelopment Agency,Resolution,Agenda Ready,City Council,2026-01-08,2026-01-13,,,
6531,26-007,,"Approval of the December 9, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2026-01-08,2026-01-13,,,
6532,26-003,,The City Council completing the 2025 Utah Privacy Awareness Training to introduce the Utah Government Data Privacy Act,Informational Report,Agenda Ready - Work Session,City Council,2026-01-08,2026-01-13,,,
6533,26-001,,Wasatch Front Waste and Recycling District providing the Council with an update on the District and its General Manager,Informational Report,Agenda Ready - Work Session,City Council,2026-01-08,2026-01-13,,,
6534,26-006,,"Approval of the December 16, 2025 Draft Minutes",Minutes,Consent Agenda,City Council,2026-01-08,2026-01-13,,,
6535,26-002,,City Administration providing a report on Sandy City Office Space for Council discussion,Informational Report,Agenda Ready - Work Session,City Council,2026-01-09,2026-01-13,,,
6536,26-004,,"Mayor Zoltanski recommending, for Council Advice and Consent, the appointment of Ben Hill as the Sandy City Parks and Recreation Director",Informational Report,Passed,City Council,2026-01-09,2026-01-13,2026-01-13,,
6537,26-008,,Map,Informational Report,Agenda Ready,Planning Commission,2026-01-09,2026-01-15,,,
6538,26-009,,"Minutes from December 4, 2025 Meeting",Minutes,Agenda Ready,Planning Commission,2026-01-09,2026-01-15,,,
6539,26-010,,Development Report,Informational Report,Agenda Ready,Planning Commission,2026-01-09,2026-01-15,,,
6540,CA09232025-0007044 (CC),,Amendments to Title 21 of the Land Development Code related to Automall Zone Land Use Matrix,Ordinance,Agenda Ready,City Council,2026-01-15,2026-01-20,,,6540
6541,26-012,,"Interlocal Agreement between the Redevelopment Agency of Sandy City and Sandy City relating to the sale of approximately one acre of vacant city-owned land, located near America First Field.",Resolution,Passed,City Council,2026-01-15,2026-01-20,2026-01-20,,
6542,26-013,,Interlocal Agreement between the Redevelopment Agency of Sandy City and Sandy City relating to conveyance of Tax Increment to the Agency consistent with the approval of the Housing Transit and Reinvestment Zone (HTRZ) Committee and meeting the requirements of the HTRZ Act.,Resolution,Passed,City Council,2026-01-15,2026-01-20,2026-01-20,,6542
6543,BOA12122025-007094,,"Falls Creek Estates Subdivision (Alleged Error Appeal 2873 and 2851 E. Wasatch Blvd. [Community #28, Pepper Dell]",Planning Item,Passed,Board of Adjustment,2026-01-15,2026-02-12,2026-02-12,,
6544,26-015,,Recess the City Council meeting and convene a meeting of the Sandy City Redevelopment Agency meeting.,Resolution,Agenda Ready,City Council,2026-01-15,2026-01-20,,,
6545,26-016,,First Reading: Council Member Nicholl proposing an addition to Chapter 4-5 (Human Resources) of the Sandy Municipal Code addressing compensation limitations for elected officials.,Informational Report,Agenda Ready - Work Session,City Council,2026-01-16,2026-01-20,,,
6546,26-017,,Council Office recommending the Council receive an annual update on the Medically Vulnerable People (MVP) Facility,Informational Report,Agenda Ready,City Council,2026-01-16,2026-01-20,,,
6547,26-018,,First Reading: Council Member Dekeyzer proposing additions to Chapter 2-1 (Election Rules and Regulations) of the Sandy Municipal Code to set: (1) disclosure requirements for independent expenditures; and (2) campaign contribution limits,Informational Report,Agenda Ready - Work Session,City Council,2026-01-16,2026-01-20,,,
6548,26-019,,Sandy Administration providing the Council with a 2025 Community Events recap and a brief overview of events in 2026,Informational Report,Agenda Ready,City Council,2026-01-16,2026-01-20,,,
6549,26-020,,"Consideration for adoption of a resolution authorizing the issuance and sale of not more than $8,000,000 aggregate principal amount of sales tax revenue bonds, series 2026; authorizing the posting of a notice of public hearing and bonds to be issued; authorizing and approving a supplemental indenture, a bond purchase agreement and other documents required in connection therewith; authorizing the taking of all other actions necessary to the consummation of the transactions contemplated by the resolution; and related matters.",Resolution,Passed,City Council,2026-01-16,2026-01-20,2026-01-20,,6549
6551,26-022,,City Council Holding a Council Budget Priorities Workshop,Informational Report,Agenda Ready - Work Session,City Council,2026-01-23,2026-01-27,,,
6552,REZ11202025-007084 (PC),,"Fortner Rezone 8564 S. 1000 E. [Community #6, High Point]",Planning Item,Failed,Planning Commission,2026-01-26,2026-02-19,,,6552
6553,26-024,,"Approval of the January 6, 2026 Draft Minutes",Minutes,Consent Agenda,City Council,2026-01-27,2026-02-10,,,
6554,SUB11142025-007080,,"Sequoia Cove Subdivision (Preliminary Subdivision Review) 1368 E. Coppercreek Rd. [Community 16, Falcon Park]",Planning Item,Passed,Planning Commission,2026-01-27,2026-02-05,2026-02-05,,6554
6555,SPX12172025-007095,,"Sequoia Cove Subdivision (Special Exception Requests) 1368 E Coppercreek Rd [Community 16, Falcon Park]",Planning Item,Passed,Planning Commission,2026-01-27,2026-02-05,2026-02-05,,6555
6556,26-027,,"Approval of the January 13, 2026 Draft Minutes",Minutes,Consent Agenda,City Council,2026-01-28,2026-02-10,,,
6559,26-030,,Map,Informational Report,Agenda Ready,Planning Commission,2026-01-30,2026-02-05,,,
6560,26-031,,"Minutes from January 15, 2026 Meeting",Minutes,Agenda Ready,Planning Commission,2026-01-30,2026-02-05,,,
6561,26-032,,Development Report,Informational Report,Agenda Ready,Planning Commission,2026-01-30,2026-02-05,,,
6562,SUB08212024--006814,,"9272 Office Condominiums (Preliminary Review) 9272 S. 700 E. [Community #4, Historic Sandy]",Planning Item,Passed,Planning Commission,2026-01-30,2026-02-05,2026-02-05,,6562
6563,REZ01132026-007102 (PC),,"106 Church Rezone 166 E. 10600 S. [Community #11, Crescent]",Planning Item,Passed,Planning Commission,2026-02-03,2026-02-19,2026-02-19,,6563
6564,26-035,,Recess the City Council meeting and convene a meeting of the Sandy City Redevelopment Agency,Resolution,Agenda Ready,City Council,2026-02-05,2026-02-10,,,
6565,26-036,,Map,Informational Report,Agenda Ready,Board of Adjustment,2026-02-05,2026-02-12,,,
6567,26-038,,City Administration providing information on the Arbor Plaza Office building for Council discussion,Informational Report,Agenda Ready - Work Session,City Council,2026-02-06,2026-02-10,,,
6568,26-039,,Second Reading: Council Member Nicholl proposing an addition to Chapter 4-5 (Human Resources) of the Sandy Municipal Code addressing compensation limitations for elected officials.,Ordinance,Passed,City Council,2026-02-06,2026-02-10,2026-02-10,,6568
6569,26-040,,City Council receiving a 2026 Economic Outlook Presentation,Informational Report,Agenda Ready - Work Session,City Council,2026-02-06,2026-02-10,,,
6570,26-041,,First Reading: Council Member Nicholl proposing the construction of a new Police Department Public Safety Headquarters,Informational Report,Agenda Ready - Work Session,City Council,2026-02-06,2026-02-10,,,
6571,26-042,,Public Hearing to receive input from the public with respect to (i) the issuance of the Series 2026 Bonds and (ii) any potential economic impact that the project to be financed with the proceeds of the Series 2026 Bonds may have on the private sector.,Informational Report,Public Hearing,City Council,2026-02-06,2026-02-10,,,
6572,26-043,,"Parks and Recreation Department providing an update on the recreation center construction, and their proposed public feedback plan for naming the center",Informational Report,Agenda Ready - Work Session,City Council,2026-02-06,2026-02-10,,,
6573,26-044,,"Possible Closed Session to discuss the purchase, exchange or lease of real property.",Informational Report,Passed,City Council,2026-02-06,2026-02-10,2026-02-10,,
6574,26-045,,Map,Informational Report,Agenda Ready,Planning Commission,2026-02-11,2026-02-19,,,
6575,26-046,,"Minutes from the Feb 5, 2026 Meeting",Minutes,Agenda Ready,Planning Commission,2026-02-11,2026-02-19,,,
6576,26-047,,Recess the City Council meeting and convene a Meeting of the Sandy City Redevelopment Agency.,Resolution,Agenda Ready,City Council,2026-02-12,2026-02-17,,,
6577,26-048,,Interlocal Cooperation Agreement between the Redevelopment Agency of Sandy City and Sandy City relating to the Agency's Agreement to contribute funds to the City for use in the acquisition of real property located at 126 Sego Lily Dr.,Resolution,Passed,City Council,2026-02-12,2026-02-17,2026-02-17,,
6578,26-049,,City Council providing its consent for the City to proceed with the purchase and related bonding for the Arbor Plaza Office Building.,Informational Report,Passed,City Council,2026-02-13,2026-02-17,2026-02-17,,
6579,26-050,,Council Office providing the City Council with a biennial training on the Council's Rules of Procedure,Informational Report,Agenda Ready - Work Session,City Council,2026-02-13,2026-02-17,,,
6580,26-051,,City Council Reviewing the Draft City Council Budget Priorities for Fiscal Year 2026-27,Informational Report,Agenda Ready - Work Session,City Council,2026-02-19,2026-02-24,,,
