legistar_vote_pk,legistar_vote_id,legistar_event_item_id,legistar_person_id,person_name,value_raw,value_norm
7547,18979,33558,274,Ron Mortimer,Yes,Aye
7548,18980,33558,317,Jamie Tsandes,Yes,Aye
7549,18981,33558,278,Michael Christopherson,Yes,Aye
7550,18982,33558,274,Ron Mortimer,Yes,Aye
7551,18983,33558,357,Cameron Duncan,Absent,Absent
7552,18984,33558,371,Daniel Schoenfeld,Yes,Aye
7553,18985,33559,342,Dave Bromley,Yes,Aye
7554,18986,33559,271,Monica Collard,Yes,Aye
7555,18987,33559,274,Ron Mortimer,Yes,Aye
7556,18988,33559,317,Jamie Tsandes,Yes,Aye
7557,18989,33559,278,Michael Christopherson,Yes,Aye
7558,18990,33559,274,Ron Mortimer,Yes,Aye
7559,18991,33559,357,Cameron Duncan,Absent,Absent
7560,18992,33559,371,Daniel Schoenfeld,Yes,Aye
7561,18993,33560,342,Dave Bromley,Yes,Aye
7562,18994,33560,271,Monica Collard,Yes,Aye
7563,18995,33560,274,Ron Mortimer,Yes,Aye
7564,18996,33560,317,Jamie Tsandes,Yes,Aye
7565,18997,33560,278,Michael Christopherson,Yes,Aye
7566,18998,33560,274,Ron Mortimer,Yes,Aye
7567,18999,33560,357,Cameron Duncan,Absent,Absent
7568,19000,33560,371,Daniel Schoenfeld,Yes,Aye
7569,19050,33655,342,Dave Bromley,Yes,Aye
7570,19051,33655,271,Monica Collard,Yes,Aye
7571,19052,33655,274,Ron Mortimer,Yes,Aye
7572,19053,33655,317,Jamie Tsandes,Absent,Absent
7573,19054,33655,278,Michael Christopherson,Absent,Absent
7574,19055,33655,357,Cameron Duncan,Yes,Aye
7575,19056,33655,371,Daniel Schoenfeld,Yes,Aye
7576,19043,33656,342,Dave Bromley,Yes,Aye
7577,19044,33656,271,Monica Collard,Yes,Aye
7578,19045,33656,274,Ron Mortimer,Yes,Aye
7579,19046,33656,317,Jamie Tsandes,Absent,Absent
7580,19047,33656,278,Michael Christopherson,Absent,Absent
7581,19048,33656,357,Cameron Duncan,Yes,Aye
7582,19049,33656,371,Daniel Schoenfeld,Yes,Aye
7583,19078,33657,342,Dave Bromley,Yes,Aye
7584,19079,33657,271,Monica Collard,Yes,Aye
7585,19080,33657,274,Ron Mortimer,Yes,Aye
7586,19081,33657,317,Jamie Tsandes,Absent,Absent
7587,19082,33657,278,Michael Christopherson,Absent,Absent
7588,19083,33657,357,Cameron Duncan,Yes,Aye
7589,19084,33657,371,Daniel Schoenfeld,Yes,Aye
7590,19071,33658,342,Dave Bromley,Yes,Aye
7591,19072,33658,271,Monica Collard,Yes,Aye
7592,19073,33658,274,Ron Mortimer,Yes,Aye
7593,19074,33658,317,Jamie Tsandes,Absent,Absent
7594,19075,33658,278,Michael Christopherson,Absent,Absent
7595,19076,33658,357,Cameron Duncan,Yes,Aye
7596,19077,33658,371,Daniel Schoenfeld,Yes,Aye
7597,19064,33659,342,Dave Bromley,Yes,Aye
7598,19065,33659,271,Monica Collard,Yes,Aye
7599,19066,33659,274,Ron Mortimer,Yes,Aye
7600,19067,33659,317,Jamie Tsandes,Absent,Absent
7601,19068,33659,278,Michael Christopherson,Absent,Absent
7602,19069,33659,357,Cameron Duncan,Yes,Aye
7603,19070,33659,371,Daniel Schoenfeld,Yes,Aye
7604,19057,33660,342,Dave Bromley,Yes,Aye
7605,19058,33660,271,Monica Collard,Yes,Aye
7606,19059,33660,274,Ron Mortimer,Yes,Aye
7607,19060,33660,317,Jamie Tsandes,Absent,Absent
7608,19061,33660,278,Michael Christopherson,Absent,Absent
7609,19062,33660,357,Cameron Duncan,Yes,Aye
7610,19063,33660,371,Daniel Schoenfeld,Yes,Aye
7611,19092,33661,342,Dave Bromley,Yes,Aye
7612,19093,33661,271,Monica Collard,Yes,Aye
7613,19094,33661,274,Ron Mortimer,Yes,Aye
7614,19095,33661,317,Jamie Tsandes,Absent,Absent
7615,19096,33661,278,Michael Christopherson,Absent,Absent
7616,19097,33661,357,Cameron Duncan,Yes,Aye
7617,19098,33661,371,Daniel Schoenfeld,Yes,Aye
7618,19085,33662,342,Dave Bromley,Yes,Aye
7619,19086,33662,271,Monica Collard,Yes,Aye
7620,19087,33662,274,Ron Mortimer,Yes,Aye
7621,19088,33662,317,Jamie Tsandes,Absent,Absent
7622,19089,33662,278,Michael Christopherson,Absent,Absent
7623,19090,33662,357,Cameron Duncan,Yes,Aye
7624,19091,33662,371,Daniel Schoenfeld,Yes,Aye
7625,19022,33663,342,Dave Bromley,Yes,Aye
7626,19023,33663,271,Monica Collard,Yes,Aye
7627,19024,33663,274,Ron Mortimer,Yes,Aye
7628,19025,33663,317,Jamie Tsandes,Absent,Absent
7629,19026,33663,278,Michael Christopherson,Absent,Absent
7630,19027,33663,357,Cameron Duncan,Yes,Aye
7631,19028,33663,371,Daniel Schoenfeld,Yes,Aye
7632,19099,33664,342,Dave Bromley,Yes,Aye
7633,19100,33664,271,Monica Collard,Yes,Aye
7634,19101,33664,274,Ron Mortimer,Yes,Aye
7635,19102,33664,317,Jamie Tsandes,Absent,Absent
7636,19103,33664,278,Michael Christopherson,Absent,Absent
7637,19104,33664,357,Cameron Duncan,Yes,Aye
7638,19105,33664,371,Daniel Schoenfeld,Yes,Aye
7639,19029,33665,342,Dave Bromley,Yes,Aye
7640,19030,33665,271,Monica Collard,Yes,Aye
7641,19031,33665,274,Ron Mortimer,Yes,Aye
7642,19032,33665,317,Jamie Tsandes,Absent,Absent
7643,19033,33665,278,Michael Christopherson,Absent,Absent
7644,19034,33665,357,Cameron Duncan,Yes,Aye
7645,19035,33665,371,Daniel Schoenfeld,Yes,Aye
7646,19036,33666,342,Dave Bromley,Yes,Aye
7647,19037,33666,271,Monica Collard,Yes,Aye
7648,19038,33666,274,Ron Mortimer,Yes,Aye
7649,19039,33666,317,Jamie Tsandes,Absent,Absent
7650,19040,33666,278,Michael Christopherson,Absent,Absent
7651,19041,33666,357,Cameron Duncan,Yes,Aye
7652,19042,33666,371,Daniel Schoenfeld,Yes,Aye
7653,19106,33743,342,Dave Bromley,Yes,Aye
7654,19107,33743,271,Monica Collard,Absent,Absent
7655,19108,33743,274,Ron Mortimer,Absent,Absent
7656,19109,33743,317,Jamie Tsandes,Yes,Aye
7657,19110,33743,278,Michael Christopherson,Yes,Aye
7658,19111,33743,357,Cameron Duncan,Yes,Aye
7659,19112,33743,371,Daniel Schoenfeld,Yes,Aye
7660,19148,33744,342,Dave Bromley,Yes,Aye
7661,19149,33744,271,Monica Collard,Absent,Absent
7662,19150,33744,274,Ron Mortimer,Absent,Absent
7663,19151,33744,317,Jamie Tsandes,Yes,Aye
7664,19152,33744,278,Michael Christopherson,Yes,Aye
7665,19153,33744,357,Cameron Duncan,Yes,Aye
7666,19154,33744,371,Daniel Schoenfeld,Yes,Aye
7667,19141,33745,342,Dave Bromley,Yes,Aye
7668,19142,33745,271,Monica Collard,Absent,Absent
7669,19143,33745,274,Ron Mortimer,Absent,Absent
7670,19144,33745,317,Jamie Tsandes,Yes,Aye
7671,19145,33745,278,Michael Christopherson,Yes,Aye
7672,19146,33745,357,Cameron Duncan,Yes,Aye
7673,19147,33745,371,Daniel Schoenfeld,Yes,Aye
7674,19113,33746,342,Dave Bromley,Yes,Aye
7675,19114,33746,271,Monica Collard,Absent,Absent
7676,19115,33746,274,Ron Mortimer,Absent,Absent
7677,19116,33746,317,Jamie Tsandes,Yes,Aye
7678,19117,33746,278,Michael Christopherson,Yes,Aye
7679,19118,33746,357,Cameron Duncan,Yes,Aye
7680,19119,33746,371,Daniel Schoenfeld,Yes,Aye
7681,19134,33747,342,Dave Bromley,Yes,Aye
7682,19135,33747,271,Monica Collard,Absent,Absent
7683,19136,33747,274,Ron Mortimer,Absent,Absent
7684,19137,33747,317,Jamie Tsandes,Yes,Aye
7685,19138,33747,278,Michael Christopherson,Yes,Aye
7686,19139,33747,357,Cameron Duncan,Yes,Aye
7687,19140,33747,371,Daniel Schoenfeld,Yes,Aye
7688,19231,33934,342,Dave Bromley,Absent,Absent
7689,19232,33934,271,Monica Collard,Yes,Aye
7690,19233,33934,274,Ron Mortimer,Absent,Absent
7691,19234,33934,317,Jamie Tsandes,Yes,Aye
7692,19235,33934,278,Michael Christopherson,Yes,Aye
7693,19236,33934,357,Cameron Duncan,Yes,Aye
7694,19237,33934,371,Daniel Schoenfeld,Yes,Aye
7695,19245,33951,342,Dave Bromley,Absent,Absent
7696,19246,33951,271,Monica Collard,Yes,Aye
7697,19247,33951,274,Ron Mortimer,Absent,Absent
7698,19248,33951,317,Jamie Tsandes,Yes,Aye
7699,19249,33951,278,Michael Christopherson,Yes,Aye
7700,19250,33951,357,Cameron Duncan,Yes,Aye
7701,19251,33951,371,Daniel Schoenfeld,Yes,Aye
7702,19238,33953,342,Dave Bromley,Absent,Absent
7703,19239,33953,271,Monica Collard,Yes,Aye
7704,19240,33953,274,Ron Mortimer,Absent,Absent
7705,19241,33953,317,Jamie Tsandes,Yes,Aye
7706,19242,33953,278,Michael Christopherson,Yes,Aye
7707,19243,33953,357,Cameron Duncan,Yes,Aye
7708,19244,33953,371,Daniel Schoenfeld,Yes,Aye
7709,19280,33994,342,Dave Bromley,Yes,Aye
7710,19281,33994,271,Monica Collard,Absent,Absent
7711,19282,33994,274,Ron Mortimer,Yes,Aye
7712,19283,33994,317,Jamie Tsandes,Absent,Absent
7713,19284,33994,278,Michael Christopherson,Yes,Aye
7714,19285,33994,357,Cameron Duncan,Yes,Aye
7715,19286,33994,371,Daniel Schoenfeld,No,Nay
7716,19266,34004,342,Dave Bromley,Yes,Aye
7717,19267,34004,271,Monica Collard,Absent,Absent
7718,19268,34004,274,Ron Mortimer,Yes,Aye
7719,19269,34004,317,Jamie Tsandes,Absent,Absent
7720,19270,34004,278,Michael Christopherson,Yes,Aye
7721,19271,34004,357,Cameron Duncan,Yes,Aye
7722,19272,34004,371,Daniel Schoenfeld,Yes,Aye
7723,19259,34007,342,Dave Bromley,Yes,Aye
7724,19260,34007,271,Monica Collard,Absent,Absent
7725,19261,34007,274,Ron Mortimer,Yes,Aye
7726,19262,34007,317,Jamie Tsandes,Absent,Absent
7727,19263,34007,278,Michael Christopherson,Yes,Aye
7728,19264,34007,357,Cameron Duncan,Yes,Aye
7729,19265,34007,371,Daniel Schoenfeld,Yes,Aye
7730,19273,34010,342,Dave Bromley,Yes,Aye
7731,19274,34010,271,Monica Collard,Absent,Absent
7732,19275,34010,274,Ron Mortimer,Yes,Aye
7733,19276,34010,317,Jamie Tsandes,Absent,Absent
7734,19277,34010,278,Michael Christopherson,Yes,Aye
7735,19278,34010,357,Cameron Duncan,Yes,Aye
7736,19279,34010,371,Daniel Schoenfeld,Yes,Aye
7737,19350,34283,342,Dave Bromley,Absent,Absent
7738,19351,34283,271,Monica Collard,Yes,Aye
7739,19352,34283,274,Ron Mortimer,Absent,Absent
7740,19353,34283,317,Jamie Tsandes,Yes,Aye
7741,19354,34283,278,Michael Christopherson,Yes,Aye
7742,19355,34283,357,Cameron Duncan,Yes,Aye
7743,19356,34283,371,Daniel Schoenfeld,Yes,Aye
7744,19343,34297,342,Dave Bromley,Absent,Absent
7745,19344,34297,271,Monica Collard,Yes,Aye
7746,19345,34297,274,Ron Mortimer,Absent,Absent
7747,19346,34297,317,Jamie Tsandes,Yes,Aye
7748,19347,34297,278,Michael Christopherson,Yes,Aye
7749,19348,34297,357,Cameron Duncan,Yes,Aye
7750,19349,34297,371,Daniel Schoenfeld,Yes,Aye
7751,19392,34463,342,Dave Bromley,Yes,Aye
7752,19393,34463,271,Monica Collard,Absent,Absent
7753,19394,34463,274,Ron Mortimer,Yes,Aye
7754,19395,34463,317,Jamie Tsandes,Yes,Aye
7755,19396,34463,278,Michael Christopherson,Yes,Aye
7756,19397,34463,357,Cameron Duncan,Absent,Absent
7757,19398,34463,371,Daniel Schoenfeld,Yes,Aye
7758,19420,34464,342,Dave Bromley,Yes,Aye
7759,19421,34464,271,Monica Collard,Absent,Absent
7760,19422,34464,274,Ron Mortimer,Yes,Aye
7761,19423,34464,317,Jamie Tsandes,Yes,Aye
7762,19424,34464,278,Michael Christopherson,Yes,Aye
7763,19425,34464,357,Cameron Duncan,Absent,Absent
7764,19426,34464,371,Daniel Schoenfeld,Yes,Aye
7765,19434,34465,342,Dave Bromley,Yes,Aye
7766,19435,34465,271,Monica Collard,Absent,Absent
7767,19436,34465,274,Ron Mortimer,Yes,Aye
7768,19437,34465,317,Jamie Tsandes,Yes,Aye
7769,19438,34465,278,Michael Christopherson,Yes,Aye
7770,19439,34465,357,Cameron Duncan,Absent,Absent
7771,19440,34465,371,Daniel Schoenfeld,Yes,Aye
7772,19427,34466,342,Dave Bromley,Yes,Aye
7773,19428,34466,271,Monica Collard,Absent,Absent
7774,19429,34466,274,Ron Mortimer,Yes,Aye
7775,19430,34466,317,Jamie Tsandes,Yes,Aye
7776,19431,34466,278,Michael Christopherson,Yes,Aye
7777,19432,34466,357,Cameron Duncan,Absent,Absent
7778,19433,34466,371,Daniel Schoenfeld,Yes,Aye
7779,19441,34467,342,Dave Bromley,Yes,Aye
7780,19442,34467,271,Monica Collard,Absent,Absent
7781,19443,34467,274,Ron Mortimer,Yes,Aye
7782,19444,34467,317,Jamie Tsandes,Yes,Aye
7783,19445,34467,278,Michael Christopherson,Yes,Aye
7784,19446,34467,357,Cameron Duncan,Absent,Absent
7785,19447,34467,371,Daniel Schoenfeld,Yes,Aye
7786,19413,34468,342,Dave Bromley,Yes,Aye
7787,19414,34468,271,Monica Collard,Absent,Absent
7788,19415,34468,274,Ron Mortimer,Yes,Aye
7789,19416,34468,317,Jamie Tsandes,Yes,Aye
7790,19417,34468,278,Michael Christopherson,Yes,Aye
7791,19418,34468,357,Cameron Duncan,Absent,Absent
7792,19419,34468,371,Daniel Schoenfeld,Yes,Aye
7793,19399,34481,342,Dave Bromley,Yes,Aye
7794,19400,34481,271,Monica Collard,Absent,Absent
7795,19401,34481,274,Ron Mortimer,Yes,Aye
7796,19402,34481,317,Jamie Tsandes,Yes,Aye
7797,19403,34481,278,Michael Christopherson,Yes,Aye
7798,19404,34481,357,Cameron Duncan,Absent,Absent
7799,19405,34481,371,Daniel Schoenfeld,Yes,Aye
7800,19476,34531,342,Dave Bromley,No,Nay
7801,19477,34531,271,Monica Collard,Absent,Absent
7802,19478,34531,274,Ron Mortimer,Absent,Absent
7803,19479,34531,317,Jamie Tsandes,Yes,Aye
7804,19480,34531,278,Michael Christopherson,Yes,Aye
7805,19481,34531,357,Cameron Duncan,Yes,Aye
7806,19482,34531,371,Daniel Schoenfeld,Yes,Aye
7807,19469,34532,342,Dave Bromley,Yes,Aye
7808,19470,34532,271,Monica Collard,Absent,Absent
7809,19471,34532,274,Ron Mortimer,Absent,Absent
7810,19472,34532,317,Jamie Tsandes,Yes,Aye
7811,19473,34532,278,Michael Christopherson,Yes,Aye
7812,19474,34532,357,Cameron Duncan,Yes,Aye
7813,19475,34532,371,Daniel Schoenfeld,Yes,Aye
7814,19581,34725,342,Dave Bromley,Yes,Aye
7815,19582,34725,271,Monica Collard,Absent,Absent
7816,19583,34725,274,Ron Mortimer,Absent,Absent
7817,19584,34725,317,Jamie Tsandes,Yes,Aye
7818,19585,34725,278,Michael Christopherson,Yes,Aye
7819,19586,34725,357,Cameron Duncan,Yes,Aye
7820,19587,34725,371,Daniel Schoenfeld,Yes,Aye
7821,19567,34726,342,Dave Bromley,Yes,Aye
7822,19568,34726,271,Monica Collard,Absent,Absent
7823,19569,34726,274,Ron Mortimer,Absent,Absent
7824,19570,34726,317,Jamie Tsandes,Yes,Aye
7825,19571,34726,278,Michael Christopherson,Yes,Aye
7826,19572,34726,357,Cameron Duncan,Yes,Aye
7827,19573,34726,371,Daniel Schoenfeld,Yes,Aye
7828,19574,34727,342,Dave Bromley,Yes,Aye
7829,19575,34727,271,Monica Collard,Absent,Absent
7830,19576,34727,274,Ron Mortimer,Absent,Absent
7831,19577,34727,317,Jamie Tsandes,Yes,Aye
7832,19578,34727,278,Michael Christopherson,Yes,Aye
7833,19579,34727,357,Cameron Duncan,Yes,Aye
7834,19580,34727,371,Daniel Schoenfeld,Yes,Aye
7835,19525,34728,342,Dave Bromley,Yes,Aye
7836,19526,34728,271,Monica Collard,Absent,Absent
7837,19527,34728,274,Ron Mortimer,Absent,Absent
7838,19528,34728,317,Jamie Tsandes,Yes,Aye
7839,19529,34728,278,Michael Christopherson,Yes,Aye
7840,19530,34728,357,Cameron Duncan,Yes,Aye
7841,19531,34728,371,Daniel Schoenfeld,Yes,Aye
7842,19644,34879,342,Dave Bromley,Yes,Aye
7843,19645,34879,271,Monica Collard,Yes,Aye
7844,19646,34879,274,Ron Mortimer,Yes,Aye
7845,19647,34879,317,Jamie Tsandes,Yes,Aye
7846,19648,34879,278,Michael Christopherson,Absent,Absent
7847,19649,34879,357,Cameron Duncan,Yes,Aye
7848,19650,34879,371,Daniel Schoenfeld,Yes,Aye
7849,19651,34885,342,Dave Bromley,Yes,Aye
7850,19652,34885,271,Monica Collard,Yes,Aye
7851,19653,34885,274,Ron Mortimer,Yes,Aye
7852,19654,34885,317,Jamie Tsandes,Yes,Aye
7853,19655,34885,278,Michael Christopherson,Absent,Absent
7854,19656,34885,357,Cameron Duncan,Yes,Aye
7855,19657,34885,371,Daniel Schoenfeld,Yes,Aye
7856,19658,34886,342,Dave Bromley,Yes,Aye
7857,19659,34886,271,Monica Collard,Yes,Aye
7858,19660,34886,274,Ron Mortimer,Yes,Aye
7859,19661,34886,317,Jamie Tsandes,Yes,Aye
7860,19662,34886,278,Michael Christopherson,Absent,Absent
7861,19663,34886,357,Cameron Duncan,Yes,Aye
7862,19664,34886,371,Daniel Schoenfeld,Yes,Aye
7863,19665,34887,342,Dave Bromley,Yes,Aye
7864,19666,34887,271,Monica Collard,Yes,Aye
7865,19667,34887,274,Ron Mortimer,Yes,Aye
7866,19668,34887,317,Jamie Tsandes,Yes,Aye
7867,19669,34887,278,Michael Christopherson,Absent,Absent
7868,19670,34887,357,Cameron Duncan,Yes,Aye
7869,19671,34887,371,Daniel Schoenfeld,Yes,Aye
7870,19728,35096,342,Dave Bromley,Yes,Aye
7871,19729,35096,271,Monica Collard,Absent,Absent
7872,19730,35096,274,Ron Mortimer,Yes,Aye
7873,19731,35096,317,Jamie Tsandes,Absent,Absent
7874,19732,35096,278,Michael Christopherson,Yes,Aye
7875,19733,35096,357,Cameron Duncan,Yes,Aye
7876,19734,35096,371,Daniel Schoenfeld,Absent,Absent
7877,19735,35097,342,Dave Bromley,Yes,Aye
7878,19736,35097,271,Monica Collard,Absent,Absent
7879,19737,35097,274,Ron Mortimer,Yes,Aye
7880,19738,35097,317,Jamie Tsandes,Absent,Absent
7881,19739,35097,278,Michael Christopherson,Yes,Aye
7882,19740,35097,357,Cameron Duncan,Yes,Aye
7883,19741,35097,371,Daniel Schoenfeld,Yes,Aye
7884,19784,35098,342,Dave Bromley,Yes,Aye
7885,19785,35098,271,Monica Collard,Absent,Absent
7886,19786,35098,274,Ron Mortimer,Yes,Aye
7887,19787,35098,317,Jamie Tsandes,Absent,Absent
7888,19788,35098,278,Michael Christopherson,Yes,Aye
7889,19789,35098,357,Cameron Duncan,Yes,Aye
7890,19790,35098,371,Daniel Schoenfeld,Yes,Aye
7891,19742,35102,342,Dave Bromley,Yes,Aye
7892,19743,35102,271,Monica Collard,Absent,Absent
7893,19744,35102,274,Ron Mortimer,Yes,Aye
7894,19745,35102,317,Jamie Tsandes,Absent,Absent
7895,19746,35102,278,Michael Christopherson,Yes,Aye
7896,19747,35102,357,Cameron Duncan,Yes,Aye
7897,19748,35102,371,Daniel Schoenfeld,Yes,Aye
7898,19763,35103,342,Dave Bromley,Yes,Aye
7899,19764,35103,271,Monica Collard,Absent,Absent
7900,19765,35103,274,Ron Mortimer,Yes,Aye
7901,19766,35103,317,Jamie Tsandes,Absent,Absent
7902,19767,35103,278,Michael Christopherson,Yes,Aye
7903,19768,35103,357,Cameron Duncan,Yes,Aye
7904,19769,35103,371,Daniel Schoenfeld,Yes,Aye
7905,19749,35104,342,Dave Bromley,Yes,Aye
7906,19750,35104,271,Monica Collard,Absent,Absent
7907,19751,35104,274,Ron Mortimer,Yes,Aye
7908,19752,35104,317,Jamie Tsandes,Absent,Absent
7909,19753,35104,278,Michael Christopherson,Yes,Aye
7910,19754,35104,357,Cameron Duncan,Yes,Aye
7911,19755,35104,371,Daniel Schoenfeld,Yes,Aye
7912,19826,35307,342,Dave Bromley,Yes,Aye
7913,19827,35307,271,Monica Collard,Absent,Absent
7914,19828,35307,317,Jamie Tsandes,Yes,Aye
7915,19829,35307,278,Michael Christopherson,Yes,Aye
7916,19830,35307,274,Ron Mortimer,Yes,Aye
7917,19831,35307,357,Cameron Duncan,Yes,Aye
7918,19832,35307,371,Daniel Schoenfeld,Yes,Aye
7919,19833,35307,281,Steven Wrigley,Yes,Aye
7920,19834,35307,394,David Hart,Absent,Absent
7921,19835,35308,342,Dave Bromley,Yes,Aye
7922,19836,35308,271,Monica Collard,Absent,Absent
7923,19837,35308,317,Jamie Tsandes,Yes,Aye
7924,19838,35308,278,Michael Christopherson,Yes,Aye
7925,19839,35308,274,Ron Mortimer,Yes,Aye
7926,19840,35308,357,Cameron Duncan,Yes,Aye
7927,19841,35308,371,Daniel Schoenfeld,Yes,Aye
7928,19842,35308,281,Steven Wrigley,Yes,Aye
7929,19843,35308,394,David Hart,Absent,Absent
7930,19844,35309,342,Dave Bromley,Yes,Aye
7931,19845,35309,271,Monica Collard,Absent,Absent
7932,19846,35309,317,Jamie Tsandes,Yes,Aye
7933,19847,35309,278,Michael Christopherson,Yes,Aye
7934,19848,35309,274,Ron Mortimer,Yes,Aye
7935,19849,35309,357,Cameron Duncan,Yes,Aye
7936,19850,35309,371,Daniel Schoenfeld,Yes,Aye
7937,19851,35309,281,Steven Wrigley,Yes,Aye
7938,19852,35309,394,David Hart,Absent,Absent
7939,19965,35395,342,Dave Bromley,Yes,Aye
7940,19966,35395,271,Monica Collard,Absent,Absent
7941,19967,35395,317,Jamie Tsandes,Yes,Aye
7942,19968,35395,278,Michael Christopherson,Yes,Aye
7943,19969,35395,274,Ron Mortimer,Yes,Aye
7944,19970,35395,357,Cameron Duncan,Yes,Aye
7945,19971,35395,371,Daniel Schoenfeld,Yes,Aye
7946,19972,35395,281,Steven Wrigley,Yes,Aye
7947,19973,35395,394,David Hart,Yes,Aye
7948,19974,35396,342,Dave Bromley,Yes,Aye
7949,19975,35396,271,Monica Collard,Absent,Absent
7950,19976,35396,317,Jamie Tsandes,Yes,Aye
7951,19977,35396,278,Michael Christopherson,Yes,Aye
7952,19978,35396,274,Ron Mortimer,Yes,Aye
7953,19979,35396,357,Cameron Duncan,Yes,Aye
7954,19980,35396,371,Daniel Schoenfeld,Yes,Aye
7955,19981,35396,281,Steven Wrigley,Yes,Aye
7956,19982,35396,394,David Hart,Yes,Aye
7957,20032,35688,342,Dave Bromley,Yes,Aye
7958,20033,35688,271,Monica Collard,Absent,Absent
7959,20034,35688,317,Jamie Tsandes,Absent,Absent
7960,20035,35688,274,Ron Mortimer,Yes,Aye
7961,20036,35688,371,Daniel Schoenfeld,Yes,Aye
7962,20037,35688,281,Steven Wrigley,Yes,Aye
7963,20038,35688,394,David Hart,Yes,Aye
7964,20046,35689,342,Dave Bromley,Yes,Aye
7965,20047,35689,271,Monica Collard,Absent,Absent
7966,20048,35689,317,Jamie Tsandes,Absent,Absent
7967,20049,35689,274,Ron Mortimer,Yes,Aye
7968,20050,35689,371,Daniel Schoenfeld,Yes,Aye
7969,20051,35689,281,Steven Wrigley,Yes,Aye
7970,20052,35689,394,David Hart,Yes,Aye
7971,20039,35690,342,Dave Bromley,Yes,Aye
7972,20040,35690,271,Monica Collard,Absent,Absent
7973,20041,35690,317,Jamie Tsandes,Absent,Absent
7974,20042,35690,274,Ron Mortimer,Yes,Aye
7975,20043,35690,371,Daniel Schoenfeld,Yes,Aye
7976,20044,35690,281,Steven Wrigley,Yes,Aye
7977,20045,35690,394,David Hart,Yes,Aye
7978,20067,35691,342,Dave Bromley,Yes,Aye
7979,20068,35691,271,Monica Collard,Absent,Absent
7980,20069,35691,317,Jamie Tsandes,Absent,Absent
7981,20070,35691,274,Ron Mortimer,Yes,Aye
7982,20071,35691,371,Daniel Schoenfeld,Yes,Aye
7983,20072,35691,281,Steven Wrigley,Yes,Aye
7984,20073,35691,394,David Hart,Yes,Aye
7985,20053,35692,342,Dave Bromley,Yes,Aye
7986,20054,35692,271,Monica Collard,Absent,Absent
7987,20055,35692,317,Jamie Tsandes,Absent,Absent
7988,20056,35692,274,Ron Mortimer,Yes,Aye
7989,20057,35692,371,Daniel Schoenfeld,Yes,Aye
7990,20058,35692,281,Steven Wrigley,Yes,Aye
7991,20059,35692,394,David Hart,Yes,Aye
7992,20060,35693,342,Dave Bromley,Yes,Aye
7993,20061,35693,271,Monica Collard,Absent,Absent
7994,20062,35693,317,Jamie Tsandes,Absent,Absent
7995,20063,35693,274,Ron Mortimer,Yes,Aye
7996,20064,35693,371,Daniel Schoenfeld,Yes,Aye
7997,20065,35693,281,Steven Wrigley,Yes,Aye
7998,20066,35693,394,David Hart,Yes,Aye
7999,20161,35851,342,Dave Bromley,Absent,Absent
8000,20162,35851,271,Monica Collard,Yes,Aye
8001,20163,35851,317,Jamie Tsandes,Absent,Absent
8002,20164,35851,274,Ron Mortimer,Yes,Aye
8003,20165,35851,371,Daniel Schoenfeld,Yes,Aye
8004,20166,35851,281,Steven Wrigley,No,Nay
8005,20167,35851,394,David Hart,Yes,Aye
8006,20168,35851,357,Cameron Duncan,Yes,Aye
8007,20137,35852,342,Dave Bromley,Absent,Absent
8008,20138,35852,271,Monica Collard,Yes,Aye
8009,20139,35852,317,Jamie Tsandes,Absent,Absent
8010,20140,35852,274,Ron Mortimer,Yes,Aye
8011,20141,35852,371,Daniel Schoenfeld,Yes,Aye
8012,20142,35852,281,Steven Wrigley,Yes,Aye
8013,20143,35852,394,David Hart,Yes,Aye
8014,20144,35852,357,Cameron Duncan,Yes,Aye
8015,20145,35853,342,Dave Bromley,Absent,Absent
8016,20146,35853,271,Monica Collard,Yes,Aye
8017,20147,35853,317,Jamie Tsandes,Absent,Absent
8018,20148,35853,274,Ron Mortimer,Yes,Aye
8019,20149,35853,371,Daniel Schoenfeld,Yes,Aye
8020,20150,35853,281,Steven Wrigley,Yes,Aye
8021,20151,35853,394,David Hart,Yes,Aye
8022,20152,35853,357,Cameron Duncan,Yes,Aye
8023,20204,35948,342,Dave Bromley,Absent,Absent
8024,20205,35948,271,Monica Collard,Yes,Aye
8025,20206,35948,317,Jamie Tsandes,Yes,Aye
8026,20207,35948,274,Ron Mortimer,Absent,Absent
8027,20208,35948,371,Daniel Schoenfeld,Yes,Aye
8028,20209,35948,281,Steven Wrigley,Absent,Absent
8029,20210,35948,394,David Hart,Absent,Absent
8030,20190,35949,342,Dave Bromley,Absent,Absent
8031,20191,35949,271,Monica Collard,Yes,Aye
8032,20192,35949,317,Jamie Tsandes,Yes,Aye
8033,20193,35949,274,Ron Mortimer,Absent,Absent
8034,20194,35949,371,Daniel Schoenfeld,Yes,Aye
8035,20195,35949,281,Steven Wrigley,Absent,Absent
8036,20196,35949,394,David Hart,Absent,Absent
8037,20197,35968,342,Dave Bromley,Absent,Absent
8038,20198,35968,271,Monica Collard,Yes,Aye
8039,20199,35968,317,Jamie Tsandes,Yes,Aye
8040,20200,35968,274,Ron Mortimer,Absent,Absent
8041,20201,35968,371,Daniel Schoenfeld,Yes,Aye
8042,20202,35968,281,Steven Wrigley,Absent,Absent
8043,20203,35968,394,David Hart,Absent,Absent
8044,20239,35998,342,Dave Bromley,Yes,Aye
