body,body_name,event_date,notice_id,title,file_id,filename,minutes_like
2148,Planning Commission,2019-02-06,511827,NOTICE OF A PUBLIC HEARING,528259,020619 CHPC Mtg Minutes - Approved .pdf,True
2148,Planning Commission,2019-02-06,511827,NOTICE OF A PUBLIC HEARING,462377,SUB-19-001 - NOTICE OF A PUBLIC HEARING.pdf,False
2148,Planning Commission,2019-02-06,513095,PLANNING COMMISSION MEETING AGENDA,463953,1.0 - 2019_02_06 PC Agenda.pdf,False
2148,Planning Commission,2019-02-06,513095,PLANNING COMMISSION MEETING AGENDA,463973,1.0 - 2019_02_06 PC Packet.pdf,False
2148,Planning Commission,2019-01-23,510723,PLANNING COMMISSION MEETING AGENDA,528261,012319 CHPC Mtg Minutes-Approved.pdf,True
2148,Planning Commission,2019-01-23,510723,PLANNING COMMISSION MEETING AGENDA,460791,2019_01_23 PC Agenda.pdf,False
2148,Planning Commission,2019-01-23,510723,PLANNING COMMISSION MEETING AGENDA,460793,1-23-2019 PC Packet Combined.pdf,False
2148,Planning Commission,2019-01-09,505813,"NOTICE OF A PUBLIC HEARING for a Proposed Land Use Ordinance Amending Section 19.82.040, Wall Signs",454681,1-9-18 PC Notice - ZTA-18-003.pdf,False
2148,Planning Commission,2019-01-09,505809,NOTICE OF A PUBLIC HEARING for a General Plan and Zone Map Amendment,454679,ZMA-18-001 - Notice of a Public Hearing.pdf,False
2148,Planning Commission,2019-01-09,507579,PLANNING COMMISSION MEETING AGENDA,472675,010919 CHPC Mtg (Approved).pdf,False
2148,Planning Commission,2019-01-09,507579,PLANNING COMMISSION MEETING AGENDA,456363,0-2019_01_09 PC Agenda.pdf,False
2148,Planning Commission,2019-01-09,507579,PLANNING COMMISSION MEETING AGENDA,456365,1-9-2019 Packet Combined.pdf,False
2148,Planning Commission,2018-12-05,500763,NOTICE OF MEETING CANCELLATION COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING,447367,2018_12_05 PC Agenda - CANCELLED.pdf,False
2148,Planning Commission,2018-11-07,495651,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,440333,2018_11_07 PC Agenda (revised1).pdf,False
2148,Planning Commission,2018-10-17,492463,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,435267,2018_10_17 PC Agenda.pdf,False
2148,Planning Commission,2018-10-17,492463,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,435269,2018_10_17 PC Packet.pdf,False
2148,Planning Commission,2018-10-17,491319,NOTICE OF A PUBLIC HEARING,433649,CUP-18-010 Notice of a Public Hearing.pdf,False
2148,Planning Commission,2018-10-03,488157,NOTICE OF A PUBLIC HEARING,429493,NOTICE OF A PUBLIC HEARING SUB-18-004A_TreasureRidge.pdf,False
2148,Planning Commission,2018-10-03,488145,NOTICE OF A PUBLIC HEARING,429479,10-3-18 PC Notice Combined.pdf,False
2148,Planning Commission,2018-10-03,489515,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,431291,2018_10_03 PC Agenda.pdf,False
2148,Planning Commission,2018-10-03,489515,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,431299,10_03_2018 - Planning Commisison Packet.pdf,False
2148,Planning Commission,2018-09-05,483189,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,424079,2018_09_05 PC AgendaREVISED.pdf,False
2148,Planning Commission,2018-09-05,483189,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,424289,PC Packet - 2018_09_05.pdf,False
2148,Planning Commission,2018-09-05,483179,NOTICE OF A PUBLIC HEARING,422397,CUP-18-008 Notice of a Public Hearing.pdf,False
2148,Planning Commission,2018-09-05,483179,NOTICE OF A PUBLIC HEARING,422407,2018_09_05 PC Agenda.pdf,False
2148,Planning Commission,2018-09-05,483169,NOTICE OF A PUBLIC HEARING,422395,CUP-18-007 Notice of a Public Hearing.pdf,False
2148,Planning Commission,2018-09-05,483169,NOTICE OF A PUBLIC HEARING,422405,2018_09_05 PC Agenda.pdf,False
2148,Planning Commission,2018-09-05,483155,NOTICE OF A PUBLIC HEARING,422355,SUB-16-005 - NOTICE OF A PUBLIC HEARING.pdf,False
2148,Planning Commission,2018-08-01,477999,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,414705,08-01-18 PC Agenda.pdf,False
2148,Planning Commission,2018-08-01,477999,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,416175,06-20-18 Staff Report PUD-18-001 revised. (1).pdf,False
2148,Planning Commission,2018-08-01,477999,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,416177,6-20-18 PC Presentation.pdf,False
2148,Planning Commission,2018-08-01,477999,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,416291,2018.08.01 - Planning Commission Q&amp;A vFINAL.pdf,False
2148,Planning Commission,2018-07-31,478023,COTTONWOOD HEIGHTS PLANNING COMMISSION,414709,07-31-18 PC Agenda - Site Visit.pdf,False
2148,Planning Commission,2018-07-11,474953,Planning Commission Business and Work meetings,410153,07-11-18 PC Agenda.pdf,False
2148,Planning Commission,2018-07-11,474953,Planning Commission Business and Work meetings,411011,7-11-18 PC Presentation.pdf,False
2148,Planning Commission,2018-07-11,474953,Planning Commission Business and Work meetings,411013,WBMP-Final-Presentation.pdf,False
2148,Planning Commission,2018-06-20,470761,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,404833,06-20-18 PC Agenda.pdf,False
2148,Planning Commission,2018-06-20,470729,NOTICE OF A PUBLIC HEARING,404771,06-20-18 PC Notice - PDD-18-001.pdf,False
2148,Planning Commission,2018-06-06,468947,Planning Commission Business and Work meetings,402499,06-06-18 PC Agenda.pdf,False
2148,Planning Commission,2018-06-06,468947,Planning Commission Business and Work meetings,402501,06-06-18 PC Packet.pdf,False
2148,Planning Commission,2018-06-06,468947,Planning Commission Business and Work meetings,402503,Public Comment - Nancy Hardy.pdf,False
2148,Planning Commission,2018-05-02,459804,NOTICE OF A PUBLIC HEARING,389788,CUP-17-008 PC Notice 5.2.18.pdf,False
2148,Planning Commission,2018-05-02,459794,NOTICE OF A PUBLIC HEARING,389778,CUP-18-003 Notice of a Public Hearing.pdf,False
2148,Planning Commission,2018-05-02,461477,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,391865,05-02-18 PC Agenda.pdf,False
2148,Planning Commission,2018-05-02,461477,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,393427,05-02-18 PC Packet.pdf,False
2148,Planning Commission,2018-05-02,461477,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,393429,Public Information Handout - Mr James Adinaro.pdf,False
2148,Planning Commission,2018-04-18,458295,COTTONWOOD HEIGHTS PLANNING COMMISSION,387631,04-18-18 PC Notice of Cancellation.pdf,False
2148,Planning Commission,2018-04-04,455415,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,402643,04-04-2018 CH PC Meeting Minutes - Approved.pdf,True
2148,Planning Commission,2018-04-04,455415,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,383393,04-04-18 PC Agenda.pdf,False
2148,Planning Commission,2018-03-07,450055,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,402641,030718 CHPC Mtg Minutes - Approved.pdf,True
2148,Planning Commission,2018-03-07,450055,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,375429,03-07-18 PC Agenda.pdf,False
2148,Planning Commission,2018-03-07,450055,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,375431,03-07-18 PC Packet.pdf,False
2148,Planning Commission,2018-03-07,448755,NOTICE OF A PUBLIC HEARING,373509,NOTICE OF A PUBLIC HEARING SUB-18-001.pdf,False
2148,Planning Commission,2018-03-07,448751,NOTICE OF A PUBLIC HEARING,373507,NOTICE OF A PUBLIC HEARING HOC-18-001.pdf,False
2148,Planning Commission,2018-03-07,448749,Notice of Proposed Land Use Ordinance Amendment - Chapter 19.51 (Planned Development District),373499,NOTICE OF PUBLIC HEARING - ZTA-18-002.pdf,False
2148,Planning Commission,2018-03-07,448725,Notice of Proposed Land Use Ordinance Amendment  Title 12 (Subdivisions),373491,NOTICE OF PUBLIC HEARING - ZTA-17-001.pdf,False
2148,Planning Commission,2018-02-26,449047,Planning Commission and City Council Gravel Pit Visit,373899,02-26-2018 CH CC and PC Gravel Pit Visit.pdf,False
2148,Planning Commission,2018-02-07,443189,NOTICE OF A PUBLIC HEARING Lot Consolidation,365683,LOT-18-001 PC Notice (Sent 1.26.18).pdf,False
2148,Planning Commission,2018-02-07,444419,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,393423,02-07-2018 CH PC Work Business Meetings Minutes - Approved.pdf,True
2148,Planning Commission,2018-02-07,444419,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,367317,02-07-18 PC Packet.pdf,False
2148,Planning Commission,2018-02-07,444419,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,367699,02-07-18 PC Agenda AMENDED.pdf,False
2148,Planning Commission,2018-01-17,438739,Proposed Land Use Ordinance Amendment Appeals Hearing Officer,359907,1-17-18 PC Notice - ZTA-18-001.pdf,False
2148,Planning Commission,2018-01-17,440269,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,393425,01-17-2018 CH PC Work and Business Meetings Minutes - Approved.pdf,True
2148,Planning Commission,2018-01-17,440269,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,361623,1-17-18 PC Agenda.pdf,False
2148,Planning Commission,2018-01-17,440269,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,361625,1-17-18 PC Packet.pdf,False
2148,Planning Commission,2018-01-03,436627,NOTICE OF A PUBLIC HEARING,357175,HOC-16-004 NOTICE OF A PUBLIC HEARING 2017.pdf,False
2148,Planning Commission,2018-01-03,436811,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,393421,01-03-2018 CH PC Work Business Meetings Minutes - Approved.pdf,True
2148,Planning Commission,2018-01-03,436811,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,357413,01-03-18 PC Agenda.pdf,False
2148,Planning Commission,2018-01-03,436811,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,357415,01-03-18 PC Packet.pdf,False
2148,Planning Commission,2017-12-06,430985,NOTICE OF A PUBLIC HEARING,349677,CUP-17-011 Notice of a Public Hearing.pdf,False
2148,Planning Commission,2017-12-06,430959,NOTICE OF A PUBLIC HEARING For a Zone Map Amendment,349669,12-06-17 PC Notice ZMA-17-005.pdf,False
2148,Planning Commission,2017-12-06,432323,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,365775,12-06-2017 CH PC Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2017-12-06,432323,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,351549,12-06-17 PC Agenda.pdf,False
2148,Planning Commission,2017-12-06,432323,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,351551,12-06-17 PC Packet.pdf,False
2148,Planning Commission,2017-11-01,425525,Planning Commission Work and Business Meetings,365773,11-01-2017 CH PC Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2017-11-01,425525,Planning Commission Work and Business Meetings,339523,11-01-17 PC Agenda.pdf,False
2148,Planning Commission,2017-11-01,425525,Planning Commission Work and Business Meetings,339525,11-01-17 PC Packet.pdf,False
2148,Planning Commission,2017-10-18,421665,Proposed Land Use Ordinance Amendment Planned Development District Amendment,334155,ZTA-17-006 PC Notice (PDD).pdf,False
2148,Planning Commission,2017-10-18,423321,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,365771,10-18-2017 CH PC Meeting Minutes-Approved.pdf,True
2148,Planning Commission,2017-10-18,423321,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,336403,10-18-17 PC Agenda.pdf,False
2148,Planning Commission,2017-10-18,423321,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,365765,10-18-17 PC Presentation.pdf,False
2148,Planning Commission,2017-10-18,423321,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,365767,ZTA-17-006 Packet.pdf,False
2148,Planning Commission,2017-10-18,423321,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,365769,PDD presentation.pdf,False
2148,Planning Commission,2017-10-04,419071,NOTICE OF A PUBLIC HEARING For a Zone Map Amendment,330751,10-04-17 PC Notice ZMA-17-004.pdf,False
2148,Planning Commission,2017-10-04,419059,NOTICE OF A PUBLIC HEARING,330737,10-04-17 PC Notice SUB-17-004.pdf,False
2148,Planning Commission,2017-10-04,419055,Notice of Proposed Land Use Ordinance Amendment Sign Code Amendment,330733,10-04-17 PC Notice ZTA-17-005 (Signs).pdf,False
2148,Planning Commission,2017-10-04,420539,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,346837,10-4-2017 CH PC Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2017-10-04,420539,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,332589,10-04-17 PC Agenda.pdf,False
2148,Planning Commission,2017-10-04,420539,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,332591,10-04-17 PC Packet.pdf,False
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,346841,9-6-17 CH PC Approved Meeting Minutes.pdf,True
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,324225,CUP-17-008 PC Notice 8.23.17.pdf,False
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,324227,LOT-17-002 PC Notice 8.23.17.pdf,False
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,324229,LOT-17-004 PC Notice 8.23.17.pdf,False
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,324231,ZTA-17-002 PC Notice 8.23.17.pdf,False
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,324233,ZTA-17-003 PC Notice 8.23.17.pdf,False
2148,Planning Commission,2017-09-06,413939,Notice of Public Hearings,324235,ZTA-17-004 PC Notice 8.23.17.pdf,False
2148,Planning Commission,2017-08-02,408147,PUBLIC HEARING,316103,CUP-17-007 Public Notice.pdf,False
2148,Planning Commission,2017-08-02,409481,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,336447,08-02-17 CH PC BusinessWork Meeting APPROVED Minutes.pdf,True
2148,Planning Commission,2017-08-02,409481,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,318029,08-02-17 PC Packet.pdf,False
2148,Planning Commission,2017-08-02,409481,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,318031,ADU ORDINANCE DRAFT 7.26.17.pdf,False
2148,Planning Commission,2017-08-02,409481,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,336449,08-02-17 PC Presentation.pdf,False
2148,Planning Commission,2017-07-19,405619,NOTICE OF A PUBLIC HEARING,336409,07-19-17 CH PC Mtg Approved Minutes.pdf,True
2148,Planning Commission,2017-07-19,405619,NOTICE OF A PUBLIC HEARING,313033,07-19-17 PC Hearing Notice BP-17-0366.pdf,False
2148,Planning Commission,2017-07-19,405619,NOTICE OF A PUBLIC HEARING,336411,Construction plan_July 18-1.pdf,False
2148,Planning Commission,2017-07-19,405619,NOTICE OF A PUBLIC HEARING,336413,07-19-17 PC Presentation.pdf,False
2148,Planning Commission,2017-07-19,406613,PLANNING COMMISSION MEETING AGENDA,336417,07-19-17 CH PC Mtg Approved Minutes.pdf,True
2148,Planning Commission,2017-07-19,406613,PLANNING COMMISSION MEETING AGENDA,314213,07-19-17 PC Agenda.pdf,False
2148,Planning Commission,2017-07-19,406613,PLANNING COMMISSION MEETING AGENDA,314215,07-19-17 PC Packet.pdf,False
2148,Planning Commission,2017-07-19,406613,PLANNING COMMISSION MEETING AGENDA,336419,07-19-17 PC Presentation.pdf,False
2148,Planning Commission,2017-07-19,406613,PLANNING COMMISSION MEETING AGENDA,336421,Construction plan_July 18-1.pdf,False
2148,Planning Commission,2017-07-05,404231,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,336391,07-05-17 CH PC Approved Minutes.pdf,True
2148,Planning Commission,2017-07-05,404231,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,312335,07-05-17 PC Agenda.pdf,False
2148,Planning Commission,2017-07-05,404231,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,336393,07-05-17 PC Presentation.pdf,False
2148,Planning Commission,2017-06-07,397609,06-07-2017 Notice of Public Hearing,325761,6-7-2017 CH PC Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2017-06-07,397609,06-07-2017 Notice of Public Hearing,304193,06-07-17 PC Agenda.pdf,False
2148,Planning Commission,2017-06-07,397609,06-07-2017 Notice of Public Hearing,304195,05-30-17 PC Staff Report ZMA-17-003.pdf,False
2148,Planning Commission,2017-06-07,397609,06-07-2017 Notice of Public Hearing,304197,Title 12 - Comprehensive Comments 11 04 2016.pdf,False
2148,Planning Commission,2017-05-03,391923,SPL-16-002 NOTICE OF A PUBLIC HEARING,295901,SPL-16-002 Public Notice.pdf,False
2148,Planning Commission,2017-05-03,389685,Notice of Public Hearing,293119,5-3-17 PC Notice - JB Mgmt Rezone.pdf,False
2148,Planning Commission,2017-05-03,389683,ZMA-17-001 Notice of Public Hearing,293121,5-3-17 PC Notice - ZMA-17-001.pdf,False
2148,Planning Commission,2017-05-03,389665,5-3-17 PC Notice - Caballero Ranches Plat Amd,293103,5-3-17 PC Notice - Caballero Ranches Plat Amd.pdf,False
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,325755,05-03-17 CH PC Business Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,325757,5-3-17 CH PC Work Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,296187,CUP.17.004 Staff Report 05.03.17.pdf,False
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,296189,SPL.16.002 Staff Report 05.03.17.pdf,False
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,296191,SUB.17.002 Staff Report 05.03.17.pdf,False
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,296193,ZMA 17 002 Planning Commission staff report.pdf,False
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,296195,ZMA.17.001 Staff report 05.03.17.pdf,False
2148,Planning Commission,2017-05-03,392139,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,297249,05-03-17 PC Agenda.pdf,False
2148,Planning Commission,2017-05-03,391909,CUP-17-004 NOTICE OF A PUBLIC HEARING,295895,CUP-17-004 Public Notice (corrected).pdf,False
2148,Planning Commission,2017-04-05,386301,Planning Commission Business Meeting and Work Session,303969,4-5-17 CH PC Mtg. Minutes - Approved.pdf,True
2148,Planning Commission,2017-04-05,386301,Planning Commission Business Meeting and Work Session,289201,4-5-17 PC Packet.pdf,False
2148,Planning Commission,2017-04-05,386301,Planning Commission Business Meeting and Work Session,289199,4-5-2017 Agenda.pdf,False
2148,Planning Commission,2017-03-01,379511,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,303967,3-01-17 CHPC Mtg Minutes - Approved.pdf,True
2148,Planning Commission,2017-03-01,379511,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,281155,3-1-2017 Agenda.pdf,False
2148,Planning Commission,2017-03-01,379511,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,281861,03.01.17_ReportPacket.pdf,False
2148,Planning Commission,2017-03-01,379511,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,281863,CUP-17-001 Staff Report.pdf,False
2148,Planning Commission,2017-03-01,379511,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,281865,LOT-17-001 Staff Report.pdf,False
2148,Planning Commission,2017-02-01,373031,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,284047,020117 CH PC Meeting Approved Minutes.pdf,True
2148,Planning Commission,2017-02-01,373031,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,273861,2-1-2017 agenda.pdf,False
2148,Planning Commission,2017-02-01,373031,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,284049,Planning Commission Packet 2.1.17.pdf,False
2148,Planning Commission,2017-01-04,367807,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,284053,010417 CHPC Mtg. Approved Minutes.pdf,True
2148,Planning Commission,2017-01-04,367807,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,268431,1-4-2017 agenda.pdf,False
2148,Planning Commission,2017-01-04,367807,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,284051,PC Packet 1.04.2017.pdf,False
2148,Planning Commission,2016-12-07,361975,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,270521,120716 CHPC Business Mtg Minutes.pdf,True
2148,Planning Commission,2016-12-07,361975,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,261713,12-07-2016 agenda.pdf,False
2148,Planning Commission,2016-11-07,363149,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,263037,12-07-2016 agenda.pdf,False
2148,Planning Commission,2016-11-02,357177,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,263823,110216 CHPC Mtg. Minutes - Approved.pdf,True
2148,Planning Commission,2016-11-02,357177,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,255871,11-02-2016 agenda.pdf,False
2148,Planning Commission,2016-11-02,357177,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,256363,11.02.2016 Planning Commission Packet.pdf,False
2148,Planning Commission,2016-11-02,357177,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,257885,Public Comment Handout 11-2-16.pdf,False
2148,Planning Commission,2016-10-19,354735,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,252887,10-19-2016 agenda.pdf,False
2148,Planning Commission,2016-10-19,354735,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,253607,10.19.2016 Planning Commission Packet.pdf,False
2148,Planning Commission,2016-10-19,354735,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,262457,10-19-2016 agenda - Meeting canceled due to lack of a quorum.pdf,False
2148,Planning Commission,2016-10-05,352407,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,257881,10-05-2016 CH PC Meeting Minutes - APPROVED.pdf,True
2148,Planning Commission,2016-10-05,352407,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,250025,Combined staff report.pdf,False
2148,Planning Commission,2016-10-05,352407,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,250027,Fort Union Area Plan with landuse zoning map.pdf,False
2148,Planning Commission,2016-10-05,352407,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,250041,10-05-2016 agenda Final.pdf,False
2148,Planning Commission,2016-10-05,352407,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,251553,10-05-2016 CH PC Amended Agenda.pdf,False
2148,Planning Commission,2016-09-14,349865,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,252963,09-14-2016 CH PC Business Meeting Minutes APPROVED.pdf,True
2148,Planning Commission,2016-09-14,349865,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,252965,09-14-2016 CH PC Work Session Minutes APPROVED.pdf,True
2148,Planning Commission,2016-09-14,349865,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,246991,09-14-2016 agenda.pdf,False
2148,Planning Commission,2016-09-14,349865,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,246993,PC Packet 09-14-2016.pdf,False
2148,Planning Commission,2016-09-14,349865,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,247331,Site Plan With Setbacks Updated 09-12-16.pdf,False
2148,Planning Commission,2016-08-31,347551,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,251443,083116 CHPC Mtg Minutes - APPROVED.pdf,True
2148,Planning Commission,2016-08-31,347551,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,244855,8-31-2016 PC Packet.pdf,False
2148,Planning Commission,2016-08-31,347551,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,244863,Fort Union Area Plan-DRAFT.pdf,False
2148,Planning Commission,2016-08-31,347551,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,244269,08-31-2016 agenda.pdf,False
2148,Planning Commission,2016-08-03,343237,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,238789,08-03-16 Agenda.pdf,False
2148,Planning Commission,2016-08-03,343237,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,241010,08-03-16 PC Meeting Cancelled due to lack of a quorum.pdf,False
2148,Planning Commission,2016-07-20,341605,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,243931,072016 CHPC Business Mtg Minutes (Approved).pdf,True
2148,Planning Commission,2016-07-20,341605,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,243933,072016 CHPC Work Session Minutes (Approved).pdf,True
2148,Planning Commission,2016-07-20,341605,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,236573,07-20-2016 PC Packet.pdf,False
2148,Planning Commission,2016-07-20,341605,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,243929,07-20-2016 agenda.pdf,False
2148,Planning Commission,2016-06-01,333047,Planning Commission Meeting,239551,PC 06-01-2016 minutes.pdf,True
2148,Planning Commission,2016-06-01,333047,Planning Commission Meeting,227217,06-01-2016 AMENDED Agenda.pdf,False
2148,Planning Commission,2016-06-01,333047,Planning Commission Meeting,239553,PC Packet - AMENDED 06-01-16.pdf,False
2148,Planning Commission,2016-06-01,331949,Planning Commission Meeting,226053,06-01-2016 Agenda.pdf,False
2148,Planning Commission,2016-05-04,327803,Planning Commission Meeting,241016,050416 CH PC Mtg APPROVED Minutes.pdf,True
2148,Planning Commission,2016-05-04,327803,Planning Commission Meeting,221485,05-04-2016 agenda.pdf,False
2148,Planning Commission,2016-04-20,324657,Planning Commission Meeting,241012,042016 CHPC Mtg APPROVED Minutes.pdf,True
2148,Planning Commission,2016-04-20,324657,Planning Commission Meeting,217695,04-20-2016 Agenda.pdf,False
2148,Planning Commission,2016-04-06,321501,Planning Commission Meeting,214315,04-06-2016 Agenda.pdf,False
2148,Planning Commission,2016-03-02,317075,Planning Commission Meeting,209685,PC 03-02-2016 agenda.pdf,False
2148,Planning Commission,2016-01-20,309364,Planning Commission Meeting,201112,PC 01-20-2016 agenda.pdf,False
2148,Planning Commission,2015-11-30,297201,Planning Commission Meeting,188039,PC 11-04-15 agenda.pdf,False
2148,Planning Commission,2015-10-07,293059,Planning Commission Meeting,183279,10-07-2015.pdf,False
