ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,kind,date_basis,lu_basis,n_motions,origin,audit_flag
21-01,2021-01-19,2021-01-19,Resolution 21-01 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-01%20Budget%20Adjustments.pdf?t=20210122123913733,,na,recorder_listing,,no,Carried unanimously (no names),2021-01-19,4,high,Resolution,council_motion,,1,archive,
21-02,2021-01-05,2021-01-05,Resolution 21-02 — 2020 Bear River Region Utah Pre Disaster Mitigation Plan,https://www.loganutah.gov/departments/admin/council/21-02%202020%20Bear%20River%20Region%20Utah%20Pre%20Disaster%20Mitigation%20Plan.pdf?t=20210106123752676,,na,recorder_listing,,no,Carried unanimously (no names),2021-01-05,3,high,Resolution,council_motion,,1,archive,
21-03,2021-01-19,2021-01-19,Resolution 21-03 — RDA L59 Multifamily LLC Downtown Project,https://www.loganutah.gov/departments/admin/council/21-03%20RDA%20L59%20Multifamily%20LLC%20Downtown%20Project.pdf?t=20210122123949999,,na,recorder_listing,,no,Carried unanimously (no names),2021-01-19,1,high,Resolution,council_motion,,1,archive,
21-04,2021-01-19,2021-01-19,Resolution 21-04 — Adopting Revised Water Rates,https://www.loganutah.gov/departments/admin/council/21-04%20Adopting%20Revised%20Water%20Rates.pdf?t=20210122124021452,,na,recorder_listing,,no,Carried unanimously (no names),2021-01-19,3,high,Resolution,council_motion,,1,archive,
21-05,2021-02-16,2021-02-16,Resolution 21-05 — CDBG CAPER PY2019,https://www.loganutah.gov/departments/admin/council/21-05%20CDBG%20CAPER%20PY2019.pdf?t=20210218120308106,,na,recorder_listing,,no,Carried unanimously (no names),2021-02-16,3,high,Resolution,council_motion,,1,archive,
21-06,2021-02-02,2021-02-02,Resolution 21-06 — RDA 300 North Main LLC Project,https://www.loganutah.gov/departments/admin/council/21-06%20RDA%20300%20North%20Main%20LLC%20Project.pdf?t=20210203183103821,,na,recorder_listing,,no,Carried unanimously (no names),2021-02-02,1,high,Resolution,council_motion,,1,archive,
21-07,2021-02-02,2021-02-02,Resolution 21-07 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-07%20Budget%20Adjustments.pdf?t=20210203183143274,,na,recorder_listing,,no,Carried unanimously (no names),2021-02-02,4,high,Resolution,council_motion,,1,archive,
21-08,2021-02-16,2021-02-16,Resolution 21-08 — Woodruff Neighborhood Plan,https://www.loganutah.gov/departments/admin/council/21-08%20Woodruff%20Neighborhood%20Plan.pdf?t=2021021812035584,2026-07-05,text,recorder_pdf,raw/res_21-08_Woodruff_Neighborhood_Plan.pdf,yes,Carried unanimously (no names),2021-02-16,7,high,Resolution,council_motion,keyword,1,archive,
21-09,2021-02-16,2021-02-16,Resolution 21-09 — CDBG Amendment COVID 19,https://www.loganutah.gov/departments/admin/council/21-09%20CDBG%20Amendment%20COVID%2019.pdf?t=20210218120431106,,na,recorder_listing,,no,Carried unanimously (no names),2021-02-16,4,high,Resolution,council_motion,,1,archive,
21-10,2021-03-02,2021-03-02,Resolution 21-10 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-10%20Budget%20Adjustments.pdf?t=20210303112805178,,na,recorder_listing,,no,Carried unanimously (no names),2021-03-02,3,high,Resolution,council_motion,,1,archive,
21-11,2021-03-02,2021-03-02,Resolution 21-11 — RDA Center Block Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-11%20RDA%20Center%20Block%20Budget%20Adjustments.pdf?t=20210303112840694,,na,recorder_listing,,no,Carried (no names),2021-03-02,2,high,Resolution,council_motion,,1,archive,
21-12,2021-03-02,2021-03-02,Resolution 21-12 — RDA Agency Funds Downtown Redevelopment,https://www.loganutah.gov/departments/admin/council/21-12%20RDA%20Agency%20Funds%20Downtown%20Redevelopment.pdf?t=20210303112915178,,na,recorder_listing,,no,Carried unanimously (no names),2021-03-02,1,high,Resolution,council_motion,,1,archive,
21-13,2021-03-16,2021-03-16,Resolution 21-13 — Amending EMS Billing Rates,https://www.loganutah.gov/departments/admin/council/21-13%20Amending%20EMS%20Billing%20Rates.pdf?t=20210317100803774,,na,recorder_listing,,no,Carried unanimously (no names),2021-03-16,2,high,Resolution,council_motion,,1,archive,
21-14,2021-03-16,2021-03-16,Resolution 21-14 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-14%20Budget%20Adjustment.pdf?t=20210317100849993,,na,recorder_listing,,no,Carried unanimously (no names),2021-03-16,3,high,Resolution,council_motion,,1,archive,
21-15,2021-04-06,2021-04-06,Resolution 21-15 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-15%20Budget%20Adjustment.pdf?t=20210407154445641,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-06,6,high,Resolution,council_motion,,1,archive,
21-16,2021-04-06,2021-04-06,Resolution 21-16 — RDA Logan Business Gateway South Main,https://www.loganutah.gov/departments/admin/council/21-16%20RDA%20Logan%20Business%20Gateway%20South%20Main.pdf?t=20210407154521798,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-06,1,high,Resolution,council_motion,,1,archive,
21-17,2021-04-20,2021-04-20,Resolution 21-17 — Public Art Action Plan,https://www.loganutah.gov/departments/admin/council/21-17%20Public%20Art%20Action%20Plan.pdf?t=20210421142719493,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-20,7,high,Resolution,council_motion,,1,archive,
21-18,2021-04-20,2021-04-20,Resolution 21-18 — Revised Light and Power Electric Rates,https://www.loganutah.gov/departments/admin/council/21-18%20Revised%20Light%20and%20Power%20Electric%20Rates.pdf?t=20210421142756962,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-20,8,high,Resolution,council_motion,,1,archive,
21-19,2021-04-20,2021-04-20,Resolution 21-19 — Parks and Rec Fees,https://www.loganutah.gov/departments/admin/council/21-19%20Parks%20and%20Rec%20Fees.pdf?t=20210421142844525,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-20,9,high,Resolution,council_motion,,1,archive,
21-20,2021-04-20,2021-04-20,Resolution 21-20 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-20%20Budget%20Adjustment.pdf?t=20210421142918931,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-20,4,high,Resolution,council_motion,,1,archive,
21-21,2021-04-20,2021-04-20,Resolution 21-21 — Interfund Loan to the Library,https://www.loganutah.gov/departments/admin/council/21-21%20Interfund%20Loan%20to%20the%20Library.pdf?t=20210421142958415,,na,recorder_listing,,no,Carried unanimously (no names),2021-04-20,5,high,Resolution,council_motion,,1,archive,
21-22,2021-05-04,2021-05-04,Resolution 21-22 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-22%20Budget%20Adjustments.pdf?t=20210526121736051,,na,recorder_listing,,no,Carried unanimously (no names),2021-05-04,4,high,Resolution,council_motion,,1,archive,
21-23,2021-05-04,2021-05-04,Resolution 21-23 — Willow Park Sports Complex Grant Application,https://www.loganutah.gov/departments/admin/council/21-23%20Willow%20Park%20Sports%20Complex%20Grant%20Application.pdf?t=2021052612181591,,na,recorder_listing,,no,Carried unanimously (no names),2021-05-04,6,high,Resolution,council_motion,,1,archive,
21-24,2021-05-18,2021-05-18,Resolution 21-24 — Designating a Closed Area to Ignition or Use of Fireworks,https://www.loganutah.gov/departments/admin/council/21-24%20Designating%20a%20Closed%20Area%20to%20Ignition%20or%20Use%20of%20Fireworks.pdf?t=20210526121459566,,na,recorder_listing,,no,Carried unanimously (no names),2021-05-18,5,high,Resolution,council_motion,,1,archive,
21-25,2021-05-18,2021-05-18,Resolution 21-25 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-25%20Budget%20Adjustments.pdf?t=20210526121557769,,na,recorder_listing,,no,Carried unanimously (no names),2021-05-18,6,high,Resolution,council_motion,,1,archive,
21-26,,2021-06-16,Resolution 21-26 — Budget Adjustment Fire Station 70 TABLED,https://www.loganutah.gov/departments/admin/council/21-26%20Budget%20Adjustment%20Fire%20Station%2070%20TABLED.pdf?t=20210616140030751,2026-07-05,text,recorder_pdf,raw/res_21-26_Budget_Adjustment_Fire_Station_70_TABLED.pdf,no,,,,none,Resolution,recorder_posted,,0,archive,adopted_no_vote_row
21-27,2021-06-01,2021-06-01,Resolution 21-27 — CDBG Annual Action Plan,https://www.loganutah.gov/departments/admin/council/21-27%20CDBG%20Annual%20Action%20Plan.pdf?t=20210616140111595,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-01,3,high,Resolution,council_motion,,2,archive,
21-28,2021-06-01,2021-06-01,Resolution 21-28 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-28%20Budget%20Adjustment.pdf?t=20210616140145704,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-01,2,high,Resolution,council_motion,,1,archive,
21-29,2021-06-15,2021-06-15,Resolution 21-29 — Telecommunications Franchise Agreement First Digital Telecom,https://www.loganutah.gov/departments/admin/council/21-29%20Telecommunications%20Franchise%20Agreement%20First%20Digital%20Telecom.pdf?t=20210617104508649,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,5,high,Resolution,council_motion,,1,archive,
21-30,2021-06-15,2021-06-15,Resolution 21-30 — URS Contributory Retirement Plan,https://www.loganutah.gov/departments/admin/council/21-30%20URS%20Contributory%20Retirement%20Plan.pdf?t=20210616140227861,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,6,high,Resolution,council_motion,,1,archive,
21-31,2021-06-15,2021-06-15,Resolution 21-31 — Elected Officials Wages,https://www.loganutah.gov/departments/admin/council/21-31%20Elected%20Officials%20Wages.pdf?t=20210616140300407,,na,recorder_listing,,no,4-0 Pass (no names),2021-06-15,7,high,Resolution,council_motion,,1,archive,
21-32,2021-06-15,2021-06-15,Resolution 21-32 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-32%20Budget%20Adjustments.pdf?t=20210616140338454,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,3,high,Resolution,council_motion,,1,archive,
21-33,2021-06-15,2021-06-15,Resolution 21-33 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-33%20Budget%20Adjustment.pdf?t=20210616140413189,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,4,high,Resolution,council_motion,,1,archive,
21-34,2021-06-15,2021-06-15,Resolution 21-34 — Property Tax Rate,https://www.loganutah.gov/departments/admin/council/21-34%20Property%20Tax%20Rate.pdf?t=20210616140448986,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,8,high,Resolution,council_motion,,1,archive,
21-35,2021-06-15,2021-06-15,Resolution 21-35 — Final Revenue and Expenditure Budget 2021 2022,https://www.loganutah.gov/departments/admin/council/21-35%20Final%20Revenue%20and%20Expenditure%20Budget%202021%202022.pdf?t=20210616140527392,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,9,high,Resolution,council_motion,,1,archive,
21-36,2021-06-15,2021-06-15,Resolution 21-36 — RDA Final Redevelopment Area Budget 2021 2022,https://www.loganutah.gov/departments/admin/council/21-36%20RDA%20Final%20Redevelopment%20Area%20Budget%202021%202022.pdf?t=20210616140609954,,na,recorder_listing,,no,Carried (no names),2021-06-15,1,high,Resolution,council_motion,,1,archive,
21-37,2021-06-15,2021-06-15,Resolution 21-37 — RDA Blue Spring Business Park Costco,https://www.loganutah.gov/departments/admin/council/21-37%20RDA%20Blue%20Spring%20Business%20Park%20Costco.pdf?t=20210616140644142,,na,recorder_listing,,no,Carried unanimously (no names),2021-06-15,2,high,Resolution,council_motion,,1,archive,
21-38,2021-07-20,2021-07-20,Resolution 21-38 — USU Substation Lease Agreement,https://www.loganutah.gov/departments/admin/council/21-38%20USU%20Substation%20Lease%20Agreement.pdf?t=20210721112900195,,na,recorder_listing,,no,Carried unanimously (no names),2021-07-20,2,high,Resolution,council_motion,,1,archive,
21-39,2021-07-20,2021-07-20,Resolution 21-39 — Budget Adjustment Electric Substation Land Lease,https://www.loganutah.gov/departments/admin/council/21-39%20Budget%20Adjustment%20Electric%20Substation%20Land%20Lease.pdf?t=20210721112942226,,na,recorder_listing,,no,Carried unanimously (no names),2021-07-20,3,high,Resolution,council_motion,,1,archive,
21-40,2021-08-03,2021-08-03,Resolution 21-40 — Budget Adjustment CAPSA Homeless Shelter,https://www.loganutah.gov/departments/admin/council/21-40%20Budget%20Adjustment%20CAPSA%20Homeless%20Shelter.pdf?t=20210804181013841,,na,recorder_listing,,no,Carried unanimously (no names),2021-08-03,3,high,Resolution,council_motion,,1,archive,
21-41,2021-08-03,2021-08-03,Resolution 21-41 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-41%20Budget%20Adjustment.pdf?t=20210804181051935,,na,recorder_listing,,no,Carried unanimously (no names),2021-08-03,4,high,Resolution,council_motion,,1,archive,
21-42,2021-08-17,2021-08-17,Resolution 21-42 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-42%20Budget%20Adjustment.pdf?t=20210818114644211,,na,recorder_listing,,no,Carried unanimously (no names),2021-08-17,3,high,Resolution,council_motion,,1,archive,
21-43,2022-01-18,2022-01-18,Resolution 21-43 — Comcast Franchise Agreement Cable Television,https://www.loganutah.gov/departments/admin/council/21-43%20Comcast%20Franchise%20Agreement%20Cable%20Television.pdf?t=20220126114553022,,na,recorder_listing,,no,Carried unanimously (no names),2022-01-18,5,high,Resolution,council_motion,,3,archive,
21-44,2021-09-07,2021-09-07,Resolution 21-44 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-44%20Budget%20Adjustments.pdf?t=20210908114904287,,na,recorder_listing,,no,Carried unanimously (no names),2021-09-07,3,high,Resolution,council_motion,,1,archive,
21-45,2021-09-07,2021-09-07,Resolution 21-45 — RDA Cytiva Expansion,https://www.loganutah.gov/departments/admin/council/21-45%20RDA%20Cytiva%20Expansion.pdf?t=20210908114943037,,na,recorder_listing,,no,Carried unanimously (no names),2021-09-07,1,high,Resolution,council_motion,,1,archive,
21-46,2021-09-21,2021-09-21,Resolution 21-46 — American Rescue Plan Act Station 70 and Bluff Water Storage Tank,https://www.loganutah.gov/departments/admin/council/21-46%20American%20Rescue%20Plan%20Act%20Station%2070%20and%20Bluff%20Water%20Storage%20Tank.pdf?t=20210922130808968,,na,recorder_listing,,no,Carried unanimously (no names),2021-09-21,6,high,Resolution,council_motion,,1,archive,
21-47,2021-09-21,2021-09-21,Resolution 21-47 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-47%20Budget%20Adjustments.pdf?t=20210922130851468,,na,recorder_listing,,no,Carried unanimously (no names),2021-09-21,5,high,Resolution,council_motion,,1,archive,
21-48,2021-09-21,2021-09-21,Resolution 21-48 — RDA Budget Library Project,https://www.loganutah.gov/departments/admin/council/21-48%20RDA%20Budget%20Library%20Project.pdf?t=20210922130934218,,na,recorder_listing,,no,Carried unanimously (no names),2021-09-21,1,high,Resolution,council_motion,,1,archive,
21-49,2021-10-05,2021-10-05,Resolution 21-49 — RDA Triiio Group Agency Assistance,https://www.loganutah.gov/departments/admin/council/21-49%20RDA%20Triiio%20Group%20Agency%20Assistance.pdf?t=20211006171643854,,na,recorder_listing,,no,Carried unanimously (no names),2021-10-05,1,high,Resolution,council_motion,,1,archive,
21-50,2021-10-05,2021-10-05,Resolution 21-50 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/21-50%20Budget%20Adjustment.pdf?t=20211006171726947,,na,recorder_listing,,no,Carried unanimously (no names),2021-10-05,3,high,Resolution,council_motion,,1,archive,
21-51,2021-10-19,2021-10-19,Resolution 21-51 — (from motion) approve Resolution 21-51 as presented,meeting_minutes/minutes/2021/2021-10-18/2021-10-19_city-council-meeting.md,,na,minutes_motion_text,,no,Carried (no names),2021-10-19,2,within_source,Resolution,council_motion,,1,votes,no_archive_pdf
21-52,2021-12-07,2021-12-07,Resolution 21-52 — Water Conservation Plan,https://www.loganutah.gov/departments/admin/council/21-52%20Water%20Conservation%20Plan.pdf?t=20211208120103148,,na,recorder_listing,,no,5-0 Pass,2021-12-07,5,high,Resolution,council_motion,,5,archive,
21-53,2021-11-02,2021-11-02,Resolution 21-53 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-53%20Budget%20Adjustments.pdf?t=20211103184435606,,na,recorder_listing,,no,Carried unanimously (no names),2021-11-02,3,high,Resolution,council_motion,,1,archive,
21-54,2021-11-16,2021-11-16,Resolution 21-54 — CDBG CAPER,https://www.loganutah.gov/departments/admin/council/21-54%20CDBG%20CAPER.pdf?t=20211122170410464,,na,recorder_listing,,no,Carried unanimously (no names),2021-11-16,4,high,Resolution,council_motion,,1,archive,
21-55,2021-12-07,2021-12-07,Resolution 21-55 — County Wide Plastic Waste Management Program,https://www.loganutah.gov/departments/admin/council/21-55%20County%20Wide%20Plastic%20Waste%20Management%20Program.pdf?t=20211208120147304,,na,recorder_listing,,no,5-0 Pass,2021-12-07,7,high,Resolution,council_motion,,5,archive,
21-56,2021-11-16,2021-11-16,Resolution 21-56 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/21-56%20Budget%20Adjustments.pdf?t=20211122170339652,,na,recorder_listing,,no,Carried unanimously (no names),2021-11-16,3,high,Resolution,council_motion,,1,archive,
21-57,2021-12-07,2021-12-07,"Resolution 21-57 — Budget Adj Emp Stipend, Fire Station 70, No Logan Sewer Trunk Line",https://www.loganutah.gov/departments/admin/council/21-57%20Budget%20Adj%20Emp%20Stipend%2C%20Fire%20Station%2070%2C%20No%20Logan%20Sewer%20Trunk%20Line.pdf?t=20211208120401663,,na,recorder_listing,,no,5-0 Pass,2021-12-07,8,high,Resolution,council_motion,,5,archive,
21-58,2021-12-07,2021-12-07,Resolution 21-58 — RDA Budget Adjustment City Hall Parking Lot,https://www.loganutah.gov/departments/admin/council/21-58%20RDA%20Budget%20Adjustment%20City%20Hall%20Parking%20Lot.pdf?t=20211208120431929,,na,recorder_listing,,no,5-0 Pass,2021-12-07,1,high,Resolution,council_motion,,5,archive,
21-59,2022-01-04,2022-01-04,Resolution 21-59 — (from motion) approve Resolution 21-59 as presented,meeting_minutes/minutes/2022/2022-01-03/2022-01-04_city-council-meeting.md,,na,minutes_motion_text,,no,Carried unanimously (no names),2022-01-04,2,within_source,Resolution,council_motion,,1,votes,no_archive_pdf
21-60,2022-01-04,2022-01-04,Resolution 21-60 — (from motion) approve Resolution 21-60 as presented,meeting_minutes/minutes/2022/2022-01-03/2022-01-04_city-council-meeting.md,,na,minutes_motion_text,,no,Carried unanimously (no names),2022-01-04,3,within_source,Resolution,council_motion,,1,votes,no_archive_pdf
22-01,2022-01-18,2022-01-18,Resolution 22-01 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-01%20Budget%20Adjustments.pdf?t=202201191513137,,na,recorder_listing,,no,Carried unanimously (no names),2022-01-18,4,high,Resolution,council_motion,,1,archive,
22-02,2022-02-01,2022-02-01,Resolution 22-02 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-02%20Budget%20Adjustments.pdf?t=20220202132005892,,na,recorder_listing,,no,Carried unanimously (no names),2022-02-01,3,high,Resolution,council_motion,,1,archive,
22-03,2022-01-18,2022-01-18,Resolution 22-03 — Logan City School Board Districts,https://www.loganutah.gov/departments/admin/council/22-03%20Logan%20City%20School%20Board%20Districts.pdf?t=20220119151404263,,na,recorder_listing,,no,Carried (no names),2022-01-18,3,high,Resolution,council_motion,,1,archive,
22-04,2022-02-15,2022-02-15,Resolution 22-04 — Parks and Recreation Fee Increases,https://www.loganutah.gov/departments/admin/council/22-04%20Parks%20and%20Recreation%20Fee%20Increases.pdf?t=20220216121457782,,na,recorder_listing,,no,5-0 Pass,2022-02-15,5,high,Resolution,council_motion,,5,archive,
22-05,2022-02-15,2022-02-15,Resolution 22-05 — Parking Violation Civil Penalites Police Dept,https://www.loganutah.gov/departments/admin/council/22-05%20Parking%20Violation%20Civil%20Penalites%20Police%20Dept.pdf?t=20220216121527688,,na,recorder_listing,,no,5-0 Pass,2022-02-15,6,high,Resolution,council_motion,,5,archive,
22-06,2022-02-15,2022-02-15,Resolution 22-06 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-06%20Budget%20Adjustments.pdf?t=20220216121559423,,na,recorder_listing,,no,5-0 Pass,2022-02-15,3,high,Resolution,council_motion,,5,archive,
22-07,2022-03-01,2022-03-01,Resolution 22-07 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-07%20Budget%20Adjustments.pdf?t=20220302104731821,,na,recorder_listing,,no,Carried unanimously (no names),2022-03-01,2,high,Resolution,council_motion,,1,archive,
22-08,2022-03-15,2022-03-15,Resolution 22-08 — RDA Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-08%20RDA%20Budget%20Adjustments.pdf?t=20220323123259108,,na,recorder_listing,,no,4-0 Pass,2022-03-15,1,high,Resolution,council_motion,,5,archive,
22-09,2022-03-15,2022-03-15,Resolution 22-09 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-09%20Budget%20Adjustments.pdf?t=2022032312332967,,na,recorder_listing,,no,4-0 Pass,2022-03-15,2,high,Resolution,council_motion,,5,archive,
22-10,2022-03-15,2022-03-15,Resolution 22-10 — Steel Solar 1B UAMPS Project,https://www.loganutah.gov/departments/admin/council/22-10%20Steel%20Solar%201B%20UAMPS%20Project.pdf?t=20220518185940118,,na,recorder_listing,,no,4-0 Pass,2022-03-15,4,high,Resolution,council_motion,,5,archive,
22-11,2022-04-05,2022-04-05,Resolution 22-11 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-11%20Budget%20Adjustments.pdf?t=20220406121305327,,na,recorder_listing,,no,Carried unanimously (no names),2022-04-05,4,high,Resolution,council_motion,,1,archive,
22-12,2022-04-19,2022-04-19,Resolution 22-12 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-12%20Budget%20Adjustments.pdf?t=20220420122631187,,na,recorder_listing,,no,Carried unanimously (no names),2022-04-19,2,high,Resolution,council_motion,,1,archive,
22-13,2022-06-21,2022-06-21,Resolution 22-13 — Designating a Closed Area to Ignition or Use of Fireworks,https://www.loganutah.gov/departments/admin/22-13%20Designating%20a%20Closed%20Area%20to%20Ignition%20or%20Use%20of%20Fireworks.pdf?t=20220504121514275,,na,recorder_listing,,no,5-0 Pass,2022-06-21,7,high,Resolution,council_motion,,6,archive,
22-14,2022-05-03,2022-05-03,Resolution 22-14 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-14%20Budget%20Adjustments.pdf?t=20220504121547338,,na,recorder_listing,,no,Carried unanimously (no names),2022-05-03,2,high,Resolution,council_motion,,1,archive,
22-15,2022-05-17,2022-05-17,Resolution 22-15 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-15%20Budget%20Adjustments.pdf?t=20220518175014493,,na,recorder_listing,,no,Carried unanimously (no names),2022-05-17,2,high,Resolution,council_motion,,1,archive,
22-16,2022-06-07,2022-06-07,Resolution 22-16 — CDBG Annual Action Plan,https://www.loganutah.gov/departments/admin/council/22-16%20CDBG%20Annual%20Action%20Plan.pdf?t=20220608115533673,,na,recorder_listing,,no,Carried unanimously (no names),2022-06-07,3,high,Resolution,council_motion,,1,archive,
22-17,2022-06-07,2022-06-07,Resolution 22-17 — Budget Adjustments,https://www.loganutah.gov/departments/admin/council/22-17%20Budget%20Adjustments.pdf?t=20220608115605517,,na,recorder_listing,,no,Carried unanimously (no names),2022-06-07,4,high,Resolution,council_motion,,1,archive,
22-18,2022-06-21,2022-06-21,Resolution 22-18 — URS Retirement Plan,https://www.loganutah.gov/departments/admin/council/22-18%20URS%20Retirement%20Plan.pdf?t=202206221153354,,na,recorder_listing,,no,5-0 Pass,2022-06-21,10,high,Resolution,council_motion,,5,archive,
22-19,2022-06-21,2022-06-21,Resolution 22-19 — Elected Officials Wages,https://www.loganutah.gov/departments/admin/council/22-19%20Elected%20Officials%20Wages.pdf?t=20220622115408104,,na,recorder_listing,,no,5-0 Pass,2022-06-21,11,high,Resolution,council_motion,,5,archive,
22-20,2022-06-21,2022-06-21,Resolution 22-20 — Annexation Policy Plan 2022,https://www.loganutah.gov/departments/admin/council/22-20%20Annexation%20Policy%20Plan%202022.pdf?t=20220622115439573,2026-07-05,text,recorder_pdf,raw/res_22-20_Annexation_Policy_Plan_2022.pdf,yes,5-0 Pass,2022-06-21,6,high,Resolution,council_motion,keyword,5,archive,
22-21,2022-06-21,2022-06-21,Resolution 22-21 — Employee Bereavement Leave for Miscarriage or Stillbirth,https://www.loganutah.gov/departments/admin/council/22-21%20Employee%20Bereavement%20Leave%20for%20Miscarriage%20or%20Stillbirth.pdf?t=20220622115544541,,na,recorder_listing,,no,5-0 Pass,2022-06-21,8,high,Resolution,council_motion,,5,archive,
22-22,2022-06-21,2022-06-21,Resolution 22-22 — RDA Budget Adjustment Blue Springs,https://www.loganutah.gov/departments/admin/22-22%20RDA%20Budget%20Adjustment%20Blue%20Springs.pdf?t=20220622115619355,,na,recorder_listing,,no,5-0 Pass,2022-06-21,1,high,Resolution,council_motion,,5,archive,
22-23,2022-06-21,2022-06-21,Resolution 22-23 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/22-23%20Budget%20Adjustment.pdf?t=20220622115806511,,na,recorder_listing,,no,5-0 Pass,2022-06-21,9,high,Resolution,council_motion,,5,archive,
22-24,2022-06-21,2022-06-21,Resolution 22-24 — Wastewater Planning Program Annual Report MWPP,https://www.loganutah.gov/departments/admin/council/22-24%20Wastewater%20Planning%20Program%20Annual%20Report%20MWPP.pdf?t=20220622115847292,,na,recorder_listing,,no,5-0 Pass,2022-06-21,3,high,Resolution,council_motion,,5,archive,
22-25,2022-06-21,2022-06-21,Resolution 22-25 — Final Revenue and Expenditure Budgets FY 2022-2023,https://www.loganutah.gov/departments/admin/council/22-25%20Final%20Revenue%20and%20Expenditure%20Budgets%20FY%202022-2023.pdf?t=2022062211591912,,na,recorder_listing,,no,5-0 Pass,2022-06-21,13,high,Resolution,council_motion,,5,archive,
22-26,2022-06-21,2022-06-21,Resolution 22-26 — Property Tax Rate for Calendar Year 2022 and Fiscal Year 2022-2023,https://www.loganutah.gov/departments/admin/council/22-26%20Property%20Tax%20Rate%20for%20Calendar%20Year%202022%20and%20Fiscal%20Year%202022-2023.pdf?t=20220622115949777,,na,recorder_listing,,no,5-0 Pass,2022-06-21,12,high,Resolution,council_motion,,5,archive,
22-27,2022-06-21,2022-06-21,Resolution 22-27 — RDA Final Redevelopment Area Budgets for Fiscal Year 2022-2023,https://www.loganutah.gov/departments/admin/council/22-27%20RDA%20Final%20Redevelopment%20Area%20Budgets%20for%20Fiscal%20Year%202022-2023.pdf?t=20220622120022589,,na,recorder_listing,,no,5-0 Pass,2022-06-21,2,high,Resolution,council_motion,,5,archive,
22-28,2022-07-19,2022-07-19,Resolution 22-28 — Budget Adjustment,https://www.loganutah.gov/departments/admin/council/22-28%20Budget%20Adjustment.pdf?t=20220720114859808,,na,recorder_listing,,no,5-0 Pass,2022-07-19,3,high,Resolution,council_motion,,5,archive,
22-29,2022-08-02,2022-08-02,Resolution 22-29 — Annexation Application Fee,https://www.loganutah.gov/departments/admin/council/22-29%20Annexation%20Application%20Fee.pdf?t=20220803114719063,2026-07-05,text,recorder_pdf,raw/res_22-29_Annexation_Application_Fee.pdf,yes,4-0 Pass,2022-08-02,5,high,Resolution,council_motion,keyword,5,archive,
22-30,2022-07-19,2022-07-19,Resolution 22-30 — UAMPS Steel Solar 1B Project Amended,https://www.loganutah.gov/departments/admin/council/22-30%20UAMPS%20Steel%20Solar%201B%20Project%20Amended.pdf?t=2022082511160588,,na,recorder_listing,,no,5-0 Pass,2022-07-19,5,high,Resolution,council_motion,,5,archive,
