candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry,verified,cell_confidence,transcriber_note
Sim Gill,District Attorney,,2010,,,2010-06-22,AT & T,AT & T,Cell Phone,147.63,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y368,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-26,Sunmart,Sunmart,Drinks for Parade Volunteers,10.02,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y410,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-27,Dan's Foods,Dan's Foods,Drinks for Fundraiser,28.37,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y452,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-28,Bombay House,Bombay House,Fundraiser,900.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,8,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y494,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-29,Joseph Lyon Printing,Joseph Lyon Printing,Printing,506.47,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,9,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y536,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-29,Love Communications,Love Communications,Consulting,5055.92,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,10,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y578,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-30,Lisa Ashman,Lisa Ashman,Campaign Manager,1750.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,11,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y620,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-30,Paypal,Paypal,Fees,1.75,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,12,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y662,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-01,USPS,USPS,Postage Stamps,88.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,13,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y704,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-02,Bambara,Bambara,Campaign Lunch,37.55,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,14,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y746,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-06,Karen Mayne for Senate,Karen Mayne for Senate,Campaign Contribution,250.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,15,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y788,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-06,Holly Mullen for Council,Holly Mullen for Council,Campaign Contribution,100.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,16,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y830,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-06,Arlyn Bradshaw for Council,Arlyn Bradshaw for Council,Campaign Contribution,200.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,17,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y872,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-06,Diane Turner for Council,Diane Turner for Council,Campaign Contribution,100.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,18,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y914,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-08,Mimi's Cafe,Mimi's Cafe,Campaign Breakfast,28.58,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,19,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y956,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-08,Cannella's,Cannella's,Campaign Lunch,25.04,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,20,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y998,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-08,Draper Community Foundation,Draper Community Foundation,Parade Fee,20.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,21,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1040,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-09,The Olympian,The Olympian,Campaign Breakfast,25.53,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,22,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1082,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-09,Wally Bugden,Wally Bugden,Fundraiser,850.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,23,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1124,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-07-22,AT & T,AT & T,Cell Phone,141.37,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,24,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1166,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-29,Home Depot,Home Depot,Lawn Sign Supplies,2151.28,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,25,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1208,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-30,Sierra Wholesale Supply,Sierra Wholesale Supply,T-Shirts,845.13,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,26,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1250,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-30,Lisa Ashman,Lisa Ashman,Campaign Manager,1750.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,27,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1292,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-30,USPS,USPS,Postage Stamps,5.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,28,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1334,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-30,Home Depot,Home Depot,Lawn Sign Supplies,114.48,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,29,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1376,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-07-31,Paypal,Paypal,Fees,53.53,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,30,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1418,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-02,Salt Lake County Democrats,Salt Lake County Democrats,Coordinated Campaign,2500.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,31,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1460,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-03,Equality Utah,Equality Utah,Allies Dinner,1250.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,32,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1502,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-05,The Other Place,The Other Place,Campaign Breakfast,17.50,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,33,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1544,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-07,Pride Food Mart,Pride Food Mart,Parade Supplies,17.26,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,34,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1586,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-09,Joseph Lyon Printing,Joseph Lyon Printing,Lawn Signs,11593.23,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,35,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1628,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-12,Allie Diamond,Allie Diamond,Catering,400.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,36,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1670,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-08-13,USPS,USPS,Postage Stamps,88.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,37,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1712,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-19,Love Communications,Love Communications,Outdoor Advertising,33200.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,38,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1754,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-19,Kristen Dalzen & Stephanie Pappas,Kristen Dalzen & Stephanie Pappas,Fundraiser,325.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,39,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1796,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-08-19,Casee & John Francis,Casee & John Francis,Fundraiser,325.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,40,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1838,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-08-21,Salt Lake County Democrats,Salt Lake County Democrats,Coordinated Campaign,50.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,41,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1880,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-23,Faustina,Faustina,Campaign Lunch,46.38,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,42,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1922,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-23,AT & T,AT & T,Cell Phone,139.54,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,43,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y1964,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-24,Community Service Fund,Community Service Fund,Golf Tournament,150.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,44,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2006,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-25,Papa John's,Papa John's,Catering,281.37,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,45,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2048,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-29,Mazza Cafe,Mazza Cafe,Fundraiser,250.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,46,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2090,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-08-30,Love Communications,Love Communications,Consulting,4059.14,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,47,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2132,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-30,Lisa Ashman,Lisa Ashman,Campaign Manager,1750.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,48,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2174,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-31,Cannella's,Cannella's,Campaign Lunch,28.62,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,49,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2216,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-08-31,Paypal,Paypal,Fees,116.33,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,50,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2258,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-09-01,Gil Athay,Gil Athay,Fundraiser,175.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,51,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2300,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-09-01,Loni Deland,Loni Deland,Fundraiser,175.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,52,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2342,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-09-01,USPS,USPS,Stamps,132.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,53,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2384,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-09-02,Takashi,Takashi,Campaign Lunch,55.94,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,54,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2426,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-09-04,Home Depot,Home Depot,Hammer,17.06,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,55,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2468,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-09-06,Labor Day Picnic Committee,Labor Day Picnic Committee,Sign Fee,300.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,56,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2510,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-09-07,Holly Mullen for Council,Holly Mullen for Council,Contribution,343.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,57,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2552,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-09-13,Paypal,Paypal,Fees,50.49,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,58,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y2594,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Jim Bradley,County Council,,2012,,,2012-11-09,Love Communications,Love Communications,Radio Production,3215.00,False,,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,622005c3,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x150,y200,w2000,h48@300dpi",1,date=high;vendor=high;amount=high,
Jim Bradley,County Council,,2012,,,2012-11-09,Love Communications,Love Communications,Media Production and Internet Ads,7255.00,False,,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,622005c3,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x150,y248,w2000,h48@300dpi",1,date=high;vendor=high;amount=high,
Jim Bradley,County Council,,2012,,,2012-11-09,EF Creative,EF Creative,Graphic Design work,394.52,False,,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,622005c3,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x150,y296,w2000,h48@300dpi",1,date=high;vendor=high;amount=high,
Jim Bradley,County Council,,2012,,,2012-11-09,Alejandro Puy,Alejandro Puy,General Campaign Work,750.00,False,,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,622005c3,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x150,y344,w2000,h48@300dpi",1,date=high;vendor=high;amount=high,
Jim Bradley,County Council,,2012,,,2012-11-15,Q Salt Lake,Q Salt Lake,Campaign Ad,100.00,False,,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,622005c3,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x150,y392,w2000,h48@300dpi",1,date=high;vendor=high;amount=high,
Jim Bradley,County Council,,2012,,,2012-12-27,Social 5,Social 5,Social Media,1800.00,False,,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,622005c3,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x150,y440,w2000,h48@300dpi",1,date=high;vendor=high;amount=high,
Mary Bishop,Recorder,,2014,,,2014-10-02,Winco Food,Winco Food,Candy for Sr. Expo,30.26,False,,raw/clerk_legacy/Bishop_Mary_Recorder_Oct14.pdf,dbbf9294,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x110,y560,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,
Mary Bishop,Recorder,,2014,,,2014-10-12,Media ONE,Media ONE,Digital Advertizing,1000.00,False,,raw/clerk_legacy/Bishop_Mary_Recorder_Oct14.pdf,dbbf9294,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x110,y645,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,'Advertizing' spelled with a z on the form - kept verbatim
Mary Bishop,Recorder,,2014,,,2014-10-22,NGP-VAN,NGP-VAN,RoboCall,535.46,False,,raw/clerk_legacy/Bishop_Mary_Recorder_Oct14.pdf,dbbf9294,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x110,y730,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,
Mary Bishop,Recorder,,2014,,,2014-10-25,FaceBook,FaceBook,Advertizing,289.64,False,,raw/clerk_legacy/Bishop_Mary_Recorder_Oct14.pdf,dbbf9294,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x110,y815,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,
Joe Hatch,County Council,,,,,,Wells-Fargo,Wells-Fargo,Bank charges,8.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,1,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x110,y555,w1450,h85@200dpi",1,vendor=high;amount=high,"date printed as a RANGE 'July - Sept, 2006' - left BLANK; amount recovered as 8.00 (the glyph is a single digit; 8.00 is what makes the printed page total 1906 exact)"
Joe Hatch,County Council,,,,,2006-06-30,Turner for Council,Turner for Council,Campaign contribution,500.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y640,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-07-10,Stonewall Democrats,Stonewall Democrats,Campaign contribution,120.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y725,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-07-17,Brad Wolverton,Brad Wolverton,Design,200.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y810,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-08-17,Joseph Hatch,Joseph Hatch,Reimbursement for campaign dinner,68.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y895,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-08-17,Gordon for School Board,Gordon for School Board,Campaign contribution,50.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y980,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-08-17,Swenson for County Clerk,Swenson for County Clerk,Campaign contribution,100.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y1065,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-09-10,Equality Utah,Equality Utah,Campaign contribution,250.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,8,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y1150,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-09-10,Utah Democratic Party,Utah Democratic Party,Campaign contribution,60.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,9,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y1235,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-08-18,Justin Wiley,Justin Wiley,Postage & printing for fund raiser,500.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,10,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y1320,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
Joe Hatch,County Council,,,,,2006-08-25,Turner for Council,Turner for Council,Campaign contribution,50.00,False,,raw/clerk_legacy/joehatch_september1506amendment.pdf,c50cce42,11,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x110,y1405,w1450,h85@200dpi",1,date=high;vendor=high;amount=high,"dates on this schedule are written out in words ('AUGUST 17, 2006')"
